lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
10,1,CNF,2,469,52,3,[156; 157],14,0.079898,0.692308,3,[X2 >= 1.650000 OR X4 >= 211.500000 OR X5 >= 61.500000],{'0.0': {'precision': 0.5111111111111111; 'recall': 0.6865671641791045; 'f1-score': 0.5859872611464968; 'support': 134}; '1.0': {'precision': 0.8546712802768166; 'recall': 0.7373134328358208; 'f1-score': 0.7916666666666665; 'support': 335}; 'accuracy': 0.7228144989339019; 'macro avg': {'precision': 0.6828911956939638; 'recall': 0.7119402985074627; 'f1-score': 0.6888269639065816; 'support': 469}; 'weighted avg': {'precision': 0.7565112319437579; 'recall': 0.7228144989339019; 'f1-score': 0.7329011222323323; 'support': 469}},{'0.0': {'precision': 0.45; 'recall': 0.6428571428571429; 'f1-score': 0.5294117647058824; 'support': 14}; '1.0': {'precision': 0.84375; 'recall': 0.7105263157894737; 'f1-score': 0.7714285714285714; 'support': 38}; 'accuracy': 0.6923076923076923; 'macro avg': {'precision': 0.646875; 'recall': 0.6766917293233083; 'f1-score': 0.6504201680672268; 'support': 52}; 'weighted avg': {'precision': 0.7377403846153846; 'recall': 0.6923076923076923; 'f1-score': 0.7062702003878474; 'support': 52}}
10,1,CNF,3,469,52,3,[156; 157],14,0.075484,0.692308,5,[(NOT X1) OR X2 >= 1.650000 OR X4 >= 211.500000 OR X5 >= 61.500000 OR X6 >= 59.500000],{'0.0': {'precision': 0.5185185185185185; 'recall': 0.42105263157894735; 'f1-score': 0.46473029045643155; 'support': 133}; '1.0': {'precision': 0.7867036011080333; 'recall': 0.8452380952380952; 'f1-score': 0.8149210903873744; 'support': 336}; 'accuracy': 0.7249466950959488; 'macro avg': {'precision': 0.6526110598132759; 'recall': 0.6331453634085213; 'f1-score': 0.639825690421903; 'support': 469}; 'weighted avg': {'precision': 0.7106511150005589; 'recall': 0.7249466950959488; 'f1-score': 0.7156132516009875; 'support': 469}},{'0.0': {'precision': 0.45454545454545453; 'recall': 0.3333333333333333; 'f1-score': 0.3846153846153846; 'support': 15}; '1.0': {'precision': 0.7560975609756098; 'recall': 0.8378378378378378; 'f1-score': 0.7948717948717948; 'support': 37}; 'accuracy': 0.6923076923076923; 'macro avg': {'precision': 0.6053215077605322; 'recall': 0.5855855855855856; 'f1-score': 0.5897435897435896; 'support': 52}; 'weighted avg': {'precision': 0.6691113764284496; 'recall': 0.6923076923076923; 'f1-score': 0.6765285996055226; 'support': 52}}
10,1,CNF,4,469,52,3,[156; 157],14,0.072183,0.673077,4,[X2 >= 1.650000 OR X4 >= 211.500000 OR X6 >= 59.500000 OR X9 < 0.895000],{'0.0': {'precision': 0.5255474452554745; 'recall': 0.5413533834586466; 'f1-score': 0.5333333333333333; 'support': 133}; '1.0': {'precision': 0.8162650602409639; 'recall': 0.8065476190476191; 'f1-score': 0.8113772455089822; 'support': 336}; 'accuracy': 0.7313432835820896; 'macro avg': {'precision': 0.6709062527482192; 'recall': 0.6739505012531328; 'f1-score': 0.6723552894211577; 'support': 469}; 'weighted avg': {'precision': 0.7338227515137355; 'recall': 0.7313432835820896; 'f1-score': 0.7325289719069324; 'support': 469}},{'0.0': {'precision': 0.42857142857142855; 'recall': 0.4; 'f1-score': 0.4137931034482759; 'support': 15}; '1.0': {'precision': 0.7631578947368421; 'recall': 0.7837837837837838; 'f1-score': 0.7733333333333334; 'support': 37}; 'accuracy': 0.6730769230769231; 'macro avg': {'precision': 0.5958646616541353; 'recall': 0.5918918918918918; 'f1-score': 0.5935632183908046; 'support': 52}; 'weighted avg': {'precision': 0.6666425679583574; 'recall': 0.6730769230769231; 'f1-score': 0.6696198054818745; 'support': 52}}
10,1,CNF,5,469,52,3,[156; 157],14,0.072174,0.653846,5,[(NOT X1) OR X2 >= 1.650000 OR X3 >= 1.250000 OR X4 >= 211.500000 OR X6 >= 59.500000],{'0.0': {'precision': 0.5315315315315315; 'recall': 0.44360902255639095; 'f1-score': 0.48360655737704916; 'support': 133}; '1.0': {'precision': 0.7932960893854749; 'recall': 0.8452380952380952; 'f1-score': 0.8184438040345822; 'support': 336}; 'accuracy': 0.7313432835820896; 'macro avg': {'precision': 0.6624138104585032; 'recall': 0.6444235588972431; 'f1-score': 0.6510251807058156; 'support': 469}; 'weighted avg': {'precision': 0.7190643490985358; 'recall': 0.7313432835820896; 'f1-score': 0.7234899579675206; 'support': 469}},{'0.0': {'precision': 0.38461538461538464; 'recall': 0.3333333333333333; 'f1-score': 0.3571428571428571; 'support': 15}; '1.0': {'precision': 0.7435897435897436; 'recall': 0.7837837837837838; 'f1-score': 0.7631578947368421; 'support': 37}; 'accuracy': 0.6538461538461539; 'macro avg': {'precision': 0.5641025641025641; 'recall': 0.5585585585585585; 'f1-score': 0.5601503759398496; 'support': 52}; 'weighted avg': {'precision': 0.6400394477317555; 'recall': 0.6538461538461539; 'f1-score': 0.6460381723539619; 'support': 52}}
10,1,CNF,6,469,52,3,[156; 157],14,0.072129,0.692308,4,[(NOT X1) OR X3 >= 1.250000 OR X4 >= 211.500000 OR X6 >= 59.500000],{'0.0': {'precision': 0.48333333333333334; 'recall': 0.43609022556390975; 'f1-score': 0.458498023715415; 'support': 133}; '1.0': {'precision': 0.7851002865329513; 'recall': 0.8154761904761905; 'f1-score': 0.8; 'support': 336}; 'accuracy': 0.7078891257995735; 'macro avg': {'precision': 0.6342168099331423; 'recall': 0.62578320802005; 'f1-score': 0.6292490118577075; 'support': 469}; 'weighted avg': {'precision': 0.6995245833867909; 'recall': 0.7078891257995735; 'f1-score': 0.7031561559789983; 'support': 469}},{'0.0': {'precision': 0.47368421052631576; 'recall': 0.6; 'f1-score': 0.5294117647058824; 'support': 15}; '1.0': {'precision': 0.8181818181818182; 'recall': 0.7297297297297297; 'f1-score': 0.7714285714285715; 'support': 37}; 'accuracy': 0.6923076923076923; 'macro avg': {'precision': 0.645933014354067; 'recall': 0.6648648648648648; 'f1-score': 0.6504201680672269; 'support': 52}; 'weighted avg': {'precision': 0.7188075082811924; 'recall': 0.6923076923076923; 'f1-score': 0.7016160310277957; 'support': 52}}
10,1,CNF,7,469,52,3,[156; 157],14,0.078183,0.692308,5,[(NOT X1) OR X3 >= 1.250000 OR X4 >= 211.500000 OR X6 >= 59.500000 OR X9 >= 0.895000],{'0.0': {'precision': 0.5; 'recall': 0.12030075187969924; 'f1-score': 0.19393939393939394; 'support': 133}; '1.0': {'precision': 0.7322654462242563; 'recall': 0.9523809523809523; 'f1-score': 0.8279430789133246; 'support': 336}; 'accuracy': 0.7164179104477612; 'macro avg': {'precision': 0.6161327231121281; 'recall': 0.5363408521303258; 'f1-score': 0.5109412364263592; 'support': 469}; 'weighted avg': {'precision': 0.6663991256531986; 'recall': 0.7164179104477612; 'f1-score': 0.648150989144598; 'support': 469}},{'0.0': {'precision': 0.3333333333333333; 'recall': 0.06666666666666667; 'f1-score': 0.1111111111111111; 'support': 15}; '1.0': {'precision': 0.7142857142857143; 'recall': 0.9459459459459459; 'f1-score': 0.813953488372093; 'support': 37}; 'accuracy': 0.6923076923076923; 'macro avg': {'precision': 0.5238095238095238; 'recall': 0.5063063063063064; 'f1-score': 0.46253229974160204; 'support': 52}; 'weighted avg': {'precision': 0.6043956043956045; 'recall': 0.6923076923076923; 'f1-score': 0.6112104949314252; 'support': 52}}
10,1,CNF,8,469,52,3,[156; 157],14,0.087470,0.730769,4,[X2 >= 1.650000 OR X3 >= 1.250000 OR X4 >= 211.500000 OR X5 >= 61.500000],{'0.0': {'precision': 0.5055555555555555; 'recall': 0.6842105263157895; 'f1-score': 0.5814696485623003; 'support': 133}; '1.0': {'precision': 0.8546712802768166; 'recall': 0.7351190476190477; 'f1-score': 0.7904; 'support': 336}; 'accuracy': 0.720682302771855; 'macro avg': {'precision': 0.6801134179161861; 'recall': 0.7096647869674186; 'f1-score': 0.6859348242811502; 'support': 469}; 'weighted avg': {'precision': 0.7556683135648172; 'recall': 0.720682302771855; 'f1-score': 0.7311510943684134; 'support': 469}},{'0.0': {'precision': 0.5263157894736842; 'recall': 0.6666666666666666; 'f1-score': 0.5882352941176471; 'support': 15}; '1.0': {'precision': 0.8484848484848485; 'recall': 0.7567567567567568; 'f1-score': 0.8000000000000002; 'support': 37}; 'accuracy': 0.7307692307692307; 'macro avg': {'precision': 0.6874003189792663; 'recall': 0.7117117117117118; 'f1-score': 0.6941176470588236; 'support': 52}; 'weighted avg': {'precision': 0.7555514660777819; 'recall': 0.7307692307692307; 'f1-score': 0.7389140271493214; 'support': 52}}
10,1,CNF,9,469,52,3,[156; 157],14,0.071877,0.730769,4,[X2 >= 1.650000 OR X3 >= 1.250000 OR X4 >= 211.500000 OR X6 >= 59.500000],{'0.0': {'precision': 0.5058139534883721; 'recall': 0.6541353383458647; 'f1-score': 0.5704918032786885; 'support': 133}; '1.0': {'precision': 0.8451178451178452; 'recall': 0.7470238095238095; 'f1-score': 0.7930489731437599; 'support': 336}; 'accuracy': 0.720682302771855; 'macro avg': {'precision': 0.6754658993031086; 'recall': 0.700579573934837; 'f1-score': 0.6817703882112243; 'support': 469}; 'weighted avg': {'precision': 0.7488973385363528; 'recall': 0.720682302771855; 'f1-score': 0.7299357458685903; 'support': 469}},{'0.0': {'precision': 0.5263157894736842; 'recall': 0.6666666666666666; 'f1-score': 0.5882352941176471; 'support': 15}; '1.0': {'precision': 0.8484848484848485; 'recall': 0.7567567567567568; 'f1-score': 0.8000000000000002; 'support': 37}; 'accuracy': 0.7307692307692307; 'macro avg': {'precision': 0.6874003189792663; 'recall': 0.7117117117117118; 'f1-score': 0.6941176470588236; 'support': 52}; 'weighted avg': {'precision': 0.7555514660777819; 'recall': 0.7307692307692307; 'f1-score': 0.7389140271493214; 'support': 52}}
10,1,DNF,0,468,53,58,[8; 9],14,1.104403,0.716981,0,[],{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 133}; '1.0': {'precision': 0.7158119658119658; 'recall': 1.0; 'f1-score': 0.8343711083437111; 'support': 335}; 'accuracy': 0.7158119658119658; 'macro avg': {'precision': 0.3579059829059829; 'recall': 0.5; 'f1-score': 0.41718555417185554; 'support': 468}; 'weighted avg': {'precision': 0.5123867703995909; 'recall': 0.7158119658119658; 'f1-score': 0.5972528232802204; 'support': 468}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 15}; '1.0': {'precision': 0.7169811320754716; 'recall': 1.0; 'f1-score': 0.8351648351648352; 'support': 38}; 'accuracy': 0.7169811320754716; 'macro avg': {'precision': 0.3584905660377358; 'recall': 0.5; 'f1-score': 0.4175824175824176; 'support': 53}; 'weighted avg': {'precision': 0.5140619437522249; 'recall': 0.7169811320754716; 'f1-score': 0.5987974289861082; 'support': 53}}
10,1,DNF,1,469,52,58,[8; 9],14,1.165855,0.730769,0,[],{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 134}; '1.0': {'precision': 0.7142857142857143; 'recall': 1.0; 'f1-score': 0.8333333333333333; 'support': 335}; 'accuracy': 0.7142857142857143; 'macro avg': {'precision': 0.35714285714285715; 'recall': 0.5; 'f1-score': 0.41666666666666663; 'support': 469}; 'weighted avg': {'precision': 0.5102040816326531; 'recall': 0.7142857142857143; 'f1-score': 0.5952380952380951; 'support': 469}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 14}; '1.0': {'precision': 0.7307692307692307; 'recall': 1.0; 'f1-score': 0.8444444444444443; 'support': 38}; 'accuracy': 0.7307692307692307; 'macro avg': {'precision': 0.36538461538461536; 'recall': 0.5; 'f1-score': 0.42222222222222217; 'support': 52}; 'weighted avg': {'precision': 0.5340236686390532; 'recall': 0.7307692307692307; 'f1-score': 0.6170940170940169; 'support': 52}}
10,1,DNF,2,469,52,58,[8; 9],14,1.129972,0.480769,1,[X5 < 61.500000],{'0.0': {'precision': 0.09243697478991597; 'recall': 0.08208955223880597; 'f1-score': 0.08695652173913043; 'support': 134}; '1.0': {'precision': 0.6485714285714286; 'recall': 0.6776119402985075; 'f1-score': 0.6627737226277373; 'support': 335}; 'accuracy': 0.5074626865671642; 'macro avg': {'precision': 0.3705042016806723; 'recall': 0.3798507462686567; 'f1-score': 0.3748651221834338; 'support': 469}; 'weighted avg': {'precision': 0.48967587034813925; 'recall': 0.5074626865671642; 'f1-score': 0.4982545223738496; 'support': 469}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 14}; '1.0': {'precision': 0.6410256410256411; 'recall': 0.6578947368421053; 'f1-score': 0.6493506493506495; 'support': 38}; 'accuracy': 0.4807692307692308; 'macro avg': {'precision': 0.32051282051282054; 'recall': 0.32894736842105265; 'f1-score': 0.32467532467532473; 'support': 52}; 'weighted avg': {'precision': 0.4684418145956608; 'recall': 0.4807692307692308; 'f1-score': 0.47452547452547456; 'support': 52}}
10,1,DNF,3,469,52,58,[8; 9],14,1.125995,0.653846,1,[X1],{'0.0': {'precision': 0.35135135135135137; 'recall': 0.2932330827067669; 'f1-score': 0.319672131147541; 'support': 133}; '1.0': {'precision': 0.7374301675977654; 'recall': 0.7857142857142857; 'f1-score': 0.760806916426513; 'support': 336}; 'accuracy': 0.6460554371002132; 'macro avg': {'precision': 0.5443907594745584; 'recall': 0.5394736842105263; 'f1-score': 0.540239523787027; 'support': 469}; 'weighted avg': {'precision': 0.6279451301547524; 'recall': 0.6460554371002132; 'f1-score': 0.635708992242924; 'support': 469}},{'0.0': {'precision': 0.38461538461538464; 'recall': 0.3333333333333333; 'f1-score': 0.3571428571428571; 'support': 15}; '1.0': {'precision': 0.7435897435897436; 'recall': 0.7837837837837838; 'f1-score': 0.7631578947368421; 'support': 37}; 'accuracy': 0.6538461538461539; 'macro avg': {'precision': 0.5641025641025641; 'recall': 0.5585585585585585; 'f1-score': 0.5601503759398496; 'support': 52}; 'weighted avg': {'precision': 0.6400394477317555; 'recall': 0.6538461538461539; 'f1-score': 0.6460381723539619; 'support': 52}}
10,1,DNF,4,469,52,58,[8; 9],14,1.211354,0.711538,0,[],{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 133}; '1.0': {'precision': 0.7164179104477612; 'recall': 1.0; 'f1-score': 0.8347826086956522; 'support': 336}; 'accuracy': 0.7164179104477612; 'macro avg': {'precision': 0.3582089552238806; 'recall': 0.5; 'f1-score': 0.4173913043478261; 'support': 469}; 'weighted avg': {'precision': 0.5132546224103364; 'recall': 0.7164179104477612; 'f1-score': 0.5980532121998703; 'support': 469}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 15}; '1.0': {'precision': 0.7115384615384616; 'recall': 1.0; 'f1-score': 0.8314606741573033; 'support': 37}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.3557692307692308; 'recall': 0.5; 'f1-score': 0.41573033707865165; 'support': 52}; 'weighted avg': {'precision': 0.5062869822485208; 'recall': 0.7115384615384616; 'f1-score': 0.5916162489196196; 'support': 52}}
10,1,DNF,5,469,52,58,[8; 9],14,1.161116,0.711538,0,[],{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 133}; '1.0': {'precision': 0.7164179104477612; 'recall': 1.0; 'f1-score': 0.8347826086956522; 'support': 336}; 'accuracy': 0.7164179104477612; 'macro avg': {'precision': 0.3582089552238806; 'recall': 0.5; 'f1-score': 0.4173913043478261; 'support': 469}; 'weighted avg': {'precision': 0.5132546224103364; 'recall': 0.7164179104477612; 'f1-score': 0.5980532121998703; 'support': 469}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 15}; '1.0': {'precision': 0.7115384615384616; 'recall': 1.0; 'f1-score': 0.8314606741573033; 'support': 37}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.3557692307692308; 'recall': 0.5; 'f1-score': 0.41573033707865165; 'support': 52}; 'weighted avg': {'precision': 0.5062869822485208; 'recall': 0.7115384615384616; 'f1-score': 0.5916162489196196; 'support': 52}}
10,1,DNF,6,469,52,58,[8; 9],14,1.420416,0.442308,1,[X2 < 1.650000],{'0.0': {'precision': 0.08670520231213873; 'recall': 0.11278195488721804; 'f1-score': 0.09803921568627451; 'support': 133}; '1.0': {'precision': 0.6013513513513513; 'recall': 0.5297619047619048; 'f1-score': 0.5632911392405064; 'support': 336}; 'accuracy': 0.4115138592750533; 'macro avg': {'precision': 0.34402827683174503; 'recall': 0.32127192982456143; 'f1-score': 0.33066517746339047; 'support': 469}; 'weighted avg': {'precision': 0.4554069210267985; 'recall': 0.4115138592750533; 'f1-score': 0.43135402659079886; 'support': 469}},{'0.0': {'precision': 0.0625; 'recall': 0.06666666666666667; 'f1-score': 0.06451612903225808; 'support': 15}; '1.0': {'precision': 0.6111111111111112; 'recall': 0.5945945945945946; 'f1-score': 0.6027397260273972; 'support': 37}; 'accuracy': 0.4423076923076923; 'macro avg': {'precision': 0.3368055555555556; 'recall': 0.33063063063063064; 'f1-score': 0.3336279275298277; 'support': 52}; 'weighted avg': {'precision': 0.45285790598290604; 'recall': 0.4423076923076923; 'f1-score': 0.44748291920187633; 'support': 52}}
10,1,DNF,7,469,52,58,[8; 9],14,1.410432,0.596154,1,[X4 >= 211.500000],{'0.0': {'precision': 0.42857142857142855; 'recall': 0.7669172932330827; 'f1-score': 0.549865229110512; 'support': 133}; '1.0': {'precision': 0.8658008658008658; 'recall': 0.5952380952380952; 'f1-score': 0.7054673721340388; 'support': 336}; 'accuracy': 0.6439232409381663; 'macro avg': {'precision': 0.6471861471861472; 'recall': 0.681077694235589; 'f1-score': 0.6276663006222754; 'support': 469}; 'weighted avg': {'precision': 0.7418104283775925; 'recall': 0.6439232409381663; 'f1-score': 0.6613413912766207; 'support': 469}},{'0.0': {'precision': 0.38461538461538464; 'recall': 0.6666666666666666; 'f1-score': 0.4878048780487804; 'support': 15}; '1.0': {'precision': 0.8076923076923077; 'recall': 0.5675675675675675; 'f1-score': 0.6666666666666666; 'support': 37}; 'accuracy': 0.5961538461538461; 'macro avg': {'precision': 0.5961538461538461; 'recall': 0.617117117117117; 'f1-score': 0.5772357723577235; 'support': 52}; 'weighted avg': {'precision': 0.6856508875739645; 'recall': 0.5961538461538461; 'f1-score': 0.6150719199499687; 'support': 52}}
10,1,DNF,8,469,52,58,[8; 9],14,1.406144,0.519231,2,[X1 AND X4 >= 211.500000],{'0.0': {'precision': 0.3906810035842294; 'recall': 0.8195488721804511; 'f1-score': 0.529126213592233; 'support': 133}; '1.0': {'precision': 0.8736842105263158; 'recall': 0.49404761904761907; 'f1-score': 0.6311787072243347; 'support': 336}; 'accuracy': 0.5863539445628998; 'macro avg': {'precision': 0.6321826070552726; 'recall': 0.6567982456140351; 'f1-score': 0.5801524604082838; 'support': 469}; 'weighted avg': {'precision': 0.7367131518412465; 'recall': 0.5863539445628998; 'f1-score': 0.6022384478361268; 'support': 469}},{'0.0': {'precision': 0.35294117647058826; 'recall': 0.8; 'f1-score': 0.489795918367347; 'support': 15}; '1.0': {'precision': 0.8333333333333334; 'recall': 0.40540540540540543; 'f1-score': 0.5454545454545455; 'support': 37}; 'accuracy': 0.5192307692307693; 'macro avg': {'precision': 0.5931372549019608; 'recall': 0.6027027027027028; 'f1-score': 0.5176252319109462; 'support': 52}; 'weighted avg': {'precision': 0.6947586726998493; 'recall': 0.5192307692307693; 'f1-score': 0.5293991722563152; 'support': 52}}
10,1,DNF,9,469,52,58,[8; 9],14,1.444567,0.711538,0,[],{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 133}; '1.0': {'precision': 0.7164179104477612; 'recall': 1.0; 'f1-score': 0.8347826086956522; 'support': 336}; 'accuracy': 0.7164179104477612; 'macro avg': {'precision': 0.3582089552238806; 'recall': 0.5; 'f1-score': 0.4173913043478261; 'support': 469}; 'weighted avg': {'precision': 0.5132546224103364; 'recall': 0.7164179104477612; 'f1-score': 0.5980532121998703; 'support': 469}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 15}; '1.0': {'precision': 0.7115384615384616; 'recall': 1.0; 'f1-score': 0.8314606741573033; 'support': 37}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.3557692307692308; 'recall': 0.5; 'f1-score': 0.41573033707865165; 'support': 52}; 'weighted avg': {'precision': 0.5062869822485208; 'recall': 0.7115384615384616; 'f1-score': 0.5916162489196196; 'support': 52}}
10,1,DNF,0,468,53,29,[16; 17],14,0.721531,0.698113,1,[X4 >= 211.500000],{'0.0': {'precision': 0.41975308641975306; 'recall': 0.7669172932330827; 'f1-score': 0.5425531914893617; 'support': 133}; '1.0': {'precision': 0.8622222222222222; 'recall': 0.5791044776119403; 'f1-score': 0.6928571428571428; 'support': 335}; 'accuracy': 0.6324786324786325; 'macro avg': {'precision': 0.6409876543209876; 'recall': 0.6730108854225114; 'f1-score': 0.6177051671732523; 'support': 468}; 'weighted avg': {'precision': 0.7364777883296401; 'recall': 0.6324786324786325; 'f1-score': 0.6501425583872392; 'support': 468}},{'0.0': {'precision': 0.47619047619047616; 'recall': 0.6666666666666666; 'f1-score': 0.5555555555555556; 'support': 15}; '1.0': {'precision': 0.84375; 'recall': 0.7105263157894737; 'f1-score': 0.7714285714285714; 'support': 38}; 'accuracy': 0.6981132075471698; 'macro avg': {'precision': 0.6599702380952381; 'recall': 0.6885964912280702; 'f1-score': 0.6634920634920635; 'support': 53}; 'weighted avg': {'precision': 0.7397237196765498; 'recall': 0.6981132075471698; 'f1-score': 0.7103324348607367; 'support': 53}}
10,1,DNF,1,469,52,29,[16; 17],14,0.809761,0.730769,0,[],{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 134}; '1.0': {'precision': 0.7142857142857143; 'recall': 1.0; 'f1-score': 0.8333333333333333; 'support': 335}; 'accuracy': 0.7142857142857143; 'macro avg': {'precision': 0.35714285714285715; 'recall': 0.5; 'f1-score': 0.41666666666666663; 'support': 469}; 'weighted avg': {'precision': 0.5102040816326531; 'recall': 0.7142857142857143; 'f1-score': 0.5952380952380951; 'support': 469}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 14}; '1.0': {'precision': 0.7307692307692307; 'recall': 1.0; 'f1-score': 0.8444444444444443; 'support': 38}; 'accuracy': 0.7307692307692307; 'macro avg': {'precision': 0.36538461538461536; 'recall': 0.5; 'f1-score': 0.42222222222222217; 'support': 52}; 'weighted avg': {'precision': 0.5340236686390532; 'recall': 0.7307692307692307; 'f1-score': 0.6170940170940169; 'support': 52}}
10,1,DNF,2,469,52,29,[16; 17],14,0.737434,0.730769,0,[],{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 134}; '1.0': {'precision': 0.7142857142857143; 'recall': 1.0; 'f1-score': 0.8333333333333333; 'support': 335}; 'accuracy': 0.7142857142857143; 'macro avg': {'precision': 0.35714285714285715; 'recall': 0.5; 'f1-score': 0.41666666666666663; 'support': 469}; 'weighted avg': {'precision': 0.5102040816326531; 'recall': 0.7142857142857143; 'f1-score': 0.5952380952380951; 'support': 469}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 14}; '1.0': {'precision': 0.7307692307692307; 'recall': 1.0; 'f1-score': 0.8444444444444443; 'support': 38}; 'accuracy': 0.7307692307692307; 'macro avg': {'precision': 0.36538461538461536; 'recall': 0.5; 'f1-score': 0.42222222222222217; 'support': 52}; 'weighted avg': {'precision': 0.5340236686390532; 'recall': 0.7307692307692307; 'f1-score': 0.6170940170940169; 'support': 52}}
10,1,DNF,3,469,52,29,[16; 17],14,0.732943,0.653846,1,[X1],{'0.0': {'precision': 0.35135135135135137; 'recall': 0.2932330827067669; 'f1-score': 0.319672131147541; 'support': 133}; '1.0': {'precision': 0.7374301675977654; 'recall': 0.7857142857142857; 'f1-score': 0.760806916426513; 'support': 336}; 'accuracy': 0.6460554371002132; 'macro avg': {'precision': 0.5443907594745584; 'recall': 0.5394736842105263; 'f1-score': 0.540239523787027; 'support': 469}; 'weighted avg': {'precision': 0.6279451301547524; 'recall': 0.6460554371002132; 'f1-score': 0.635708992242924; 'support': 469}},{'0.0': {'precision': 0.38461538461538464; 'recall': 0.3333333333333333; 'f1-score': 0.3571428571428571; 'support': 15}; '1.0': {'precision': 0.7435897435897436; 'recall': 0.7837837837837838; 'f1-score': 0.7631578947368421; 'support': 37}; 'accuracy': 0.6538461538461539; 'macro avg': {'precision': 0.5641025641025641; 'recall': 0.5585585585585585; 'f1-score': 0.5601503759398496; 'support': 52}; 'weighted avg': {'precision': 0.6400394477317555; 'recall': 0.6538461538461539; 'f1-score': 0.6460381723539619; 'support': 52}}
10,1,DNF,4,469,52,29,[16; 17],14,0.812602,0.711538,0,[],{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 133}; '1.0': {'precision': 0.7164179104477612; 'recall': 1.0; 'f1-score': 0.8347826086956522; 'support': 336}; 'accuracy': 0.7164179104477612; 'macro avg': {'precision': 0.3582089552238806; 'recall': 0.5; 'f1-score': 0.4173913043478261; 'support': 469}; 'weighted avg': {'precision': 0.5132546224103364; 'recall': 0.7164179104477612; 'f1-score': 0.5980532121998703; 'support': 469}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 15}; '1.0': {'precision': 0.7115384615384616; 'recall': 1.0; 'f1-score': 0.8314606741573033; 'support': 37}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.3557692307692308; 'recall': 0.5; 'f1-score': 0.41573033707865165; 'support': 52}; 'weighted avg': {'precision': 0.5062869822485208; 'recall': 0.7115384615384616; 'f1-score': 0.5916162489196196; 'support': 52}}
10,1,DNF,5,469,52,29,[16; 17],14,0.773005,0.500000,1,[X9 < 0.895000],{'0.0': {'precision': 0.35251798561151076; 'recall': 0.7368421052631579; 'f1-score': 0.4768856447688565; 'support': 133}; '1.0': {'precision': 0.8167539267015707; 'recall': 0.4642857142857143; 'f1-score': 0.5920303605313093; 'support': 336}; 'accuracy': 0.5415778251599147; 'macro avg': {'precision': 0.5846359561565407; 'recall': 0.6005639097744361; 'f1-score': 0.5344580026500829; 'support': 469}; 'weighted avg': {'precision': 0.6851049284820014; 'recall': 0.5415778251599147; 'f1-score': 0.5593773814344943; 'support': 469}},{'0.0': {'precision': 0.358974358974359; 'recall': 0.9333333333333333; 'f1-score': 0.5185185185185185; 'support': 15}; '1.0': {'precision': 0.9230769230769231; 'recall': 0.32432432432432434; 'f1-score': 0.48; 'support': 37}; 'accuracy': 0.5; 'macro avg': {'precision': 0.6410256410256411; 'recall': 0.6288288288288288; 'f1-score': 0.49925925925925924; 'support': 52}; 'weighted avg': {'precision': 0.7603550295857988; 'recall': 0.5; 'f1-score': 0.4911111111111111; 'support': 52}}
