lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
5,2,CNF,6,461,51,14,[32; 33],540,1.864679,0.862745,5,[X10 >= 0.431020 OR X11 >= 1.909400 OR X27 >= 0.177540] AND [X0 >= 10.260000 OR X27 >= 0.121800],{'0.0': {'precision': 0.901060070671378; 'recall': 0.8793103448275862; 'f1-score': 0.8900523560209425; 'support': 290}; '1.0': {'precision': 0.8033707865168539; 'recall': 0.8362573099415205; 'f1-score': 0.8194842406876791; 'support': 171}; 'accuracy': 0.8633405639913232; 'macro avg': {'precision': 0.8522154285941159; 'recall': 0.8577838273845533; 'f1-score': 0.8547682983543108; 'support': 461}; 'weighted avg': {'precision': 0.8648239153776175; 'recall': 0.8633405639913232; 'f1-score': 0.8638763305936364; 'support': 461}},{'0.0': {'precision': 0.8787878787878788; 'recall': 0.90625; 'f1-score': 0.8923076923076922; 'support': 32}; '1.0': {'precision': 0.8333333333333334; 'recall': 0.7894736842105263; 'f1-score': 0.8108108108108109; 'support': 19}; 'accuracy': 0.8627450980392157; 'macro avg': {'precision': 0.8560606060606061; 'recall': 0.8478618421052632; 'f1-score': 0.8515592515592516; 'support': 51}; 'weighted avg': {'precision': 0.8618538324420677; 'recall': 0.8627450980392157; 'f1-score': 0.8619461090049324; 'support': 51}}
5,2,CNF,7,461,51,14,[32; 33],540,1.683754,0.882353,7,[X1 >= 19.968000 OR X20 >= 20.294000 OR X21 >= 28.460000 OR X29 >= 0.095934] AND [X0 >= 13.370000 OR X6 >= 0.111920 OR X13 >= 38.430000],{'0.0': {'precision': 0.9632352941176471; 'recall': 0.903448275862069; 'f1-score': 0.9323843416370108; 'support': 290}; '1.0': {'precision': 0.8518518518518519; 'recall': 0.9415204678362573; 'f1-score': 0.8944444444444446; 'support': 171}; 'accuracy': 0.9175704989154013; 'macro avg': {'precision': 0.9075435729847494; 'recall': 0.9224843718491631; 'f1-score': 0.9134143930407277; 'support': 461}; 'weighted avg': {'precision': 0.9219195270299009; 'recall': 0.9175704989154013; 'f1-score': 0.918311191051482; 'support': 461}},{'0.0': {'precision': 0.8823529411764706; 'recall': 0.9375; 'f1-score': 0.9090909090909091; 'support': 32}; '1.0': {'precision': 0.8823529411764706; 'recall': 0.7894736842105263; 'f1-score': 0.8333333333333333; 'support': 19}; 'accuracy': 0.8823529411764706; 'macro avg': {'precision': 0.8823529411764706; 'recall': 0.8634868421052632; 'f1-score': 0.8712121212121211; 'support': 51}; 'weighted avg': {'precision': 0.8823529411764706; 'recall': 0.8823529411764706; 'f1-score': 0.8808674985145573; 'support': 51}}
5,2,CNF,8,461,51,14,[32; 33],540,1.414535,0.862745,7,[X0 < 12.726000 OR X1 >= 16.840000 OR X22 >= 115.900000] AND [X2 >= 111.680000 OR X10 >= 0.546140 OR X18 < 0.013012 OR X27 >= 0.150800],{'0.0': {'precision': 0.9335664335664335; 'recall': 0.9206896551724137; 'f1-score': 0.9270833333333334; 'support': 290}; '1.0': {'precision': 0.8685714285714285; 'recall': 0.8888888888888888; 'f1-score': 0.8786127167630058; 'support': 171}; 'accuracy': 0.9088937093275488; 'macro avg': {'precision': 0.901068931068931; 'recall': 0.9047892720306513; 'f1-score': 0.9028480250481696; 'support': 461}; 'weighted avg': {'precision': 0.9094576573101518; 'recall': 0.9088937093275488; 'f1-score': 0.909103993998136; 'support': 461}},{'0.0': {'precision': 0.8571428571428571; 'recall': 0.9375; 'f1-score': 0.8955223880597014; 'support': 32}; '1.0': {'precision': 0.875; 'recall': 0.7368421052631579; 'f1-score': 0.7999999999999999; 'support': 19}; 'accuracy': 0.8627450980392157; 'macro avg': {'precision': 0.8660714285714286; 'recall': 0.837171052631579; 'f1-score': 0.8477611940298506; 'support': 51}; 'weighted avg': {'precision': 0.863795518207283; 'recall': 0.8627450980392157; 'f1-score': 0.8599356160374597; 'support': 51}}
5,2,CNF,9,461,51,14,[32; 33],540,1.610486,0.745098,6,[X6 >= 0.086212 OR X20 >= 14.970000 OR X26 >= 0.226700] AND [X1 >= 21.272000 OR X3 >= 700.660000 OR X4 >= 0.099338],{'0.0': {'precision': 0.9759036144578314; 'recall': 0.8379310344827586; 'f1-score': 0.9016697588126159; 'support': 290}; '1.0': {'precision': 0.7783018867924528; 'recall': 0.9649122807017544; 'f1-score': 0.8616187989556136; 'support': 171}; 'accuracy': 0.8850325379609545; 'macro avg': {'precision': 0.8771027506251421; 'recall': 0.9014216575922565; 'f1-score': 0.8816442788841148; 'support': 461}; 'weighted avg': {'precision': 0.9026066612457279; 'recall': 0.8850325379609545; 'f1-score': 0.8868135459372419; 'support': 461}},{'0.0': {'precision': 1.0; 'recall': 0.59375; 'f1-score': 0.7450980392156863; 'support': 32}; '1.0': {'precision': 0.59375; 'recall': 1.0; 'f1-score': 0.7450980392156863; 'support': 19}; 'accuracy': 0.7450980392156863; 'macro avg': {'precision': 0.796875; 'recall': 0.796875; 'f1-score': 0.7450980392156863; 'support': 51}; 'weighted avg': {'precision': 0.8486519607843137; 'recall': 0.7450980392156863; 'f1-score': 0.7450980392156863; 'support': 51}}
5,2,CNF,0,460,52,7,[65; 66],540,1.568602,0.807692,5,[X0 >= 15.056000 OR X13 >= 29.322000 OR X26 >= 0.419540] AND [X4 >= 0.099338 OR X27 >= 0.121800],{'0.0': {'precision': 0.9370629370629371; 'recall': 0.9273356401384083; 'f1-score': 0.9321739130434783; 'support': 289}; '1.0': {'precision': 0.8793103448275862; 'recall': 0.8947368421052632; 'f1-score': 0.8869565217391304; 'support': 171}; 'accuracy': 0.9152173913043479; 'macro avg': {'precision': 0.9081866409452617; 'recall': 0.9110362411218358; 'f1-score': 0.9095652173913044; 'support': 460}; 'weighted avg': {'precision': 0.9155940386450131; 'recall': 0.9152173913043479; 'f1-score': 0.9153648393194708; 'support': 460}},{'0.0': {'precision': 0.8709677419354839; 'recall': 0.8181818181818182; 'f1-score': 0.84375; 'support': 33}; '1.0': {'precision': 0.7142857142857143; 'recall': 0.7894736842105263; 'f1-score': 0.7500000000000001; 'support': 19}; 'accuracy': 0.8076923076923077; 'macro avg': {'precision': 0.7926267281105991; 'recall': 0.8038277511961722; 'f1-score': 0.796875; 'support': 52}; 'weighted avg': {'precision': 0.8137185395249911; 'recall': 0.8076923076923077; 'f1-score': 0.8094951923076923; 'support': 52}}
5,2,CNF,1,460,52,7,[65; 66],540,1.520523,0.923077,7,[X1 >= 21.272000 OR X5 >= 0.175460 OR X22 >= 115.900000 OR X23 >= 781.180000] AND [X4 >= 0.103260 OR X13 >= 24.530000 OR X20 >= 17.386000],{'0.0': {'precision': 0.9553903345724907; 'recall': 0.889273356401384; 'f1-score': 0.9211469534050178; 'support': 289}; '1.0': {'precision': 0.8324607329842932; 'recall': 0.9298245614035088; 'f1-score': 0.8784530386740331; 'support': 171}; 'accuracy': 0.9043478260869565; 'macro avg': {'precision': 0.893925533778392; 'recall': 0.9095489589024464; 'f1-score': 0.8997999960395255; 'support': 460}; 'weighted avg': {'precision': 0.9096925913733999; 'recall': 0.9043478260869565; 'f1-score': 0.9052759546680648; 'support': 460}},{'0.0': {'precision': 1.0; 'recall': 0.8787878787878788; 'f1-score': 0.9354838709677419; 'support': 33}; '1.0': {'precision': 0.8260869565217391; 'recall': 1.0; 'f1-score': 0.9047619047619047; 'support': 19}; 'accuracy': 0.9230769230769231; 'macro avg': {'precision': 0.9130434782608696; 'recall': 0.9393939393939394; 'f1-score': 0.9201228878648233; 'support': 52}; 'weighted avg': {'precision': 0.9364548494983278; 'recall': 0.9230769230769231; 'f1-score': 0.9242585371617629; 'support': 52}}
5,2,CNF,2,461,51,7,[65; 66],540,1.413101,0.901961,7,[X7 >= 0.064496 OR X14 < 0.004224 OR X19 < 0.003187] AND [X2 >= 111.680000 OR X13 >= 29.322000 OR X25 >= 0.303960 OR X28 >= 0.360080],{'0.0': {'precision': 0.9283154121863799; 'recall': 0.8931034482758621; 'f1-score': 0.9103690685413005; 'support': 290}; '1.0': {'precision': 0.8296703296703297; 'recall': 0.8830409356725146; 'f1-score': 0.8555240793201134; 'support': 171}; 'accuracy': 0.8893709327548807; 'macro avg': {'precision': 0.8789928709283548; 'recall': 0.8880721919741883; 'f1-score': 0.882946573930707; 'support': 461}; 'weighted avg': {'precision': 0.8917247199732681; 'recall': 0.8893709327548807; 'f1-score': 0.8900252655980836; 'support': 461}},{'0.0': {'precision': 0.9090909090909091; 'recall': 0.9375; 'f1-score': 0.923076923076923; 'support': 32}; '1.0': {'precision': 0.8888888888888888; 'recall': 0.8421052631578947; 'f1-score': 0.8648648648648649; 'support': 19}; 'accuracy': 0.9019607843137255; 'macro avg': {'precision': 0.898989898989899; 'recall': 0.8898026315789473; 'f1-score': 0.8939708939708939; 'support': 51}; 'weighted avg': {'precision': 0.9015646662705487; 'recall': 0.9019607843137255; 'f1-score': 0.901390077860666; 'support': 51}}
5,2,CNF,3,461,51,7,[65; 66],540,1.390343,0.960784,8,[X1 >= 19.968000 OR X23 >= 926.960000 OR X27 >= 0.177540] AND [X2 >= 98.200000 OR X6 >= 0.111920 OR X13 >= 54.088000 OR X23 >= 926.960000 OR X27 >= 0.150800],{'0.0': {'precision': 0.9530201342281879; 'recall': 0.9793103448275862; 'f1-score': 0.9659863945578231; 'support': 290}; '1.0': {'precision': 0.9631901840490797; 'recall': 0.9181286549707602; 'f1-score': 0.9401197604790419; 'support': 171}; 'accuracy': 0.9566160520607375; 'macro avg': {'precision': 0.9581051591386338; 'recall': 0.9487194998991733; 'f1-score': 0.9530530775184325; 'support': 461}; 'weighted avg': {'precision': 0.9567925388255252; 'recall': 0.9566160520607375; 'f1-score': 0.9563916127194898; 'support': 461}},{'0.0': {'precision': 0.96875; 'recall': 0.96875; 'f1-score': 0.96875; 'support': 32}; '1.0': {'precision': 0.9473684210526315; 'recall': 0.9473684210526315; 'f1-score': 0.9473684210526315; 'support': 19}; 'accuracy': 0.9607843137254902; 'macro avg': {'precision': 0.9580592105263157; 'recall': 0.9580592105263157; 'f1-score': 0.9580592105263157; 'support': 51}; 'weighted avg': {'precision': 0.9607843137254902; 'recall': 0.9607843137254902; 'f1-score': 0.9607843137254902; 'support': 51}}
5,2,CNF,4,461,51,7,[65; 66],540,1.253428,0.901961,9,[X15 < 0.011800 OR X19 < 0.002752 OR X22 >= 115.900000 OR X27 >= 0.177540 OR X29 < 0.069654] AND [X7 >= 0.048318 OR X12 >= 3.767800 OR X15 >= 0.024480 OR X29 >= 0.083202],{'0.0': {'precision': 0.9183673469387755; 'recall': 0.9310344827586207; 'f1-score': 0.9246575342465754; 'support': 290}; '1.0': {'precision': 0.8802395209580839; 'recall': 0.8596491228070176; 'f1-score': 0.8698224852071007; 'support': 171}; 'accuracy': 0.9045553145336226; 'macro avg': {'precision': 0.8993034339484297; 'recall': 0.895341802782819; 'f1-score': 0.897240009726838; 'support': 461}; 'weighted avg': {'precision': 0.9042244874101458; 'recall': 0.9045553145336226; 'f1-score': 0.904317418442345; 'support': 461}},{'0.0': {'precision': 0.9354838709677419; 'recall': 0.90625; 'f1-score': 0.9206349206349206; 'support': 32}; '1.0': {'precision': 0.85; 'recall': 0.8947368421052632; 'f1-score': 0.8717948717948718; 'support': 19}; 'accuracy': 0.9019607843137255; 'macro avg': {'precision': 0.8927419354838709; 'recall': 0.9004934210526316; 'f1-score': 0.8962148962148961; 'support': 51}; 'weighted avg': {'precision': 0.9036369386464261; 'recall': 0.9019607843137255; 'f1-score': 0.9024396083219612; 'support': 51}}
5,2,CNF,5,461,51,7,[65; 66],540,1.259049,0.960784,7,[X13 >= 54.088000 OR X18 >= 0.030120 OR X26 >= 0.419540 OR X27 >= 0.150800] AND [X4 >= 0.095870 OR X21 >= 28.460000 OR X22 >= 105.740000],{'0.0': {'precision': 0.9166666666666666; 'recall': 0.9103448275862069; 'f1-score': 0.9134948096885813; 'support': 290}; '1.0': {'precision': 0.8497109826589595; 'recall': 0.8596491228070176; 'f1-score': 0.8546511627906976; 'support': 171}; 'accuracy': 0.8915401301518439; 'macro avg': {'precision': 0.883188824662813; 'recall': 0.8849969751966122; 'f1-score': 0.8840729862396395; 'support': 461}; 'weighted avg': {'precision': 0.8918306103427666; 'recall': 0.8915401301518439; 'f1-score': 0.8916677736375226; 'support': 461}},{'0.0': {'precision': 0.9411764705882353; 'recall': 1.0; 'f1-score': 0.9696969696969697; 'support': 32}; '1.0': {'precision': 1.0; 'recall': 0.8947368421052632; 'f1-score': 0.9444444444444444; 'support': 19}; 'accuracy': 0.9607843137254902; 'macro avg': {'precision': 0.9705882352941176; 'recall': 0.9473684210526316; 'f1-score': 0.9570707070707071; 'support': 51}; 'weighted avg': {'precision': 0.9630911188004614; 'recall': 0.9607843137254902; 'f1-score': 0.960289166171519; 'support': 51}}
5,2,CNF,6,461,51,7,[65; 66],540,1.694649,0.882353,7,[X6 >= 0.086212 OR X14 < 0.004224 OR X25 >= 0.367060] AND [X3 >= 700.660000 OR X4 >= 0.107500 OR X21 >= 33.646000 OR X22 >= 115.900000],{'0.0': {'precision': 0.9326599326599326; 'recall': 0.9551724137931035; 'f1-score': 0.9437819420783646; 'support': 290}; '1.0': {'precision': 0.9207317073170732; 'recall': 0.8830409356725146; 'f1-score': 0.9014925373134329; 'support': 171}; 'accuracy': 0.928416485900217; 'macro avg': {'precision': 0.9266958199885029; 'recall': 0.919106674732809; 'f1-score': 0.9226372396958988; 'support': 461}; 'weighted avg': {'precision': 0.9282353631726681; 'recall': 0.928416485900217; 'f1-score': 0.9280954166666436; 'support': 461}},{'0.0': {'precision': 0.8823529411764706; 'recall': 0.9375; 'f1-score': 0.9090909090909091; 'support': 32}; '1.0': {'precision': 0.8823529411764706; 'recall': 0.7894736842105263; 'f1-score': 0.8333333333333333; 'support': 19}; 'accuracy': 0.8823529411764706; 'macro avg': {'precision': 0.8823529411764706; 'recall': 0.8634868421052632; 'f1-score': 0.8712121212121211; 'support': 51}; 'weighted avg': {'precision': 0.8823529411764706; 'recall': 0.8823529411764706; 'f1-score': 0.8808674985145573; 'support': 51}}
5,2,CNF,7,461,51,7,[65; 66],540,1.582468,0.882353,7,[X3 >= 915.060000 OR X7 >= 0.084254 OR X21 >= 28.460000 OR X28 >= 0.360080] AND [X9 < 0.055338 OR X13 >= 38.430000 OR X27 >= 0.121800],{'0.0': {'precision': 0.958904109589041; 'recall': 0.9655172413793104; 'f1-score': 0.9621993127147767; 'support': 290}; '1.0': {'precision': 0.9408284023668639; 'recall': 0.9298245614035088; 'f1-score': 0.9352941176470588; 'support': 171}; 'accuracy': 0.9522776572668112; 'macro avg': {'precision': 0.9498662559779525; 'recall': 0.9476709013914095; 'f1-score': 0.9487467151809177; 'support': 461}; 'weighted avg': {'precision': 0.952199237712702; 'recall': 0.9522776572668112; 'f1-score': 0.9522192945877057; 'support': 461}},{'0.0': {'precision': 0.8611111111111112; 'recall': 0.96875; 'f1-score': 0.911764705882353; 'support': 32}; '1.0': {'precision': 0.9333333333333333; 'recall': 0.7368421052631579; 'f1-score': 0.8235294117647058; 'support': 19}; 'accuracy': 0.8823529411764706; 'macro avg': {'precision': 0.8972222222222223; 'recall': 0.852796052631579; 'f1-score': 0.8676470588235294; 'support': 51}; 'weighted avg': {'precision': 0.8880174291938998; 'recall': 0.8823529411764706; 'f1-score': 0.8788927335640139; 'support': 51}}
5,2,CNF,8,461,51,7,[65; 66],540,1.547682,0.862745,10,[X0 >= 17.068000 OR X1 >= 22.440000 OR X6 >= 0.111920 OR X10 >= 0.546140 OR X21 >= 30.908000] AND [X1 < 18.840000 OR X3 >= 700.660000 OR X9 < 0.056864 OR X22 >= 115.900000 OR X24 >= 0.137680],{'0.0': {'precision': 0.9560439560439561; 'recall': 0.9; 'f1-score': 0.9271758436944938; 'support': 290}; '1.0': {'precision': 0.8457446808510638; 'recall': 0.9298245614035088; 'f1-score': 0.8857938718662952; 'support': 171}; 'accuracy': 0.911062906724512; 'macro avg': {'precision': 0.90089431844751; 'recall': 0.9149122807017545; 'f1-score': 0.9064848577803946; 'support': 461}; 'weighted avg': {'precision': 0.9151303420353128; 'recall': 0.911062906724512; 'f1-score': 0.9118259148818647; 'support': 461}},{'0.0': {'precision': 0.8787878787878788; 'recall': 0.90625; 'f1-score': 0.8923076923076922; 'support': 32}; '1.0': {'precision': 0.8333333333333334; 'recall': 0.7894736842105263; 'f1-score': 0.8108108108108109; 'support': 19}; 'accuracy': 0.8627450980392157; 'macro avg': {'precision': 0.8560606060606061; 'recall': 0.8478618421052632; 'f1-score': 0.8515592515592516; 'support': 51}; 'weighted avg': {'precision': 0.8618538324420677; 'recall': 0.8627450980392157; 'f1-score': 0.8619461090049324; 'support': 51}}
5,2,CNF,9,461,51,7,[65; 66],540,1.577444,0.803922,6,[X1 >= 21.272000 OR X5 >= 0.175460 OR X10 >= 0.369460 OR X27 >= 0.177540] AND [X3 >= 496.440000 OR X27 >= 0.150800],{'0.0': {'precision': 0.9592592592592593; 'recall': 0.8931034482758621; 'f1-score': 0.9249999999999999; 'support': 290}; '1.0': {'precision': 0.837696335078534; 'recall': 0.935672514619883; 'f1-score': 0.8839779005524862; 'support': 171}; 'accuracy': 0.9088937093275488; 'macro avg': {'precision': 0.8984777971688966; 'recall': 0.9143879814478726; 'f1-score': 0.904488950276243; 'support': 461}; 'weighted avg': {'precision': 0.9141675889015498; 'recall': 0.9088937093275488; 'f1-score': 0.9097835596409439; 'support': 461}},{'0.0': {'precision': 0.9583333333333334; 'recall': 0.71875; 'f1-score': 0.8214285714285714; 'support': 32}; '1.0': {'precision': 0.6666666666666666; 'recall': 0.9473684210526315; 'f1-score': 0.782608695652174; 'support': 19}; 'accuracy': 0.803921568627451; 'macro avg': {'precision': 0.8125; 'recall': 0.8330592105263157; 'f1-score': 0.8020186335403727; 'support': 51}; 'weighted avg': {'precision': 0.8496732026143792; 'recall': 0.803921568627451; 'f1-score': 0.8069662647667762; 'support': 51}}
5,2,CNF,0,460,52,3,[153; 154],540,12.704233,0.961538,11,[X3 >= 915.060000 OR X21 >= 23.584000 OR X27 >= 0.177540] AND [X0 >= 17.068000 OR X6 >= 0.111920 OR X10 >= 0.546140 OR X19 < 0.001710 OR X20 >= 17.386000 OR X23 >= 926.960000 OR X25 >= 0.447840 OR X27 >= 0.150800],{'0.0': {'precision': 0.9712230215827338; 'recall': 0.9342560553633218; 'f1-score': 0.9523809523809524; 'support': 289}; '1.0': {'precision': 0.8956043956043956; 'recall': 0.9532163742690059; 'f1-score': 0.9235127478753542; 'support': 171}; 'accuracy': 0.941304347826087; 'macro avg': {'precision': 0.9334137085935648; 'recall': 0.9437362148161639; 'f1-score': 0.9379468501281534; 'support': 460}; 'weighted avg': {'precision': 0.9431126193168733; 'recall': 0.941304347826087; 'f1-score': 0.941649511140828; 'support': 460}},{'0.0': {'precision': 0.9696969696969697; 'recall': 0.9696969696969697; 'f1-score': 0.9696969696969697; 'support': 33}; '1.0': {'precision': 0.9473684210526315; 'recall': 0.9473684210526315; 'f1-score': 0.9473684210526315; 'support': 19}; 'accuracy': 0.9615384615384616; 'macro avg': {'precision': 0.9585326953748006; 'recall': 0.9585326953748006; 'f1-score': 0.9585326953748006; 'support': 52}; 'weighted avg': {'precision': 0.9615384615384616; 'recall': 0.9615384615384616; 'f1-score': 0.9615384615384616; 'support': 52}}
5,2,CNF,1,460,52,3,[153; 154],540,17.889194,0.903846,12,[X0 >= 17.068000 OR X7 >= 0.084254 OR X12 < 1.516600 OR X13 >= 54.088000 OR X15 < 0.011800 OR X21 >= 33.646000 OR X24 >= 0.137680] AND [X12 >= 3.050200 OR X20 >= 17.386000 OR X23 >= 781.180000 OR X25 >= 0.367060 OR X27 >= 0.177540],{'0.0': {'precision': 0.9676258992805755; 'recall': 0.9307958477508651; 'f1-score': 0.9488536155202822; 'support': 289}; '1.0': {'precision': 0.8901098901098901; 'recall': 0.9473684210526315; 'f1-score': 0.9178470254957507; 'support': 171}; 'accuracy': 0.9369565217391305; 'macro avg': {'precision': 0.9288678946952328; 'recall': 0.9390821344017484; 'f1-score': 0.9333503205080165; 'support': 460}; 'weighted avg': {'precision': 0.9388101654366902; 'recall': 0.9369565217391305; 'f1-score': 0.937327252706815; 'support': 460}},{'0.0': {'precision': 0.9666666666666667; 'recall': 0.8787878787878788; 'f1-score': 0.9206349206349207; 'support': 33}; '1.0': {'precision': 0.8181818181818182; 'recall': 0.9473684210526315; 'f1-score': 0.8780487804878049; 'support': 19}; 'accuracy': 0.9038461538461539; 'macro avg': {'precision': 0.8924242424242425; 'recall': 0.9130781499202552; 'f1-score': 0.8993418505613628; 'support': 52}; 'weighted avg': {'precision': 0.9124125874125875; 'recall': 0.9038461538461539; 'f1-score': 0.9050746001965515; 'support': 52}}
5,2,CNF,2,461,51,3,[153; 154],540,5.540571,0.960784,7,[X5 < 0.049700 OR X17 >= 0.018688 OR X20 >= 17.386000 OR X24 >= 0.137680] AND [X7 >= 0.100420 OR X23 >= 686.500000 OR X27 >= 0.208940],{'0.0': {'precision': 0.9719298245614035; 'recall': 0.9551724137931035; 'f1-score': 0.9634782608695653; 'support': 290}; '1.0': {'precision': 0.9261363636363636; 'recall': 0.9532163742690059; 'f1-score': 0.9394812680115273; 'support': 171}; 'accuracy': 0.9544468546637744; 'macro avg': {'precision': 0.9490330940988836; 'recall': 0.9541943940310547; 'f1-score': 0.9514797644405464; 'support': 461}; 'weighted avg': {'precision': 0.954943529944957; 'recall': 0.9544468546637744; 'f1-score': 0.954576990199881; 'support': 461}},{'0.0': {'precision': 0.96875; 'recall': 0.96875; 'f1-score': 0.96875; 'support': 32}; '1.0': {'precision': 0.9473684210526315; 'recall': 0.9473684210526315; 'f1-score': 0.9473684210526315; 'support': 19}; 'accuracy': 0.9607843137254902; 'macro avg': {'precision': 0.9580592105263157; 'recall': 0.9580592105263157; 'f1-score': 0.9580592105263157; 'support': 51}; 'weighted avg': {'precision': 0.9607843137254902; 'recall': 0.9607843137254902; 'f1-score': 0.9607843137254902; 'support': 51}}
5,2,CNF,3,461,51,3,[153; 154],540,10.596278,0.921569,7,[X20 >= 17.386000 OR X27 >= 0.121800] AND [X1 >= 22.440000 OR X18 < 0.013012 OR X21 >= 26.724000 OR X23 >= 926.960000 OR X27 >= 0.177540],{'0.0': {'precision': 0.9722222222222222; 'recall': 0.9655172413793104; 'f1-score': 0.9688581314878894; 'support': 290}; '1.0': {'precision': 0.9421965317919075; 'recall': 0.9532163742690059; 'f1-score': 0.9476744186046512; 'support': 171}; 'accuracy': 0.9609544468546638; 'macro avg': {'precision': 0.9572093770070649; 'recall': 0.9593668078241582; 'f1-score': 0.9582662750462703; 'support': 461}; 'weighted avg': {'precision': 0.9610847101537107; 'recall': 0.9609544468546638; 'f1-score': 0.9610003985095081; 'support': 461}},{'0.0': {'precision': 0.9666666666666667; 'recall': 0.90625; 'f1-score': 0.9354838709677419; 'support': 32}; '1.0': {'precision': 0.8571428571428571; 'recall': 0.9473684210526315; 'f1-score': 0.9; 'support': 19}; 'accuracy': 0.9215686274509803; 'macro avg': {'precision': 0.9119047619047619; 'recall': 0.9268092105263157; 'f1-score': 0.917741935483871; 'support': 51}; 'weighted avg': {'precision': 0.9258636788048552; 'recall': 0.9215686274509803; 'f1-score': 0.9222643896268184; 'support': 51}}
5,2,CNF,4,461,51,3,[153; 154],540,5.532649,0.921569,9,[X5 >= 0.141900 OR X13 >= 38.430000 OR X22 >= 105.740000] AND [X11 >= 1.909400 OR X14 >= 0.010410 OR X17 < 0.006893 OR X21 >= 33.646000 OR X22 >= 115.900000 OR X27 >= 0.150800],{'0.0': {'precision': 0.9581881533101045; 'recall': 0.9482758620689655; 'f1-score': 0.9532062391681109; 'support': 290}; '1.0': {'precision': 0.9137931034482759; 'recall': 0.9298245614035088; 'f1-score': 0.9217391304347825; 'support': 171}; 'accuracy': 0.9414316702819957; 'macro avg': {'precision': 0.9359906283791902; 'recall': 0.9390502117362372; 'f1-score': 0.9374726848014467; 'support': 461}; 'weighted avg': {'precision': 0.9417205751617906; 'recall': 0.9414316702819957; 'f1-score': 0.941534057837527; 'support': 461}},{'0.0': {'precision': 0.9375; 'recall': 0.9375; 'f1-score': 0.9375; 'support': 32}; '1.0': {'precision': 0.8947368421052632; 'recall': 0.8947368421052632; 'f1-score': 0.8947368421052632; 'support': 19}; 'accuracy': 0.9215686274509803; 'macro avg': {'precision': 0.9161184210526316; 'recall': 0.9161184210526316; 'f1-score': 0.9161184210526316; 'support': 51}; 'weighted avg': {'precision': 0.9215686274509803; 'recall': 0.9215686274509803; 'f1-score': 0.9215686274509803; 'support': 51}}
5,2,CNF,5,461,51,3,[153; 154],540,9.951966,0.980392,11,[X7 >= 0.048318 OR X10 >= 0.546140 OR X20 >= 17.386000 OR X23 >= 781.180000 OR X25 >= 0.447840] AND [X1 >= 19.968000 OR X2 >= 98.200000 OR X21 >= 28.460000 OR X25 >= 0.303960 OR X27 >= 0.177540 OR X28 < 0.226120],{'0.0': {'precision': 0.9961389961389961; 'recall': 0.8896551724137931; 'f1-score': 0.9398907103825136; 'support': 290}; '1.0': {'precision': 0.8415841584158416; 'recall': 0.9941520467836257; 'f1-score': 0.9115281501340483; 'support': 171}; 'accuracy': 0.928416485900217; 'macro avg': {'precision': 0.9188615772774189; 'recall': 0.9419036095987094; 'f1-score': 0.9257094302582809; 'support': 461}; 'weighted avg': {'precision': 0.9388095444022078; 'recall': 0.928416485900217; 'f1-score': 0.9293701077740807; 'support': 461}},{'0.0': {'precision': 0.9696969696969697; 'recall': 1.0; 'f1-score': 0.9846153846153847; 'support': 32}; '1.0': {'precision': 1.0; 'recall': 0.9473684210526315; 'f1-score': 0.972972972972973; 'support': 19}; 'accuracy': 0.9803921568627451; 'macro avg': {'precision': 0.9848484848484849; 'recall': 0.9736842105263157; 'f1-score': 0.9787941787941788; 'support': 51}; 'weighted avg': {'precision': 0.9809863339275104; 'recall': 0.9803921568627451; 'f1-score': 0.9802780155721332; 'support': 51}}
5,2,CNF,6,461,51,3,[153; 154],540,6.909629,0.941176,9,[X7 >= 0.048318 OR X12 >= 3.767800 OR X20 >= 17.386000 OR X26 >= 0.419540] AND [X9 < 0.056864 OR X19 < 0.003187 OR X21 >= 33.646000 OR X22 >= 115.900000 OR X24 >= 0.161480],{'0.0': {'precision': 0.965034965034965; 'recall': 0.9517241379310345; 'f1-score': 0.9583333333333333; 'support': 290}; '1.0': {'precision': 0.92; 'recall': 0.9415204678362573; 'f1-score': 0.930635838150289; 'support': 171}; 'accuracy': 0.9479392624728851; 'macro avg': {'precision': 0.9425174825174825; 'recall': 0.9466223028836459; 'f1-score': 0.9444845857418112; 'support': 461}; 'weighted avg': {'precision': 0.9483300213885897; 'recall': 0.9479392624728851; 'f1-score': 0.9480594251417919; 'support': 461}},{'0.0': {'precision': 0.9142857142857143; 'recall': 1.0; 'f1-score': 0.955223880597015; 'support': 32}; '1.0': {'precision': 1.0; 'recall': 0.8421052631578947; 'f1-score': 0.9142857142857143; 'support': 19}; 'accuracy': 0.9411764705882353; 'macro avg': {'precision': 0.9571428571428571; 'recall': 0.9210526315789473; 'f1-score': 0.9347547974413646; 'support': 51}; 'weighted avg': {'precision': 0.9462184873949578; 'recall': 0.9411764705882353; 'f1-score': 0.939972406873197; 'support': 51}}
