lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
10,2,DNF,7,461,51,57,[8; 9],540,2.388036,0.862745,3,[X0 >= 15.056000] OR [X0 >= 17.068000 AND X5 >= 0.079530],{'0.0': {'precision': 0.8726708074534162; 'recall': 0.9689655172413794; 'f1-score': 0.9183006535947713; 'support': 290}; '1.0': {'precision': 0.935251798561151; 'recall': 0.7602339181286549; 'f1-score': 0.8387096774193549; 'support': 171}; 'accuracy': 0.8915401301518439; 'macro avg': {'precision': 0.9039613030072836; 'recall': 0.8645997176850171; 'f1-score': 0.878505165507063; 'support': 461}; 'weighted avg': {'precision': 0.8958841468881725; 'recall': 0.8915401301518439; 'f1-score': 0.8887777535383804; 'support': 461}},{'0.0': {'precision': 0.8378378378378378; 'recall': 0.96875; 'f1-score': 0.8985507246376812; 'support': 32}; '1.0': {'precision': 0.9285714285714286; 'recall': 0.6842105263157895; 'f1-score': 0.7878787878787878; 'support': 19}; 'accuracy': 0.8627450980392157; 'macro avg': {'precision': 0.8832046332046333; 'recall': 0.8264802631578947; 'f1-score': 0.8432147562582345; 'support': 51}; 'weighted avg': {'precision': 0.8716405481111363; 'recall': 0.8627450980392157; 'f1-score': 0.8573200031000542; 'support': 51}}
10,2,DNF,8,461,51,57,[8; 9],540,2.346762,0.803922,4,[X0 < 11.366000 AND X0 >= 12.726000] OR [X0 >= 14.058000 AND X2 >= 86.240000],{'0.0': {'precision': 0.9094202898550725; 'recall': 0.8655172413793103; 'f1-score': 0.8869257950530035; 'support': 290}; '1.0': {'precision': 0.7891891891891892; 'recall': 0.8538011695906432; 'f1-score': 0.8202247191011236; 'support': 171}; 'accuracy': 0.8611713665943601; 'macro avg': {'precision': 0.8493047395221309; 'recall': 0.8596592054849768; 'f1-score': 0.8535752570770636; 'support': 461}; 'weighted avg': {'precision': 0.8648226364627384; 'recall': 0.8611713665943601; 'f1-score': 0.8621841811966664; 'support': 461}},{'0.0': {'precision': 0.8055555555555556; 'recall': 0.90625; 'f1-score': 0.8529411764705882; 'support': 32}; '1.0': {'precision': 0.8; 'recall': 0.631578947368421; 'f1-score': 0.7058823529411765; 'support': 19}; 'accuracy': 0.803921568627451; 'macro avg': {'precision': 0.8027777777777778; 'recall': 0.7689144736842105; 'f1-score': 0.7794117647058824; 'support': 51}; 'weighted avg': {'precision': 0.8034858387799565; 'recall': 0.803921568627451; 'f1-score': 0.798154555940023; 'support': 51}}
10,2,DNF,9,461,51,57,[8; 9],540,2.481700,0.921569,4,[X2 >= 91.420000 AND X12 >= 2.287000] OR [X0 < 11.366000 AND X13 >= 38.430000],{'0.0': {'precision': 0.8683385579937304; 'recall': 0.9551724137931035; 'f1-score': 0.909688013136289; 'support': 290}; '1.0': {'precision': 0.9084507042253521; 'recall': 0.7543859649122807; 'f1-score': 0.8242811501597445; 'support': 171}; 'accuracy': 0.8806941431670282; 'macro avg': {'precision': 0.8883946311095412; 'recall': 0.8547791893526921; 'f1-score': 0.8669845816480167; 'support': 461}; 'weighted avg': {'precision': 0.8832174668996031; 'recall': 0.8806941431670282; 'f1-score': 0.8780078101666814; 'support': 461}},{'0.0': {'precision': 0.9375; 'recall': 0.9375; 'f1-score': 0.9375; 'support': 32}; '1.0': {'precision': 0.8947368421052632; 'recall': 0.8947368421052632; 'f1-score': 0.8947368421052632; 'support': 19}; 'accuracy': 0.9215686274509803; 'macro avg': {'precision': 0.9161184210526316; 'recall': 0.9161184210526316; 'f1-score': 0.9161184210526316; 'support': 51}; 'weighted avg': {'precision': 0.9215686274509803; 'recall': 0.9215686274509803; 'f1-score': 0.9215686274509803; 'support': 51}}
10,2,DNF,0,460,52,28,[16; 17],540,1.595557,0.807692,5,[X1 >= 15.656000 AND X22 >= 91.304000] OR [X0 < 12.726000 AND X0 >= 11.366000 AND X24 >= 0.137680],{'0.0': {'precision': 0.9698492462311558; 'recall': 0.6678200692041523; 'f1-score': 0.7909836065573771; 'support': 289}; '1.0': {'precision': 0.632183908045977; 'recall': 0.9649122807017544; 'f1-score': 0.763888888888889; 'support': 171}; 'accuracy': 0.7782608695652173; 'macro avg': {'precision': 0.8010165771385664; 'recall': 0.8163661749529534; 'f1-score': 0.777436247723133; 'support': 460}; 'weighted avg': {'precision': 0.8443258270362306; 'recall': 0.7782608695652173; 'f1-score': 0.7809114397719173; 'support': 460}},{'0.0': {'precision': 0.96; 'recall': 0.7272727272727273; 'f1-score': 0.8275862068965517; 'support': 33}; '1.0': {'precision': 0.6666666666666666; 'recall': 0.9473684210526315; 'f1-score': 0.782608695652174; 'support': 19}; 'accuracy': 0.8076923076923077; 'macro avg': {'precision': 0.8133333333333332; 'recall': 0.8373205741626795; 'f1-score': 0.8050974512743628; 'support': 52}; 'weighted avg': {'precision': 0.8528205128205127; 'recall': 0.8076923076923077; 'f1-score': 0.8111521162495675; 'support': 52}}
10,2,DNF,1,460,52,28,[16; 17],540,1.542323,0.942308,7,[X0 >= 10.260000 AND X5 >= 0.092630 AND X6 >= 0.086212 AND X7 >= 0.033500] OR [X0 < 10.260000 AND X0 >= 10.260000 AND X1 >= 21.272000],{'0.0': {'precision': 0.9016949152542373; 'recall': 0.9204152249134948; 'f1-score': 0.9109589041095891; 'support': 289}; '1.0': {'precision': 0.8606060606060606; 'recall': 0.8304093567251462; 'f1-score': 0.8452380952380952; 'support': 171}; 'accuracy': 0.8869565217391304; 'macro avg': {'precision': 0.8811504879301489; 'recall': 0.8754122908193205; 'f1-score': 0.8780984996738421; 'support': 460}; 'weighted avg': {'precision': 0.886420580156763; 'recall': 0.8869565217391304; 'f1-score': 0.8865279077682294; 'support': 460}},{'0.0': {'precision': 0.96875; 'recall': 0.9393939393939394; 'f1-score': 0.9538461538461539; 'support': 33}; '1.0': {'precision': 0.9; 'recall': 0.9473684210526315; 'f1-score': 0.9230769230769231; 'support': 19}; 'accuracy': 0.9423076923076923; 'macro avg': {'precision': 0.934375; 'recall': 0.9433811802232854; 'f1-score': 0.9384615384615385; 'support': 52}; 'weighted avg': {'precision': 0.9436298076923078; 'recall': 0.9423076923076923; 'f1-score': 0.9426035502958581; 'support': 52}}
10,2,DNF,2,461,51,28,[16; 17],540,1.581743,0.941176,7,[X0 >= 10.260000 AND X1 >= 15.656000 AND X7 >= 0.033500 AND X23 >= 781.180000] OR [X0 < 10.260000 AND X0 >= 10.260000 AND X1 >= 19.968000],{'0.0': {'precision': 0.9006410256410257; 'recall': 0.9689655172413794; 'f1-score': 0.9335548172757476; 'support': 290}; '1.0': {'precision': 0.9395973154362416; 'recall': 0.8187134502923976; 'f1-score': 0.875; 'support': 171}; 'accuracy': 0.913232104121475; 'macro avg': {'precision': 0.9201191705386336; 'recall': 0.8938394837668885; 'f1-score': 0.9042774086378738; 'support': 461}; 'weighted avg': {'precision': 0.9150911895346958; 'recall': 0.913232104121475; 'f1-score': 0.911834917592119; 'support': 461}},{'0.0': {'precision': 0.9142857142857143; 'recall': 1.0; 'f1-score': 0.955223880597015; 'support': 32}; '1.0': {'precision': 1.0; 'recall': 0.8421052631578947; 'f1-score': 0.9142857142857143; 'support': 19}; 'accuracy': 0.9411764705882353; 'macro avg': {'precision': 0.9571428571428571; 'recall': 0.9210526315789473; 'f1-score': 0.9347547974413646; 'support': 51}; 'weighted avg': {'precision': 0.9462184873949578; 'recall': 0.9411764705882353; 'f1-score': 0.939972406873197; 'support': 51}}
10,2,DNF,3,461,51,28,[16; 17],540,1.499237,0.882353,6,[X0 >= 17.068000 AND X1 >= 14.078000 AND X22 >= 105.740000] OR [X1 < 24.992000 AND X21 >= 26.724000 AND X28 >= 0.269400],{'0.0': {'precision': 0.8855218855218855; 'recall': 0.906896551724138; 'f1-score': 0.8960817717206133; 'support': 290}; '1.0': {'precision': 0.8353658536585366; 'recall': 0.8011695906432749; 'f1-score': 0.817910447761194; 'support': 171}; 'accuracy': 0.8676789587852495; 'macro avg': {'precision': 0.860443869590211; 'recall': 0.8540330711837064; 'f1-score': 0.8569961097409037; 'support': 461}; 'weighted avg': {'precision': 0.8669173704489296; 'recall': 0.8676789587852495; 'f1-score': 0.8670854671716748; 'support': 461}},{'0.0': {'precision': 0.90625; 'recall': 0.90625; 'f1-score': 0.90625; 'support': 32}; '1.0': {'precision': 0.8421052631578947; 'recall': 0.8421052631578947; 'f1-score': 0.8421052631578947; 'support': 19}; 'accuracy': 0.8823529411764706; 'macro avg': {'precision': 0.8741776315789473; 'recall': 0.8741776315789473; 'f1-score': 0.8741776315789473; 'support': 51}; 'weighted avg': {'precision': 0.8823529411764706; 'recall': 0.8823529411764706; 'f1-score': 0.8823529411764706; 'support': 51}}
10,2,DNF,4,461,51,28,[16; 17],540,1.562202,0.745098,5,[X1 >= 16.840000 AND X18 >= 0.015704 AND X26 >= 0.226700] OR [X2 >= 77.360000 AND X4 >= 0.087914],{'0.0': {'precision': 0.9471153846153846; 'recall': 0.6793103448275862; 'f1-score': 0.7911646586345381; 'support': 290}; '1.0': {'precision': 0.6324110671936759; 'recall': 0.935672514619883; 'f1-score': 0.7547169811320755; 'support': 171}; 'accuracy': 0.7744034707158352; 'macro avg': {'precision': 0.7897632259045302; 'recall': 0.8074914297237346; 'f1-score': 0.7729408198833068; 'support': 461}; 'weighted avg': {'precision': 0.8303812451813017; 'recall': 0.7744034707158352; 'f1-score': 0.7776450212095466; 'support': 461}},{'0.0': {'precision': 0.9523809523809523; 'recall': 0.625; 'f1-score': 0.7547169811320755; 'support': 32}; '1.0': {'precision': 0.6; 'recall': 0.9473684210526315; 'f1-score': 0.7346938775510204; 'support': 19}; 'accuracy': 0.7450980392156863; 'macro avg': {'precision': 0.7761904761904761; 'recall': 0.7861842105263157; 'f1-score': 0.744705429341548; 'support': 51}; 'weighted avg': {'precision': 0.8211017740429505; 'recall': 0.7450980392156863; 'f1-score': 0.7472573935234472; 'support': 51}}
10,2,DNF,5,461,51,28,[16; 17],540,1.599913,0.941176,5,[X4 >= 0.084206 AND X7 >= 0.048318] OR [X0 < 11.366000 AND X0 >= 15.056000 AND X23 >= 686.500000],{'0.0': {'precision': 0.9225352112676056; 'recall': 0.903448275862069; 'f1-score': 0.9128919860627177; 'support': 290}; '1.0': {'precision': 0.8418079096045198; 'recall': 0.8713450292397661; 'f1-score': 0.8563218390804598; 'support': 171}; 'accuracy': 0.8915401301518439; 'macro avg': {'precision': 0.8821715604360627; 'recall': 0.8873966525509176; 'f1-score': 0.8846069125715887; 'support': 461}; 'weighted avg': {'precision': 0.8925908108676324; 'recall': 0.8915401301518439; 'f1-score': 0.891908265598583; 'support': 461}},{'0.0': {'precision': 0.9393939393939394; 'recall': 0.96875; 'f1-score': 0.9538461538461539; 'support': 32}; '1.0': {'precision': 0.9444444444444444; 'recall': 0.8947368421052632; 'f1-score': 0.918918918918919; 'support': 19}; 'accuracy': 0.9411764705882353; 'macro avg': {'precision': 0.9419191919191919; 'recall': 0.9317434210526316; 'f1-score': 0.9363825363825364; 'support': 51}; 'weighted avg': {'precision': 0.9412755000990295; 'recall': 0.9411764705882353; 'f1-score': 0.9408340467163996; 'support': 51}}
10,2,DNF,6,461,51,28,[16; 17],540,1.741303,0.705882,4,[X1 >= 22.440000] OR [X0 >= 15.056000 AND X1 >= 14.078000 AND X20 >= 14.970000],{'0.0': {'precision': 0.9071428571428571; 'recall': 0.8758620689655172; 'f1-score': 0.8912280701754385; 'support': 290}; '1.0': {'precision': 0.8011049723756906; 'recall': 0.847953216374269; 'f1-score': 0.8238636363636362; 'support': 171}; 'accuracy': 0.8655097613882863; 'macro avg': {'precision': 0.8541239147592739; 'recall': 0.8619076426698931; 'f1-score': 0.8575458532695374; 'support': 461}; 'weighted avg': {'precision': 0.8678099324244504; 'recall': 0.8655097613882863; 'f1-score': 0.8662403951606484; 'support': 461}},{'0.0': {'precision': 0.7741935483870968; 'recall': 0.75; 'f1-score': 0.7619047619047619; 'support': 32}; '1.0': {'precision': 0.6; 'recall': 0.631578947368421; 'f1-score': 0.6153846153846154; 'support': 19}; 'accuracy': 0.7058823529411765; 'macro avg': {'precision': 0.6870967741935483; 'recall': 0.6907894736842105; 'f1-score': 0.6886446886446886; 'support': 51}; 'weighted avg': {'precision': 0.7092979127134724; 'recall': 0.7058823529411765; 'f1-score': 0.7073188249658838; 'support': 51}}
10,2,DNF,7,461,51,28,[16; 17],540,1.382041,0.843137,7,[X0 >= 12.012000 AND X4 >= 0.084206 AND X10 >= 0.324200 AND X21 >= 21.988000] OR [X0 < 10.260000 AND X22 >= 91.304000 AND X26 >= 0.349920],{'0.0': {'precision': 0.848297213622291; 'recall': 0.9448275862068966; 'f1-score': 0.8939641109298533; 'support': 290}; '1.0': {'precision': 0.8840579710144928; 'recall': 0.7134502923976608; 'f1-score': 0.7896440129449838; 'support': 171}; 'accuracy': 0.8590021691973969; 'macro avg': {'precision': 0.8661775923183919; 'recall': 0.8291389393022787; 'f1-score': 0.8418040619374185; 'support': 461}; 'weighted avg': {'precision': 0.8615620498784006; 'recall': 0.8590021691973969; 'f1-score': 0.8552683695949017; 'support': 461}},{'0.0': {'precision': 0.8333333333333334; 'recall': 0.9375; 'f1-score': 0.8823529411764706; 'support': 32}; '1.0': {'precision': 0.8666666666666667; 'recall': 0.6842105263157895; 'f1-score': 0.7647058823529413; 'support': 19}; 'accuracy': 0.8431372549019608; 'macro avg': {'precision': 0.8500000000000001; 'recall': 0.8108552631578947; 'f1-score': 0.823529411764706; 'support': 51}; 'weighted avg': {'precision': 0.8457516339869282; 'recall': 0.8431372549019608; 'f1-score': 0.8385236447520185; 'support': 51}}
10,2,DNF,8,461,51,28,[16; 17],540,1.522867,0.823529,8,[X0 >= 11.366000 AND X7 >= 0.048318] OR [X0 < 10.260000 AND X0 >= 12.726000 AND X1 >= 16.840000 AND X4 >= 0.087914 AND X5 >= 0.059638 AND X23 >= 544.140000],{'0.0': {'precision': 0.9540636042402827; 'recall': 0.9310344827586207; 'f1-score': 0.9424083769633508; 'support': 290}; '1.0': {'precision': 0.8876404494382022; 'recall': 0.9239766081871345; 'f1-score': 0.9054441260744985; 'support': 171}; 'accuracy': 0.928416485900217; 'macro avg': {'precision': 0.9208520268392424; 'recall': 0.9275055454728776; 'f1-score': 0.9239262515189246; 'support': 461}; 'weighted avg': {'precision': 0.92942508044168; 'recall': 0.928416485900217; 'f1-score': 0.9286971255490477; 'support': 461}},{'0.0': {'precision': 0.8285714285714286; 'recall': 0.90625; 'f1-score': 0.8656716417910447; 'support': 32}; '1.0': {'precision': 0.8125; 'recall': 0.6842105263157895; 'f1-score': 0.742857142857143; 'support': 19}; 'accuracy': 0.8235294117647058; 'macro avg': {'precision': 0.8205357142857144; 'recall': 0.7952302631578947; 'f1-score': 0.8042643923240939; 'support': 51}; 'weighted avg': {'precision': 0.8225840336134455; 'recall': 0.8235294117647058; 'f1-score': 0.8199172206195912; 'support': 51}}
10,2,DNF,9,461,51,28,[16; 17],540,1.611314,0.901961,6,[X1 >= 14.078000 AND X2 >= 91.420000 AND X6 >= 0.061540] OR [X0 < 11.366000 AND X0 >= 11.366000 AND X25 >= 0.303960],{'0.0': {'precision': 0.8885350318471338; 'recall': 0.9620689655172414; 'f1-score': 0.9238410596026492; 'support': 290}; '1.0': {'precision': 0.9251700680272109; 'recall': 0.7953216374269005; 'f1-score': 0.8553459119496855; 'support': 171}; 'accuracy': 0.9002169197396963; 'macro avg': {'precision': 0.9068525499371723; 'recall': 0.878695301472071; 'f1-score': 0.8895934857761674; 'support': 461}; 'weighted avg': {'precision': 0.9021241667425637; 'recall': 0.9002169197396963; 'f1-score': 0.8984339657877753; 'support': 461}},{'0.0': {'precision': 0.9090909090909091; 'recall': 0.9375; 'f1-score': 0.923076923076923; 'support': 32}; '1.0': {'precision': 0.8888888888888888; 'recall': 0.8421052631578947; 'f1-score': 0.8648648648648649; 'support': 19}; 'accuracy': 0.9019607843137255; 'macro avg': {'precision': 0.898989898989899; 'recall': 0.8898026315789473; 'f1-score': 0.8939708939708939; 'support': 51}; 'weighted avg': {'precision': 0.9015646662705487; 'recall': 0.9019607843137255; 'f1-score': 0.901390077860666; 'support': 51}}
10,2,DNF,0,460,52,14,[32; 33],540,1.119253,0.884615,7,[X0 < 11.366000 AND X0 >= 12.726000 AND X14 < 0.004871 AND X18 < 0.020066 AND X28 >= 0.269400] OR [X0 >= 15.056000 AND X21 >= 20.176000],{'0.0': {'precision': 0.8618618618618619; 'recall': 0.9930795847750865; 'f1-score': 0.9228295819935691; 'support': 289}; '1.0': {'precision': 0.984251968503937; 'recall': 0.7309941520467836; 'f1-score': 0.8389261744966444; 'support': 171}; 'accuracy': 0.8956521739130435; 'macro avg': {'precision': 0.9230569151828995; 'recall': 0.8620368684109351; 'f1-score': 0.8808778782451068; 'support': 460}; 'weighted avg': {'precision': 0.9073590536788073; 'recall': 0.8956521739130435; 'f1-score': 0.8916394022501472; 'support': 460}},{'0.0': {'precision': 0.8461538461538461; 'recall': 1.0; 'f1-score': 0.9166666666666666; 'support': 33}; '1.0': {'precision': 1.0; 'recall': 0.6842105263157895; 'f1-score': 0.8125000000000001; 'support': 19}; 'accuracy': 0.8846153846153846; 'macro avg': {'precision': 0.9230769230769231; 'recall': 0.8421052631578947; 'f1-score': 0.8645833333333334; 'support': 52}; 'weighted avg': {'precision': 0.9023668639053254; 'recall': 0.8846153846153846; 'f1-score': 0.8786057692307693; 'support': 52}}
10,2,DNF,1,460,52,14,[32; 33],540,1.119658,0.826923,7,[X1 >= 15.656000 AND X7 >= 0.027982 AND X8 >= 0.149580] OR [X0 >= 17.068000 AND X7 >= 0.048318 AND X20 >= 14.970000 AND X26 >= 0.286600],{'0.0': {'precision': 0.9702127659574468; 'recall': 0.7889273356401384; 'f1-score': 0.8702290076335878; 'support': 289}; '1.0': {'precision': 0.7288888888888889; 'recall': 0.9590643274853801; 'f1-score': 0.8282828282828284; 'support': 171}; 'accuracy': 0.8521739130434782; 'macro avg': {'precision': 0.8495508274231678; 'recall': 0.8739958315627592; 'f1-score': 0.8492559179582081; 'support': 460}; 'weighted avg': {'precision': 0.8805032377428306; 'recall': 0.8521739130434782; 'f1-score': 0.8546359713966751; 'support': 460}},{'0.0': {'precision': 0.9615384615384616; 'recall': 0.7575757575757576; 'f1-score': 0.8474576271186441; 'support': 33}; '1.0': {'precision': 0.6923076923076923; 'recall': 0.9473684210526315; 'f1-score': 0.7999999999999999; 'support': 19}; 'accuracy': 0.8269230769230769; 'macro avg': {'precision': 0.8269230769230769; 'recall': 0.8524720893141946; 'f1-score': 0.823728813559322; 'support': 52}; 'weighted avg': {'precision': 0.8631656804733728; 'recall': 0.8269230769230769; 'f1-score': 0.8301173402868318; 'support': 52}}
10,2,DNF,2,461,51,14,[32; 33],540,1.040409,0.921569,9,[X1 >= 21.272000 AND X6 >= 0.045070 AND X8 >= 0.185480 AND X10 < 0.748880 AND X16 >= 0.020456 AND X17 < 0.018688 AND X21 >= 21.988000] OR [X10 >= 0.246040 AND X20 >= 17.386000],{'0.0': {'precision': 0.9015873015873016; 'recall': 0.9793103448275862; 'f1-score': 0.9388429752066115; 'support': 290}; '1.0': {'precision': 0.958904109589041; 'recall': 0.8187134502923976; 'f1-score': 0.8832807570977917; 'support': 171}; 'accuracy': 0.9197396963123644; 'macro avg': {'precision': 0.9302457055881713; 'recall': 0.8990118975599919; 'f1-score': 0.9110618661522016; 'support': 461}; 'weighted avg': {'precision': 0.9228479830803547; 'recall': 0.9197396963123644; 'f1-score': 0.9182331285762251; 'support': 461}},{'0.0': {'precision': 0.9117647058823529; 'recall': 0.96875; 'f1-score': 0.9393939393939394; 'support': 32}; '1.0': {'precision': 0.9411764705882353; 'recall': 0.8421052631578947; 'f1-score': 0.8888888888888888; 'support': 19}; 'accuracy': 0.9215686274509803; 'macro avg': {'precision': 0.9264705882352942; 'recall': 0.9054276315789473; 'f1-score': 0.9141414141414141; 'support': 51}; 'weighted avg': {'precision': 0.9227220299884661; 'recall': 0.9215686274509803; 'f1-score': 0.9205783323430382; 'support': 51}}
10,2,DNF,3,461,51,14,[32; 33],540,1.049885,0.843137,4,[X0 >= 12.726000 AND X13 >= 24.530000 AND X22 >= 86.328000] OR [X22 >= 105.740000],{'0.0': {'precision': 0.9482071713147411; 'recall': 0.8206896551724138; 'f1-score': 0.8798521256931607; 'support': 290}; '1.0': {'precision': 0.7523809523809524; 'recall': 0.9239766081871345; 'f1-score': 0.8293963254593175; 'support': 171}; 'accuracy': 0.8590021691973969; 'macro avg': {'precision': 0.8502940618478467; 'recall': 0.8723331316797741; 'f1-score': 0.8546242255762391; 'support': 461}; 'weighted avg': {'precision': 0.8755688124477609; 'recall': 0.8590021691973969; 'f1-score': 0.8611364167127114; 'support': 461}},{'0.0': {'precision': 0.9615384615384616; 'recall': 0.78125; 'f1-score': 0.8620689655172413; 'support': 32}; '1.0': {'precision': 0.72; 'recall': 0.9473684210526315; 'f1-score': 0.8181818181818181; 'support': 19}; 'accuracy': 0.8431372549019608; 'macro avg': {'precision': 0.8407692307692307; 'recall': 0.8643092105263157; 'f1-score': 0.8401253918495297; 'support': 51}; 'weighted avg': {'precision': 0.8715535444947209; 'recall': 0.8431372549019608; 'f1-score': 0.8457188518040445; 'support': 51}}
10,2,DNF,4,461,51,14,[32; 33],540,1.172298,0.921569,3,[X0 >= 17.068000] OR [X0 >= 12.012000 AND X7 >= 0.048318],{'0.0': {'precision': 0.9312714776632303; 'recall': 0.9344827586206896; 'f1-score': 0.9328743545611016; 'support': 290}; '1.0': {'precision': 0.888235294117647; 'recall': 0.8830409356725146; 'f1-score': 0.8856304985337242; 'support': 171}; 'accuracy': 0.9154013015184381; 'macro avg': {'precision': 0.9097533858904386; 'recall': 0.9087618471466021; 'f1-score': 0.9092524265474129; 'support': 461}; 'weighted avg': {'precision': 0.9153079475411158; 'recall': 0.9154013015184381; 'f1-score': 0.9153500608936794; 'support': 461}},{'0.0': {'precision': 1.0; 'recall': 0.875; 'f1-score': 0.9333333333333333; 'support': 32}; '1.0': {'precision': 0.8260869565217391; 'recall': 1.0; 'f1-score': 0.9047619047619047; 'support': 19}; 'accuracy': 0.9215686274509803; 'macro avg': {'precision': 0.9130434782608696; 'recall': 0.9375; 'f1-score': 0.919047619047619; 'support': 51}; 'weighted avg': {'precision': 0.9352088661551577; 'recall': 0.9215686274509803; 'f1-score': 0.922689075630252; 'support': 51}}
10,2,DNF,5,461,51,14,[32; 33],540,1.211662,0.882353,6,[X1 >= 17.912000 AND X6 >= 0.061540 AND X27 >= 0.071656] OR [X21 >= 28.460000 AND X22 >= 86.328000 AND X27 >= 0.083914],{'0.0': {'precision': 0.9074733096085409; 'recall': 0.8793103448275862; 'f1-score': 0.8931698774080561; 'support': 290}; '1.0': {'precision': 0.8055555555555556; 'recall': 0.847953216374269; 'f1-score': 0.8262108262108263; 'support': 171}; 'accuracy': 0.8676789587852495; 'macro avg': {'precision': 0.8565144325820482; 'recall': 0.8636317806009276; 'f1-score': 0.8596903518094412; 'support': 461}; 'weighted avg': {'precision': 0.869668676326414; 'recall': 0.8676789587852495; 'f1-score': 0.8683325720832703; 'support': 461}},{'0.0': {'precision': 0.90625; 'recall': 0.90625; 'f1-score': 0.90625; 'support': 32}; '1.0': {'precision': 0.8421052631578947; 'recall': 0.8421052631578947; 'f1-score': 0.8421052631578947; 'support': 19}; 'accuracy': 0.8823529411764706; 'macro avg': {'precision': 0.8741776315789473; 'recall': 0.8741776315789473; 'f1-score': 0.8741776315789473; 'support': 51}; 'weighted avg': {'precision': 0.8823529411764706; 'recall': 0.8823529411764706; 'f1-score': 0.8823529411764706; 'support': 51}}
10,2,DNF,6,461,51,14,[32; 33],540,1.195277,0.823529,5,[X9 < 0.072266 AND X21 >= 28.460000] OR [X13 >= 19.038000 AND X22 >= 97.660000 AND X26 >= 0.226700],{'0.0': {'precision': 0.9739130434782609; 'recall': 0.7724137931034483; 'f1-score': 0.8615384615384616; 'support': 290}; '1.0': {'precision': 0.7142857142857143; 'recall': 0.9649122807017544; 'f1-score': 0.8208955223880597; 'support': 171}; 'accuracy': 0.8438177874186551; 'macro avg': {'precision': 0.8440993788819876; 'recall': 0.8686630369026014; 'f1-score': 0.8412169919632606; 'support': 461}; 'weighted avg': {'precision': 0.8776087630185528; 'recall': 0.8438177874186551; 'f1-score': 0.8464626641529547; 'support': 461}},{'0.0': {'precision': 0.9259259259259259; 'recall': 0.78125; 'f1-score': 0.847457627118644; 'support': 32}; '1.0': {'precision': 0.7083333333333334; 'recall': 0.8947368421052632; 'f1-score': 0.7906976744186046; 'support': 19}; 'accuracy': 0.8235294117647058; 'macro avg': {'precision': 0.8171296296296297; 'recall': 0.8379934210526316; 'f1-score': 0.8190776507686244; 'support': 51}; 'weighted avg': {'precision': 0.8448620188816267; 'recall': 0.8235294117647058; 'f1-score': 0.8263117623872569; 'support': 51}}
10,2,DNF,7,461,51,14,[32; 33],540,1.111547,0.843137,9,[X0 >= 10.260000 AND X17 >= 0.008465 AND X23 >= 926.960000] OR [X0 >= 12.726000 AND X1 < 21.272000 AND X7 >= 0.033500 AND X22 >= 97.660000 AND X26 >= 0.286600 AND X29 >= 0.065792],{'0.0': {'precision': 0.896774193548387; 'recall': 0.9586206896551724; 'f1-score': 0.9266666666666665; 'support': 290}; '1.0': {'precision': 0.9205298013245033; 'recall': 0.8128654970760234; 'f1-score': 0.8633540372670808; 'support': 171}; 'accuracy': 0.9045553145336226; 'macro avg': {'precision': 0.9086519974364452; 'recall': 0.8857430933655979; 'f1-score': 0.8950103519668737; 'support': 461}; 'weighted avg': {'precision': 0.9055859265846471; 'recall': 0.9045553145336226; 'f1-score': 0.9031819386247377; 'support': 461}},{'0.0': {'precision': 0.8157894736842105; 'recall': 0.96875; 'f1-score': 0.8857142857142857; 'support': 32}; '1.0': {'precision': 0.9230769230769231; 'recall': 0.631578947368421; 'f1-score': 0.7499999999999999; 'support': 19}; 'accuracy': 0.8431372549019608; 'macro avg': {'precision': 0.8694331983805668; 'recall': 0.8001644736842105; 'f1-score': 0.8178571428571428; 'support': 51}; 'weighted avg': {'precision': 0.8557593077716916; 'recall': 0.8431372549019608; 'f1-score': 0.8351540616246499; 'support': 51}}
10,2,DNF,8,461,51,14,[32; 33],540,1.297319,0.901961,6,[X4 >= 0.079654 AND X18 >= 0.015704 AND X27 >= 0.177540] OR [X0 >= 14.058000 AND X1 >= 16.840000 AND X25 >= 0.184620],{'0.0': {'precision': 0.8949044585987261; 'recall': 0.9689655172413794; 'f1-score': 0.9304635761589405; 'support': 290}; '1.0': {'precision': 0.9387755102040817; 'recall': 0.8070175438596491; 'f1-score': 0.8679245283018868; 'support': 171}; 'accuracy': 0.9088937093275488; 'macro avg': {'precision': 0.9168399844014039; 'recall': 0.8879915305505142; 'f1-score': 0.8991940522304136; 'support': 461}; 'weighted avg': {'precision': 0.9111776686302138; 'recall': 0.9088937093275488; 'f1-score': 0.907265794849708; 'support': 461}},{'0.0': {'precision': 0.8857142857142857; 'recall': 0.96875; 'f1-score': 0.9253731343283582; 'support': 32}; '1.0': {'precision': 0.9375; 'recall': 0.7894736842105263; 'f1-score': 0.8571428571428572; 'support': 19}; 'accuracy': 0.9019607843137255; 'macro avg': {'precision': 0.9116071428571428; 'recall': 0.8791118421052632; 'f1-score': 0.8912579957356077; 'support': 51}; 'weighted avg': {'precision': 0.9050070028011205; 'recall': 0.9019607843137255; 'f1-score': 0.8999540114553285; 'support': 51}}
