lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
5,2,CNF,1,460,52,1,[460; 460],540,1001.021518,0.961538,7,[X1 >= 21.272000 OR X22 >= 115.900000 OR X27 >= 0.177540 OR X28 >= 0.360080] AND [X2 >= 98.200000 OR X7 >= 0.048318 OR X13 >= 54.088000],{'0.0': {'precision': 0.9725085910652921; 'recall': 0.9826388888888888; 'f1-score': 0.9775474956822107; 'support': 288}; '1.0': {'precision': 0.9704142011834319; 'recall': 0.9534883720930233; 'f1-score': 0.9618768328445748; 'support': 172}; 'accuracy': 0.9717391304347827; 'macro avg': {'precision': 0.971461396124362; 'recall': 0.968063630490956; 'f1-score': 0.9697121642633928; 'support': 460}; 'weighted avg': {'precision': 0.9717254713703356; 'recall': 0.9717391304347827; 'f1-score': 0.9716880304472685; 'support': 460}},{'0.0': {'precision': 0.9428571428571428; 'recall': 1.0; 'f1-score': 0.9705882352941176; 'support': 33}; '1.0': {'precision': 1.0; 'recall': 0.8947368421052632; 'f1-score': 0.9444444444444444; 'support': 19}; 'accuracy': 0.9615384615384616; 'macro avg': {'precision': 0.9714285714285714; 'recall': 0.9473684210526316; 'f1-score': 0.957516339869281; 'support': 52}; 'weighted avg': {'precision': 0.9637362637362638; 'recall': 0.9615384615384616; 'f1-score': 0.961035696329814; 'support': 52}}
5,2,CNF,2,461,51,1,[461; 461],540,1000.839431,0.882353,9,[X15 < 0.014240 OR X21 >= 33.646000 OR X22 >= 115.900000 OR X27 >= 0.150800] AND [X3 >= 915.060000 OR X6 >= 0.111920 OR X13 >= 38.430000 OR X28 >= 0.360080 OR X29 >= 0.095934],{'0.0': {'precision': 0.9726962457337884; 'recall': 0.986159169550173; 'f1-score': 0.9793814432989691; 'support': 289}; '1.0': {'precision': 0.9761904761904762; 'recall': 0.9534883720930233; 'f1-score': 0.9647058823529412; 'support': 172}; 'accuracy': 0.9739696312364425; 'macro avg': {'precision': 0.9744433609621324; 'recall': 0.9698237708215982; 'f1-score': 0.9720436628259552; 'support': 461}; 'weighted avg': {'precision': 0.9739999499388866; 'recall': 0.9739696312364425; 'f1-score': 0.9739059628592364; 'support': 461}},{'0.0': {'precision': 0.8823529411764706; 'recall': 0.9375; 'f1-score': 0.9090909090909091; 'support': 32}; '1.0': {'precision': 0.8823529411764706; 'recall': 0.7894736842105263; 'f1-score': 0.8333333333333333; 'support': 19}; 'accuracy': 0.8823529411764706; 'macro avg': {'precision': 0.8823529411764706; 'recall': 0.8634868421052632; 'f1-score': 0.8712121212121211; 'support': 51}; 'weighted avg': {'precision': 0.8823529411764706; 'recall': 0.8823529411764706; 'f1-score': 0.8808674985145573; 'support': 51}}
5,2,CNF,3,461,51,1,[461; 461],540,1000.989948,0.960784,8,[X13 >= 91.314000 OR X23 >= 781.180000 OR X27 >= 0.177540] AND [X1 >= 21.272000 OR X2 >= 111.680000 OR X13 >= 54.088000 OR X24 >= 0.137680 OR X25 >= 0.447840],{'0.0': {'precision': 0.9726027397260274; 'recall': 0.9826989619377162; 'f1-score': 0.9776247848537005; 'support': 289}; '1.0': {'precision': 0.9704142011834319; 'recall': 0.9534883720930233; 'f1-score': 0.9618768328445748; 'support': 172}; 'accuracy': 0.9718004338394793; 'macro avg': {'precision': 0.9715084704547297; 'recall': 0.9680936670153697; 'f1-score': 0.9697508088491377; 'support': 461}; 'weighted avg': {'precision': 0.9717861917231502; 'recall': 0.9718004338394793; 'f1-score': 0.9717491932147208; 'support': 461}},{'0.0': {'precision': 0.96875; 'recall': 0.96875; 'f1-score': 0.96875; 'support': 32}; '1.0': {'precision': 0.9473684210526315; 'recall': 0.9473684210526315; 'f1-score': 0.9473684210526315; 'support': 19}; 'accuracy': 0.9607843137254902; 'macro avg': {'precision': 0.9580592105263157; 'recall': 0.9580592105263157; 'f1-score': 0.9580592105263157; 'support': 51}; 'weighted avg': {'precision': 0.9607843137254902; 'recall': 0.9607843137254902; 'f1-score': 0.9607843137254902; 'support': 51}}
5,2,CNF,4,461,51,1,[461; 461],540,1001.262529,0.882353,10,[X13 >= 54.088000 OR X14 >= 0.007773 OR X21 >= 33.646000 OR X22 >= 115.900000 OR X24 >= 0.161480 OR X27 >= 0.177540] AND [X2 >= 91.420000 OR X20 >= 16.004000 OR X25 >= 0.447840 OR X27 >= 0.177540],{'0.0': {'precision': 0.9861111111111112; 'recall': 0.9826989619377162; 'f1-score': 0.9844020797227037; 'support': 289}; '1.0': {'precision': 0.9710982658959537; 'recall': 0.9767441860465116; 'f1-score': 0.9739130434782609; 'support': 172}; 'accuracy': 0.9804772234273319; 'macro avg': {'precision': 0.9786046885035324; 'recall': 0.9797215739921139; 'f1-score': 0.9791575616004823; 'support': 461}; 'weighted avg': {'precision': 0.9805097892520938; 'recall': 0.9804772234273319; 'f1-score': 0.980488599822391; 'support': 461}},{'0.0': {'precision': 0.90625; 'recall': 0.90625; 'f1-score': 0.90625; 'support': 32}; '1.0': {'precision': 0.8421052631578947; 'recall': 0.8421052631578947; 'f1-score': 0.8421052631578947; 'support': 19}; 'accuracy': 0.8823529411764706; 'macro avg': {'precision': 0.8741776315789473; 'recall': 0.8741776315789473; 'f1-score': 0.8741776315789473; 'support': 51}; 'weighted avg': {'precision': 0.8823529411764706; 'recall': 0.8823529411764706; 'f1-score': 0.8823529411764706; 'support': 51}}
5,2,CNF,5,461,51,1,[461; 461],540,1000.950484,0.921569,7,[X7 >= 0.048318 OR X18 < 0.013012 OR X22 >= 105.740000] AND [X1 >= 21.272000 OR X22 >= 115.900000 OR X27 >= 0.177540 OR X28 >= 0.360080],{'0.0': {'precision': 0.9790940766550522; 'recall': 0.972318339100346; 'f1-score': 0.9756944444444444; 'support': 289}; '1.0': {'precision': 0.9540229885057471; 'recall': 0.9651162790697675; 'f1-score': 0.9595375722543352; 'support': 172}; 'accuracy': 0.9696312364425163; 'macro avg': {'precision': 0.9665585325803996; 'recall': 0.9687173090850567; 'f1-score': 0.9676160083493899; 'support': 461}; 'weighted avg': {'precision': 0.9697400047208212; 'recall': 0.9696312364425163; 'f1-score': 0.9696662838876141; 'support': 461}},{'0.0': {'precision': 0.9666666666666667; 'recall': 0.90625; 'f1-score': 0.9354838709677419; 'support': 32}; '1.0': {'precision': 0.8571428571428571; 'recall': 0.9473684210526315; 'f1-score': 0.9; 'support': 19}; 'accuracy': 0.9215686274509803; 'macro avg': {'precision': 0.9119047619047619; 'recall': 0.9268092105263157; 'f1-score': 0.917741935483871; 'support': 51}; 'weighted avg': {'precision': 0.9258636788048552; 'recall': 0.9215686274509803; 'f1-score': 0.9222643896268184; 'support': 51}}
5,2,CNF,6,461,51,1,[461; 461],540,1000.877410,0.921569,7,[X13 >= 54.088000 OR X23 >= 781.180000 OR X24 >= 0.161480 OR X27 >= 0.177540] AND [X1 >= 21.272000 OR X22 >= 115.900000 OR X27 >= 0.150800],{'0.0': {'precision': 0.9826388888888888; 'recall': 0.9792387543252595; 'f1-score': 0.9809358752166377; 'support': 289}; '1.0': {'precision': 0.9653179190751445; 'recall': 0.9709302325581395; 'f1-score': 0.9681159420289854; 'support': 172}; 'accuracy': 0.9761388286334056; 'macro avg': {'precision': 0.9739784039820167; 'recall': 0.9750844934416996; 'f1-score': 0.9745259086228115; 'support': 461}; 'weighted avg': {'precision': 0.9761764012360383; 'recall': 0.9761388286334056; 'f1-score': 0.9761527331162555; 'support': 461}},{'0.0': {'precision': 0.9666666666666667; 'recall': 0.90625; 'f1-score': 0.9354838709677419; 'support': 32}; '1.0': {'precision': 0.8571428571428571; 'recall': 0.9473684210526315; 'f1-score': 0.9; 'support': 19}; 'accuracy': 0.9215686274509803; 'macro avg': {'precision': 0.9119047619047619; 'recall': 0.9268092105263157; 'f1-score': 0.917741935483871; 'support': 51}; 'weighted avg': {'precision': 0.9258636788048552; 'recall': 0.9215686274509803; 'f1-score': 0.9222643896268184; 'support': 51}}
5,2,CNF,7,461,51,1,[461; 461],540,1001.278954,0.921569,9,[X13 >= 54.088000 OR X14 >= 0.006944 OR X20 >= 17.386000 OR X21 >= 33.646000 OR X24 >= 0.137680] AND [X9 < 0.055338 OR X23 >= 781.180000 OR X25 >= 0.447840 OR X27 >= 0.177540],{'0.0': {'precision': 0.9825783972125436; 'recall': 0.9757785467128027; 'f1-score': 0.9791666666666666; 'support': 289}; '1.0': {'precision': 0.9597701149425287; 'recall': 0.9709302325581395; 'f1-score': 0.9653179190751445; 'support': 172}; 'accuracy': 0.9739696312364425; 'macro avg': {'precision': 0.9711742560775362; 'recall': 0.973354389635471; 'f1-score': 0.9722422928709056; 'support': 461}; 'weighted avg': {'precision': 0.9740685825695011; 'recall': 0.9739696312364425; 'f1-score': 0.9739996719036692; 'support': 461}},{'0.0': {'precision': 1.0; 'recall': 0.875; 'f1-score': 0.9333333333333333; 'support': 32}; '1.0': {'precision': 0.8260869565217391; 'recall': 1.0; 'f1-score': 0.9047619047619047; 'support': 19}; 'accuracy': 0.9215686274509803; 'macro avg': {'precision': 0.9130434782608696; 'recall': 0.9375; 'f1-score': 0.919047619047619; 'support': 51}; 'weighted avg': {'precision': 0.9352088661551577; 'recall': 0.9215686274509803; 'f1-score': 0.922689075630252; 'support': 51}}
5,2,CNF,8,461,51,1,[461; 461],540,1003.154541,0.960784,8,[X7 >= 0.048318 OR X13 >= 54.088000 OR X20 >= 17.386000] AND [X1 >= 21.272000 OR X13 >= 54.088000 OR X15 < 0.011800 OR X27 >= 0.150800 OR X28 >= 0.325380],{'0.0': {'precision': 0.9759450171821306; 'recall': 0.9826989619377162; 'f1-score': 0.9793103448275862; 'support': 289}; '1.0': {'precision': 0.9705882352941176; 'recall': 0.9593023255813954; 'f1-score': 0.9649122807017544; 'support': 172}; 'accuracy': 0.9739696312364425; 'macro avg': {'precision': 0.9732666262381241; 'recall': 0.9710006437595557; 'f1-score': 0.9721113127646703; 'support': 461}; 'weighted avg': {'precision': 0.9739463914017873; 'recall': 0.9739696312364425; 'f1-score': 0.9739383989932194; 'support': 461}},{'0.0': {'precision': 1.0; 'recall': 0.9375; 'f1-score': 0.967741935483871; 'support': 32}; '1.0': {'precision': 0.9047619047619048; 'recall': 1.0; 'f1-score': 0.9500000000000001; 'support': 19}; 'accuracy': 0.9607843137254902; 'macro avg': {'precision': 0.9523809523809523; 'recall': 0.96875; 'f1-score': 0.9588709677419356; 'support': 51}; 'weighted avg': {'precision': 0.9645191409897292; 'recall': 0.9607843137254902; 'f1-score': 0.9611321948134092; 'support': 51}}
5,2,CNF,9,461,51,1,[461; 461],540,1000.952150,0.941176,7,[X13 >= 54.088000 OR X22 >= 105.740000 OR X26 >= 0.349920] AND [X1 >= 21.272000 OR X22 >= 115.900000 OR X24 >= 0.161480 OR X27 >= 0.177540],{'0.0': {'precision': 0.9791666666666666; 'recall': 0.9757785467128027; 'f1-score': 0.9774696707105719; 'support': 289}; '1.0': {'precision': 0.9595375722543352; 'recall': 0.9651162790697675; 'f1-score': 0.9623188405797102; 'support': 172}; 'accuracy': 0.9718004338394793; 'macro avg': {'precision': 0.9693521194605009; 'recall': 0.9704474128912851; 'f1-score': 0.9698942556451411; 'support': 461}; 'weighted avg': {'precision': 0.9718430132199832; 'recall': 0.9718004338394793; 'f1-score': 0.9718168664101201; 'support': 461}},{'0.0': {'precision': 0.967741935483871; 'recall': 0.9375; 'f1-score': 0.9523809523809523; 'support': 32}; '1.0': {'precision': 0.9; 'recall': 0.9473684210526315; 'f1-score': 0.9230769230769231; 'support': 19}; 'accuracy': 0.9411764705882353; 'macro avg': {'precision': 0.9338709677419355; 'recall': 0.9424342105263157; 'f1-score': 0.9377289377289377; 'support': 51}; 'weighted avg': {'precision': 0.9425047438330171; 'recall': 0.9411764705882353; 'f1-score': 0.9414637649931767; 'support': 51}}
5,2,DNF,0,460,52,1,[460; 460],540,1001.527310,0.903846,9,[X1 >= 15.656000 AND X13 >= 16.640000 AND X20 >= 14.970000 AND X24 >= 0.120740 AND X26 >= 0.226700] OR [X0 >= 15.056000 AND X4 >= 0.079654 AND X12 >= 2.287000 AND X23 >= 781.180000],{'0.0': {'precision': 0.976271186440678; 'recall': 0.9965397923875432; 'f1-score': 0.9863013698630138; 'support': 289}; '1.0': {'precision': 0.9939393939393939; 'recall': 0.9590643274853801; 'f1-score': 0.976190476190476; 'support': 171}; 'accuracy': 0.9826086956521739; 'macro avg': {'precision': 0.9851052901900359; 'recall': 0.9778020599364616; 'f1-score': 0.981245923026745; 'support': 460}; 'weighted avg': {'precision': 0.9828391505325919; 'recall': 0.9826086956521739; 'f1-score': 0.982542755041266; 'support': 460}},{'0.0': {'precision': 0.9090909090909091; 'recall': 0.9375; 'f1-score': 0.923076923076923; 'support': 32}; '1.0': {'precision': 0.8947368421052632; 'recall': 0.85; 'f1-score': 0.8717948717948718; 'support': 20}; 'accuracy': 0.9038461538461539; 'macro avg': {'precision': 0.9019138755980861; 'recall': 0.89375; 'f1-score': 0.8974358974358974; 'support': 52}; 'weighted avg': {'precision': 0.9035701140964298; 'recall': 0.9038461538461539; 'f1-score': 0.9033530571992111; 'support': 52}}
5,2,DNF,1,460,52,1,[460; 460],540,1000.929941,1.000000,9,[X1 >= 15.656000 AND X13 >= 16.640000 AND X20 >= 14.970000 AND X24 >= 0.120740 AND X26 >= 0.226700] OR [X7 >= 0.027982 AND X8 >= 0.149580 AND X10 >= 0.280200 AND X22 >= 115.900000],{'0.0': {'precision': 0.9629629629629629; 'recall': 0.9930555555555556; 'f1-score': 0.9777777777777777; 'support': 288}; '1.0': {'precision': 0.9877300613496932; 'recall': 0.936046511627907; 'f1-score': 0.9611940298507463; 'support': 172}; 'accuracy': 0.9717391304347827; 'macro avg': {'precision': 0.9753465121563281; 'recall': 0.9645510335917313; 'f1-score': 0.969485903814262; 'support': 460}; 'weighted avg': {'precision': 0.9722237040988707; 'recall': 0.9717391304347827; 'f1-score': 0.971576898118105; 'support': 460}},{'0.0': {'precision': 1.0; 'recall': 1.0; 'f1-score': 1.0; 'support': 33}; '1.0': {'precision': 1.0; 'recall': 1.0; 'f1-score': 1.0; 'support': 19}; 'accuracy': 1.0; 'macro avg': {'precision': 1.0; 'recall': 1.0; 'f1-score': 1.0; 'support': 52}; 'weighted avg': {'precision': 1.0; 'recall': 1.0; 'f1-score': 1.0; 'support': 52}}
5,2,DNF,2,461,51,1,[461; 461],540,1001.000909,0.921569,6,[X7 >= 0.048318 AND X12 >= 1.516600 AND X21 >= 25.410000 AND X26 >= 0.177180] OR [X8 >= 0.149580 AND X22 >= 115.900000],{'0.0': {'precision': 0.9696969696969697; 'recall': 0.9965397923875432; 'f1-score': 0.9829351535836177; 'support': 289}; '1.0': {'precision': 0.9939024390243902; 'recall': 0.9476744186046512; 'f1-score': 0.9702380952380952; 'support': 172}; 'accuracy': 0.9783080260303688; 'macro avg': {'precision': 0.98179970436068; 'recall': 0.9721071054960972; 'f1-score': 0.9765866244108565; 'support': 461}; 'weighted avg': {'precision': 0.9787280775588273; 'recall': 0.9783080260303688; 'f1-score': 0.9781978563267199; 'support': 461}},{'0.0': {'precision': 0.9375; 'recall': 0.9375; 'f1-score': 0.9375; 'support': 32}; '1.0': {'precision': 0.8947368421052632; 'recall': 0.8947368421052632; 'f1-score': 0.8947368421052632; 'support': 19}; 'accuracy': 0.9215686274509803; 'macro avg': {'precision': 0.9161184210526316; 'recall': 0.9161184210526316; 'f1-score': 0.9161184210526316; 'support': 51}; 'weighted avg': {'precision': 0.9215686274509803; 'recall': 0.9215686274509803; 'f1-score': 0.9215686274509803; 'support': 51}}
5,2,DNF,3,461,51,1,[461; 461],540,1000.545205,1.000000,8,[X8 >= 0.149580 AND X12 >= 1.280200 AND X23 >= 926.960000 AND X24 >= 0.102960] OR [X7 >= 0.048318 AND X12 >= 1.516600 AND X21 >= 25.410000 AND X26 >= 0.226700],{'0.0': {'precision': 0.9632107023411371; 'recall': 0.9965397923875432; 'f1-score': 0.9795918367346939; 'support': 289}; '1.0': {'precision': 0.9938271604938271; 'recall': 0.936046511627907; 'f1-score': 0.9640718562874252; 'support': 172}; 'accuracy': 0.9739696312364425; 'macro avg': {'precision': 0.9785189314174821; 'recall': 0.9662931520077251; 'f1-score': 0.9718318465110596; 'support': 461}; 'weighted avg': {'precision': 0.974633762649733; 'recall': 0.9739696312364425; 'f1-score': 0.9738013017305068; 'support': 461}},{'0.0': {'precision': 1.0; 'recall': 1.0; 'f1-score': 1.0; 'support': 32}; '1.0': {'precision': 1.0; 'recall': 1.0; 'f1-score': 1.0; 'support': 19}; 'accuracy': 1.0; 'macro avg': {'precision': 1.0; 'recall': 1.0; 'f1-score': 1.0; 'support': 51}; 'weighted avg': {'precision': 1.0; 'recall': 1.0; 'f1-score': 1.0; 'support': 51}}
5,2,DNF,4,461,51,1,[461; 461],540,1001.122710,0.921569,8,[X7 >= 0.048318 AND X12 >= 1.516600 AND X21 >= 25.410000 AND X26 >= 0.226700] OR [X8 >= 0.149580 AND X13 >= 24.530000 AND X22 >= 115.900000 AND X24 >= 0.102960],{'0.0': {'precision': 0.9665551839464883; 'recall': 1.0; 'f1-score': 0.9829931972789115; 'support': 289}; '1.0': {'precision': 1.0; 'recall': 0.9418604651162791; 'f1-score': 0.970059880239521; 'support': 172}; 'accuracy': 0.9783080260303688; 'macro avg': {'precision': 0.9832775919732442; 'recall': 0.9709302325581395; 'f1-score': 0.9765265387592164; 'support': 461}; 'weighted avg': {'precision': 0.9790335101096207; 'recall': 0.9783080260303688; 'f1-score': 0.978167751442089; 'support': 461}},{'0.0': {'precision': 0.8888888888888888; 'recall': 1.0; 'f1-score': 0.9411764705882353; 'support': 32}; '1.0': {'precision': 1.0; 'recall': 0.7894736842105263; 'f1-score': 0.8823529411764706; 'support': 19}; 'accuracy': 0.9215686274509803; 'macro avg': {'precision': 0.9444444444444444; 'recall': 0.8947368421052632; 'f1-score': 0.9117647058823529; 'support': 51}; 'weighted avg': {'precision': 0.9302832244008714; 'recall': 0.9215686274509803; 'f1-score': 0.9192618223760093; 'support': 51}}
5,2,DNF,5,461,51,1,[461; 461],540,1001.349143,0.960784,10,[X3 >= 700.660000 AND X8 >= 0.149580 AND X10 >= 0.280200 AND X24 >= 0.102960] OR [X13 >= 16.640000 AND X20 >= 14.970000 AND X21 >= 20.176000 AND X23 >= 686.500000 AND X24 >= 0.120740 AND X26 >= 0.226700],{'0.0': {'precision': 0.9695945945945946; 'recall': 0.9930795847750865; 'f1-score': 0.9811965811965813; 'support': 289}; '1.0': {'precision': 0.9878787878787879; 'recall': 0.9476744186046512; 'f1-score': 0.9673590504451038; 'support': 172}; 'accuracy': 0.9761388286334056; 'macro avg': {'precision': 0.9787366912366913; 'recall': 0.9703770016898688; 'f1-score': 0.9742778158208425; 'support': 461}; 'weighted avg': {'precision': 0.9764164628047493; 'recall': 0.9761388286334056; 'f1-score': 0.9760337714585028; 'support': 461}},{'0.0': {'precision': 0.9411764705882353; 'recall': 1.0; 'f1-score': 0.9696969696969697; 'support': 32}; '1.0': {'precision': 1.0; 'recall': 0.8947368421052632; 'f1-score': 0.9444444444444444; 'support': 19}; 'accuracy': 0.9607843137254902; 'macro avg': {'precision': 0.9705882352941176; 'recall': 0.9473684210526316; 'f1-score': 0.9570707070707071; 'support': 51}; 'weighted avg': {'precision': 0.9630911188004614; 'recall': 0.9607843137254902; 'f1-score': 0.960289166171519; 'support': 51}}
5,2,DNF,6,461,51,1,[461; 461],540,1002.565969,0.921569,10,[X8 >= 0.149580 AND X11 < 1.909400 AND X22 >= 115.900000] OR [X7 >= 0.048318 AND X11 >= 0.640400 AND X12 >= 1.516600 AND X13 >= 13.160000 AND X21 >= 21.988000 AND X22 >= 91.304000 AND X26 >= 0.226700],{'0.0': {'precision': 0.972972972972973; 'recall': 0.9965397923875432; 'f1-score': 0.9846153846153847; 'support': 289}; '1.0': {'precision': 0.9939393939393939; 'recall': 0.9534883720930233; 'f1-score': 0.973293768545994; 'support': 172}; 'accuracy': 0.9804772234273319; 'macro avg': {'precision': 0.9834561834561835; 'recall': 0.9750140822402833; 'f1-score': 0.9789545765806893; 'support': 461}; 'weighted avg': {'precision': 0.9807955855678199; 'recall': 0.9804772234273319; 'f1-score': 0.9803912675569569; 'support': 461}},{'0.0': {'precision': 0.9375; 'recall': 0.9375; 'f1-score': 0.9375; 'support': 32}; '1.0': {'precision': 0.8947368421052632; 'recall': 0.8947368421052632; 'f1-score': 0.8947368421052632; 'support': 19}; 'accuracy': 0.9215686274509803; 'macro avg': {'precision': 0.9161184210526316; 'recall': 0.9161184210526316; 'f1-score': 0.9161184210526316; 'support': 51}; 'weighted avg': {'precision': 0.9215686274509803; 'recall': 0.9215686274509803; 'f1-score': 0.9215686274509803; 'support': 51}}
5,2,DNF,7,461,51,1,[461; 461],540,1048.331268,0.862745,8,[X4 >= 0.079654 AND X7 >= 0.048318 AND X23 >= 686.500000 AND X26 >= 0.226700] OR [X1 >= 18.840000 AND X10 >= 0.219280 AND X15 < 0.020450 AND X26 >= 0.177180],{'0.0': {'precision': 0.9761904761904762; 'recall': 0.9930795847750865; 'f1-score': 0.9845626072041166; 'support': 289}; '1.0': {'precision': 0.9880239520958084; 'recall': 0.9593023255813954; 'f1-score': 0.9734513274336284; 'support': 172}; 'accuracy': 0.9804772234273319; 'macro avg': {'precision': 0.9821072141431423; 'recall': 0.976190955178241; 'f1-score': 0.9790069673188725; 'support': 461}; 'weighted avg': {'precision': 0.9806055691529861; 'recall': 0.9804772234273319; 'f1-score': 0.9804169670294444; 'support': 461}},{'0.0': {'precision': 0.8787878787878788; 'recall': 0.90625; 'f1-score': 0.8923076923076922; 'support': 32}; '1.0': {'precision': 0.8333333333333334; 'recall': 0.7894736842105263; 'f1-score': 0.8108108108108109; 'support': 19}; 'accuracy': 0.8627450980392157; 'macro avg': {'precision': 0.8560606060606061; 'recall': 0.8478618421052632; 'f1-score': 0.8515592515592516; 'support': 51}; 'weighted avg': {'precision': 0.8618538324420677; 'recall': 0.8627450980392157; 'f1-score': 0.8619461090049324; 'support': 51}}
5,2,DNF,8,461,51,1,[461; 461],540,1030.172975,0.941176,7,[X4 >= 0.091828 AND X13 >= 16.640000 AND X20 >= 14.970000 AND X21 >= 20.176000 AND X26 >= 0.226700] OR [X11 < 1.909400 AND X22 >= 115.900000],{'0.0': {'precision': 0.9694915254237289; 'recall': 0.9896193771626297; 'f1-score': 0.9794520547945207; 'support': 289}; '1.0': {'precision': 0.9819277108433735; 'recall': 0.9476744186046512; 'f1-score': 0.9644970414201183; 'support': 172}; 'accuracy': 0.9739696312364425; 'macro avg': {'precision': 0.9757096181335512; 'recall': 0.9686468978836404; 'f1-score': 0.9719745481073194; 'support': 461}; 'weighted avg': {'precision': 0.9741314904826852; 'recall': 0.9739696312364425; 'f1-score': 0.9738723101081925; 'support': 461}},{'0.0': {'precision': 0.9393939393939394; 'recall': 0.96875; 'f1-score': 0.9538461538461539; 'support': 32}; '1.0': {'precision': 0.9444444444444444; 'recall': 0.8947368421052632; 'f1-score': 0.918918918918919; 'support': 19}; 'accuracy': 0.9411764705882353; 'macro avg': {'precision': 0.9419191919191919; 'recall': 0.9317434210526316; 'f1-score': 0.9363825363825364; 'support': 51}; 'weighted avg': {'precision': 0.9412755000990295; 'recall': 0.9411764705882353; 'f1-score': 0.9408340467163996; 'support': 51}}
5,2,DNF,9,461,51,1,[461; 461],540,1041.994657,0.921569,9,[X7 >= 0.027982 AND X20 >= 14.970000 AND X21 >= 21.988000 AND X23 >= 686.500000 AND X24 >= 0.120740 AND X28 >= 0.243620] OR [X13 >= 24.530000 AND X22 >= 115.900000 AND X27 >= 0.099930],{'0.0': {'precision': 0.9632107023411371; 'recall': 0.9965397923875432; 'f1-score': 0.9795918367346939; 'support': 289}; '1.0': {'precision': 0.9938271604938271; 'recall': 0.936046511627907; 'f1-score': 0.9640718562874252; 'support': 172}; 'accuracy': 0.9739696312364425; 'macro avg': {'precision': 0.9785189314174821; 'recall': 0.9662931520077251; 'f1-score': 0.9718318465110596; 'support': 461}; 'weighted avg': {'precision': 0.974633762649733; 'recall': 0.9739696312364425; 'f1-score': 0.9738013017305068; 'support': 461}},{'0.0': {'precision': 0.9666666666666667; 'recall': 0.90625; 'f1-score': 0.9354838709677419; 'support': 32}; '1.0': {'precision': 0.8571428571428571; 'recall': 0.9473684210526315; 'f1-score': 0.9; 'support': 19}; 'accuracy': 0.9215686274509803; 'macro avg': {'precision': 0.9119047619047619; 'recall': 0.9268092105263157; 'f1-score': 0.917741935483871; 'support': 51}; 'weighted avg': {'precision': 0.9258636788048552; 'recall': 0.9215686274509803; 'f1-score': 0.9222643896268184; 'support': 51}}
5,3,CNF,0,460,52,1,[460; 460],540,1006.396694,0.942308,15,[X1 >= 21.272000 OR X5 < 0.059638 OR X13 >= 54.088000 OR X20 >= 20.294000 OR X24 >= 0.142600 OR X27 >= 0.150800] AND [X4 >= 0.114820 OR X11 >= 1.561200 OR X13 >= 29.322000 OR X19 < 0.001710 OR X20 >= 17.386000 OR X22 >= 115.900000 OR X27 >= 0.177540] AND [X22 >= 105.740000 OR X26 >= 0.349920],{'0.0': {'precision': 0.9862542955326461; 'recall': 0.9930795847750865; 'f1-score': 0.9896551724137932; 'support': 289}; '1.0': {'precision': 0.9881656804733728; 'recall': 0.9766081871345029; 'f1-score': 0.9823529411764705; 'support': 171}; 'accuracy': 0.9869565217391304; 'macro avg': {'precision': 0.9872099880030094; 'recall': 0.9848438859547948; 'f1-score': 0.9860040567951318; 'support': 460}; 'weighted avg': {'precision': 0.986964832108438; 'recall': 0.9869565217391304; 'f1-score': 0.9869406473233971; 'support': 460}},{'0.0': {'precision': 0.9142857142857143; 'recall': 1.0; 'f1-score': 0.955223880597015; 'support': 32}; '1.0': {'precision': 1.0; 'recall': 0.85; 'f1-score': 0.9189189189189189; 'support': 20}; 'accuracy': 0.9423076923076923; 'macro avg': {'precision': 0.9571428571428571; 'recall': 0.925; 'f1-score': 0.9370713997579669; 'support': 52}; 'weighted avg': {'precision': 0.9472527472527472; 'recall': 0.9423076923076923; 'f1-score': 0.9412604337977473; 'support': 52}}
5,3,CNF,1,460,52,1,[460; 460],540,1005.683298,0.884615,16,[X3 >= 700.660000 OR X13 >= 54.088000 OR X14 < 0.004224 OR X22 >= 115.900000 OR X24 >= 0.150080 OR X27 >= 0.177540] AND [X1 >= 21.272000 OR X6 >= 0.149780 OR X13 >= 29.322000 OR X22 >= 115.900000 OR X27 >= 0.177540] AND [X5 < 0.070390 OR X7 >= 0.048318 OR X18 < 0.013012 OR X25 >= 0.447840 OR X28 >= 0.325380],{'0.0': {'precision': 0.9861111111111112; 'recall': 0.9861111111111112; 'f1-score': 0.9861111111111112; 'support': 288}; '1.0': {'precision': 0.9767441860465116; 'recall': 0.9767441860465116; 'f1-score': 0.9767441860465116; 'support': 172}; 'accuracy': 0.9826086956521739; 'macro avg': {'precision': 0.9814276485788114; 'recall': 0.9814276485788114; 'f1-score': 0.9814276485788114; 'support': 460}; 'weighted avg': {'precision': 0.9826086956521739; 'recall': 0.9826086956521739; 'f1-score': 0.9826086956521739; 'support': 460}},{'0.0': {'precision': 0.9090909090909091; 'recall': 0.9090909090909091; 'f1-score': 0.9090909090909091; 'support': 33}; '1.0': {'precision': 0.8421052631578947; 'recall': 0.8421052631578947; 'f1-score': 0.8421052631578947; 'support': 19}; 'accuracy': 0.8846153846153846; 'macro avg': {'precision': 0.8755980861244019; 'recall': 0.8755980861244019; 'f1-score': 0.8755980861244019; 'support': 52}; 'weighted avg': {'precision': 0.8846153846153846; 'recall': 0.8846153846153846; 'f1-score': 0.8846153846153846; 'support': 52}}
