lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
5,3,CNF,2,461,51,1,[461; 461],540,1001.234222,0.921569,15,[X13 >= 29.322000 OR X22 >= 115.900000 OR X26 >= 0.419540 OR X27 >= 0.150800] AND [X3 >= 700.660000 OR X13 >= 91.314000 OR X21 >= 28.460000 OR X22 >= 115.900000 OR X24 >= 0.150080 OR X27 >= 0.177540] AND [X11 < 1.108000 OR X14 < 0.004224 OR X18 < 0.015704 OR X21 < 25.410000 OR X27 >= 0.121800],{'0.0': {'precision': 0.9828178694158075; 'recall': 0.9896193771626297; 'f1-score': 0.9862068965517241; 'support': 289}; '1.0': {'precision': 0.9823529411764705; 'recall': 0.9709302325581395; 'f1-score': 0.9766081871345028; 'support': 172}; 'accuracy': 0.982646420824295; 'macro avg': {'precision': 0.982585405296139; 'recall': 0.9802748048603847; 'f1-score': 0.9814075418431134; 'support': 461}; 'weighted avg': {'precision': 0.9826444037820419; 'recall': 0.982646420824295; 'f1-score': 0.982625599328813; 'support': 461}},{'0.0': {'precision': 0.9375; 'recall': 0.9375; 'f1-score': 0.9375; 'support': 32}; '1.0': {'precision': 0.8947368421052632; 'recall': 0.8947368421052632; 'f1-score': 0.8947368421052632; 'support': 19}; 'accuracy': 0.9215686274509803; 'macro avg': {'precision': 0.9161184210526316; 'recall': 0.9161184210526316; 'f1-score': 0.9161184210526316; 'support': 51}; 'weighted avg': {'precision': 0.9215686274509803; 'recall': 0.9215686274509803; 'f1-score': 0.9215686274509803; 'support': 51}}
5,3,CNF,3,461,51,1,[461; 461],540,1000.931016,0.941176,16,[X3 >= 700.660000 OR X9 < 0.056864 OR X17 < 0.009617 OR X21 >= 33.646000 OR X27 >= 0.150800] AND [X6 >= 0.149780 OR X17 >= 0.012410 OR X22 >= 105.740000 OR X27 >= 0.177540] AND [X1 >= 19.968000 OR X4 >= 0.107500 OR X7 >= 0.084254 OR X13 >= 54.088000 OR X20 >= 20.294000 OR X21 >= 28.460000 OR X27 >= 0.177540],{'0.0': {'precision': 0.9795918367346939; 'recall': 0.9965397923875432; 'f1-score': 0.9879931389365352; 'support': 289}; '1.0': {'precision': 0.9940119760479041; 'recall': 0.9651162790697675; 'f1-score': 0.9793510324483776; 'support': 172}; 'accuracy': 0.9848156182212582; 'macro avg': {'precision': 0.9868019063912989; 'recall': 0.9808280357286554; 'f1-score': 0.9836720856924563; 'support': 461}; 'weighted avg': {'precision': 0.9849720188645684; 'recall': 0.9848156182212582; 'f1-score': 0.9847687521340122; 'support': 461}},{'0.0': {'precision': 0.967741935483871; 'recall': 0.9375; 'f1-score': 0.9523809523809523; 'support': 32}; '1.0': {'precision': 0.9; 'recall': 0.9473684210526315; 'f1-score': 0.9230769230769231; 'support': 19}; 'accuracy': 0.9411764705882353; 'macro avg': {'precision': 0.9338709677419355; 'recall': 0.9424342105263157; 'f1-score': 0.9377289377289377; 'support': 51}; 'weighted avg': {'precision': 0.9425047438330171; 'recall': 0.9411764705882353; 'f1-score': 0.9414637649931767; 'support': 51}}
5,3,CNF,4,461,51,1,[461; 461],540,1001.410919,0.901961,17,[X1 >= 22.440000 OR X5 < 0.059638 OR X20 >= 17.386000 OR X21 >= 26.724000 OR X27 >= 0.208940 OR X28 >= 0.360080] AND [X5 >= 0.175460 OR X13 >= 54.088000 OR X17 >= 0.013700 OR X17 < 0.006893 OR X21 >= 33.646000 OR X24 >= 0.137680 OR X27 >= 0.177540] AND [X7 >= 0.048318 OR X13 >= 38.430000 OR X23 >= 926.960000 OR X25 >= 0.447840],{'0.0': {'precision': 0.993103448275862; 'recall': 0.9965397923875432; 'f1-score': 0.9948186528497409; 'support': 289}; '1.0': {'precision': 0.9941520467836257; 'recall': 0.9883720930232558; 'f1-score': 0.9912536443148688; 'support': 172}; 'accuracy': 0.9934924078091106; 'macro avg': {'precision': 0.9936277475297439; 'recall': 0.9924559427053995; 'f1-score': 0.9930361485823049; 'support': 461}; 'weighted avg': {'precision': 0.993494682426264; 'recall': 0.9934924078091106; 'f1-score': 0.9934885412054936; 'support': 461}},{'0.0': {'precision': 0.8648648648648649; 'recall': 1.0; 'f1-score': 0.927536231884058; 'support': 32}; '1.0': {'precision': 1.0; 'recall': 0.7368421052631579; 'f1-score': 0.8484848484848484; 'support': 19}; 'accuracy': 0.9019607843137255; 'macro avg': {'precision': 0.9324324324324325; 'recall': 0.868421052631579; 'f1-score': 0.8880105401844531; 'support': 51}; 'weighted avg': {'precision': 0.9152093269740329; 'recall': 0.9019607843137255; 'f1-score': 0.8980857165000388; 'support': 51}}
5,3,CNF,5,461,51,1,[461; 461],540,1000.807029,0.960784,15,[X1 >= 21.272000 OR X21 >= 26.724000 OR X22 >= 115.900000 OR X27 >= 0.177540] AND [X7 >= 0.048318 OR X12 >= 5.123200 OR X23 >= 781.180000] AND [X10 >= 0.546140 OR X14 >= 0.007773 OR X16 < 0.016980 OR X18 < 0.013012 OR X21 >= 33.646000 OR X24 >= 0.137680 OR X25 < 0.125660 OR X27 >= 0.150800],{'0.0': {'precision': 0.9862542955326461; 'recall': 0.9930795847750865; 'f1-score': 0.9896551724137932; 'support': 289}; '1.0': {'precision': 0.9882352941176471; 'recall': 0.9767441860465116; 'f1-score': 0.9824561403508771; 'support': 172}; 'accuracy': 0.9869848156182213; 'macro avg': {'precision': 0.9872447948251466; 'recall': 0.984911885410799; 'f1-score': 0.9860556563823352; 'support': 461}; 'weighted avg': {'precision': 0.9869934099721693; 'recall': 0.9869848156182213; 'f1-score': 0.9869691994966098; 'support': 461}},{'0.0': {'precision': 0.96875; 'recall': 0.96875; 'f1-score': 0.96875; 'support': 32}; '1.0': {'precision': 0.9473684210526315; 'recall': 0.9473684210526315; 'f1-score': 0.9473684210526315; 'support': 19}; 'accuracy': 0.9607843137254902; 'macro avg': {'precision': 0.9580592105263157; 'recall': 0.9580592105263157; 'f1-score': 0.9580592105263157; 'support': 51}; 'weighted avg': {'precision': 0.9607843137254902; 'recall': 0.9607843137254902; 'f1-score': 0.9607843137254902; 'support': 51}}
5,3,CNF,6,461,51,1,[461; 461],540,1000.961326,0.980392,16,[X1 >= 19.968000 OR X7 >= 0.084254 OR X13 >= 54.088000 OR X21 >= 30.908000 OR X23 >= 1269.000000 OR X24 >= 0.137680] AND [X4 >= 0.114820 OR X7 >= 0.064496 OR X10 >= 0.369460 OR X14 < 0.004224 OR X22 >= 115.900000 OR X27 >= 0.150800] AND [X18 < 0.014540 OR X22 >= 105.740000 OR X25 >= 0.447840 OR X27 >= 0.177540],{'0.0': {'precision': 0.9896193771626297; 'recall': 0.9896193771626297; 'f1-score': 0.9896193771626297; 'support': 289}; '1.0': {'precision': 0.9825581395348837; 'recall': 0.9825581395348837; 'f1-score': 0.9825581395348837; 'support': 172}; 'accuracy': 0.9869848156182213; 'macro avg': {'precision': 0.9860887583487568; 'recall': 0.9860887583487568; 'f1-score': 0.9860887583487568; 'support': 461}; 'weighted avg': {'precision': 0.9869848156182213; 'recall': 0.9869848156182213; 'f1-score': 0.9869848156182213; 'support': 461}},{'0.0': {'precision': 0.9696969696969697; 'recall': 1.0; 'f1-score': 0.9846153846153847; 'support': 32}; '1.0': {'precision': 1.0; 'recall': 0.9473684210526315; 'f1-score': 0.972972972972973; 'support': 19}; 'accuracy': 0.9803921568627451; 'macro avg': {'precision': 0.9848484848484849; 'recall': 0.9736842105263157; 'f1-score': 0.9787941787941788; 'support': 51}; 'weighted avg': {'precision': 0.9809863339275104; 'recall': 0.9803921568627451; 'f1-score': 0.9802780155721332; 'support': 51}}
5,3,CNF,7,461,51,1,[461; 461],540,1000.958023,0.921569,13,[X7 >= 0.048318 OR X22 >= 105.740000] AND [X1 >= 21.272000 OR X13 >= 54.088000 OR X15 < 0.011800 OR X27 >= 0.150800 OR X28 >= 0.360080] AND [X3 >= 700.660000 OR X9 < 0.058840 OR X18 < 0.014540 OR X22 >= 115.900000 OR X23 >= 926.960000 OR X24 >= 0.142600],{'0.0': {'precision': 0.9828767123287672; 'recall': 0.9930795847750865; 'f1-score': 0.9879518072289157; 'support': 289}; '1.0': {'precision': 0.9881656804733728; 'recall': 0.9709302325581395; 'f1-score': 0.9794721407624634; 'support': 172}; 'accuracy': 0.9848156182212582; 'macro avg': {'precision': 0.9855211964010699; 'recall': 0.9820049086666129; 'f1-score': 0.9837119739956895; 'support': 461}; 'weighted avg': {'precision': 0.9848500366690538; 'recall': 0.9848156182212582; 'f1-score': 0.984788027115619; 'support': 461}},{'0.0': {'precision': 0.9117647058823529; 'recall': 0.96875; 'f1-score': 0.9393939393939394; 'support': 32}; '1.0': {'precision': 0.9411764705882353; 'recall': 0.8421052631578947; 'f1-score': 0.8888888888888888; 'support': 19}; 'accuracy': 0.9215686274509803; 'macro avg': {'precision': 0.9264705882352942; 'recall': 0.9054276315789473; 'f1-score': 0.9141414141414141; 'support': 51}; 'weighted avg': {'precision': 0.9227220299884661; 'recall': 0.9215686274509803; 'f1-score': 0.9205783323430382; 'support': 51}}
5,3,CNF,8,461,51,1,[461; 461],540,1001.486323,0.960784,18,[X13 >= 38.430000 OR X27 >= 0.121800 OR X28 >= 0.360080] AND [X1 >= 22.440000 OR X5 < 0.059638 OR X9 < 0.056864 OR X17 < 0.009617 OR X22 >= 115.900000 OR X23 >= 926.960000 OR X24 >= 0.161480 OR X27 >= 0.177540] AND [X6 >= 0.111920 OR X8 < 0.165080 OR X13 >= 54.088000 OR X19 < 0.001710 OR X20 >= 20.294000 OR X26 >= 0.349920 OR X27 >= 0.150800],{'0.0': {'precision': 0.9829351535836177; 'recall': 0.9965397923875432; 'f1-score': 0.9896907216494845; 'support': 289}; '1.0': {'precision': 0.9940476190476191; 'recall': 0.9709302325581395; 'f1-score': 0.9823529411764705; 'support': 172}; 'accuracy': 0.9869848156182213; 'macro avg': {'precision': 0.9884913863156184; 'recall': 0.9837350124728413; 'f1-score': 0.9860218314129775; 'support': 461}; 'weighted avg': {'precision': 0.9870812361428546; 'recall': 0.9869848156182213; 'f1-score': 0.986952981429618; 'support': 461}},{'0.0': {'precision': 0.96875; 'recall': 0.96875; 'f1-score': 0.96875; 'support': 32}; '1.0': {'precision': 0.9473684210526315; 'recall': 0.9473684210526315; 'f1-score': 0.9473684210526315; 'support': 19}; 'accuracy': 0.9607843137254902; 'macro avg': {'precision': 0.9580592105263157; 'recall': 0.9580592105263157; 'f1-score': 0.9580592105263157; 'support': 51}; 'weighted avg': {'precision': 0.9607843137254902; 'recall': 0.9607843137254902; 'f1-score': 0.9607843137254902; 'support': 51}}
5,3,CNF,9,461,51,1,[461; 461],540,1001.736067,0.901961,16,[X5 < 0.070390 OR X23 >= 781.180000 OR X26 >= 0.419540] AND [X1 >= 22.440000 OR X4 >= 0.107500 OR X5 < 0.059638 OR X13 >= 54.088000 OR X17 < 0.006893 OR X21 >= 28.460000 OR X23 >= 1269.000000 OR X27 >= 0.177540 OR X28 >= 0.325380] AND [X7 >= 0.033500 OR X12 >= 3.767800 OR X22 >= 115.900000 OR X26 >= 0.349920],{'0.0': {'precision': 0.9895470383275261; 'recall': 0.9826989619377162; 'f1-score': 0.9861111111111112; 'support': 289}; '1.0': {'precision': 0.9712643678160919; 'recall': 0.9825581395348837; 'f1-score': 0.976878612716763; 'support': 172}; 'accuracy': 0.982646420824295; 'macro avg': {'precision': 0.980405703071809; 'recall': 0.9826285507363; 'f1-score': 0.9814948619139371; 'support': 461}; 'weighted avg': {'precision': 0.9827257382668609; 'recall': 0.982646420824295; 'f1-score': 0.9826664479357795; 'support': 461}},{'0.0': {'precision': 0.9655172413793104; 'recall': 0.875; 'f1-score': 0.9180327868852458; 'support': 32}; '1.0': {'precision': 0.8181818181818182; 'recall': 0.9473684210526315; 'f1-score': 0.8780487804878049; 'support': 19}; 'accuracy': 0.9019607843137255; 'macro avg': {'precision': 0.8918495297805643; 'recall': 0.9111842105263157; 'f1-score': 0.8980407836865254; 'support': 51}; 'weighted avg': {'precision': 0.9106275739135781; 'recall': 0.9019607843137255; 'f1-score': 0.9031367845018854; 'support': 51}}
5,3,DNF,0,460,52,1,[460; 460],540,1000.668428,0.923077,16,[X1 >= 14.078000 AND X7 >= 0.027982 AND X22 >= 115.900000] OR [X8 >= 0.185480 AND X13 >= 16.640000 AND X22 >= 86.328000 AND X24 >= 0.137680 AND X25 >= 0.184620 AND X27 >= 0.083914 AND X28 >= 0.269400] OR [X1 >= 19.968000 AND X8 >= 0.158760 AND X13 >= 16.640000 AND X19 < 0.004830 AND X23 >= 599.700000 AND X26 >= 0.177180],{'0.0': {'precision': 0.9896551724137931; 'recall': 0.9930795847750865; 'f1-score': 0.9913644214162349; 'support': 289}; '1.0': {'precision': 0.9882352941176471; 'recall': 0.9824561403508771; 'f1-score': 0.9853372434017595; 'support': 171}; 'accuracy': 0.9891304347826086; 'macro avg': {'precision': 0.98894523326572; 'recall': 0.9877678625629818; 'f1-score': 0.9883508324089972; 'support': 460}; 'weighted avg': {'precision': 0.9891273480906606; 'recall': 0.9891304347826086; 'f1-score': 0.9891238835021583; 'support': 460}},{'0.0': {'precision': 0.9375; 'recall': 0.9375; 'f1-score': 0.9375; 'support': 32}; '1.0': {'precision': 0.9; 'recall': 0.9; 'f1-score': 0.9; 'support': 20}; 'accuracy': 0.9230769230769231; 'macro avg': {'precision': 0.91875; 'recall': 0.91875; 'f1-score': 0.91875; 'support': 52}; 'weighted avg': {'precision': 0.9230769230769231; 'recall': 0.9230769230769231; 'f1-score': 0.9230769230769231; 'support': 52}}
5,3,DNF,1,460,52,1,[460; 460],540,1001.521870,0.980769,18,[X1 >= 17.912000 AND X7 >= 0.027982 AND X8 >= 0.158760 AND X13 >= 29.322000 AND X14 >= 0.005417 AND X15 < 0.036198 AND X17 >= 0.010930 AND X23 >= 544.140000] OR [X21 >= 23.584000 AND X22 >= 86.328000 AND X23 >= 475.980000 AND X24 >= 0.120740 AND X26 >= 0.286600 AND X27 >= 0.121800 AND X28 >= 0.269400] OR [X4 >= 0.079654 AND X10 >= 0.246040 AND X23 >= 926.960000],{'0.0': {'precision': 0.9795221843003413; 'recall': 0.9965277777777778; 'f1-score': 0.9879518072289156; 'support': 288}; '1.0': {'precision': 0.9940119760479041; 'recall': 0.9651162790697675; 'f1-score': 0.9793510324483776; 'support': 172}; 'accuracy': 0.9847826086956522; 'macro avg': {'precision': 0.9867670801741227; 'recall': 0.9808220284237726; 'f1-score': 0.9836514198386466; 'support': 460}; 'weighted avg': {'precision': 0.9849401064320388; 'recall': 0.9847826086956522; 'f1-score': 0.9847358653544537; 'support': 460}},{'0.0': {'precision': 0.9705882352941176; 'recall': 1.0; 'f1-score': 0.9850746268656716; 'support': 33}; '1.0': {'precision': 1.0; 'recall': 0.9473684210526315; 'f1-score': 0.972972972972973; 'support': 19}; 'accuracy': 0.9807692307692307; 'macro avg': {'precision': 0.9852941176470589; 'recall': 0.9736842105263157; 'f1-score': 0.9790237999193223; 'support': 52}; 'weighted avg': {'precision': 0.9813348416289593; 'recall': 0.9807692307692307; 'f1-score': 0.9806528687125702; 'support': 52}}
5,3,DNF,2,461,51,1,[461; 461],540,1000.697315,0.882353,13,[X3 >= 700.660000 AND X21 >= 20.176000] OR [X6 >= 0.086212 AND X24 >= 0.137680 AND X27 >= 0.121800 AND X28 >= 0.269400] OR [X4 < 0.114820 AND X4 >= 0.079654 AND X7 >= 0.027982 AND X9 < 0.065048 AND X10 >= 0.431020 AND X20 >= 12.498000 AND X28 < 0.310220],{'0.0': {'precision': 0.9862542955326461; 'recall': 0.9930795847750865; 'f1-score': 0.9896551724137932; 'support': 289}; '1.0': {'precision': 0.9882352941176471; 'recall': 0.9767441860465116; 'f1-score': 0.9824561403508771; 'support': 172}; 'accuracy': 0.9869848156182213; 'macro avg': {'precision': 0.9872447948251466; 'recall': 0.984911885410799; 'f1-score': 0.9860556563823352; 'support': 461}; 'weighted avg': {'precision': 0.9869934099721693; 'recall': 0.9869848156182213; 'f1-score': 0.9869691994966098; 'support': 461}},{'0.0': {'precision': 0.90625; 'recall': 0.90625; 'f1-score': 0.90625; 'support': 32}; '1.0': {'precision': 0.8421052631578947; 'recall': 0.8421052631578947; 'f1-score': 0.8421052631578947; 'support': 19}; 'accuracy': 0.8823529411764706; 'macro avg': {'precision': 0.8741776315789473; 'recall': 0.8741776315789473; 'f1-score': 0.8741776315789473; 'support': 51}; 'weighted avg': {'precision': 0.8823529411764706; 'recall': 0.8823529411764706; 'f1-score': 0.8823529411764706; 'support': 51}}
5,3,DNF,3,461,51,1,[461; 461],540,1001.064888,0.960784,18,[X0 >= 12.726000 AND X1 >= 16.840000 AND X13 >= 16.640000 AND X16 < 0.030544 AND X26 >= 0.136880 AND X27 >= 0.083914 AND X28 >= 0.256520] OR [X1 >= 14.078000 AND X3 >= 700.660000 AND X4 >= 0.079654 AND X10 >= 0.246040] OR [X8 >= 0.165080 AND X13 >= 16.640000 AND X22 >= 86.328000 AND X24 >= 0.120740 AND X26 >= 0.286600 AND X27 >= 0.121800 AND X28 >= 0.269400],{'0.0': {'precision': 0.9896193771626297; 'recall': 0.9896193771626297; 'f1-score': 0.9896193771626297; 'support': 289}; '1.0': {'precision': 0.9825581395348837; 'recall': 0.9825581395348837; 'f1-score': 0.9825581395348837; 'support': 172}; 'accuracy': 0.9869848156182213; 'macro avg': {'precision': 0.9860887583487568; 'recall': 0.9860887583487568; 'f1-score': 0.9860887583487568; 'support': 461}; 'weighted avg': {'precision': 0.9869848156182213; 'recall': 0.9869848156182213; 'f1-score': 0.9869848156182213; 'support': 461}},{'0.0': {'precision': 0.96875; 'recall': 0.96875; 'f1-score': 0.96875; 'support': 32}; '1.0': {'precision': 0.9473684210526315; 'recall': 0.9473684210526315; 'f1-score': 0.9473684210526315; 'support': 19}; 'accuracy': 0.9607843137254902; 'macro avg': {'precision': 0.9580592105263157; 'recall': 0.9580592105263157; 'f1-score': 0.9580592105263157; 'support': 51}; 'weighted avg': {'precision': 0.9607843137254902; 'recall': 0.9607843137254902; 'f1-score': 0.9607843137254902; 'support': 51}}
5,3,DNF,4,461,51,1,[461; 461],540,1000.789185,0.843137,19,[X3 >= 496.440000 AND X4 >= 0.079654 AND X6 >= 0.061540 AND X13 >= 24.530000 AND X14 >= 0.004224 AND X26 >= 0.177180 AND X27 >= 0.099930] OR [X0 >= 12.726000 AND X15 < 0.020450 AND X17 < 0.012410 AND X21 >= 25.410000 AND X27 >= 0.083914] OR [X4 >= 0.091828 AND X5 >= 0.108740 AND X17 >= 0.008465 AND X21 >= 23.584000 AND X22 >= 91.304000 AND X26 >= 0.136880 AND X29 >= 0.083202],{'0.0': {'precision': 0.9896551724137931; 'recall': 0.9930795847750865; 'f1-score': 0.9913644214162349; 'support': 289}; '1.0': {'precision': 0.9883040935672515; 'recall': 0.9825581395348837; 'f1-score': 0.9854227405247813; 'support': 172}; 'accuracy': 0.9891540130151844; 'macro avg': {'precision': 0.9889796329905223; 'recall': 0.987818862154985; 'f1-score': 0.9883935809705081; 'support': 461}; 'weighted avg': {'precision': 0.9891510822584674; 'recall': 0.9891540130151844; 'f1-score': 0.9891475686758228; 'support': 461}},{'0.0': {'precision': 0.9285714285714286; 'recall': 0.8125; 'f1-score': 0.8666666666666666; 'support': 32}; '1.0': {'precision': 0.7391304347826086; 'recall': 0.8947368421052632; 'f1-score': 0.8095238095238095; 'support': 19}; 'accuracy': 0.8431372549019608; 'macro avg': {'precision': 0.8338509316770186; 'recall': 0.8536184210526316; 'f1-score': 0.838095238095238; 'support': 51}; 'weighted avg': {'precision': 0.8579953720618682; 'recall': 0.8431372549019608; 'f1-score': 0.8453781512605042; 'support': 51}}
5,3,DNF,5,461,51,1,[461; 461],540,1000.693350,0.941176,12,[X7 >= 0.048318 AND X21 >= 25.410000 AND X28 >= 0.243620] OR [X16 >= 0.016980 AND X20 >= 14.970000 AND X21 >= 21.988000 AND X22 >= 97.660000 AND X24 >= 0.120740 AND X26 >= 0.226700] OR [X8 >= 0.149580 AND X11 < 1.561200 AND X22 >= 115.900000],{'0.0': {'precision': 0.9896551724137931; 'recall': 0.9930795847750865; 'f1-score': 0.9913644214162349; 'support': 289}; '1.0': {'precision': 0.9883040935672515; 'recall': 0.9825581395348837; 'f1-score': 0.9854227405247813; 'support': 172}; 'accuracy': 0.9891540130151844; 'macro avg': {'precision': 0.9889796329905223; 'recall': 0.987818862154985; 'f1-score': 0.9883935809705081; 'support': 461}; 'weighted avg': {'precision': 0.9891510822584674; 'recall': 0.9891540130151844; 'f1-score': 0.9891475686758228; 'support': 461}},{'0.0': {'precision': 0.967741935483871; 'recall': 0.9375; 'f1-score': 0.9523809523809523; 'support': 32}; '1.0': {'precision': 0.9; 'recall': 0.9473684210526315; 'f1-score': 0.9230769230769231; 'support': 19}; 'accuracy': 0.9411764705882353; 'macro avg': {'precision': 0.9338709677419355; 'recall': 0.9424342105263157; 'f1-score': 0.9377289377289377; 'support': 51}; 'weighted avg': {'precision': 0.9425047438330171; 'recall': 0.9411764705882353; 'f1-score': 0.9414637649931767; 'support': 51}}
5,3,DNF,6,461,51,1,[461; 461],540,1001.094171,0.882353,17,[X1 >= 15.656000 AND X4 >= 0.091828 AND X13 >= 16.640000 AND X20 >= 14.008000 AND X22 >= 97.660000 AND X26 >= 0.226700 AND X27 >= 0.099930] OR [X3 >= 700.660000 AND X5 >= 0.070390 AND X12 >= 1.280200 AND X26 >= 0.226700] OR [X1 < 24.992000 AND X1 >= 18.840000 AND X4 < 0.091828 AND X7 >= 0.022788 AND X15 < 0.020450 AND X27 >= 0.058086],{'0.0': {'precision': 0.9829931972789115; 'recall': 1.0; 'f1-score': 0.9914236706689538; 'support': 289}; '1.0': {'precision': 1.0; 'recall': 0.9709302325581395; 'f1-score': 0.9852507374631269; 'support': 172}; 'accuracy': 0.9891540130151844; 'macro avg': {'precision': 0.9914965986394557; 'recall': 0.9854651162790697; 'f1-score': 0.9883372040660403; 'support': 461}; 'weighted avg': {'precision': 0.9893384685761506; 'recall': 0.9891540130151844; 'f1-score': 0.9891205372385801; 'support': 461}},{'0.0': {'precision': 0.90625; 'recall': 0.90625; 'f1-score': 0.90625; 'support': 32}; '1.0': {'precision': 0.8421052631578947; 'recall': 0.8421052631578947; 'f1-score': 0.8421052631578947; 'support': 19}; 'accuracy': 0.8823529411764706; 'macro avg': {'precision': 0.8741776315789473; 'recall': 0.8741776315789473; 'f1-score': 0.8741776315789473; 'support': 51}; 'weighted avg': {'precision': 0.8823529411764706; 'recall': 0.8823529411764706; 'f1-score': 0.8823529411764706; 'support': 51}}
5,3,DNF,7,461,51,1,[461; 461],540,1001.616530,0.941176,21,[X11 >= 0.640400 AND X22 >= 86.328000 AND X24 >= 0.137680 AND X25 >= 0.251400 AND X26 >= 0.226700 AND X27 >= 0.099930 AND X28 >= 0.269400] OR [X20 >= 17.386000 AND X26 >= 0.177180] OR [X1 >= 17.912000 AND X3 >= 496.440000 AND X4 < 0.095870 AND X7 >= 0.022788 AND X8 >= 0.149580 AND X9 < 0.065048 AND X13 >= 19.038000 AND X14 >= 0.004871 AND X15 < 0.047602 AND X16 >= 0.007726 AND X17 >= 0.006893 AND X25 < 0.303960],{'0.0': {'precision': 0.9896193771626297; 'recall': 0.9896193771626297; 'f1-score': 0.9896193771626297; 'support': 289}; '1.0': {'precision': 0.9825581395348837; 'recall': 0.9825581395348837; 'f1-score': 0.9825581395348837; 'support': 172}; 'accuracy': 0.9869848156182213; 'macro avg': {'precision': 0.9860887583487568; 'recall': 0.9860887583487568; 'f1-score': 0.9860887583487568; 'support': 461}; 'weighted avg': {'precision': 0.9869848156182213; 'recall': 0.9869848156182213; 'f1-score': 0.9869848156182213; 'support': 461}},{'0.0': {'precision': 0.9393939393939394; 'recall': 0.96875; 'f1-score': 0.9538461538461539; 'support': 32}; '1.0': {'precision': 0.9444444444444444; 'recall': 0.8947368421052632; 'f1-score': 0.918918918918919; 'support': 19}; 'accuracy': 0.9411764705882353; 'macro avg': {'precision': 0.9419191919191919; 'recall': 0.9317434210526316; 'f1-score': 0.9363825363825364; 'support': 51}; 'weighted avg': {'precision': 0.9412755000990295; 'recall': 0.9411764705882353; 'f1-score': 0.9408340467163996; 'support': 51}}
5,3,DNF,8,461,51,1,[461; 461],540,1000.876668,0.960784,16,[X8 >= 0.149580 AND X10 >= 0.324200 AND X20 >= 17.386000] OR [X1 < 22.440000 AND X1 >= 17.912000 AND X11 < 1.238800 AND X12 < 1.740800 AND X18 < 0.018730 AND X21 >= 25.410000 AND X22 >= 91.304000] OR [X1 >= 15.656000 AND X6 >= 0.045070 AND X20 >= 14.970000 AND X23 >= 686.500000 AND X24 >= 0.120740 AND X26 >= 0.226700],{'0.0': {'precision': 0.9795221843003413; 'recall': 0.9930795847750865; 'f1-score': 0.9862542955326461; 'support': 289}; '1.0': {'precision': 0.9880952380952381; 'recall': 0.9651162790697675; 'f1-score': 0.9764705882352942; 'support': 172}; 'accuracy': 0.982646420824295; 'macro avg': {'precision': 0.9838087111977898; 'recall': 0.979097931922427; 'f1-score': 0.9813624418839701; 'support': 461}; 'weighted avg': {'precision': 0.9827208074081988; 'recall': 0.982646420824295; 'f1-score': 0.982603975239491; 'support': 461}},{'0.0': {'precision': 0.9411764705882353; 'recall': 1.0; 'f1-score': 0.9696969696969697; 'support': 32}; '1.0': {'precision': 1.0; 'recall': 0.8947368421052632; 'f1-score': 0.9444444444444444; 'support': 19}; 'accuracy': 0.9607843137254902; 'macro avg': {'precision': 0.9705882352941176; 'recall': 0.9473684210526316; 'f1-score': 0.9570707070707071; 'support': 51}; 'weighted avg': {'precision': 0.9630911188004614; 'recall': 0.9607843137254902; 'f1-score': 0.960289166171519; 'support': 51}}
5,3,DNF,9,461,51,1,[461; 461],540,1000.816200,0.941176,15,[X0 >= 15.056000 AND X7 >= 0.027982 AND X8 >= 0.149580 AND X10 >= 0.324200 AND X23 >= 781.180000] OR [X2 < 86.240000 AND X21 >= 25.410000 AND X22 >= 91.304000 AND X26 >= 0.177180 AND X28 >= 0.256520] OR [X1 >= 15.656000 AND X20 >= 14.970000 AND X23 >= 686.500000 AND X24 >= 0.120740 AND X26 >= 0.226700],{'0.0': {'precision': 0.9863013698630136; 'recall': 0.9965397923875432; 'f1-score': 0.9913941480206541; 'support': 289}; '1.0': {'precision': 0.9940828402366864; 'recall': 0.9767441860465116; 'f1-score': 0.9853372434017595; 'support': 172}; 'accuracy': 0.9891540130151844; 'macro avg': {'precision': 0.99019210504985; 'recall': 0.9866419892170274; 'f1-score': 0.9883656957112068; 'support': 461}; 'weighted avg': {'precision': 0.9892046516510217; 'recall': 0.9891540130151844; 'f1-score': 0.9891343050825848; 'support': 461}},{'0.0': {'precision': 0.967741935483871; 'recall': 0.9375; 'f1-score': 0.9523809523809523; 'support': 32}; '1.0': {'precision': 0.9; 'recall': 0.9473684210526315; 'f1-score': 0.9230769230769231; 'support': 19}; 'accuracy': 0.9411764705882353; 'macro avg': {'precision': 0.9338709677419355; 'recall': 0.9424342105263157; 'f1-score': 0.9377289377289377; 'support': 51}; 'weighted avg': {'precision': 0.9425047438330171; 'recall': 0.9411764705882353; 'f1-score': 0.9414637649931767; 'support': 51}}
