lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
5,1,DNF,4,284,32,35,[8; 9],222,1.409064,0.843750,8,[X0 AND X2 >= 0.190280 AND X3 < 0.746850 AND X3 >= -0.609635 AND X4 >= 0.041440 AND X7 < 0.994515 AND X9 >= -0.572990 AND X13 >= -0.554585],{'0.0': {'precision': 0.9306930693069307; 'recall': 0.9215686274509803; 'f1-score': 0.9261083743842364; 'support': 102}; '1.0': {'precision': 0.9562841530054644; 'recall': 0.9615384615384616; 'f1-score': 0.958904109589041; 'support': 182}; 'accuracy': 0.9471830985915493; 'macro avg': {'precision': 0.9434886111561975; 'recall': 0.941553544494721; 'f1-score': 0.9425062419866388; 'support': 284}; 'weighted avg': {'precision': 0.9470929891419065; 'recall': 0.9471830985915493; 'f1-score': 0.9471253596211181; 'support': 284}},{'0.0': {'precision': 0.8181818181818182; 'recall': 0.75; 'f1-score': 0.7826086956521738; 'support': 12}; '1.0': {'precision': 0.8571428571428571; 'recall': 0.9; 'f1-score': 0.8780487804878048; 'support': 20}; 'accuracy': 0.84375; 'macro avg': {'precision': 0.8376623376623377; 'recall': 0.825; 'f1-score': 0.8303287380699893; 'support': 32}; 'weighted avg': {'precision': 0.8425324675324675; 'recall': 0.84375; 'f1-score': 0.8422587486744432; 'support': 32}}
5,1,DNF,5,284,32,35,[8; 9],222,1.327428,0.812500,6,[X0 AND X2 >= 0.190280 AND X3 < 0.746850 AND X3 >= -0.609635 AND X13 >= -0.554585 AND X15 < 0.968410],{'0.0': {'precision': 0.9578947368421052; 'recall': 0.8921568627450981; 'f1-score': 0.9238578680203046; 'support': 102}; '1.0': {'precision': 0.9417989417989417; 'recall': 0.978021978021978; 'f1-score': 0.9595687331536388; 'support': 182}; 'accuracy': 0.9471830985915493; 'macro avg': {'precision': 0.9498468393205235; 'recall': 0.935089420383538; 'f1-score': 0.9417133005869717; 'support': 284}; 'weighted avg': {'precision': 0.9475798259341623; 'recall': 0.9471830985915493; 'f1-score': 0.9467429999015259; 'support': 284}},{'0.0': {'precision': 0.875; 'recall': 0.5833333333333334; 'f1-score': 0.7000000000000001; 'support': 12}; '1.0': {'precision': 0.7916666666666666; 'recall': 0.95; 'f1-score': 0.8636363636363635; 'support': 20}; 'accuracy': 0.8125; 'macro avg': {'precision': 0.8333333333333333; 'recall': 0.7666666666666666; 'f1-score': 0.7818181818181817; 'support': 32}; 'weighted avg': {'precision': 0.8229166666666666; 'recall': 0.8125; 'f1-score': 0.8022727272727272; 'support': 32}}
5,1,DNF,6,285,31,35,[8; 9],222,1.515587,0.967742,4,[X0 AND X2 >= 0.190280 AND X3 >= -0.609635 AND X9 >= -0.572990],{'0.0': {'precision': 1.0; 'recall': 0.7378640776699029; 'f1-score': 0.8491620111731844; 'support': 103}; '1.0': {'precision': 0.8708133971291866; 'recall': 1.0; 'f1-score': 0.9309462915601023; 'support': 182}; 'accuracy': 0.9052631578947369; 'macro avg': {'precision': 0.9354066985645932; 'recall': 0.8689320388349515; 'f1-score': 0.8900541513666433; 'support': 285}; 'weighted avg': {'precision': 0.9175018886930243; 'recall': 0.9052631578947369; 'f1-score': 0.9013891656658829; 'support': 285}},{'0.0': {'precision': 1.0; 'recall': 0.9090909090909091; 'f1-score': 0.9523809523809523; 'support': 11}; '1.0': {'precision': 0.9523809523809523; 'recall': 1.0; 'f1-score': 0.975609756097561; 'support': 20}; 'accuracy': 0.967741935483871; 'macro avg': {'precision': 0.9761904761904762; 'recall': 0.9545454545454546; 'f1-score': 0.9639953542392566; 'support': 31}; 'weighted avg': {'precision': 0.9692780337941628; 'recall': 0.967741935483871; 'f1-score': 0.9673672773594096; 'support': 31}}
5,1,DNF,7,285,31,35,[8; 9],222,1.394494,0.935484,6,[X0 AND X2 >= 0.190280 AND X3 >= -0.609635 AND X4 >= 0.041440 AND X7 >= -0.983575 AND X9 >= -0.572990],{'0.0': {'precision': 1.0; 'recall': 0.883495145631068; 'f1-score': 0.9381443298969072; 'support': 103}; '1.0': {'precision': 0.9381443298969072; 'recall': 1.0; 'f1-score': 0.9680851063829787; 'support': 182}; 'accuracy': 0.9578947368421052; 'macro avg': {'precision': 0.9690721649484536; 'recall': 0.941747572815534; 'f1-score': 0.953114718139943; 'support': 285}; 'weighted avg': {'precision': 0.9604991861096039; 'recall': 0.9578947368421052; 'f1-score': 0.9572644047055565; 'support': 285}},{'0.0': {'precision': 1.0; 'recall': 0.8181818181818182; 'f1-score': 0.9; 'support': 11}; '1.0': {'precision': 0.9090909090909091; 'recall': 1.0; 'f1-score': 0.9523809523809523; 'support': 20}; 'accuracy': 0.9354838709677419; 'macro avg': {'precision': 0.9545454545454546; 'recall': 0.9090909090909092; 'f1-score': 0.9261904761904762; 'support': 31}; 'weighted avg': {'precision': 0.9413489736070381; 'recall': 0.9354838709677419; 'f1-score': 0.9337941628264209; 'support': 31}}
5,1,DNF,8,285,31,35,[8; 9],222,1.505320,1.000000,6,[X0 AND X2 >= 0.190280 AND X3 < 0.746850 AND X3 >= -0.609635 AND X5 >= -0.795310 AND X7 >= -0.983575],{'0.0': {'precision': 0.967032967032967; 'recall': 0.8543689320388349; 'f1-score': 0.9072164948453608; 'support': 103}; '1.0': {'precision': 0.9226804123711341; 'recall': 0.9835164835164835; 'f1-score': 0.9521276595744681; 'support': 182}; 'accuracy': 0.9368421052631579; 'macro avg': {'precision': 0.9448566897020505; 'recall': 0.9189427077776592; 'f1-score': 0.9296720772099145; 'support': 285}; 'weighted avg': {'precision': 0.9387095812489192; 'recall': 0.9368421052631579; 'f1-score': 0.9358966070583347; 'support': 285}},{'0.0': {'precision': 1.0; 'recall': 1.0; 'f1-score': 1.0; 'support': 11}; '1.0': {'precision': 1.0; 'recall': 1.0; 'f1-score': 1.0; 'support': 20}; 'accuracy': 1.0; 'macro avg': {'precision': 1.0; 'recall': 1.0; 'f1-score': 1.0; 'support': 31}; 'weighted avg': {'precision': 1.0; 'recall': 1.0; 'f1-score': 1.0; 'support': 31}}
5,1,DNF,9,285,31,35,[8; 9],222,1.482303,0.903226,7,[X0 AND X2 >= 0.190280 AND X3 >= -0.609635 AND X4 >= 0.418075 AND X7 >= -0.983575 AND X9 >= -0.572990 AND X13 >= -0.554585],{'0.0': {'precision': 0.8990825688073395; 'recall': 0.9514563106796117; 'f1-score': 0.9245283018867926; 'support': 103}; '1.0': {'precision': 0.9715909090909091; 'recall': 0.9395604395604396; 'f1-score': 0.9553072625698324; 'support': 182}; 'accuracy': 0.9438596491228071; 'macro avg': {'precision': 0.9353367389491243; 'recall': 0.9455083751200256; 'f1-score': 0.9399177822283125; 'support': 285}; 'weighted avg': {'precision': 0.9453861404971979; 'recall': 0.9438596491228071; 'f1-score': 0.9441836381826286; 'support': 285}},{'0.0': {'precision': 0.9; 'recall': 0.8181818181818182; 'f1-score': 0.8571428571428572; 'support': 11}; '1.0': {'precision': 0.9047619047619048; 'recall': 0.95; 'f1-score': 0.9268292682926829; 'support': 20}; 'accuracy': 0.9032258064516129; 'macro avg': {'precision': 0.9023809523809524; 'recall': 0.884090909090909; 'f1-score': 0.89198606271777; 'support': 31}; 'weighted avg': {'precision': 0.9030721966205837; 'recall': 0.9032258064516129; 'f1-score': 0.9021018320782285; 'support': 31}}
5,1,DNF,0,284,32,17,[16; 17],222,0.803086,0.812500,6,[X2 >= 0.190280 AND X3 < 0.746850 AND X4 >= 0.041440 AND X5 >= -0.795310 AND X6 < 0.999995 AND X28 >= -0.911830],{'0.0': {'precision': 0.75; 'recall': 0.9029126213592233; 'f1-score': 0.8193832599118943; 'support': 103}; '1.0': {'precision': 0.9375; 'recall': 0.8287292817679558; 'f1-score': 0.8797653958944283; 'support': 181}; 'accuracy': 0.8556338028169014; 'macro avg': {'precision': 0.84375; 'recall': 0.8658209515635895; 'f1-score': 0.8495743279031613; 'support': 284}; 'weighted avg': {'precision': 0.8694982394366197; 'recall': 0.8556338028169014; 'f1-score': 0.8578662409430163; 'support': 284}},{'0.0': {'precision': 0.6923076923076923; 'recall': 0.8181818181818182; 'f1-score': 0.7500000000000001; 'support': 11}; '1.0': {'precision': 0.8947368421052632; 'recall': 0.8095238095238095; 'f1-score': 0.8500000000000001; 'support': 21}; 'accuracy': 0.8125; 'macro avg': {'precision': 0.7935222672064777; 'recall': 0.8138528138528138; 'f1-score': 0.8; 'support': 32}; 'weighted avg': {'precision': 0.8251518218623481; 'recall': 0.8125; 'f1-score': 0.815625; 'support': 32}}
5,1,DNF,1,284,32,17,[16; 17],222,0.862229,0.937500,9,[X2 >= 0.190280 AND X3 < 0.746850 AND X3 >= -0.609635 AND X4 >= 0.041440 AND X5 < 0.825090 AND X9 >= -0.572990 AND X15 < 0.968410 AND X28 >= -0.911830 AND X33 >= -0.974115],{'0.0': {'precision': 0.9411764705882353; 'recall': 0.9320388349514563; 'f1-score': 0.9365853658536586; 'support': 103}; '1.0': {'precision': 0.9615384615384616; 'recall': 0.9668508287292817; 'f1-score': 0.9641873278236914; 'support': 181}; 'accuracy': 0.954225352112676; 'macro avg': {'precision': 0.9513574660633484; 'recall': 0.949444831840369; 'f1-score': 0.9503863468386751; 'support': 284}; 'weighted avg': {'precision': 0.9541536549614429; 'recall': 0.954225352112676; 'f1-score': 0.9541767571092077; 'support': 284}},{'0.0': {'precision': 0.9090909090909091; 'recall': 0.9090909090909091; 'f1-score': 0.9090909090909091; 'support': 11}; '1.0': {'precision': 0.9523809523809523; 'recall': 0.9523809523809523; 'f1-score': 0.9523809523809523; 'support': 21}; 'accuracy': 0.9375; 'macro avg': {'precision': 0.9307359307359306; 'recall': 0.9307359307359306; 'f1-score': 0.9307359307359306; 'support': 32}; 'weighted avg': {'precision': 0.9375; 'recall': 0.9375; 'f1-score': 0.9375; 'support': 32}}
5,1,DNF,2,284,32,17,[16; 17],222,0.744935,0.968750,7,[X0 AND X2 >= 0.190280 AND X3 >= -0.609635 AND X4 >= 0.041440 AND X5 >= -0.795310 AND X7 >= -0.983575 AND X9 >= -0.572990],{'0.0': {'precision': 1.0; 'recall': 0.9019607843137255; 'f1-score': 0.9484536082474228; 'support': 102}; '1.0': {'precision': 0.9479166666666666; 'recall': 1.0; 'f1-score': 0.9732620320855615; 'support': 182}; 'accuracy': 0.9647887323943662; 'macro avg': {'precision': 0.9739583333333333; 'recall': 0.9509803921568627; 'f1-score': 0.9608578201664921; 'support': 284}; 'weighted avg': {'precision': 0.9666226525821595; 'recall': 0.9647887323943662; 'f1-score': 0.9643519643690469; 'support': 284}},{'0.0': {'precision': 1.0; 'recall': 0.9166666666666666; 'f1-score': 0.9565217391304348; 'support': 12}; '1.0': {'precision': 0.9523809523809523; 'recall': 1.0; 'f1-score': 0.975609756097561; 'support': 20}; 'accuracy': 0.96875; 'macro avg': {'precision': 0.9761904761904762; 'recall': 0.9583333333333333; 'f1-score': 0.9660657476139979; 'support': 32}; 'weighted avg': {'precision': 0.9702380952380952; 'recall': 0.96875; 'f1-score': 0.9684517497348887; 'support': 32}}
5,1,DNF,3,284,32,17,[16; 17],222,0.883093,0.968750,4,[X2 >= 0.190280 AND X3 >= -0.609635 AND X4 >= 0.041440 AND X28 >= -0.911830],{'0.0': {'precision': 0.9878048780487805; 'recall': 0.7941176470588235; 'f1-score': 0.8804347826086957; 'support': 102}; '1.0': {'precision': 0.8960396039603961; 'recall': 0.9945054945054945; 'f1-score': 0.9427083333333334; 'support': 182}; 'accuracy': 0.9225352112676056; 'macro avg': {'precision': 0.9419222410045882; 'recall': 0.894311570782159; 'f1-score': 0.9115715579710145; 'support': 284}; 'weighted avg': {'precision': 0.9289975545132666; 'recall': 0.9225352112676056; 'f1-score': 0.9203424806082874; 'support': 284}},{'0.0': {'precision': 1.0; 'recall': 0.9166666666666666; 'f1-score': 0.9565217391304348; 'support': 12}; '1.0': {'precision': 0.9523809523809523; 'recall': 1.0; 'f1-score': 0.975609756097561; 'support': 20}; 'accuracy': 0.96875; 'macro avg': {'precision': 0.9761904761904762; 'recall': 0.9583333333333333; 'f1-score': 0.9660657476139979; 'support': 32}; 'weighted avg': {'precision': 0.9702380952380952; 'recall': 0.96875; 'f1-score': 0.9684517497348887; 'support': 32}}
5,1,DNF,4,284,32,17,[16; 17],222,0.790574,0.875000,6,[X0 AND X2 >= 0.190280 AND X4 >= 0.041440 AND X5 >= -0.795310 AND X7 >= -0.983575 AND X15 < 0.968410],{'0.0': {'precision': 0.9893617021276596; 'recall': 0.9117647058823529; 'f1-score': 0.9489795918367346; 'support': 102}; '1.0': {'precision': 0.9526315789473684; 'recall': 0.9945054945054945; 'f1-score': 0.9731182795698924; 'support': 182}; 'accuracy': 0.9647887323943662; 'macro avg': {'precision': 0.970996640537514; 'recall': 0.9531351001939237; 'f1-score': 0.9610489357033135; 'support': 284}; 'weighted avg': {'precision': 0.9658233837515575; 'recall': 0.9647887323943662; 'f1-score': 0.9644487508769976; 'support': 284}},{'0.0': {'precision': 0.9; 'recall': 0.75; 'f1-score': 0.8181818181818182; 'support': 12}; '1.0': {'precision': 0.8636363636363636; 'recall': 0.95; 'f1-score': 0.9047619047619048; 'support': 20}; 'accuracy': 0.875; 'macro avg': {'precision': 0.8818181818181818; 'recall': 0.85; 'f1-score': 0.8614718614718615; 'support': 32}; 'weighted avg': {'precision': 0.8772727272727273; 'recall': 0.875; 'f1-score': 0.8722943722943723; 'support': 32}}
5,1,DNF,5,284,32,17,[16; 17],222,0.840616,0.937500,7,[X2 >= 0.190280 AND X3 >= -0.609635 AND X4 >= 0.041440 AND X5 >= -0.217515 AND X9 >= -0.572990 AND X13 >= -0.554585 AND X15 < 0.968410],{'0.0': {'precision': 0.9595959595959596; 'recall': 0.9313725490196079; 'f1-score': 0.945273631840796; 'support': 102}; '1.0': {'precision': 0.9621621621621622; 'recall': 0.978021978021978; 'f1-score': 0.9700272479564033; 'support': 182}; 'accuracy': 0.9612676056338029; 'macro avg': {'precision': 0.9608790608790609; 'recall': 0.9546972635207929; 'f1-score': 0.9576504398985997; 'support': 284}; 'weighted avg': {'precision': 0.9612404978602161; 'recall': 0.9612676056338029; 'f1-score': 0.9611368647036147; 'support': 284}},{'0.0': {'precision': 0.9166666666666666; 'recall': 0.9166666666666666; 'f1-score': 0.9166666666666666; 'support': 12}; '1.0': {'precision': 0.95; 'recall': 0.95; 'f1-score': 0.9500000000000001; 'support': 20}; 'accuracy': 0.9375; 'macro avg': {'precision': 0.9333333333333333; 'recall': 0.9333333333333333; 'f1-score': 0.9333333333333333; 'support': 32}; 'weighted avg': {'precision': 0.9375; 'recall': 0.9375; 'f1-score': 0.9375; 'support': 32}}
5,1,DNF,6,285,31,17,[16; 17],222,0.857364,0.935484,8,[X0 AND X2 >= 0.190280 AND X3 < 0.746850 AND X3 >= -0.609635 AND X4 >= 0.041440 AND X5 >= -0.795310 AND X7 >= -0.983575 AND X33 < 0.950980],{'0.0': {'precision': 0.95; 'recall': 0.9223300970873787; 'f1-score': 0.9359605911330049; 'support': 103}; '1.0': {'precision': 0.9567567567567568; 'recall': 0.9725274725274725; 'f1-score': 0.9645776566757492; 'support': 182}; 'accuracy': 0.9543859649122807; 'macro avg': {'precision': 0.9533783783783784; 'recall': 0.9474287848074257; 'f1-score': 0.950269123904377; 'support': 285}; 'weighted avg': {'precision': 0.9543148411569462; 'recall': 0.9543859649122807; 'f1-score': 0.9542353487778452; 'support': 285}},{'0.0': {'precision': 0.8461538461538461; 'recall': 1.0; 'f1-score': 0.9166666666666666; 'support': 11}; '1.0': {'precision': 1.0; 'recall': 0.9; 'f1-score': 0.9473684210526316; 'support': 20}; 'accuracy': 0.9354838709677419; 'macro avg': {'precision': 0.9230769230769231; 'recall': 0.95; 'f1-score': 0.9320175438596492; 'support': 31}; 'weighted avg': {'precision': 0.945409429280397; 'recall': 0.9354838709677419; 'f1-score': 0.9364742501414828; 'support': 31}}
5,1,DNF,7,285,31,17,[16; 17],222,0.937973,0.903226,8,[X0 AND X2 >= 0.190280 AND X3 < 0.746850 AND X3 >= -0.609635 AND X4 >= 0.041440 AND X5 >= -0.795310 AND X9 >= -0.572990 AND X13 >= -0.554585],{'0.0': {'precision': 0.96; 'recall': 0.9320388349514563; 'f1-score': 0.9458128078817734; 'support': 103}; '1.0': {'precision': 0.9621621621621622; 'recall': 0.978021978021978; 'f1-score': 0.9700272479564033; 'support': 182}; 'accuracy': 0.9614035087719298; 'macro avg': {'precision': 0.961081081081081; 'recall': 0.9550304064867172; 'f1-score': 0.9579200279190883; 'support': 285}; 'weighted avg': {'precision': 0.9613807491702229; 'recall': 0.9614035087719298; 'f1-score': 0.9612760643504843; 'support': 285}},{'0.0': {'precision': 1.0; 'recall': 0.7272727272727273; 'f1-score': 0.8421052631578948; 'support': 11}; '1.0': {'precision': 0.8695652173913043; 'recall': 1.0; 'f1-score': 0.9302325581395349; 'support': 20}; 'accuracy': 0.9032258064516129; 'macro avg': {'precision': 0.9347826086956521; 'recall': 0.8636363636363636; 'f1-score': 0.8861689106487148; 'support': 31}; 'weighted avg': {'precision': 0.9158485273492286; 'recall': 0.9032258064516129; 'f1-score': 0.8989615825008884; 'support': 31}}
5,1,DNF,8,285,31,17,[16; 17],222,0.941906,0.967742,10,[X0 AND X2 >= 0.190280 AND X3 >= -0.609635 AND X4 >= 0.041440 AND X5 < 0.825090 AND X5 >= -0.217515 AND X7 >= -0.983575 AND X9 >= -0.572990 AND X15 < 0.968410 AND X28 >= -0.911830],{'0.0': {'precision': 0.9333333333333333; 'recall': 0.9514563106796117; 'f1-score': 0.9423076923076923; 'support': 103}; '1.0': {'precision': 0.9722222222222222; 'recall': 0.9615384615384616; 'f1-score': 0.9668508287292817; 'support': 182}; 'accuracy': 0.9578947368421052; 'macro avg': {'precision': 0.9527777777777777; 'recall': 0.9564973861090367; 'f1-score': 0.9545792605184871; 'support': 285}; 'weighted avg': {'precision': 0.9581676413255361; 'recall': 0.9578947368421052; 'f1-score': 0.9579808531102512; 'support': 285}},{'0.0': {'precision': 0.9166666666666666; 'recall': 1.0; 'f1-score': 0.9565217391304348; 'support': 11}; '1.0': {'precision': 1.0; 'recall': 0.95; 'f1-score': 0.9743589743589743; 'support': 20}; 'accuracy': 0.967741935483871; 'macro avg': {'precision': 0.9583333333333333; 'recall': 0.975; 'f1-score': 0.9654403567447045; 'support': 31}; 'weighted avg': {'precision': 0.9704301075268816; 'recall': 0.967741935483871; 'f1-score': 0.9680296328262668; 'support': 31}}
5,1,DNF,9,285,31,17,[16; 17],222,0.885106,0.806452,6,[X2 >= 0.190280 AND X3 >= -0.609635 AND X4 >= 0.041440 AND X6 < 0.999995 AND X15 >= -0.905170 AND X28 >= -0.911830],{'0.0': {'precision': 0.7642276422764228; 'recall': 0.912621359223301; 'f1-score': 0.8318584070796461; 'support': 103}; '1.0': {'precision': 0.9444444444444444; 'recall': 0.8406593406593407; 'f1-score': 0.8895348837209303; 'support': 182}; 'accuracy': 0.8666666666666667; 'macro avg': {'precision': 0.8543360433604337; 'recall': 0.8766403499413209; 'f1-score': 0.8606966454002882; 'support': 285}; 'weighted avg': {'precision': 0.8793134598012646; 'recall': 0.8666666666666667; 'f1-score': 0.8686904026891679; 'support': 285}},{'0.0': {'precision': 0.6923076923076923; 'recall': 0.8181818181818182; 'f1-score': 0.7500000000000001; 'support': 11}; '1.0': {'precision': 0.8888888888888888; 'recall': 0.8; 'f1-score': 0.8421052631578948; 'support': 20}; 'accuracy': 0.8064516129032258; 'macro avg': {'precision': 0.7905982905982906; 'recall': 0.8090909090909091; 'f1-score': 0.7960526315789475; 'support': 31}; 'weighted avg': {'precision': 0.8191342707471739; 'recall': 0.8064516129032258; 'f1-score': 0.8094227504244483; 'support': 31}}
5,1,DNF,0,284,32,8,[35; 36],222,0.661398,0.937500,8,[X0 AND X2 >= 0.190280 AND X3 >= -0.609635 AND X4 >= 0.041440 AND X5 >= -0.217515 AND X7 >= -0.983575 AND X9 >= -0.572990 AND X15 < 0.968410],{'0.0': {'precision': 0.9607843137254902; 'recall': 0.9514563106796117; 'f1-score': 0.9560975609756097; 'support': 103}; '1.0': {'precision': 0.9725274725274725; 'recall': 0.9779005524861878; 'f1-score': 0.9752066115702479; 'support': 181}; 'accuracy': 0.9683098591549296; 'macro avg': {'precision': 0.9666558931264814; 'recall': 0.9646784315828998; 'f1-score': 0.9656520862729288; 'support': 284}; 'weighted avg': {'precision': 0.9682685100042183; 'recall': 0.9683098591549296; 'f1-score': 0.9682762164602207; 'support': 284}},{'0.0': {'precision': 0.9090909090909091; 'recall': 0.9090909090909091; 'f1-score': 0.9090909090909091; 'support': 11}; '1.0': {'precision': 0.9523809523809523; 'recall': 0.9523809523809523; 'f1-score': 0.9523809523809523; 'support': 21}; 'accuracy': 0.9375; 'macro avg': {'precision': 0.9307359307359306; 'recall': 0.9307359307359306; 'f1-score': 0.9307359307359306; 'support': 32}; 'weighted avg': {'precision': 0.9375; 'recall': 0.9375; 'f1-score': 0.9375; 'support': 32}}
5,1,DNF,1,284,32,8,[35; 36],222,0.673760,0.968750,6,[X2 >= 0.190280 AND X3 >= -0.609635 AND X4 >= 0.041440 AND X5 >= -0.795310 AND X7 >= -0.983575 AND X9 >= -0.572990],{'0.0': {'precision': 1.0; 'recall': 0.9029126213592233; 'f1-score': 0.9489795918367347; 'support': 103}; '1.0': {'precision': 0.9476439790575916; 'recall': 1.0; 'f1-score': 0.9731182795698924; 'support': 181}; 'accuracy': 0.9647887323943662; 'macro avg': {'precision': 0.9738219895287958; 'recall': 0.9514563106796117; 'f1-score': 0.9610489357033136; 'support': 284}; 'weighted avg': {'precision': 0.9666322542585355; 'recall': 0.9647887323943662; 'f1-score': 0.9643637554976556; 'support': 284}},{'0.0': {'precision': 1.0; 'recall': 0.9090909090909091; 'f1-score': 0.9523809523809523; 'support': 11}; '1.0': {'precision': 0.9545454545454546; 'recall': 1.0; 'f1-score': 0.9767441860465117; 'support': 21}; 'accuracy': 0.96875; 'macro avg': {'precision': 0.9772727272727273; 'recall': 0.9545454545454546; 'f1-score': 0.9645625692137321; 'support': 32}; 'weighted avg': {'precision': 0.9701704545454546; 'recall': 0.96875; 'f1-score': 0.9683693244739757; 'support': 32}}
5,1,DNF,2,284,32,8,[35; 36],222,0.588065,0.906250,6,[X2 >= 0.190280 AND X3 < 0.746850 AND X7 >= -0.983575 AND X9 >= -0.572990 AND X15 >= -0.905170 AND X28 >= -0.911830],{'0.0': {'precision': 0.9662921348314607; 'recall': 0.8431372549019608; 'f1-score': 0.900523560209424; 'support': 102}; '1.0': {'precision': 0.9179487179487179; 'recall': 0.9835164835164835; 'f1-score': 0.9496021220159151; 'support': 182}; 'accuracy': 0.9330985915492958; 'macro avg': {'precision': 0.9421204263900893; 'recall': 0.9133268692092221; 'f1-score': 0.9250628411126696; 'support': 284}; 'weighted avg': {'precision': 0.9353114944347735; 'recall': 0.9330985915492958; 'f1-score': 0.9319753146065416; 'support': 284}},{'0.0': {'precision': 1.0; 'recall': 0.75; 'f1-score': 0.8571428571428571; 'support': 12}; '1.0': {'precision': 0.8695652173913043; 'recall': 1.0; 'f1-score': 0.9302325581395349; 'support': 20}; 'accuracy': 0.90625; 'macro avg': {'precision': 0.9347826086956521; 'recall': 0.875; 'f1-score': 0.893687707641196; 'support': 32}; 'weighted avg': {'precision': 0.9184782608695652; 'recall': 0.90625; 'f1-score': 0.9028239202657807; 'support': 32}}
5,1,DNF,3,284,32,8,[35; 36],222,0.661811,0.968750,5,[X2 >= 0.190280 AND X3 >= -0.609635 AND X4 >= 0.041440 AND X5 >= -0.795310 AND X7 >= -0.983575],{'0.0': {'precision': 1.0; 'recall': 0.8921568627450981; 'f1-score': 0.9430051813471504; 'support': 102}; '1.0': {'precision': 0.9430051813471503; 'recall': 1.0; 'f1-score': 0.9706666666666667; 'support': 182}; 'accuracy': 0.9612676056338029; 'macro avg': {'precision': 0.9715025906735751; 'recall': 0.946078431372549; 'f1-score': 0.9568359240069085; 'support': 284}; 'weighted avg': {'precision': 0.9634751514266949; 'recall': 0.9612676056338029; 'f1-score': 0.9607319078547276; 'support': 284}},{'0.0': {'precision': 1.0; 'recall': 0.9166666666666666; 'f1-score': 0.9565217391304348; 'support': 12}; '1.0': {'precision': 0.9523809523809523; 'recall': 1.0; 'f1-score': 0.975609756097561; 'support': 20}; 'accuracy': 0.96875; 'macro avg': {'precision': 0.9761904761904762; 'recall': 0.9583333333333333; 'f1-score': 0.9660657476139979; 'support': 32}; 'weighted avg': {'precision': 0.9702380952380952; 'recall': 0.96875; 'f1-score': 0.9684517497348887; 'support': 32}}
5,1,DNF,4,284,32,8,[35; 36],222,0.599190,0.812500,8,[X2 >= 0.190280 AND X3 >= -0.609635 AND X4 >= 0.041440 AND X5 < 0.825090 AND X5 >= -0.795310 AND X9 >= -0.572990 AND X13 >= -0.554585 AND X19 >= -0.912755],{'0.0': {'precision': 0.9595959595959596; 'recall': 0.9313725490196079; 'f1-score': 0.945273631840796; 'support': 102}; '1.0': {'precision': 0.9621621621621622; 'recall': 0.978021978021978; 'f1-score': 0.9700272479564033; 'support': 182}; 'accuracy': 0.9612676056338029; 'macro avg': {'precision': 0.9608790608790609; 'recall': 0.9546972635207929; 'f1-score': 0.9576504398985997; 'support': 284}; 'weighted avg': {'precision': 0.9612404978602161; 'recall': 0.9612676056338029; 'f1-score': 0.9611368647036147; 'support': 284}},{'0.0': {'precision': 0.8; 'recall': 0.6666666666666666; 'f1-score': 0.7272727272727272; 'support': 12}; '1.0': {'precision': 0.8181818181818182; 'recall': 0.9; 'f1-score': 0.8571428571428572; 'support': 20}; 'accuracy': 0.8125; 'macro avg': {'precision': 0.8090909090909091; 'recall': 0.7833333333333333; 'f1-score': 0.7922077922077921; 'support': 32}; 'weighted avg': {'precision': 0.8113636363636364; 'recall': 0.8125; 'f1-score': 0.8084415584415585; 'support': 32}}
5,1,DNF,5,284,32,8,[35; 36],222,0.578252,0.968750,5,[X0 AND X2 >= 0.190280 AND X3 >= -0.609635 AND X4 >= 0.041440 AND X7 >= -0.983575],{'0.0': {'precision': 1.0; 'recall': 0.8627450980392157; 'f1-score': 0.9263157894736842; 'support': 102}; '1.0': {'precision': 0.9285714285714286; 'recall': 1.0; 'f1-score': 0.962962962962963; 'support': 182}; 'accuracy': 0.9507042253521126; 'macro avg': {'precision': 0.9642857142857143; 'recall': 0.9313725490196079; 'f1-score': 0.9446393762183236; 'support': 284}; 'weighted avg': {'precision': 0.954225352112676; 'recall': 0.9507042253521126; 'f1-score': 0.9498009499492078; 'support': 284}},{'0.0': {'precision': 1.0; 'recall': 0.9166666666666666; 'f1-score': 0.9565217391304348; 'support': 12}; '1.0': {'precision': 0.9523809523809523; 'recall': 1.0; 'f1-score': 0.975609756097561; 'support': 20}; 'accuracy': 0.96875; 'macro avg': {'precision': 0.9761904761904762; 'recall': 0.9583333333333333; 'f1-score': 0.9660657476139979; 'support': 32}; 'weighted avg': {'precision': 0.9702380952380952; 'recall': 0.96875; 'f1-score': 0.9684517497348887; 'support': 32}}
