lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
10,3,CNF,6,285,31,8,[35; 36],222,0.434046,0.838710,8,[X7 >= 0.000985 OR X20 >= 0.072060] AND [X10 >= 0.999100 OR X10 < 0.087130 OR X18 >= 0.121830 OR X18 < -0.043910] AND [X11 >= 0.001845 OR X18 >= 0.467840],{'0.0': {'precision': 0.8717948717948718; 'recall': 0.6601941747572816; 'f1-score': 0.7513812154696132; 'support': 103}; '1.0': {'precision': 0.8309178743961353; 'recall': 0.945054945054945; 'f1-score': 0.8843187660668381; 'support': 182}; 'accuracy': 0.8421052631578947; 'macro avg': {'precision': 0.8513563730955036; 'recall': 0.8026245599061133; 'f1-score': 0.8178499907682257; 'support': 285}; 'weighted avg': {'precision': 0.8456909646840997; 'recall': 0.8421052631578947; 'f1-score': 0.836274668833455; 'support': 285}},{'0.0': {'precision': 0.875; 'recall': 0.6363636363636364; 'f1-score': 0.7368421052631579; 'support': 11}; '1.0': {'precision': 0.8260869565217391; 'recall': 0.95; 'f1-score': 0.8837209302325583; 'support': 20}; 'accuracy': 0.8387096774193549; 'macro avg': {'precision': 0.8505434782608696; 'recall': 0.7931818181818182; 'f1-score': 0.8102815177478581; 'support': 31}; 'weighted avg': {'precision': 0.8434431977559607; 'recall': 0.8387096774193549; 'f1-score': 0.8316026375014807; 'support': 31}}
10,3,CNF,7,285,31,8,[35; 36],222,0.401682,0.838710,7,[X11 < -0.000270 OR X12 < -0.076515 OR X26 < 0.999945] AND [X15 < -0.001970 OR X16 < -0.054150 OR X24 < 0.999495] AND [X4 >= 0.418075],{'0.0': {'precision': 0.8380952380952381; 'recall': 0.8543689320388349; 'f1-score': 0.8461538461538461; 'support': 103}; '1.0': {'precision': 0.9166666666666666; 'recall': 0.9065934065934066; 'f1-score': 0.9116022099447513; 'support': 182}; 'accuracy': 0.887719298245614; 'macro avg': {'precision': 0.8773809523809524; 'recall': 0.8804811693161207; 'f1-score': 0.8788780280492987; 'support': 285}; 'weighted avg': {'precision': 0.8882706766917293; 'recall': 0.887719298245614; 'f1-score': 0.8879489416273365; 'support': 285}},{'0.0': {'precision': 1.0; 'recall': 0.5454545454545454; 'f1-score': 0.7058823529411764; 'support': 11}; '1.0': {'precision': 0.8; 'recall': 1.0; 'f1-score': 0.888888888888889; 'support': 20}; 'accuracy': 0.8387096774193549; 'macro avg': {'precision': 0.9; 'recall': 0.7727272727272727; 'f1-score': 0.7973856209150327; 'support': 31}; 'weighted avg': {'precision': 0.8709677419354839; 'recall': 0.8387096774193549; 'f1-score': 0.8239510858106684; 'support': 31}}
10,3,CNF,8,285,31,8,[35; 36],222,0.384155,0.838710,7,[X3 < 0.746850 OR X5 >= 0.001010] AND [X3 >= -0.000170 OR X5 < -0.000715 OR X11 >= 0.001845] AND [X2 >= 0.739470 OR X26 < 0.999945],{'0.0': {'precision': 0.7647058823529411; 'recall': 0.6310679611650486; 'f1-score': 0.6914893617021276; 'support': 103}; '1.0': {'precision': 0.81; 'recall': 0.8901098901098901; 'f1-score': 0.8481675392670157; 'support': 182}; 'accuracy': 0.7964912280701755; 'macro avg': {'precision': 0.7873529411764706; 'recall': 0.7605889256374694; 'f1-score': 0.7698284504845716; 'support': 285}; 'weighted avg': {'precision': 0.7936305469556244; 'recall': 0.7964912280701755; 'f1-score': 0.7915434961470738; 'support': 285}},{'0.0': {'precision': 0.8; 'recall': 0.7272727272727273; 'f1-score': 0.761904761904762; 'support': 11}; '1.0': {'precision': 0.8571428571428571; 'recall': 0.9; 'f1-score': 0.8780487804878048; 'support': 20}; 'accuracy': 0.8387096774193549; 'macro avg': {'precision': 0.8285714285714285; 'recall': 0.8136363636363637; 'f1-score': 0.8199767711962833; 'support': 31}; 'weighted avg': {'precision': 0.8368663594470046; 'recall': 0.8387096774193549; 'f1-score': 0.8368363867970477; 'support': 31}}
10,3,CNF,9,285,31,8,[35; 36],222,0.344918,0.806452,4,[X2 >= 0.190280] AND [X6 >= 0.029375] AND [X9 >= -0.572990 OR X16 < -0.054150],{'0.0': {'precision': 0.9506172839506173; 'recall': 0.7475728155339806; 'f1-score': 0.8369565217391304; 'support': 103}; '1.0': {'precision': 0.8725490196078431; 'recall': 0.978021978021978; 'f1-score': 0.9222797927461139; 'support': 182}; 'accuracy': 0.8947368421052632; 'macro avg': {'precision': 0.9115831517792302; 'recall': 0.8627973967779793; 'f1-score': 0.8796181572426222; 'support': 285}; 'weighted avg': {'precision': 0.9007631642650562; 'recall': 0.8947368421052632; 'f1-score': 0.8914436632242918; 'support': 285}},{'0.0': {'precision': 1.0; 'recall': 0.45454545454545453; 'f1-score': 0.625; 'support': 11}; '1.0': {'precision': 0.7692307692307693; 'recall': 1.0; 'f1-score': 0.8695652173913044; 'support': 20}; 'accuracy': 0.8064516129032258; 'macro avg': {'precision': 0.8846153846153846; 'recall': 0.7272727272727273; 'f1-score': 0.7472826086956522; 'support': 31}; 'weighted avg': {'precision': 0.8511166253101737; 'recall': 0.8064516129032258; 'f1-score': 0.7827840112201965; 'support': 31}}
10,3,CNF,0,284,32,4,[71; 71],222,0.825210,0.906250,7,[X2 >= 0.739470 OR X20 < -0.000015 OR X22 >= 0.186570 OR X30 >= 0.995560] AND [X21 < 0.923655 OR X26 < 0.999945] AND [X2 >= 0.190280],{'0.0': {'precision': 0.9871794871794872; 'recall': 0.7475728155339806; 'f1-score': 0.8508287292817679; 'support': 103}; '1.0': {'precision': 0.8737864077669902; 'recall': 0.994475138121547; 'f1-score': 0.9302325581395349; 'support': 181}; 'accuracy': 0.9049295774647887; 'macro avg': {'precision': 0.9304829474732388; 'recall': 0.8710239768277638; 'f1-score': 0.8905306437106514; 'support': 284}; 'weighted avg': {'precision': 0.9149113626243395; 'recall': 0.9049295774647887; 'f1-score': 0.9014346906312602; 'support': 284}},{'0.0': {'precision': 1.0; 'recall': 0.7272727272727273; 'f1-score': 0.8421052631578948; 'support': 11}; '1.0': {'precision': 0.875; 'recall': 1.0; 'f1-score': 0.9333333333333333; 'support': 21}; 'accuracy': 0.90625; 'macro avg': {'precision': 0.9375; 'recall': 0.8636363636363636; 'f1-score': 0.8877192982456141; 'support': 32}; 'weighted avg': {'precision': 0.91796875; 'recall': 0.90625; 'f1-score': 0.9019736842105264; 'support': 32}}
10,3,CNF,1,284,32,4,[71; 71],222,0.623376,0.843750,7,[X2 >= 0.739470 OR X16 >= 0.292070] AND [X3 < 0.007075 OR X5 >= -0.217515 OR X17 >= 0.993610] AND [X7 >= 0.000985 OR X26 < 0.999945],{'0.0': {'precision': 0.86; 'recall': 0.8349514563106796; 'f1-score': 0.8472906403940887; 'support': 103}; '1.0': {'precision': 0.907608695652174; 'recall': 0.9226519337016574; 'f1-score': 0.915068493150685; 'support': 181}; 'accuracy': 0.8908450704225352; 'macro avg': {'precision': 0.883804347826087; 'recall': 0.8788016950061686; 'f1-score': 0.8811795667723868; 'support': 284}; 'weighted avg': {'precision': 0.8903421616656461; 'recall': 0.8908450704225352; 'f1-score': 0.890487088805863; 'support': 284}},{'0.0': {'precision': 0.8; 'recall': 0.7272727272727273; 'f1-score': 0.761904761904762; 'support': 11}; '1.0': {'precision': 0.8636363636363636; 'recall': 0.9047619047619048; 'f1-score': 0.8837209302325582; 'support': 21}; 'accuracy': 0.84375; 'macro avg': {'precision': 0.8318181818181818; 'recall': 0.8160173160173161; 'f1-score': 0.8228128460686601; 'support': 32}; 'weighted avg': {'precision': 0.8417613636363637; 'recall': 0.84375; 'f1-score': 0.8418466223698782; 'support': 32}}
10,3,CNF,2,284,32,4,[71; 71],222,1.268573,0.875000,8,[X2 < 0.739470 OR X7 >= 0.000985 OR X16 >= 0.292070] AND [X16 < -0.054150 OR X26 < 0.999945] AND [X4 >= 0.418075 OR X18 < -0.043910 OR X22 >= 0.186570],{'0.0': {'precision': 0.9111111111111111; 'recall': 0.803921568627451; 'f1-score': 0.8541666666666666; 'support': 102}; '1.0': {'precision': 0.8969072164948454; 'recall': 0.9560439560439561; 'f1-score': 0.9255319148936171; 'support': 182}; 'accuracy': 0.9014084507042254; 'macro avg': {'precision': 0.9040091638029782; 'recall': 0.8799827623357035; 'f1-score': 0.8898492907801419; 'support': 284}; 'weighted avg': {'precision': 0.9020086152654762; 'recall': 0.9014084507042254; 'f1-score': 0.8999007341923884; 'support': 284}},{'0.0': {'precision': 0.9; 'recall': 0.75; 'f1-score': 0.8181818181818182; 'support': 12}; '1.0': {'precision': 0.8636363636363636; 'recall': 0.95; 'f1-score': 0.9047619047619048; 'support': 20}; 'accuracy': 0.875; 'macro avg': {'precision': 0.8818181818181818; 'recall': 0.85; 'f1-score': 0.8614718614718615; 'support': 32}; 'weighted avg': {'precision': 0.8772727272727273; 'recall': 0.875; 'f1-score': 0.8722943722943723; 'support': 32}}
10,3,CNF,3,284,32,4,[71; 71],222,0.773406,0.812500,7,[X2 >= 0.739470 OR X14 >= 0.239955 OR X21 < -0.001400] AND [X16 < -0.054150 OR X26 < 0.999945 OR X33 < 0.005400] AND [X17 >= -0.805795],{'0.0': {'precision': 0.9444444444444444; 'recall': 0.6666666666666666; 'f1-score': 0.7816091954022987; 'support': 102}; '1.0': {'precision': 0.839622641509434; 'recall': 0.978021978021978; 'f1-score': 0.9035532994923858; 'support': 182}; 'accuracy': 0.8661971830985915; 'macro avg': {'precision': 0.8920335429769393; 'recall': 0.8223443223443223; 'f1-score': 0.8425812474473422; 'support': 284}; 'weighted avg': {'precision': 0.8772699087607404; 'recall': 0.8661971830985915; 'f1-score': 0.8597564733755235; 'support': 284}},{'0.0': {'precision': 1.0; 'recall': 0.5; 'f1-score': 0.6666666666666666; 'support': 12}; '1.0': {'precision': 0.7692307692307693; 'recall': 1.0; 'f1-score': 0.8695652173913044; 'support': 20}; 'accuracy': 0.8125; 'macro avg': {'precision': 0.8846153846153846; 'recall': 0.75; 'f1-score': 0.7681159420289856; 'support': 32}; 'weighted avg': {'precision': 0.8557692307692308; 'recall': 0.8125; 'f1-score': 0.7934782608695653; 'support': 32}}
10,3,CNF,4,284,32,4,[71; 71],222,0.895566,0.875000,6,[X17 >= -0.805795] AND [X4 >= 0.418075 OR X18 >= 0.998845 OR X21 < -0.001400] AND [X18 < -0.043910 OR X23 >= -0.987455],{'0.0': {'precision': 0.9487179487179487; 'recall': 0.7254901960784313; 'f1-score': 0.8222222222222223; 'support': 102}; '1.0': {'precision': 0.8640776699029126; 'recall': 0.978021978021978; 'f1-score': 0.9175257731958761; 'support': 182}; 'accuracy': 0.8873239436619719; 'macro avg': {'precision': 0.9063978093104306; 'recall': 0.8517560870502047; 'f1-score': 0.8698739977090493; 'support': 284}; 'weighted avg': {'precision': 0.8944766432801438; 'recall': 0.8873239436619719; 'f1-score': 0.8832970330574511; 'support': 284}},{'0.0': {'precision': 0.9; 'recall': 0.75; 'f1-score': 0.8181818181818182; 'support': 12}; '1.0': {'precision': 0.8636363636363636; 'recall': 0.95; 'f1-score': 0.9047619047619048; 'support': 20}; 'accuracy': 0.875; 'macro avg': {'precision': 0.8818181818181818; 'recall': 0.85; 'f1-score': 0.8614718614718615; 'support': 32}; 'weighted avg': {'precision': 0.8772727272727273; 'recall': 0.875; 'f1-score': 0.8722943722943723; 'support': 32}}
10,3,CNF,5,284,32,4,[71; 71],222,0.455245,0.843750,6,[X16 < 0.998150 OR X26 < 0.999945] AND [X11 >= 0.001845 OR X15 >= 0.001430 OR X16 >= 0.292070] AND [X4 >= 0.041440],{'0.0': {'precision': 0.9361702127659575; 'recall': 0.8627450980392157; 'f1-score': 0.8979591836734694; 'support': 102}; '1.0': {'precision': 0.9263157894736842; 'recall': 0.967032967032967; 'f1-score': 0.946236559139785; 'support': 182}; 'accuracy': 0.9295774647887324; 'macro avg': {'precision': 0.9312430011198208; 'recall': 0.9148890325360914; 'f1-score': 0.9220978714066272; 'support': 284}; 'weighted avg': {'precision': 0.9298550541772472; 'recall': 0.9295774647887324; 'f1-score': 0.9288975017539955; 'support': 284}},{'0.0': {'precision': 0.8181818181818182; 'recall': 0.75; 'f1-score': 0.7826086956521738; 'support': 12}; '1.0': {'precision': 0.8571428571428571; 'recall': 0.9; 'f1-score': 0.8780487804878048; 'support': 20}; 'accuracy': 0.84375; 'macro avg': {'precision': 0.8376623376623377; 'recall': 0.825; 'f1-score': 0.8303287380699893; 'support': 32}; 'weighted avg': {'precision': 0.8425324675324675; 'recall': 0.84375; 'f1-score': 0.8422587486744432; 'support': 32}}
10,3,CNF,6,285,31,4,[71; 72],222,0.867139,0.806452,9,[X3 < -0.000170 OR X26 < 0.999945] AND [X10 < -0.010580 OR X15 < -0.001970 OR X20 < 0.998880 OR X29 >= 0.930305] AND [X3 >= 0.007075 OR X8 < -0.036395 OR X20 >= 0.072060],{'0.0': {'precision': 0.9036144578313253; 'recall': 0.7281553398058253; 'f1-score': 0.8064516129032259; 'support': 103}; '1.0': {'precision': 0.8613861386138614; 'recall': 0.9560439560439561; 'f1-score': 0.90625; 'support': 182}; 'accuracy': 0.8736842105263158; 'macro avg': {'precision': 0.8825002982225933; 'recall': 0.8420996479248907; 'f1-score': 0.856350806451613; 'support': 285}; 'weighted avg': {'precision': 0.876647601348594; 'recall': 0.8736842105263158; 'f1-score': 0.8701825127334465; 'support': 285}},{'0.0': {'precision': 0.7777777777777778; 'recall': 0.6363636363636364; 'f1-score': 0.7000000000000001; 'support': 11}; '1.0': {'precision': 0.8181818181818182; 'recall': 0.9; 'f1-score': 0.8571428571428572; 'support': 20}; 'accuracy': 0.8064516129032258; 'macro avg': {'precision': 0.797979797979798; 'recall': 0.7681818181818182; 'f1-score': 0.7785714285714287; 'support': 31}; 'weighted avg': {'precision': 0.8038449006190941; 'recall': 0.8064516129032258; 'f1-score': 0.8013824884792629; 'support': 31}}
10,3,CNF,7,285,31,4,[71; 72],222,0.686024,0.838710,5,[X11 < -0.000270 OR X26 < 0.999945] AND [X7 >= -0.983575 OR X30 < 0.995560] AND [X4 >= 0.041440],{'0.0': {'precision': 0.9540229885057471; 'recall': 0.8058252427184466; 'f1-score': 0.8736842105263158; 'support': 103}; '1.0': {'precision': 0.898989898989899; 'recall': 0.978021978021978; 'f1-score': 0.9368421052631579; 'support': 182}; 'accuracy': 0.9157894736842105; 'macro avg': {'precision': 0.926506443747823; 'recall': 0.8919236103702123; 'f1-score': 0.9052631578947369; 'support': 285}; 'weighted avg': {'precision': 0.918879050639486; 'recall': 0.9157894736842105; 'f1-score': 0.914016620498615; 'support': 285}},{'0.0': {'precision': 1.0; 'recall': 0.5454545454545454; 'f1-score': 0.7058823529411764; 'support': 11}; '1.0': {'precision': 0.8; 'recall': 1.0; 'f1-score': 0.888888888888889; 'support': 20}; 'accuracy': 0.8387096774193549; 'macro avg': {'precision': 0.9; 'recall': 0.7727272727272727; 'f1-score': 0.7973856209150327; 'support': 31}; 'weighted avg': {'precision': 0.8709677419354839; 'recall': 0.8387096774193549; 'f1-score': 0.8239510858106684; 'support': 31}}
10,3,CNF,8,285,31,4,[71; 72],222,0.796104,0.935484,7,[X2 >= 0.190280] AND [X11 >= 0.001845 OR X16 < -0.054150 OR X20 >= 0.072060 OR X21 < -0.001400] AND [X22 < 0.999665 OR X26 < 0.999945],{'0.0': {'precision': 0.9186046511627907; 'recall': 0.7669902912621359; 'f1-score': 0.835978835978836; 'support': 103}; '1.0': {'precision': 0.8793969849246231; 'recall': 0.9615384615384616; 'f1-score': 0.9186351706036745; 'support': 182}; 'accuracy': 0.8912280701754386; 'macro avg': {'precision': 0.8990008180437069; 'recall': 0.8642643764002987; 'f1-score': 0.8773070032912553; 'support': 285}; 'weighted avg': {'precision': 0.8935667730738556; 'recall': 0.8912280701754386; 'f1-score': 0.8887628812480312; 'support': 285}},{'0.0': {'precision': 1.0; 'recall': 0.8181818181818182; 'f1-score': 0.9; 'support': 11}; '1.0': {'precision': 0.9090909090909091; 'recall': 1.0; 'f1-score': 0.9523809523809523; 'support': 20}; 'accuracy': 0.9354838709677419; 'macro avg': {'precision': 0.9545454545454546; 'recall': 0.9090909090909092; 'f1-score': 0.9261904761904762; 'support': 31}; 'weighted avg': {'precision': 0.9413489736070381; 'recall': 0.9354838709677419; 'f1-score': 0.9337941628264209; 'support': 31}}
10,3,CNF,9,285,31,4,[71; 72],222,0.690377,0.774194,10,[X7 < -0.000375 OR X13 >= 0.652535 OR X28 >= 0.067790] AND [X10 < -0.010580 OR X26 < 0.528120 OR X32 >= 0.000200] AND [X2 >= 0.739470 OR X18 < -0.043910 OR X20 < 0.998880 OR X32 < -0.000040],{'0.0': {'precision': 0.8767123287671232; 'recall': 0.6213592233009708; 'f1-score': 0.7272727272727272; 'support': 103}; '1.0': {'precision': 0.8160377358490566; 'recall': 0.9505494505494505; 'f1-score': 0.8781725888324872; 'support': 182}; 'accuracy': 0.8315789473684211; 'macro avg': {'precision': 0.8463750323080899; 'recall': 0.7859543369252107; 'f1-score': 0.8027226580526072; 'support': 285}; 'weighted avg': {'precision': 0.8379657466229544; 'recall': 0.8315789473684211; 'f1-score': 0.8236368493915914; 'support': 285}},{'0.0': {'precision': 1.0; 'recall': 0.36363636363636365; 'f1-score': 0.5333333333333333; 'support': 11}; '1.0': {'precision': 0.7407407407407407; 'recall': 1.0; 'f1-score': 0.851063829787234; 'support': 20}; 'accuracy': 0.7741935483870968; 'macro avg': {'precision': 0.8703703703703703; 'recall': 0.6818181818181819; 'f1-score': 0.6921985815602837; 'support': 31}; 'weighted avg': {'precision': 0.8327359617682197; 'recall': 0.7741935483870968; 'f1-score': 0.738320750400366; 'support': 31}}
10,3,CNF,0,284,32,2,[142; 142],222,117.562853,0.906250,8,[X12 >= 0.354740 OR X12 < -0.076515 OR X14 >= 0.239955 OR X33 < -0.000030] AND [X16 < -0.054150 OR X21 < -0.001400 OR X26 < 0.999945] AND [X2 >= 0.190280],{'0.0': {'precision': 0.9885057471264368; 'recall': 0.8349514563106796; 'f1-score': 0.9052631578947368; 'support': 103}; '1.0': {'precision': 0.9137055837563451; 'recall': 0.994475138121547; 'f1-score': 0.9523809523809524; 'support': 181}; 'accuracy': 0.9366197183098591; 'macro avg': {'precision': 0.951105665441391; 'recall': 0.9147132972161133; 'f1-score': 0.9288220551378445; 'support': 284}; 'weighted avg': {'precision': 0.9408338120208503; 'recall': 0.9366197183098591; 'f1-score': 0.9352924564933459; 'support': 284}},{'0.0': {'precision': 0.9; 'recall': 0.8181818181818182; 'f1-score': 0.8571428571428572; 'support': 11}; '1.0': {'precision': 0.9090909090909091; 'recall': 0.9523809523809523; 'f1-score': 0.9302325581395349; 'support': 21}; 'accuracy': 0.90625; 'macro avg': {'precision': 0.9045454545454545; 'recall': 0.8852813852813852; 'f1-score': 0.893687707641196; 'support': 32}; 'weighted avg': {'precision': 0.9059659090909091; 'recall': 0.90625; 'f1-score': 0.905107973421927; 'support': 32}}
10,3,CNF,1,284,32,2,[142; 142],222,28.141739,0.875000,7,[X16 < -0.054150 OR X21 < -0.001400 OR X26 < 0.999945] AND [X4 >= 0.418075 OR X5 >= 0.001010 OR X22 >= 0.186570] AND [X2 >= 0.190280],{'0.0': {'precision': 0.9772727272727273; 'recall': 0.8349514563106796; 'f1-score': 0.9005235602094241; 'support': 103}; '1.0': {'precision': 0.9132653061224489; 'recall': 0.988950276243094; 'f1-score': 0.9496021220159152; 'support': 181}; 'accuracy': 0.9330985915492958; 'macro avg': {'precision': 0.9452690166975881; 'recall': 0.9119508662768867; 'f1-score': 0.9250628411126697; 'support': 284}; 'weighted avg': {'precision': 0.9364792652015991; 'recall': 0.9330985915492958; 'f1-score': 0.9318025027691951; 'support': 284}},{'0.0': {'precision': 0.8888888888888888; 'recall': 0.7272727272727273; 'f1-score': 0.7999999999999999; 'support': 11}; '1.0': {'precision': 0.8695652173913043; 'recall': 0.9523809523809523; 'f1-score': 0.909090909090909; 'support': 21}; 'accuracy': 0.875; 'macro avg': {'precision': 0.8792270531400965; 'recall': 0.8398268398268398; 'f1-score': 0.8545454545454545; 'support': 32}; 'weighted avg': {'precision': 0.876207729468599; 'recall': 0.875; 'f1-score': 0.8715909090909089; 'support': 32}}
10,3,CNF,2,284,32,2,[142; 142],222,80.172419,0.843750,9,[X7 >= 0.000985 OR X20 >= 0.072060] AND [X4 >= 0.418075 OR X22 >= 0.186570 OR X28 >= 0.067790] AND [X5 < -0.000715 OR X10 < -0.010580 OR X16 < -0.054150 OR X26 < 0.999945],{'0.0': {'precision': 0.9418604651162791; 'recall': 0.7941176470588235; 'f1-score': 0.8617021276595744; 'support': 102}; '1.0': {'precision': 0.8939393939393939; 'recall': 0.9725274725274725; 'f1-score': 0.9315789473684211; 'support': 182}; 'accuracy': 0.9084507042253521; 'macro avg': {'precision': 0.9178999295278365; 'recall': 0.883322559793148; 'f1-score': 0.8966405375139977; 'support': 284}; 'weighted avg': {'precision': 0.9111504828832047; 'recall': 0.9084507042253521; 'f1-score': 0.9064823431067931; 'support': 284}},{'0.0': {'precision': 0.8181818181818182; 'recall': 0.75; 'f1-score': 0.7826086956521738; 'support': 12}; '1.0': {'precision': 0.8571428571428571; 'recall': 0.9; 'f1-score': 0.8780487804878048; 'support': 20}; 'accuracy': 0.84375; 'macro avg': {'precision': 0.8376623376623377; 'recall': 0.825; 'f1-score': 0.8303287380699893; 'support': 32}; 'weighted avg': {'precision': 0.8425324675324675; 'recall': 0.84375; 'f1-score': 0.8422587486744432; 'support': 32}}
10,3,CNF,3,284,32,2,[142; 142],222,127.025450,0.843750,8,[X7 >= 0.000985 OR X26 < 0.999945] AND [X4 >= 0.418075 OR X22 >= 0.186570] AND [X5 >= -0.217515 OR X16 < -0.054150 OR X21 < -0.967980 OR X32 >= 0.994855],{'0.0': {'precision': 0.9340659340659341; 'recall': 0.8333333333333334; 'f1-score': 0.8808290155440415; 'support': 102}; '1.0': {'precision': 0.9119170984455959; 'recall': 0.967032967032967; 'f1-score': 0.9386666666666666; 'support': 182}; 'accuracy': 0.9190140845070423; 'macro avg': {'precision': 0.9229915162557649; 'recall': 0.9001831501831502; 'f1-score': 0.9097478411053541; 'support': 284}; 'weighted avg': {'precision': 0.9198719619430413; 'recall': 0.9190140845070423; 'f1-score': 0.9178939891507942; 'support': 284}},{'0.0': {'precision': 0.7692307692307693; 'recall': 0.8333333333333334; 'f1-score': 0.8; 'support': 12}; '1.0': {'precision': 0.8947368421052632; 'recall': 0.85; 'f1-score': 0.8717948717948718; 'support': 20}; 'accuracy': 0.84375; 'macro avg': {'precision': 0.8319838056680162; 'recall': 0.8416666666666667; 'f1-score': 0.8358974358974359; 'support': 32}; 'weighted avg': {'precision': 0.8476720647773279; 'recall': 0.84375; 'f1-score': 0.844871794871795; 'support': 32}}
10,3,CNF,4,284,32,2,[142; 142],222,9.124802,0.843750,6,[X4 < 0.995175 OR X21 < -0.001400 OR X26 < 0.999945] AND [X2 >= 0.190280 OR X16 >= 0.292070] AND [X4 >= 0.041440],{'0.0': {'precision': 0.9777777777777777; 'recall': 0.8627450980392157; 'f1-score': 0.9166666666666665; 'support': 102}; '1.0': {'precision': 0.9278350515463918; 'recall': 0.989010989010989; 'f1-score': 0.9574468085106383; 'support': 182}; 'accuracy': 0.9436619718309859; 'macro avg': {'precision': 0.9528064146620847; 'recall': 0.9258780435251024; 'f1-score': 0.9370567375886525; 'support': 284}; 'weighted avg': {'precision': 0.9457722278689319; 'recall': 0.9436619718309859; 'f1-score': 0.9428004195385077; 'support': 284}},{'0.0': {'precision': 1.0; 'recall': 0.5833333333333334; 'f1-score': 0.7368421052631579; 'support': 12}; '1.0': {'precision': 0.8; 'recall': 1.0; 'f1-score': 0.888888888888889; 'support': 20}; 'accuracy': 0.84375; 'macro avg': {'precision': 0.9; 'recall': 0.7916666666666667; 'f1-score': 0.8128654970760234; 'support': 32}; 'weighted avg': {'precision': 0.875; 'recall': 0.84375; 'f1-score': 0.8318713450292398; 'support': 32}}
10,3,CNF,5,284,32,2,[142; 142],222,110.001059,0.875000,7,[X11 >= 0.001845 OR X16 >= 0.292070] AND [X4 >= 0.418075 OR X22 >= 0.186570] AND [X4 < 0.995175 OR X16 < 0.998150 OR X26 < 0.999945],{'0.0': {'precision': 0.9278350515463918; 'recall': 0.8823529411764706; 'f1-score': 0.9045226130653266; 'support': 102}; '1.0': {'precision': 0.9358288770053476; 'recall': 0.9615384615384616; 'f1-score': 0.948509485094851; 'support': 182}; 'accuracy': 0.9330985915492958; 'macro avg': {'precision': 0.9318319642758697; 'recall': 0.9219457013574661; 'f1-score': 0.9265160490800888; 'support': 284}; 'weighted avg': {'precision': 0.9329578551855817; 'recall': 0.9330985915492958; 'f1-score': 0.9327113831687542; 'support': 284}},{'0.0': {'precision': 0.8333333333333334; 'recall': 0.8333333333333334; 'f1-score': 0.8333333333333334; 'support': 12}; '1.0': {'precision': 0.9; 'recall': 0.9; 'f1-score': 0.9; 'support': 20}; 'accuracy': 0.875; 'macro avg': {'precision': 0.8666666666666667; 'recall': 0.8666666666666667; 'f1-score': 0.8666666666666667; 'support': 32}; 'weighted avg': {'precision': 0.875; 'recall': 0.875; 'f1-score': 0.875; 'support': 32}}
10,3,CNF,6,285,31,2,[142; 143],222,57.851704,0.870968,6,[X14 >= 0.239955 OR X18 < -0.043910 OR X22 >= 0.186570] AND [X2 >= 0.190280] AND [X12 < -0.969410 OR X26 < 0.999945],{'0.0': {'precision': 0.9019607843137255; 'recall': 0.8932038834951457; 'f1-score': 0.8975609756097561; 'support': 103}; '1.0': {'precision': 0.9398907103825137; 'recall': 0.945054945054945; 'f1-score': 0.9424657534246575; 'support': 182}; 'accuracy': 0.9263157894736842; 'macro avg': {'precision': 0.9209257473481196; 'recall': 0.9191294142750454; 'f1-score': 0.9200133645172068; 'support': 285}; 'weighted avg': {'precision': 0.9261827020137937; 'recall': 0.9263157894736842; 'f1-score': 0.9262370091617284; 'support': 285}},{'0.0': {'precision': 0.8181818181818182; 'recall': 0.8181818181818182; 'f1-score': 0.8181818181818182; 'support': 11}; '1.0': {'precision': 0.9; 'recall': 0.9; 'f1-score': 0.9; 'support': 20}; 'accuracy': 0.8709677419354839; 'macro avg': {'precision': 0.8590909090909091; 'recall': 0.8590909090909091; 'f1-score': 0.8590909090909091; 'support': 31}; 'weighted avg': {'precision': 0.8709677419354839; 'recall': 0.8709677419354839; 'f1-score': 0.8709677419354839; 'support': 31}}
10,3,CNF,7,285,31,2,[142; 143],222,22.954756,0.935484,7,[X4 >= 0.418075 OR X7 >= 0.000985] AND [X4 < 0.995175 OR X10 < 0.999100 OR X26 < 0.999945] AND [X11 >= 0.001845 OR X16 >= 0.292070],{'0.0': {'precision': 0.925531914893617; 'recall': 0.8446601941747572; 'f1-score': 0.883248730964467; 'support': 103}; '1.0': {'precision': 0.9162303664921466; 'recall': 0.9615384615384616; 'f1-score': 0.9383378016085792; 'support': 182}; 'accuracy': 0.9192982456140351; 'macro avg': {'precision': 0.9208811406928818; 'recall': 0.9030993278566094; 'f1-score': 0.910793266286523; 'support': 285}; 'weighted avg': {'precision': 0.9195919787214499; 'recall': 0.9192982456140351; 'f1-score': 0.9184284181828123; 'support': 285}},{'0.0': {'precision': 0.9090909090909091; 'recall': 0.9090909090909091; 'f1-score': 0.9090909090909091; 'support': 11}; '1.0': {'precision': 0.95; 'recall': 0.95; 'f1-score': 0.9500000000000001; 'support': 20}; 'accuracy': 0.9354838709677419; 'macro avg': {'precision': 0.9295454545454545; 'recall': 0.9295454545454545; 'f1-score': 0.9295454545454546; 'support': 31}; 'weighted avg': {'precision': 0.9354838709677419; 'recall': 0.9354838709677419; 'f1-score': 0.9354838709677419; 'support': 31}}
