lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
5,2,CNF,8,461,51,7,[65; 66],122,0.499624,0.941176,9,[X3 >= 696.250000 OR X10 >= 0.547850 OR X22 >= 101.650000 OR X23 >= 884.550000 OR X27 >= 0.142350 OR X28 >= 0.357100] AND [X5 < 0.102150 OR X20 >= 18.225000 OR X24 >= 0.136150],{'0.0': {'precision': 0.98046875; 'recall': 0.8685121107266436; 'f1-score': 0.9211009174311927; 'support': 289}; '1.0': {'precision': 0.8146341463414634; 'recall': 0.9709302325581395; 'f1-score': 0.8859416445623343; 'support': 172}; 'accuracy': 0.9067245119305857; 'macro avg': {'precision': 0.8975514481707316; 'recall': 0.9197211716423915; 'f1-score': 0.9035212809967634; 'support': 461}; 'weighted avg': {'precision': 0.9185955356198084; 'recall': 0.9067245119305857; 'f1-score': 0.9079829240831588; 'support': 461}},{'0.0': {'precision': 1.0; 'recall': 0.90625; 'f1-score': 0.9508196721311475; 'support': 32}; '1.0': {'precision': 0.8636363636363636; 'recall': 1.0; 'f1-score': 0.9268292682926829; 'support': 19}; 'accuracy': 0.9411764705882353; 'macro avg': {'precision': 0.9318181818181819; 'recall': 0.953125; 'f1-score': 0.9388244702119152; 'support': 51}; 'weighted avg': {'precision': 0.9491978609625668; 'recall': 0.9411764705882353; 'f1-score': 0.9418820707011313; 'support': 51}}
5,2,CNF,9,461,51,7,[65; 66],122,0.441146,0.941176,12,[X7 >= 0.051420 OR X10 >= 0.547850 OR X13 >= 53.780000 OR X21 >= 29.295000 OR X27 >= 0.175750] AND [X0 >= 13.095000 OR X6 >= 0.119200 OR X13 >= 53.780000 OR X20 >= 16.795000 OR X23 >= 884.550000 OR X27 >= 0.175750 OR X28 >= 0.357100],{'0.0': {'precision': 0.9632352941176471; 'recall': 0.9065743944636678; 'f1-score': 0.9340463458110517; 'support': 289}; '1.0': {'precision': 0.8571428571428571; 'recall': 0.9418604651162791; 'f1-score': 0.8975069252077562; 'support': 172}; 'accuracy': 0.9197396963123644; 'macro avg': {'precision': 0.9101890756302521; 'recall': 0.9242174297899735; 'f1-score': 0.9157766355094039; 'support': 461}; 'weighted avg': {'precision': 0.9236519987604587; 'recall': 0.9197396963123644; 'f1-score': 0.9204134166488677; 'support': 461}},{'0.0': {'precision': 1.0; 'recall': 0.90625; 'f1-score': 0.9508196721311475; 'support': 32}; '1.0': {'precision': 0.8636363636363636; 'recall': 1.0; 'f1-score': 0.9268292682926829; 'support': 19}; 'accuracy': 0.9411764705882353; 'macro avg': {'precision': 0.9318181818181819; 'recall': 0.953125; 'f1-score': 0.9388244702119152; 'support': 51}; 'weighted avg': {'precision': 0.9491978609625668; 'recall': 0.9411764705882353; 'f1-score': 0.9418820707011313; 'support': 51}}
5,2,CNF,0,460,52,3,[153; 154],122,0.586880,0.980769,8,[X12 >= 5.131000 OR X20 >= 16.795000 OR X22 >= 117.450000 OR X26 >= 0.366300 OR X27 >= 0.175750] AND [X13 >= 53.780000 OR X21 >= 23.350000 OR X24 >= 0.136150],{'0.0': {'precision': 0.968421052631579; 'recall': 0.9550173010380623; 'f1-score': 0.9616724738675959; 'support': 289}; '1.0': {'precision': 0.9257142857142857; 'recall': 0.9473684210526315; 'f1-score': 0.9364161849710982; 'support': 171}; 'accuracy': 0.9521739130434783; 'macro avg': {'precision': 0.9470676691729323; 'recall': 0.9511928610453468; 'f1-score': 0.9490443294193471; 'support': 460}; 'weighted avg': {'precision': 0.9525452762340634; 'recall': 0.9521739130434783; 'f1-score': 0.9522837229952023; 'support': 460}},{'0.0': {'precision': 0.9696969696969697; 'recall': 1.0; 'f1-score': 0.9846153846153847; 'support': 32}; '1.0': {'precision': 1.0; 'recall': 0.95; 'f1-score': 0.9743589743589743; 'support': 20}; 'accuracy': 0.9807692307692307; 'macro avg': {'precision': 0.9848484848484849; 'recall': 0.975; 'f1-score': 0.9794871794871796; 'support': 52}; 'weighted avg': {'precision': 0.9813519813519813; 'recall': 0.9807692307692307; 'f1-score': 0.9806706114398422; 'support': 52}}
5,2,CNF,1,460,52,3,[153; 154],122,0.557113,0.903846,7,[X3 >= 696.250000 OR X7 >= 0.079005 OR X13 >= 31.285000 OR X22 >= 117.450000 OR X28 >= 0.357100] AND [X23 >= 884.550000 OR X27 >= 0.109550],{'0.0': {'precision': 0.9717314487632509; 'recall': 0.9548611111111112; 'f1-score': 0.9632224168126096; 'support': 288}; '1.0': {'precision': 0.9265536723163842; 'recall': 0.9534883720930233; 'f1-score': 0.9398280802292264; 'support': 172}; 'accuracy': 0.9543478260869566; 'macro avg': {'precision': 0.9491425605398176; 'recall': 0.9541747416020672; 'f1-score': 0.951525248520918; 'support': 460}; 'weighted avg': {'precision': 0.9548388888744225; 'recall': 0.9543478260869566; 'f1-score': 0.954474969220562; 'support': 460}},{'0.0': {'precision': 0.9375; 'recall': 0.9090909090909091; 'f1-score': 0.923076923076923; 'support': 33}; '1.0': {'precision': 0.85; 'recall': 0.8947368421052632; 'f1-score': 0.8717948717948718; 'support': 19}; 'accuracy': 0.9038461538461539; 'macro avg': {'precision': 0.89375; 'recall': 0.9019138755980861; 'f1-score': 0.8974358974358974; 'support': 52}; 'weighted avg': {'precision': 0.9055288461538461; 'recall': 0.9038461538461539; 'f1-score': 0.9043392504930966; 'support': 52}}
5,2,CNF,2,461,51,3,[153; 154],122,0.322306,0.901961,11,[X6 >= 0.119200 OR X8 >= 0.208650 OR X12 >= 5.131000 OR X23 >= 1214.000000 OR X24 >= 0.136150] AND [X2 >= 98.755000 OR X20 >= 18.225000 OR X21 >= 29.295000 OR X22 >= 105.950000 OR X23 >= 884.550000 OR X27 >= 0.175750],{'0.0': {'precision': 0.9620689655172414; 'recall': 0.9653979238754326; 'f1-score': 0.9637305699481865; 'support': 289}; '1.0': {'precision': 0.9415204678362573; 'recall': 0.936046511627907; 'f1-score': 0.9387755102040817; 'support': 172}; 'accuracy': 0.9544468546637744; 'macro avg': {'precision': 0.9517947166767493; 'recall': 0.9507222177516698; 'f1-score': 0.9512530400761341; 'support': 461}; 'weighted avg': {'precision': 0.9544022809160934; 'recall': 0.9544468546637744; 'f1-score': 0.9544197884384554; 'support': 461}},{'0.0': {'precision': 0.9090909090909091; 'recall': 0.9375; 'f1-score': 0.923076923076923; 'support': 32}; '1.0': {'precision': 0.8888888888888888; 'recall': 0.8421052631578947; 'f1-score': 0.8648648648648649; 'support': 19}; 'accuracy': 0.9019607843137255; 'macro avg': {'precision': 0.898989898989899; 'recall': 0.8898026315789473; 'f1-score': 0.8939708939708939; 'support': 51}; 'weighted avg': {'precision': 0.9015646662705487; 'recall': 0.9019607843137255; 'f1-score': 0.901390077860666; 'support': 51}}
5,2,CNF,3,461,51,3,[153; 154],122,0.429509,0.941176,8,[X2 >= 98.755000 OR X6 >= 0.089420 OR X10 >= 0.547850 OR X20 >= 16.795000] AND [X13 >= 53.780000 OR X19 < 0.003116 OR X23 >= 884.550000 OR X27 >= 0.175750],{'0.0': {'precision': 0.9652777777777778; 'recall': 0.9619377162629758; 'f1-score': 0.9636048526863085; 'support': 289}; '1.0': {'precision': 0.9364161849710982; 'recall': 0.9418604651162791; 'f1-score': 0.9391304347826087; 'support': 172}; 'accuracy': 0.9544468546637744; 'macro avg': {'precision': 0.950846981374438; 'recall': 0.9518990906896274; 'f1-score': 0.9513676437344586; 'support': 461}; 'weighted avg': {'precision': 0.9545094611557629; 'recall': 0.9544468546637744; 'f1-score': 0.954473399585579; 'support': 461}},{'0.0': {'precision': 0.9393939393939394; 'recall': 0.96875; 'f1-score': 0.9538461538461539; 'support': 32}; '1.0': {'precision': 0.9444444444444444; 'recall': 0.8947368421052632; 'f1-score': 0.918918918918919; 'support': 19}; 'accuracy': 0.9411764705882353; 'macro avg': {'precision': 0.9419191919191919; 'recall': 0.9317434210526316; 'f1-score': 0.9363825363825364; 'support': 51}; 'weighted avg': {'precision': 0.9412755000990295; 'recall': 0.9411764705882353; 'f1-score': 0.9408340467163996; 'support': 51}}
5,2,CNF,4,461,51,3,[153; 154],122,0.332618,0.921569,8,[X0 >= 15.045000 OR X6 >= 0.119200 OR X10 >= 0.547850 OR X12 >= 5.131000 OR X23 >= 884.550000] AND [X13 >= 53.780000 OR X21 >= 23.350000 OR X27 >= 0.175750],{'0.0': {'precision': 0.9591836734693877; 'recall': 0.9757785467128027; 'f1-score': 0.967409948542024; 'support': 289}; '1.0': {'precision': 0.9580838323353293; 'recall': 0.9302325581395349; 'f1-score': 0.943952802359882; 'support': 172}; 'accuracy': 0.9587852494577006; 'macro avg': {'precision': 0.9586337529023585; 'recall': 0.9530055524261688; 'f1-score': 0.955681375450953; 'support': 461}; 'weighted avg': {'precision': 0.9587733205950754; 'recall': 0.9587852494577006; 'f1-score': 0.9586580415066044; 'support': 461}},{'0.0': {'precision': 0.9375; 'recall': 0.9375; 'f1-score': 0.9375; 'support': 32}; '1.0': {'precision': 0.8947368421052632; 'recall': 0.8947368421052632; 'f1-score': 0.8947368421052632; 'support': 19}; 'accuracy': 0.9215686274509803; 'macro avg': {'precision': 0.9161184210526316; 'recall': 0.9161184210526316; 'f1-score': 0.9161184210526316; 'support': 51}; 'weighted avg': {'precision': 0.9215686274509803; 'recall': 0.9215686274509803; 'f1-score': 0.9215686274509803; 'support': 51}}
5,2,CNF,5,461,51,3,[153; 154],122,0.394155,0.980392,5,[X20 >= 18.225000 OR X21 >= 23.350000 OR X27 >= 0.175750] AND [X23 >= 884.550000 OR X27 >= 0.142350],{'0.0': {'precision': 0.9724137931034482; 'recall': 0.9757785467128027; 'f1-score': 0.9740932642487047; 'support': 289}; '1.0': {'precision': 0.9590643274853801; 'recall': 0.9534883720930233; 'f1-score': 0.9562682215743439; 'support': 172}; 'accuracy': 0.9674620390455532; 'macro avg': {'precision': 0.9657390602944141; 'recall': 0.964633459402913; 'f1-score': 0.9651807429115242; 'support': 461}; 'weighted avg': {'precision': 0.9674330814194837; 'recall': 0.9674620390455532; 'f1-score': 0.9674427060274681; 'support': 461}},{'0.0': {'precision': 0.9696969696969697; 'recall': 1.0; 'f1-score': 0.9846153846153847; 'support': 32}; '1.0': {'precision': 1.0; 'recall': 0.9473684210526315; 'f1-score': 0.972972972972973; 'support': 19}; 'accuracy': 0.9803921568627451; 'macro avg': {'precision': 0.9848484848484849; 'recall': 0.9736842105263157; 'f1-score': 0.9787941787941788; 'support': 51}; 'weighted avg': {'precision': 0.9809863339275104; 'recall': 0.9803921568627451; 'f1-score': 0.9802780155721332; 'support': 51}}
5,2,CNF,6,461,51,3,[153; 154],122,0.386533,0.882353,9,[X10 >= 0.547850 OR X21 >= 29.295000 OR X27 >= 0.175750 OR X28 >= 0.280650] AND [X0 >= 15.045000 OR X7 >= 0.051420 OR X10 >= 0.420250 OR X20 >= 18.225000 OR X22 >= 117.450000],{'0.0': {'precision': 0.9710144927536232; 'recall': 0.9273356401384083; 'f1-score': 0.9486725663716814; 'support': 289}; '1.0': {'precision': 0.8864864864864865; 'recall': 0.9534883720930233; 'f1-score': 0.9187675070028012; 'support': 172}; 'accuracy': 0.9370932754880694; 'macro avg': {'precision': 0.9287504896200549; 'recall': 0.9404120061157157; 'f1-score': 0.9337200366872414; 'support': 461}; 'weighted avg': {'precision': 0.9394769285932165; 'recall': 0.9370932754880694; 'f1-score': 0.9375149303381729; 'support': 461}},{'0.0': {'precision': 0.9333333333333333; 'recall': 0.875; 'f1-score': 0.9032258064516129; 'support': 32}; '1.0': {'precision': 0.8095238095238095; 'recall': 0.8947368421052632; 'f1-score': 0.8500000000000001; 'support': 19}; 'accuracy': 0.8823529411764706; 'macro avg': {'precision': 0.8714285714285714; 'recall': 0.8848684210526316; 'f1-score': 0.8766129032258065; 'support': 51}; 'weighted avg': {'precision': 0.8872082166199813; 'recall': 0.8823529411764706; 'f1-score': 0.8833965844402277; 'support': 51}}
5,2,CNF,7,461,51,3,[153; 154],122,0.387626,0.921569,8,[X3 >= 696.250000 OR X10 >= 0.547850 OR X20 >= 16.795000 OR X27 >= 0.175750] AND [X7 >= 0.079005 OR X21 >= 23.350000 OR X26 >= 0.366300 OR X29 >= 0.092790],{'0.0': {'precision': 0.9629629629629629; 'recall': 0.9896193771626297; 'f1-score': 0.9761092150170648; 'support': 289}; '1.0': {'precision': 0.9817073170731707; 'recall': 0.936046511627907; 'f1-score': 0.9583333333333333; 'support': 172}; 'accuracy': 0.9696312364425163; 'macro avg': {'precision': 0.9723351400180669; 'recall': 0.9628329443952683; 'f1-score': 0.9672212741751991; 'support': 461}; 'weighted avg': {'precision': 0.9699565180756653; 'recall': 0.9696312364425163; 'f1-score': 0.969476998857408; 'support': 461}},{'0.0': {'precision': 0.9117647058823529; 'recall': 0.96875; 'f1-score': 0.9393939393939394; 'support': 32}; '1.0': {'precision': 0.9411764705882353; 'recall': 0.8421052631578947; 'f1-score': 0.8888888888888888; 'support': 19}; 'accuracy': 0.9215686274509803; 'macro avg': {'precision': 0.9264705882352942; 'recall': 0.9054276315789473; 'f1-score': 0.9141414141414141; 'support': 51}; 'weighted avg': {'precision': 0.9227220299884661; 'recall': 0.9215686274509803; 'f1-score': 0.9205783323430382; 'support': 51}}
5,2,CNF,8,461,51,3,[153; 154],122,0.994006,0.921569,7,[X21 >= 29.295000 OR X23 >= 1214.000000 OR X25 >= 0.281050 OR X27 >= 0.142350] AND [X3 >= 696.250000 OR X20 >= 16.795000 OR X27 >= 0.175750],{'0.0': {'precision': 0.9444444444444444; 'recall': 1.0; 'f1-score': 0.9714285714285714; 'support': 289}; '1.0': {'precision': 1.0; 'recall': 0.9011627906976745; 'f1-score': 0.9480122324159022; 'support': 172}; 'accuracy': 0.9631236442516269; 'macro avg': {'precision': 0.9722222222222222; 'recall': 0.9505813953488372; 'f1-score': 0.9597204019222367; 'support': 461}; 'weighted avg': {'precision': 0.9651723306820921; 'recall': 0.9631236442516269; 'f1-score': 0.962691889627749; 'support': 461}},{'0.0': {'precision': 0.8888888888888888; 'recall': 1.0; 'f1-score': 0.9411764705882353; 'support': 32}; '1.0': {'precision': 1.0; 'recall': 0.7894736842105263; 'f1-score': 0.8823529411764706; 'support': 19}; 'accuracy': 0.9215686274509803; 'macro avg': {'precision': 0.9444444444444444; 'recall': 0.8947368421052632; 'f1-score': 0.9117647058823529; 'support': 51}; 'weighted avg': {'precision': 0.9302832244008714; 'recall': 0.9215686274509803; 'f1-score': 0.9192618223760093; 'support': 51}}
5,2,CNF,9,461,51,3,[153; 154],122,0.514979,0.980392,7,[X3 >= 696.250000 OR X20 >= 16.795000 OR X26 >= 0.366300] AND [X1 >= 18.635000 OR X20 >= 18.225000 OR X21 >= 29.295000 OR X23 >= 1214.000000],{'0.0': {'precision': 0.9522184300341296; 'recall': 0.9653979238754326; 'f1-score': 0.9587628865979381; 'support': 289}; '1.0': {'precision': 0.9404761904761905; 'recall': 0.9186046511627907; 'f1-score': 0.9294117647058823; 'support': 172}; 'accuracy': 0.9479392624728851; 'macro avg': {'precision': 0.9463473102551601; 'recall': 0.9420012875191116; 'f1-score': 0.9440873256519102; 'support': 461}; 'weighted avg': {'precision': 0.9478373775309505; 'recall': 0.9479392624728851; 'f1-score': 0.9478119257184725; 'support': 461}},{'0.0': {'precision': 1.0; 'recall': 0.96875; 'f1-score': 0.9841269841269841; 'support': 32}; '1.0': {'precision': 0.95; 'recall': 1.0; 'f1-score': 0.9743589743589743; 'support': 19}; 'accuracy': 0.9803921568627451; 'macro avg': {'precision': 0.975; 'recall': 0.984375; 'f1-score': 0.9792429792429792; 'support': 51}; 'weighted avg': {'precision': 0.9813725490196078; 'recall': 0.9803921568627451; 'f1-score': 0.9804879216643922; 'support': 51}}
5,2,DNF,0,460,52,57,[8; 9],122,1.606526,0.846154,6,[X1 >= 18.635000 AND X3 >= 529.800000] OR [X0 < 13.095000 AND X0 >= 13.095000 AND X1 < 18.635000 AND X5 >= 0.102150],{'0.0': {'precision': 0.8653198653198653; 'recall': 0.889273356401384; 'f1-score': 0.8771331058020478; 'support': 289}; '1.0': {'precision': 0.803680981595092; 'recall': 0.7660818713450293; 'f1-score': 0.784431137724551; 'support': 171}; 'accuracy': 0.8434782608695652; 'macro avg': {'precision': 0.8345004234574787; 'recall': 0.8276776138732067; 'f1-score': 0.8307821217632994; 'support': 460}; 'weighted avg': {'precision': 0.8424062802830474; 'recall': 0.8434782608695652; 'f1-score': 0.8426721567993262; 'support': 460}},{'0.0': {'precision': 0.8333333333333334; 'recall': 0.9375; 'f1-score': 0.8823529411764706; 'support': 32}; '1.0': {'precision': 0.875; 'recall': 0.7; 'f1-score': 0.7777777777777777; 'support': 20}; 'accuracy': 0.8461538461538461; 'macro avg': {'precision': 0.8541666666666667; 'recall': 0.81875; 'f1-score': 0.8300653594771241; 'support': 52}; 'weighted avg': {'precision': 0.8493589743589745; 'recall': 0.8461538461538461; 'f1-score': 0.8421317244846657; 'support': 52}}
5,2,DNF,1,460,52,57,[8; 9],122,1.502591,0.884615,6,[X0 >= 15.045000 AND X4 >= 0.089465 AND X6 >= 0.069225] OR [X1 >= 18.635000 AND X20 >= 14.905000 AND X22 >= 101.650000],{'0.0': {'precision': 0.9507042253521126; 'recall': 0.9375; 'f1-score': 0.9440559440559442; 'support': 288}; '1.0': {'precision': 0.8977272727272727; 'recall': 0.9186046511627907; 'f1-score': 0.9080459770114941; 'support': 172}; 'accuracy': 0.9304347826086956; 'macro avg': {'precision': 0.9242157490396927; 'recall': 0.9280523255813953; 'f1-score': 0.9260509605337192; 'support': 460}; 'weighted avg': {'precision': 0.9308954517619552; 'recall': 0.9304347826086956; 'f1-score': 0.9305913476828019; 'support': 460}},{'0.0': {'precision': 0.8857142857142857; 'recall': 0.9393939393939394; 'f1-score': 0.9117647058823529; 'support': 33}; '1.0': {'precision': 0.8823529411764706; 'recall': 0.7894736842105263; 'f1-score': 0.8333333333333333; 'support': 19}; 'accuracy': 0.8846153846153846; 'macro avg': {'precision': 0.8840336134453781; 'recall': 0.8644338118022329; 'f1-score': 0.8725490196078431; 'support': 52}; 'weighted avg': {'precision': 0.8844861021331609; 'recall': 0.8846153846153846; 'f1-score': 0.8831070889894419; 'support': 52}}
5,2,DNF,2,461,51,57,[8; 9],122,1.431622,0.862745,5,[X0 >= 15.045000 AND X1 >= 18.635000 AND X6 >= 0.069225] OR [X0 >= 17.880000 AND X7 >= 0.026805],{'0.0': {'precision': 0.8376811594202899; 'recall': 1.0; 'f1-score': 0.9116719242902209; 'support': 289}; '1.0': {'precision': 1.0; 'recall': 0.6744186046511628; 'f1-score': 0.8055555555555556; 'support': 172}; 'accuracy': 0.8785249457700651; 'macro avg': {'precision': 0.9188405797101449; 'recall': 0.8372093023255813; 'f1-score': 0.8586137399228883; 'support': 461}; 'weighted avg': {'precision': 0.8982426357320256; 'recall': 0.8785249457700651; 'f1-score': 0.8720796999467015; 'support': 461}},{'0.0': {'precision': 0.8205128205128205; 'recall': 1.0; 'f1-score': 0.9014084507042254; 'support': 32}; '1.0': {'precision': 1.0; 'recall': 0.631578947368421; 'f1-score': 0.7741935483870968; 'support': 19}; 'accuracy': 0.8627450980392157; 'macro avg': {'precision': 0.9102564102564102; 'recall': 0.8157894736842105; 'f1-score': 0.837800999545661; 'support': 51}; 'weighted avg': {'precision': 0.8873805932629462; 'recall': 0.8627450980392157; 'f1-score': 0.8540146635664715; 'support': 51}}
5,2,DNF,3,461,51,57,[8; 9],122,1.501684,0.921569,7,[X0 >= 15.045000 AND X6 >= 0.089420] OR [X0 >= 13.095000 AND X1 >= 18.635000 AND X2 >= 85.250000 AND X4 >= 0.089465 AND X6 >= 0.069225],{'0.0': {'precision': 0.896551724137931; 'recall': 0.9896193771626297; 'f1-score': 0.9407894736842105; 'support': 289}; '1.0': {'precision': 0.9788732394366197; 'recall': 0.8081395348837209; 'f1-score': 0.8853503184713376; 'support': 172}; 'accuracy': 0.9219088937093276; 'macro avg': {'precision': 0.9377124817872754; 'recall': 0.8988794560231753; 'f1-score': 0.9130698960777741; 'support': 461}; 'weighted avg': {'precision': 0.9272660422103269; 'recall': 0.9219088937093276; 'f1-score': 0.9201050166416636; 'support': 461}},{'0.0': {'precision': 0.8888888888888888; 'recall': 1.0; 'f1-score': 0.9411764705882353; 'support': 32}; '1.0': {'precision': 1.0; 'recall': 0.7894736842105263; 'f1-score': 0.8823529411764706; 'support': 19}; 'accuracy': 0.9215686274509803; 'macro avg': {'precision': 0.9444444444444444; 'recall': 0.8947368421052632; 'f1-score': 0.9117647058823529; 'support': 51}; 'weighted avg': {'precision': 0.9302832244008714; 'recall': 0.9215686274509803; 'f1-score': 0.9192618223760093; 'support': 51}}
5,2,DNF,4,461,51,57,[8; 9],122,1.681081,0.941176,6,[X0 >= 15.045000 AND X6 >= 0.069225 AND X7 >= 0.026805] OR [X0 < 13.095000 AND X0 >= 13.095000 AND X8 < 0.171550],{'0.0': {'precision': 0.8466076696165191; 'recall': 0.9930795847750865; 'f1-score': 0.9140127388535032; 'support': 289}; '1.0': {'precision': 0.9836065573770492; 'recall': 0.6976744186046512; 'f1-score': 0.8163265306122448; 'support': 172}; 'accuracy': 0.8828633405639913; 'macro avg': {'precision': 0.9151071134967841; 'recall': 0.8453770016898688; 'f1-score': 0.865169634732874; 'support': 461}; 'weighted avg': {'precision': 0.8977222220998405; 'recall': 0.8828633405639913; 'f1-score': 0.877565823848088; 'support': 461}},{'0.0': {'precision': 0.9142857142857143; 'recall': 1.0; 'f1-score': 0.955223880597015; 'support': 32}; '1.0': {'precision': 1.0; 'recall': 0.8421052631578947; 'f1-score': 0.9142857142857143; 'support': 19}; 'accuracy': 0.9411764705882353; 'macro avg': {'precision': 0.9571428571428571; 'recall': 0.9210526315789473; 'f1-score': 0.9347547974413646; 'support': 51}; 'weighted avg': {'precision': 0.9462184873949578; 'recall': 0.9411764705882353; 'f1-score': 0.939972406873197; 'support': 51}}
5,2,DNF,5,461,51,57,[8; 9],122,1.764476,0.882353,3,[X25 >= 0.281050] OR [X0 >= 15.045000 AND X7 >= 0.026805],{'0.0': {'precision': 0.9723320158102767; 'recall': 0.8512110726643599; 'f1-score': 0.9077490774907749; 'support': 289}; '1.0': {'precision': 0.7932692307692307; 'recall': 0.9593023255813954; 'f1-score': 0.868421052631579; 'support': 172}; 'accuracy': 0.8915401301518439; 'macro avg': {'precision': 0.8828006232897537; 'recall': 0.9052566991228777; 'f1-score': 0.8880850650611769; 'support': 461}; 'weighted avg': {'precision': 0.905523341131188; 'recall': 0.8915401301518439; 'f1-score': 0.8930757146365847; 'support': 461}},{'0.0': {'precision': 0.9333333333333333; 'recall': 0.875; 'f1-score': 0.9032258064516129; 'support': 32}; '1.0': {'precision': 0.8095238095238095; 'recall': 0.8947368421052632; 'f1-score': 0.8500000000000001; 'support': 19}; 'accuracy': 0.8823529411764706; 'macro avg': {'precision': 0.8714285714285714; 'recall': 0.8848684210526316; 'f1-score': 0.8766129032258065; 'support': 51}; 'weighted avg': {'precision': 0.8872082166199813; 'recall': 0.8823529411764706; 'f1-score': 0.8833965844402277; 'support': 51}}
5,2,DNF,6,461,51,57,[8; 9],122,1.694874,0.901961,8,[X0 < 15.045000 AND X0 >= 15.045000 AND X1 >= 18.635000 AND X4 >= 0.089465 AND X7 >= 0.026805] OR [X0 >= 13.095000 AND X3 >= 696.250000 AND X10 >= 0.193650],{'0.0': {'precision': 0.8757763975155279; 'recall': 0.9757785467128027; 'f1-score': 0.923076923076923; 'support': 289}; '1.0': {'precision': 0.9496402877697842; 'recall': 0.7674418604651163; 'f1-score': 0.8488745980707396; 'support': 172}; 'accuracy': 0.8980477223427332; 'macro avg': {'precision': 0.9127083426426561; 'recall': 0.8716102035889595; 'f1-score': 0.8859757605738313; 'support': 461}; 'weighted avg': {'precision': 0.9033351591722136; 'recall': 0.8980477223427332; 'f1-score': 0.8953918907535748; 'support': 461}},{'0.0': {'precision': 0.8648648648648649; 'recall': 1.0; 'f1-score': 0.927536231884058; 'support': 32}; '1.0': {'precision': 1.0; 'recall': 0.7368421052631579; 'f1-score': 0.8484848484848484; 'support': 19}; 'accuracy': 0.9019607843137255; 'macro avg': {'precision': 0.9324324324324325; 'recall': 0.868421052631579; 'f1-score': 0.8880105401844531; 'support': 51}; 'weighted avg': {'precision': 0.9152093269740329; 'recall': 0.9019607843137255; 'f1-score': 0.8980857165000388; 'support': 51}}
5,2,DNF,7,461,51,57,[8; 9],122,1.248613,0.921569,5,[X7 >= 0.051420] OR [X0 < 13.095000 AND X0 >= 13.095000 AND X1 < 18.635000 AND X6 >= 0.089420],{'0.0': {'precision': 0.9372822299651568; 'recall': 0.9307958477508651; 'f1-score': 0.9340277777777778; 'support': 289}; '1.0': {'precision': 0.8850574712643678; 'recall': 0.8953488372093024; 'f1-score': 0.8901734104046243; 'support': 172}; 'accuracy': 0.9175704989154013; 'macro avg': {'precision': 0.9111698506147623; 'recall': 0.9130723424800837; 'f1-score': 0.912100594091201; 'support': 461}; 'weighted avg': {'precision': 0.9177970705366628; 'recall': 0.9175704989154013; 'f1-score': 0.9176656276949525; 'support': 461}},{'0.0': {'precision': 0.9666666666666667; 'recall': 0.90625; 'f1-score': 0.9354838709677419; 'support': 32}; '1.0': {'precision': 0.8571428571428571; 'recall': 0.9473684210526315; 'f1-score': 0.9; 'support': 19}; 'accuracy': 0.9215686274509803; 'macro avg': {'precision': 0.9119047619047619; 'recall': 0.9268092105263157; 'f1-score': 0.917741935483871; 'support': 51}; 'weighted avg': {'precision': 0.9258636788048552; 'recall': 0.9215686274509803; 'f1-score': 0.9222643896268184; 'support': 51}}
5,2,DNF,8,461,51,57,[8; 9],122,1.261243,0.921569,4,[X20 >= 16.795000] OR [X1 >= 18.635000 AND X4 >= 0.089465 AND X26 >= 0.216400],{'0.0': {'precision': 0.9781021897810219; 'recall': 0.9273356401384083; 'f1-score': 0.9520426287744228; 'support': 289}; '1.0': {'precision': 0.8877005347593583; 'recall': 0.9651162790697675; 'f1-score': 0.9247910863509751; 'support': 172}; 'accuracy': 0.9414316702819957; 'macro avg': {'precision': 0.93290136227019; 'recall': 0.9462259596040878; 'f1-score': 0.938416857562699; 'support': 461}; 'weighted avg': {'precision': 0.9443731558033079; 'recall': 0.9414316702819957; 'f1-score': 0.9418750250936571; 'support': 461}},{'0.0': {'precision': 0.9375; 'recall': 0.9375; 'f1-score': 0.9375; 'support': 32}; '1.0': {'precision': 0.8947368421052632; 'recall': 0.8947368421052632; 'f1-score': 0.8947368421052632; 'support': 19}; 'accuracy': 0.9215686274509803; 'macro avg': {'precision': 0.9161184210526316; 'recall': 0.9161184210526316; 'f1-score': 0.9161184210526316; 'support': 51}; 'weighted avg': {'precision': 0.9215686274509803; 'recall': 0.9215686274509803; 'f1-score': 0.9215686274509803; 'support': 51}}
