lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
10,1,CNF,8,461,51,7,[65; 66],122,0.366338,0.921569,2,[X27 >= 0.142350 OR X28 >= 0.357100],{'0.0': {'precision': 0.9254237288135593; 'recall': 0.9446366782006921; 'f1-score': 0.934931506849315; 'support': 289}; '1.0': {'precision': 0.9036144578313253; 'recall': 0.872093023255814; 'f1-score': 0.8875739644970415; 'support': 172}; 'accuracy': 0.9175704989154013; 'macro avg': {'precision': 0.9145190933224423; 'recall': 0.908364850728253; 'f1-score': 0.9112527356731783; 'support': 461}; 'weighted avg': {'precision': 0.9172866472323352; 'recall': 0.9175704989154013; 'f1-score': 0.91726231534261; 'support': 461}},{'0.0': {'precision': 0.8888888888888888; 'recall': 1.0; 'f1-score': 0.9411764705882353; 'support': 32}; '1.0': {'precision': 1.0; 'recall': 0.7894736842105263; 'f1-score': 0.8823529411764706; 'support': 19}; 'accuracy': 0.9215686274509803; 'macro avg': {'precision': 0.9444444444444444; 'recall': 0.8947368421052632; 'f1-score': 0.9117647058823529; 'support': 51}; 'weighted avg': {'precision': 0.9302832244008714; 'recall': 0.9215686274509803; 'f1-score': 0.9192618223760093; 'support': 51}}
10,1,CNF,9,461,51,7,[65; 66],122,0.395319,0.941176,5,[X7 >= 0.051420 OR X10 >= 0.547850 OR X20 >= 18.225000 OR X22 >= 117.450000 OR X27 >= 0.175750],{'0.0': {'precision': 0.96; 'recall': 0.9134948096885813; 'f1-score': 0.9361702127659575; 'support': 289}; '1.0': {'precision': 0.8655913978494624; 'recall': 0.936046511627907; 'f1-score': 0.8994413407821229; 'support': 172}; 'accuracy': 0.9219088937093276; 'macro avg': {'precision': 0.9127956989247312; 'recall': 0.9247706606582442; 'f1-score': 0.9178057767740402; 'support': 461}; 'weighted avg': {'precision': 0.9247759662258298; 'recall': 0.9219088937093276; 'f1-score': 0.9224665989238326; 'support': 461}},{'0.0': {'precision': 1.0; 'recall': 0.90625; 'f1-score': 0.9508196721311475; 'support': 32}; '1.0': {'precision': 0.8636363636363636; 'recall': 1.0; 'f1-score': 0.9268292682926829; 'support': 19}; 'accuracy': 0.9411764705882353; 'macro avg': {'precision': 0.9318181818181819; 'recall': 0.953125; 'f1-score': 0.9388244702119152; 'support': 51}; 'weighted avg': {'precision': 0.9491978609625668; 'recall': 0.9411764705882353; 'f1-score': 0.9418820707011313; 'support': 51}}
10,1,CNF,0,460,52,3,[153; 154],122,0.208066,0.942308,4,[X7 >= 0.079005 OR X20 >= 18.225000 OR X27 >= 0.175750 OR X28 >= 0.357100],{'0.0': {'precision': 0.9333333333333333; 'recall': 0.9688581314878892; 'f1-score': 0.9507640067911715; 'support': 289}; '1.0': {'precision': 0.94375; 'recall': 0.8830409356725146; 'f1-score': 0.9123867069486404; 'support': 171}; 'accuracy': 0.9369565217391305; 'macro avg': {'precision': 0.9385416666666666; 'recall': 0.9259495335802019; 'f1-score': 0.9315753568699059; 'support': 460}; 'weighted avg': {'precision': 0.9372056159420291; 'recall': 0.9369565217391305; 'f1-score': 0.936497662719274; 'support': 460}},{'0.0': {'precision': 0.9142857142857143; 'recall': 1.0; 'f1-score': 0.955223880597015; 'support': 32}; '1.0': {'precision': 1.0; 'recall': 0.85; 'f1-score': 0.9189189189189189; 'support': 20}; 'accuracy': 0.9423076923076923; 'macro avg': {'precision': 0.9571428571428571; 'recall': 0.925; 'f1-score': 0.9370713997579669; 'support': 52}; 'weighted avg': {'precision': 0.9472527472527472; 'recall': 0.9423076923076923; 'f1-score': 0.9412604337977473; 'support': 52}}
10,1,CNF,1,460,52,3,[153; 154],122,0.297012,0.942308,5,[X2 >= 98.755000 OR X7 >= 0.079005 OR X12 >= 5.131000 OR X20 >= 16.795000 OR X27 >= 0.175750],{'0.0': {'precision': 0.9587628865979382; 'recall': 0.96875; 'f1-score': 0.9637305699481865; 'support': 288}; '1.0': {'precision': 0.9467455621301775; 'recall': 0.9302325581395349; 'f1-score': 0.9384164222873901; 'support': 172}; 'accuracy': 0.9543478260869566; 'macro avg': {'precision': 0.9527542243640579; 'recall': 0.9494912790697674; 'f1-score': 0.9510734961177882; 'support': 460}; 'weighted avg': {'precision': 0.9542694522317319; 'recall': 0.9543478260869566; 'f1-score': 0.9542652799532801; 'support': 460}},{'0.0': {'precision': 0.96875; 'recall': 0.9393939393939394; 'f1-score': 0.9538461538461539; 'support': 33}; '1.0': {'precision': 0.9; 'recall': 0.9473684210526315; 'f1-score': 0.9230769230769231; 'support': 19}; 'accuracy': 0.9423076923076923; 'macro avg': {'precision': 0.934375; 'recall': 0.9433811802232854; 'f1-score': 0.9384615384615385; 'support': 52}; 'weighted avg': {'precision': 0.9436298076923078; 'recall': 0.9423076923076923; 'f1-score': 0.9426035502958581; 'support': 52}}
10,1,CNF,2,461,51,3,[153; 154],122,0.273140,0.882353,3,[X13 >= 53.780000 OR X22 >= 105.950000 OR X27 >= 0.175750],{'0.0': {'precision': 0.9814126394052045; 'recall': 0.9134948096885813; 'f1-score': 0.946236559139785; 'support': 289}; '1.0': {'precision': 0.8697916666666666; 'recall': 0.9709302325581395; 'f1-score': 0.9175824175824177; 'support': 172}; 'accuracy': 0.9349240780911063; 'macro avg': {'precision': 0.9256021530359355; 'recall': 0.9422125211233604; 'f1-score': 0.9319094883611013; 'support': 461}; 'weighted avg': {'precision': 0.9397666365613248; 'recall': 0.9349240780911063; 'f1-score': 0.9355456429838909; 'support': 461}},{'0.0': {'precision': 0.9333333333333333; 'recall': 0.875; 'f1-score': 0.9032258064516129; 'support': 32}; '1.0': {'precision': 0.8095238095238095; 'recall': 0.8947368421052632; 'f1-score': 0.8500000000000001; 'support': 19}; 'accuracy': 0.8823529411764706; 'macro avg': {'precision': 0.8714285714285714; 'recall': 0.8848684210526316; 'f1-score': 0.8766129032258065; 'support': 51}; 'weighted avg': {'precision': 0.8872082166199813; 'recall': 0.8823529411764706; 'f1-score': 0.8833965844402277; 'support': 51}}
10,1,CNF,3,461,51,3,[153; 154],122,0.279664,0.941176,3,[X2 >= 98.755000 OR X23 >= 884.550000 OR X27 >= 0.142350],{'0.0': {'precision': 0.974910394265233; 'recall': 0.9411764705882353; 'f1-score': 0.9577464788732394; 'support': 289}; '1.0': {'precision': 0.9065934065934066; 'recall': 0.9593023255813954; 'f1-score': 0.9322033898305084; 'support': 172}; 'accuracy': 0.9479392624728851; 'macro avg': {'precision': 0.9407519004293198; 'recall': 0.9502393980848154; 'f1-score': 0.9449749343518739; 'support': 461}; 'weighted avg': {'precision': 0.9494211927911459; 'recall': 0.9479392624728851; 'f1-score': 0.9482163024841945; 'support': 461}},{'0.0': {'precision': 1.0; 'recall': 0.90625; 'f1-score': 0.9508196721311475; 'support': 32}; '1.0': {'precision': 0.8636363636363636; 'recall': 1.0; 'f1-score': 0.9268292682926829; 'support': 19}; 'accuracy': 0.9411764705882353; 'macro avg': {'precision': 0.9318181818181819; 'recall': 0.953125; 'f1-score': 0.9388244702119152; 'support': 51}; 'weighted avg': {'precision': 0.9491978609625668; 'recall': 0.9411764705882353; 'f1-score': 0.9418820707011313; 'support': 51}}
10,1,CNF,4,461,51,3,[153; 154],122,0.288773,0.882353,4,[X3 >= 696.250000 OR X23 >= 884.550000 OR X26 >= 0.366300 OR X27 >= 0.175750],{'0.0': {'precision': 0.9746376811594203; 'recall': 0.9307958477508651; 'f1-score': 0.952212389380531; 'support': 289}; '1.0': {'precision': 0.8918918918918919; 'recall': 0.9593023255813954; 'f1-score': 0.9243697478991596; 'support': 172}; 'accuracy': 0.9414316702819957; 'macro avg': {'precision': 0.933264786525656; 'recall': 0.9450490866661303; 'f1-score': 0.9382910686398453; 'support': 461}; 'weighted avg': {'precision': 0.9437650656409498; 'recall': 0.9414316702819957; 'f1-score': 0.9418242454872644; 'support': 461}},{'0.0': {'precision': 1.0; 'recall': 0.8125; 'f1-score': 0.896551724137931; 'support': 32}; '1.0': {'precision': 0.76; 'recall': 1.0; 'f1-score': 0.8636363636363636; 'support': 19}; 'accuracy': 0.8823529411764706; 'macro avg': {'precision': 0.88; 'recall': 0.90625; 'f1-score': 0.8800940438871474; 'support': 51}; 'weighted avg': {'precision': 0.9105882352941176; 'recall': 0.8823529411764706; 'f1-score': 0.8842891388530333; 'support': 51}}
10,1,CNF,5,461,51,3,[153; 154],122,0.251128,0.941176,4,[X12 >= 5.131000 OR X22 >= 117.450000 OR X23 >= 1214.000000 OR X27 >= 0.175750],{'0.0': {'precision': 0.9228295819935691; 'recall': 0.9930795847750865; 'f1-score': 0.9566666666666667; 'support': 289}; '1.0': {'precision': 0.9866666666666667; 'recall': 0.8604651162790697; 'f1-score': 0.9192546583850931; 'support': 172}; 'accuracy': 0.9436008676789588; 'macro avg': {'precision': 0.9547481243301179; 'recall': 0.9267723505270782; 'f1-score': 0.9379606625258798; 'support': 461}; 'weighted avg': {'precision': 0.946647322912816; 'recall': 0.9436008676789588; 'f1-score': 0.9427081733381838; 'support': 461}},{'0.0': {'precision': 0.9142857142857143; 'recall': 1.0; 'f1-score': 0.955223880597015; 'support': 32}; '1.0': {'precision': 1.0; 'recall': 0.8421052631578947; 'f1-score': 0.9142857142857143; 'support': 19}; 'accuracy': 0.9411764705882353; 'macro avg': {'precision': 0.9571428571428571; 'recall': 0.9210526315789473; 'f1-score': 0.9347547974413646; 'support': 51}; 'weighted avg': {'precision': 0.9462184873949578; 'recall': 0.9411764705882353; 'f1-score': 0.939972406873197; 'support': 51}}
10,1,CNF,6,461,51,3,[153; 154],122,0.266643,0.882353,5,[X7 >= 0.079005 OR X10 >= 0.547850 OR X12 >= 5.131000 OR X23 >= 1214.000000 OR X27 >= 0.142350],{'0.0': {'precision': 0.9517241379310345; 'recall': 0.9550173010380623; 'f1-score': 0.9533678756476683; 'support': 289}; '1.0': {'precision': 0.9239766081871345; 'recall': 0.9186046511627907; 'f1-score': 0.9212827988338192; 'support': 172}; 'accuracy': 0.9414316702819957; 'macro avg': {'precision': 0.9378503730590845; 'recall': 0.9368109761004264; 'f1-score': 0.9373253372407437; 'support': 461}; 'weighted avg': {'precision': 0.941371480412703; 'recall': 0.9414316702819957; 'f1-score': 0.9413968708494426; 'support': 461}},{'0.0': {'precision': 0.90625; 'recall': 0.90625; 'f1-score': 0.90625; 'support': 32}; '1.0': {'precision': 0.8421052631578947; 'recall': 0.8421052631578947; 'f1-score': 0.8421052631578947; 'support': 19}; 'accuracy': 0.8823529411764706; 'macro avg': {'precision': 0.8741776315789473; 'recall': 0.8741776315789473; 'f1-score': 0.8741776315789473; 'support': 51}; 'weighted avg': {'precision': 0.8823529411764706; 'recall': 0.8823529411764706; 'f1-score': 0.8823529411764706; 'support': 51}}
10,1,CNF,7,461,51,3,[153; 154],122,0.332331,0.941176,4,[X7 >= 0.079005 OR X22 >= 117.450000 OR X27 >= 0.175750 OR X28 >= 0.357100],{'0.0': {'precision': 0.9425675675675675; 'recall': 0.9653979238754326; 'f1-score': 0.9538461538461539; 'support': 289}; '1.0': {'precision': 0.9393939393939394; 'recall': 0.9011627906976745; 'f1-score': 0.9198813056379823; 'support': 172}; 'accuracy': 0.9414316702819957; 'macro avg': {'precision': 0.9409807534807535; 'recall': 0.9332803572865536; 'f1-score': 0.9368637297420681; 'support': 461}; 'weighted avg': {'precision': 0.9413834807001835; 'recall': 0.9414316702819957; 'f1-score': 0.9411738026708708; 'support': 461}},{'0.0': {'precision': 0.9142857142857143; 'recall': 1.0; 'f1-score': 0.955223880597015; 'support': 32}; '1.0': {'precision': 1.0; 'recall': 0.8421052631578947; 'f1-score': 0.9142857142857143; 'support': 19}; 'accuracy': 0.9411764705882353; 'macro avg': {'precision': 0.9571428571428571; 'recall': 0.9210526315789473; 'f1-score': 0.9347547974413646; 'support': 51}; 'weighted avg': {'precision': 0.9462184873949578; 'recall': 0.9411764705882353; 'f1-score': 0.939972406873197; 'support': 51}}
10,1,CNF,8,461,51,3,[153; 154],122,0.280235,0.921569,3,[X2 >= 98.755000 OR X20 >= 16.795000 OR X27 >= 0.175750],{'0.0': {'precision': 0.9587628865979382; 'recall': 0.9653979238754326; 'f1-score': 0.9620689655172414; 'support': 289}; '1.0': {'precision': 0.9411764705882353; 'recall': 0.9302325581395349; 'f1-score': 0.935672514619883; 'support': 172}; 'accuracy': 0.9522776572668112; 'macro avg': {'precision': 0.9499696785930867; 'recall': 0.9478152410074837; 'f1-score': 0.9488707400685622; 'support': 461}; 'weighted avg': {'precision': 0.952201360451151; 'recall': 0.9522776572668112; 'f1-score': 0.9522203981542358; 'support': 461}},{'0.0': {'precision': 0.9117647058823529; 'recall': 0.96875; 'f1-score': 0.9393939393939394; 'support': 32}; '1.0': {'precision': 0.9411764705882353; 'recall': 0.8421052631578947; 'f1-score': 0.8888888888888888; 'support': 19}; 'accuracy': 0.9215686274509803; 'macro avg': {'precision': 0.9264705882352942; 'recall': 0.9054276315789473; 'f1-score': 0.9141414141414141; 'support': 51}; 'weighted avg': {'precision': 0.9227220299884661; 'recall': 0.9215686274509803; 'f1-score': 0.9205783323430382; 'support': 51}}
10,1,CNF,9,461,51,3,[153; 154],122,0.283215,0.960784,5,[X12 >= 5.131000 OR X20 >= 18.225000 OR X23 >= 884.550000 OR X26 >= 0.366300 OR X27 >= 0.175750],{'0.0': {'precision': 0.967391304347826; 'recall': 0.9238754325259516; 'f1-score': 0.9451327433628319; 'support': 289}; '1.0': {'precision': 0.8810810810810811; 'recall': 0.9476744186046512; 'f1-score': 0.9131652661064426; 'support': 172}; 'accuracy': 0.9327548806941431; 'macro avg': {'precision': 0.9242361927144536; 'recall': 0.9357749255653014; 'f1-score': 0.9291490047346372; 'support': 461}; 'weighted avg': {'precision': 0.9351887915454831; 'recall': 0.9327548806941431; 'f1-score': 0.9332056151890814; 'support': 461}},{'0.0': {'precision': 1.0; 'recall': 0.9375; 'f1-score': 0.967741935483871; 'support': 32}; '1.0': {'precision': 0.9047619047619048; 'recall': 1.0; 'f1-score': 0.9500000000000001; 'support': 19}; 'accuracy': 0.9607843137254902; 'macro avg': {'precision': 0.9523809523809523; 'recall': 0.96875; 'f1-score': 0.9588709677419356; 'support': 51}; 'weighted avg': {'precision': 0.9645191409897292; 'recall': 0.9607843137254902; 'f1-score': 0.9611321948134092; 'support': 51}}
10,1,DNF,0,460,52,57,[8; 9],122,1.981198,0.942308,1,[X22 >= 105.950000],{'0.0': {'precision': 0.9562043795620438; 'recall': 0.9065743944636678; 'f1-score': 0.9307282415630552; 'support': 289}; '1.0': {'precision': 0.8548387096774194; 'recall': 0.9298245614035088; 'f1-score': 0.8907563025210085; 'support': 171}; 'accuracy': 0.9152173913043479; 'macro avg': {'precision': 0.9055215446197316; 'recall': 0.9181994779335882; 'f1-score': 0.9107422720420318; 'support': 460}; 'weighted avg': {'precision': 0.9185227935831943; 'recall': 0.9152173913043479; 'f1-score': 0.9158691077017725; 'support': 460}},{'0.0': {'precision': 0.9393939393939394; 'recall': 0.96875; 'f1-score': 0.9538461538461539; 'support': 32}; '1.0': {'precision': 0.9473684210526315; 'recall': 0.9; 'f1-score': 0.9230769230769231; 'support': 20}; 'accuracy': 0.9423076923076923; 'macro avg': {'precision': 0.9433811802232854; 'recall': 0.934375; 'f1-score': 0.9384615384615385; 'support': 52}; 'weighted avg': {'precision': 0.9424610477242056; 'recall': 0.9423076923076923; 'f1-score': 0.9420118343195267; 'support': 52}}
10,1,DNF,1,460,52,57,[8; 9],122,1.745291,0.826923,2,[X1 >= 18.635000 AND X6 >= 0.069225],{'0.0': {'precision': 0.8664495114006515; 'recall': 0.9236111111111112; 'f1-score': 0.8941176470588236; 'support': 288}; '1.0': {'precision': 0.8562091503267973; 'recall': 0.7616279069767442; 'f1-score': 0.8061538461538461; 'support': 172}; 'accuracy': 0.8630434782608696; 'macro avg': {'precision': 0.8613293308637244; 'recall': 0.8426195090439277; 'f1-score': 0.8501357466063348; 'support': 460}; 'weighted avg': {'precision': 0.8626205068252104; 'recall': 0.8630434782608696; 'f1-score': 0.8612268345465277; 'support': 460}},{'0.0': {'precision': 0.8; 'recall': 0.9696969696969697; 'f1-score': 0.8767123287671234; 'support': 33}; '1.0': {'precision': 0.9166666666666666; 'recall': 0.5789473684210527; 'f1-score': 0.7096774193548387; 'support': 19}; 'accuracy': 0.8269230769230769; 'macro avg': {'precision': 0.8583333333333334; 'recall': 0.7743221690590112; 'f1-score': 0.7931948740609811; 'support': 52}; 'weighted avg': {'precision': 0.842628205128205; 'recall': 0.8269230769230769; 'f1-score': 0.8156803426357117; 'support': 52}}
10,1,DNF,2,461,51,57,[8; 9],122,1.655167,0.803922,3,[X7 >= 0.026805 AND X12 >= 1.751000 AND X17 >= 0.009203],{'0.0': {'precision': 0.9291666666666667; 'recall': 0.7716262975778547; 'f1-score': 0.8431001890359168; 'support': 289}; '1.0': {'precision': 0.7013574660633484; 'recall': 0.9011627906976745; 'f1-score': 0.7888040712468194; 'support': 172}; 'accuracy': 0.8199566160520607; 'macro avg': {'precision': 0.8152620663650075; 'recall': 0.8363945441377646; 'f1-score': 0.8159521301413681; 'support': 461}; 'weighted avg': {'precision': 0.8441706091747562; 'recall': 0.8199566160520607; 'f1-score': 0.8228422014877069; 'support': 461}},{'0.0': {'precision': 0.9230769230769231; 'recall': 0.75; 'f1-score': 0.8275862068965517; 'support': 32}; '1.0': {'precision': 0.68; 'recall': 0.8947368421052632; 'f1-score': 0.7727272727272727; 'support': 19}; 'accuracy': 0.803921568627451; 'macro avg': {'precision': 0.8015384615384615; 'recall': 0.8223684210526316; 'f1-score': 0.8001567398119123; 'support': 51}; 'weighted avg': {'precision': 0.8325188536953243; 'recall': 0.803921568627451; 'f1-score': 0.8071485647550557; 'support': 51}}
10,1,DNF,3,461,51,57,[8; 9],122,1.678776,0.921569,2,[X0 >= 15.045000 AND X10 >= 0.193650],{'0.0': {'precision': 0.8676923076923077; 'recall': 0.9757785467128027; 'f1-score': 0.9185667752442996; 'support': 289}; '1.0': {'precision': 0.9485294117647058; 'recall': 0.75; 'f1-score': 0.8376623376623377; 'support': 172}; 'accuracy': 0.8915401301518439; 'macro avg': {'precision': 0.9081108597285068; 'recall': 0.8628892733564013; 'f1-score': 0.8781145564533186; 'support': 461}; 'weighted avg': {'precision': 0.8978527890381917; 'recall': 0.8915401301518439; 'f1-score': 0.8883811716345437; 'support': 461}},{'0.0': {'precision': 0.9117647058823529; 'recall': 0.96875; 'f1-score': 0.9393939393939394; 'support': 32}; '1.0': {'precision': 0.9411764705882353; 'recall': 0.8421052631578947; 'f1-score': 0.8888888888888888; 'support': 19}; 'accuracy': 0.9215686274509803; 'macro avg': {'precision': 0.9264705882352942; 'recall': 0.9054276315789473; 'f1-score': 0.9141414141414141; 'support': 51}; 'weighted avg': {'precision': 0.9227220299884661; 'recall': 0.9215686274509803; 'f1-score': 0.9205783323430382; 'support': 51}}
10,1,DNF,4,461,51,57,[8; 9],122,1.787508,0.941176,4,[X0 >= 15.045000 AND X6 >= 0.069225 AND X7 >= 0.026805 AND X20 >= 14.905000],{'0.0': {'precision': 0.8466076696165191; 'recall': 0.9930795847750865; 'f1-score': 0.9140127388535032; 'support': 289}; '1.0': {'precision': 0.9836065573770492; 'recall': 0.6976744186046512; 'f1-score': 0.8163265306122448; 'support': 172}; 'accuracy': 0.8828633405639913; 'macro avg': {'precision': 0.9151071134967841; 'recall': 0.8453770016898688; 'f1-score': 0.865169634732874; 'support': 461}; 'weighted avg': {'precision': 0.8977222220998405; 'recall': 0.8828633405639913; 'f1-score': 0.877565823848088; 'support': 461}},{'0.0': {'precision': 0.9142857142857143; 'recall': 1.0; 'f1-score': 0.955223880597015; 'support': 32}; '1.0': {'precision': 1.0; 'recall': 0.8421052631578947; 'f1-score': 0.9142857142857143; 'support': 19}; 'accuracy': 0.9411764705882353; 'macro avg': {'precision': 0.9571428571428571; 'recall': 0.9210526315789473; 'f1-score': 0.9347547974413646; 'support': 51}; 'weighted avg': {'precision': 0.9462184873949578; 'recall': 0.9411764705882353; 'f1-score': 0.939972406873197; 'support': 51}}
10,1,DNF,5,461,51,57,[8; 9],122,1.895026,0.862745,2,[X0 >= 13.095000 AND X1 >= 18.635000],{'0.0': {'precision': 0.8595317725752508; 'recall': 0.889273356401384; 'f1-score': 0.8741496598639457; 'support': 289}; '1.0': {'precision': 0.8024691358024691; 'recall': 0.7558139534883721; 'f1-score': 0.7784431137724551; 'support': 172}; 'accuracy': 0.8394793926247288; 'macro avg': {'precision': 0.83100045418886; 'recall': 0.8225436549448781; 'f1-score': 0.8262963868182004; 'support': 461}; 'weighted avg': {'precision': 0.8382415913932151; 'recall': 0.8394793926247288; 'f1-score': 0.8384413606714589; 'support': 461}},{'0.0': {'precision': 0.8787878787878788; 'recall': 0.90625; 'f1-score': 0.8923076923076922; 'support': 32}; '1.0': {'precision': 0.8333333333333334; 'recall': 0.7894736842105263; 'f1-score': 0.8108108108108109; 'support': 19}; 'accuracy': 0.8627450980392157; 'macro avg': {'precision': 0.8560606060606061; 'recall': 0.8478618421052632; 'f1-score': 0.8515592515592516; 'support': 51}; 'weighted avg': {'precision': 0.8618538324420677; 'recall': 0.8627450980392157; 'f1-score': 0.8619461090049324; 'support': 51}}
10,1,DNF,6,461,51,57,[8; 9],122,1.863123,0.823529,2,[X1 >= 18.635000 AND X4 >= 0.089465],{'0.0': {'precision': 0.8379310344827586; 'recall': 0.8408304498269896; 'f1-score': 0.8393782383419689; 'support': 289}; '1.0': {'precision': 0.7309941520467836; 'recall': 0.7267441860465116; 'f1-score': 0.728862973760933; 'support': 172}; 'accuracy': 0.7982646420824295; 'macro avg': {'precision': 0.7844625932647711; 'recall': 0.7837873179367506; 'f1-score': 0.784120606051451; 'support': 461}; 'weighted avg': {'precision': 0.7980326748754101; 'recall': 0.7982646420824295; 'f1-score': 0.7981447773703026; 'support': 461}},{'0.0': {'precision': 0.7948717948717948; 'recall': 0.96875; 'f1-score': 0.8732394366197183; 'support': 32}; '1.0': {'precision': 0.9166666666666666; 'recall': 0.5789473684210527; 'f1-score': 0.7096774193548387; 'support': 19}; 'accuracy': 0.8235294117647058; 'macro avg': {'precision': 0.8557692307692307; 'recall': 0.7738486842105263; 'f1-score': 0.7914584279872785; 'support': 51}; 'weighted avg': {'precision': 0.8402463549522373; 'recall': 0.8235294117647058; 'f1-score': 0.8123045674426063; 'support': 51}}
10,1,DNF,7,461,51,57,[8; 9],122,1.734046,0.843137,2,[X0 >= 15.045000 AND X7 >= 0.026805],{'0.0': {'precision': 0.877742946708464; 'recall': 0.9688581314878892; 'f1-score': 0.9210526315789473; 'support': 289}; '1.0': {'precision': 0.9366197183098591; 'recall': 0.7732558139534884; 'f1-score': 0.8471337579617835; 'support': 172}; 'accuracy': 0.89587852494577; 'macro avg': {'precision': 0.9071813325091616; 'recall': 0.8710569727206888; 'f1-score': 0.8840931947703654; 'support': 461}; 'weighted avg': {'precision': 0.8997099851367503; 'recall': 0.89587852494577; 'f1-score': 0.8934733555222182; 'support': 461}},{'0.0': {'precision': 0.8; 'recall': 1.0; 'f1-score': 0.888888888888889; 'support': 32}; '1.0': {'precision': 1.0; 'recall': 0.5789473684210527; 'f1-score': 0.7333333333333334; 'support': 19}; 'accuracy': 0.8431372549019608; 'macro avg': {'precision': 0.9; 'recall': 0.7894736842105263; 'f1-score': 0.8111111111111111; 'support': 51}; 'weighted avg': {'precision': 0.8745098039215686; 'recall': 0.8431372549019608; 'f1-score': 0.8309368191721134; 'support': 51}}
10,1,DNF,8,461,51,57,[8; 9],122,1.775629,0.882353,1,[X20 >= 14.905000],{'0.0': {'precision': 0.9774774774774775; 'recall': 0.7508650519031141; 'f1-score': 0.8493150684931507; 'support': 289}; '1.0': {'precision': 0.698744769874477; 'recall': 0.9709302325581395; 'f1-score': 0.8126520681265206; 'support': 172}; 'accuracy': 0.8329718004338394; 'macro avg': {'precision': 0.8381111236759773; 'recall': 0.8608976422306268; 'f1-score': 0.8309835683098357; 'support': 461}; 'weighted avg': {'precision': 0.8734817601071606; 'recall': 0.8329718004338394; 'f1-score': 0.8356360314800045; 'support': 461}},{'0.0': {'precision': 1.0; 'recall': 0.8125; 'f1-score': 0.896551724137931; 'support': 32}; '1.0': {'precision': 0.76; 'recall': 1.0; 'f1-score': 0.8636363636363636; 'support': 19}; 'accuracy': 0.8823529411764706; 'macro avg': {'precision': 0.88; 'recall': 0.90625; 'f1-score': 0.8800940438871474; 'support': 51}; 'weighted avg': {'precision': 0.9105882352941176; 'recall': 0.8823529411764706; 'f1-score': 0.8842891388530333; 'support': 51}}
10,1,DNF,9,461,51,57,[8; 9],122,1.795259,0.941176,1,[X7 >= 0.051420],{'0.0': {'precision': 0.9370629370629371; 'recall': 0.9273356401384083; 'f1-score': 0.9321739130434783; 'support': 289}; '1.0': {'precision': 0.88; 'recall': 0.8953488372093024; 'f1-score': 0.887608069164265; 'support': 172}; 'accuracy': 0.9154013015184381; 'macro avg': {'precision': 0.9085314685314685; 'recall': 0.9113422386738553; 'f1-score': 0.9098909911038717; 'support': 461}; 'weighted avg': {'precision': 0.9157726438420581; 'recall': 0.9154013015184381; 'f1-score': 0.9155463096872425; 'support': 461}},{'0.0': {'precision': 0.967741935483871; 'recall': 0.9375; 'f1-score': 0.9523809523809523; 'support': 32}; '1.0': {'precision': 0.9; 'recall': 0.9473684210526315; 'f1-score': 0.9230769230769231; 'support': 19}; 'accuracy': 0.9411764705882353; 'macro avg': {'precision': 0.9338709677419355; 'recall': 0.9424342105263157; 'f1-score': 0.9377289377289377; 'support': 51}; 'weighted avg': {'precision': 0.9425047438330171; 'recall': 0.9411764705882353; 'f1-score': 0.9414637649931767; 'support': 51}}
10,1,DNF,0,460,52,28,[16; 17],122,1.015115,0.884615,2,[X20 >= 16.795000 AND X22 >= 105.950000],{'0.0': {'precision': 0.9210526315789473; 'recall': 0.9688581314878892; 'f1-score': 0.9443507588532882; 'support': 289}; '1.0': {'precision': 0.9423076923076923; 'recall': 0.8596491228070176; 'f1-score': 0.8990825688073394; 'support': 171}; 'accuracy': 0.9282608695652174; 'macro avg': {'precision': 0.9316801619433198; 'recall': 0.9142536271474534; 'f1-score': 0.9217166638303138; 'support': 460}; 'weighted avg': {'precision': 0.9289539693715896; 'recall': 0.9282608695652174; 'f1-score': 0.9275228012492508; 'support': 460}},{'0.0': {'precision': 0.8611111111111112; 'recall': 0.96875; 'f1-score': 0.911764705882353; 'support': 32}; '1.0': {'precision': 0.9375; 'recall': 0.75; 'f1-score': 0.8333333333333334; 'support': 20}; 'accuracy': 0.8846153846153846; 'macro avg': {'precision': 0.8993055555555556; 'recall': 0.859375; 'f1-score': 0.8725490196078431; 'support': 52}; 'weighted avg': {'precision': 0.890491452991453; 'recall': 0.8846153846153846; 'f1-score': 0.8815987933634992; 'support': 52}}
