l: lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
r: ---> Params: {'lamda': 5, 'n_clause': 1, 'rule_type': 'CNF', 'real_partition_size': [16, 17], 'n_partitions': 1648}, (mean val acc cv) 0.722062 (+- 0.041775), (mean training time) 54.532171 (+- 2.254294)
l: 5,1,CNF,0,26374,2931,824,[32; 33],296,37.110754,0.788468,9,[X1 == 1 OR X3 == 10 OR X3 == 12 OR X3 == 14 OR X7 == 5 OR X10 >= 7073.500000 OR X12 >= 65.500000 OR X13 == 1 OR X13 == 20],{'0': {'precision': 0.8357082193073512; 'recall': 0.8845827298606602; 'f1-score': 0.8594511973214936; 'support': 20023}; '1': {'precision': 0.5538610038610039; 'recall': 0.45173988348291605; 'f1-score': 0.49761512444714245; 'support': 6351}; 'accuracy': 0.7803518616819595; 'macro avg': {'precision': 0.6947846115841776; 'recall': 0.6681613066717882; 'f1-score': 0.678533160884318; 'support': 26374}; 'weighted avg': {'precision': 0.7678379051608527; 'recall': 0.7803518616819595; 'f1-score': 0.7723191392785344; 'support': 26374}},{'0': {'precision': 0.8454584588893672; 'recall': 0.8826966292134831; 'f1-score': 0.8636763412489006; 'support': 2225}; '1': {'precision': 0.5707236842105263; 'recall': 0.4915014164305949; 'f1-score': 0.528158295281583; 'support': 706}; 'accuracy': 0.7884680996247014; 'macro avg': {'precision': 0.7080910715499468; 'recall': 0.687099022822039; 'f1-score': 0.6959173182652418; 'support': 2931}; 'weighted avg': {'precision': 0.7792821535590152; 'recall': 0.7884680996247014; 'f1-score': 0.7828589613604918; 'support': 2931}}
l: 5,1,CNF,1,26374,2931,824,[32; 33],296,37.782601,0.790174,8,[X3 == 7 OR X3 == 10 OR X3 == 14 OR X10 >= 5119.000000 OR X11 >= 1551.500000 OR X13 == 10 OR X13 == 12 OR X13 == 18],{'0': {'precision': 0.8217445152158528; 'recall': 0.927832992059132; 'f1-score': 0.8715723299946049; 'support': 20023}; '1': {'precision': 0.6163037705788635; 'recall': 0.365454259171784; 'f1-score': 0.4588316694672334; 'support': 6351}; 'accuracy': 0.792409190869796; 'macro avg': {'precision': 0.7190241428973582; 'recall': 0.646643625615458; 'f1-score': 0.6652019997309191; 'support': 26374}; 'weighted avg': {'precision': 0.7722732871431479; 'recall': 0.792409190869796; 'f1-score': 0.7721821754860231; 'support': 26374}},{'0': {'precision': 0.8191911181601903; 'recall': 0.9285393258426966; 'f1-score': 0.8704444912576363; 'support': 2225}; '1': {'precision': 0.6112469437652812; 'recall': 0.35410764872521244; 'f1-score': 0.4484304932735426; 'support': 706}; 'accuracy': 0.7901740020470829; 'macro avg': {'precision': 0.7152190309627358; 'recall': 0.6413234872839545; 'f1-score': 0.6594374922655895; 'support': 2931}; 'weighted avg': {'precision': 0.7691028932803521; 'recall': 0.7901740020470829; 'f1-score': 0.7687925354143166; 'support': 2931}}
l: 5,1,CNF,2,26374,2931,824,[32; 33],296,37.342315,0.744797,5,[X1 == 2 OR X11 >= 1820.500000 OR X13 == 9 OR X13 == 20 OR X13 == 34],{'0': {'precision': 0.7784157585917855; 'recall': 0.9275832792288867; 'f1-score': 0.8464781350409042; 'support': 20023}; '1': {'precision': 0.4232299124900557; 'recall': 0.16753267202015432; 'f1-score': 0.2400451212633954; 'support': 6351}; 'accuracy': 0.744559035413665; 'macro avg': {'precision': 0.6008228355409206; 'recall': 0.5475579756245206; 'f1-score': 0.5432616281521498; 'support': 26374}; 'weighted avg': {'precision': 0.6928851106585147; 'recall': 0.744559035413665; 'f1-score': 0.7004458278254283; 'support': 26374}},{'0': {'precision': 0.7785741229724632; 'recall': 0.9276404494382022; 'f1-score': 0.8465955701394585; 'support': 2225}; '1': {'precision': 0.425; 'recall': 0.16855524079320114; 'f1-score': 0.2413793103448276; 'support': 706}; 'accuracy': 0.7447969976117366; 'macro avg': {'precision': 0.6017870614862316; 'recall': 0.5480978451157017; 'f1-score': 0.5439874402421431; 'support': 2931}; 'weighted avg': {'precision': 0.6934075140272025; 'recall': 0.7447969976117366; 'f1-score': 0.7008150585683192; 'support': 2931}}
l: 5,1,CNF,3,26374,2931,824,[32; 33],296,45.897163,0.771409,9,[X3 == 14 OR X6 == 14 OR X7 == 5 OR X10 >= 3048.000000 OR X11 >= 1862.000000 OR X13 == 3 OR X13 == 20 OR X13 == 22 OR X13 == 33],{'0': {'precision': 0.8270669570982101; 'recall': 0.8722968586125955; 'f1-score': 0.8490799931941373; 'support': 20023}; '1': {'precision': 0.5135083713850838; 'recall': 0.4249724452842072; 'f1-score': 0.4650641854053588; 'support': 6351}; 'accuracy': 0.7645787518010162; 'macro avg': {'precision': 0.6702876642416469; 'recall': 0.6486346519484014; 'f1-score': 0.657072089299748; 'support': 26374}; 'weighted avg': {'precision': 0.7515603756974342; 'recall': 0.7645787518010162; 'f1-score': 0.7566069365752501; 'support': 26374}},{'0': {'precision': 0.8352738249245364; 'recall': 0.870561797752809; 'f1-score': 0.8525528169014085; 'support': 2225}; '1': {'precision': 0.5294117647058824; 'recall': 0.45892351274787535; 'f1-score': 0.4916540212443095; 'support': 706}; 'accuracy': 0.7714090754008871; 'macro avg': {'precision': 0.6823427948152094; 'recall': 0.6647426552503422; 'f1-score': 0.672103419072859; 'support': 2931}; 'weighted avg': {'precision': 0.7615997838073852; 'recall': 0.7714090754008871; 'f1-score': 0.7656218889812747; 'support': 2931}}
l: 5,1,CNF,4,26374,2931,824,[32; 33],296,79.393150,0.762880,7,[X1 == 1 OR X3 == 12 OR X3 == 14 OR X6 == 11 OR X11 >= 1820.500000 OR X13 == 10 OR X13 == 20],{'0': {'precision': 0.8057037069687486; 'recall': 0.912900164810468; 'f1-score': 0.8559587918520252; 'support': 20023}; '1': {'precision': 0.5269867100623813; 'recall': 0.3059360730593607; 'f1-score': 0.3871289101414624; 'support': 6351}; 'accuracy': 0.7667399711837416; 'macro avg': {'precision': 0.666345208515565; 'recall': 0.6094181189349144; 'f1-score': 0.6215438509967438; 'support': 26374}; 'weighted avg': {'precision': 0.7385871661576339; 'recall': 0.7667399711837416; 'f1-score': 0.7430620534451174; 'support': 26374}},{'0': {'precision': 0.8042959427207638; 'recall': 0.9087640449438202; 'f1-score': 0.8533445874657101; 'support': 2225}; '1': {'precision': 0.513189448441247; 'recall': 0.3031161473087819; 'f1-score': 0.38112199465716834; 'support': 706}; 'accuracy': 0.7628795632889799; 'macro avg': {'precision': 0.6587426955810054; 'recall': 0.6059400961263011; 'f1-score': 0.6172332910614392; 'support': 2931}; 'weighted avg': {'precision': 0.7341761252655133; 'recall': 0.7628795632889799; 'f1-score': 0.7395987155711927; 'support': 2931}}
l: 5,1,CNF,5,26375,2930,824,[32; 33],296,82.485585,0.727645,12,[X1 == 1 OR X3 == 10 OR X3 == 14 OR X6 == 3 OR X10 >= 5505.500000 OR X11 >= 1820.500000 OR X13 == 7 OR X13 == 9 OR X13 == 19 OR X13 == 22 OR X13 == 27 OR X13 == 31],{'0': {'precision': 0.8256636724042756; 'recall': 0.8217050392049143; 'f1-score': 0.8236795994993743; 'support': 20023}; '1': {'precision': 0.4463399503722084; 'recall': 0.45308564231738035; 'f1-score': 0.4496875; 'support': 6352}; 'accuracy': 0.7329289099526066; 'macro avg': {'precision': 0.636001811388242; 'recall': 0.6373953407611473; 'f1-score': 0.6366835497496872; 'support': 26375}; 'weighted avg': {'precision': 0.7343095763910931; 'recall': 0.7329289099526066; 'f1-score': 0.7336095401242075; 'support': 26375}},{'0': {'precision': 0.8259479214253084; 'recall': 0.8125842696629213; 'f1-score': 0.8192115994562753; 'support': 2225}; '1': {'precision': 0.43724696356275305; 'recall': 0.4595744680851064; 'f1-score': 0.44813278008298757; 'support': 705}; 'accuracy': 0.7276450511945393; 'macro avg': {'precision': 0.6315974424940307; 'recall': 0.6360793688740138; 'f1-score': 0.6336721897696315; 'support': 2930}; 'weighted avg': {'precision': 0.7324208991409734; 'recall': 0.7276450511945393; 'f1-score': 0.7299247162964911; 'support': 2930}}
l: 5,1,CNF,6,26375,2930,824,[32; 33],296,94.884001,0.724573,7,[X3 == 8 OR X6 == 4 OR X6 == 14 OR X10 >= 5119.000000 OR X11 >= 1568.500000 OR X13 == 11 OR X13 == 37],{'0': {'precision': 0.8392257658413764; 'recall': 0.7990311142186486; 'f1-score': 0.8186353519072838; 'support': 20023}; '1': {'precision': 0.44959649842702776; 'recall': 0.5174748110831234; 'f1-score': 0.48115348020200543; 'support': 6352}; 'accuracy': 0.7312227488151659; 'macro avg': {'precision': 0.6444111321342021; 'recall': 0.658252962650886; 'f1-score': 0.6498944160546446; 'support': 26375}; 'weighted avg': {'precision': 0.7453897428417198; 'recall': 0.7312227488151659; 'f1-score': 0.7373582012315708; 'support': 26375}},{'0': {'precision': 0.8322399250234301; 'recall': 0.7982022471910112; 'f1-score': 0.8148657949070887; 'support': 2225}; '1': {'precision': 0.435929648241206; 'recall': 0.4921985815602837; 'f1-score': 0.46235842771485675; 'support': 705}; 'accuracy': 0.7245733788395905; 'macro avg': {'precision': 0.634084786632318; 'recall': 0.6452004143756475; 'f1-score': 0.6386121113109727; 'support': 2930}; 'weighted avg': {'precision': 0.7368819915314616; 'recall': 0.7245733788395905; 'f1-score': 0.7300474693540089; 'support': 2930}}
l: 5,1,CNF,7,26375,2930,824,[32; 33],296,130.173411,0.658020,9,[X1 == 1 OR X3 == 7 OR X3 == 8 OR X3 == 9 OR X10 >= 3048.000000 OR X12 >= 49.500000 OR X13 == 4 OR X13 == 9 OR X13 == 10],{'0': {'precision': 0.870790605358915; 'recall': 0.6573440543375119; 'f1-score': 0.7491604530707495; 'support': 20023}; '1': {'precision': 0.39067495559502663; 'recall': 0.6925377833753149; 'f1-score': 0.4995457642516467; 'support': 6352}; 'accuracy': 0.6658199052132702; 'macro avg': {'precision': 0.6307327804769708; 'recall': 0.6749409188564134; 'f1-score': 0.6243531086611981; 'support': 26375}; 'weighted avg': {'precision': 0.7551623738025085; 'recall': 0.6658199052132702; 'f1-score': 0.6890447183454816; 'support': 26375}},{'0': {'precision': 0.87038158691702; 'recall': 0.6458426966292135; 'f1-score': 0.7414860681114551; 'support': 2225}; '1': {'precision': 0.38389366692728694; 'recall': 0.6964539007092199; 'f1-score': 0.4949596774193548; 'support': 705}; 'accuracy': 0.6580204778156996; 'macro avg': {'precision': 0.6271376269221535; 'recall': 0.6711482986692167; 'f1-score': 0.618222872765405; 'support': 2930}; 'weighted avg': {'precision': 0.7533256198205143; 'recall': 0.6580204778156996; 'f1-score': 0.6821682846855401; 'support': 2930}}
l: 5,1,CNF,8,26375,2930,824,[32; 33],296,88.672461,0.768942,6,[X1 == 5 OR X3 == 10 OR X5 == 3 OR X10 >= 3048.000000 OR X13 == 0 OR X13 == 1],{'0': {'precision': 0.8091759972008398; 'recall': 0.9239412704754295; 'f1-score': 0.8627588136541691; 'support': 20024}; '1': {'precision': 0.5662204500142409; 'recall': 0.3130215714060778; 'f1-score': 0.40316365848712227; 'support': 6351}; 'accuracy': 0.7768341232227488; 'macro avg': {'precision': 0.6876982236075404; 'recall': 0.6184814209407536; 'f1-score': 0.6329612360706457; 'support': 26375}; 'weighted avg': {'precision': 0.7506732225967795; 'recall': 0.7768341232227488; 'f1-score': 0.7520900428308169; 'support': 26375}},{'0': {'precision': 0.8046474990153604; 'recall': 0.9186151079136691; 'f1-score': 0.8578626915809364; 'support': 2224}; '1': {'precision': 0.5370843989769821; 'recall': 0.29745042492917845; 'f1-score': 0.3828623518687329; 'support': 706}; 'accuracy': 0.7689419795221843; 'macro avg': {'precision': 0.6708659489961712; 'recall': 0.6080327664214238; 'f1-score': 0.6203625217248346; 'support': 2930}; 'weighted avg': {'precision': 0.7401766633064542; 'recall': 0.7689419795221843; 'f1-score': 0.7434086848106921; 'support': 2930}}
l: 5,1,CNF,9,26375,2930,824,[32; 33],296,92.132043,0.730034,7,[X3 == 7 OR X5 == 1 OR X6 == 4 OR X10 >= 4243.500000 OR X11 >= 1820.500000 OR X12 >= 49.500000 OR X13 == 18],{'0': {'precision': 0.867705858492206; 'recall': 0.7478026368357971; 'f1-score': 0.8033046323864703; 'support': 20024}; '1': {'precision': 0.44615047159464793; 'recall': 0.6405290505432215; 'f1-score': 0.5259551360786088; 'support': 6351}; 'accuracy': 0.7219715639810427; 'macro avg': {'precision': 0.656928165043427; 'recall': 0.6941658436895093; 'f1-score': 0.6646298842325395; 'support': 26375}; 'weighted avg': {'precision': 0.7661969196415372; 'recall': 0.7219715639810427; 'f1-score': 0.7365199252376086; 'support': 26375}},{'0': {'precision': 0.880106100795756; 'recall': 0.7459532374100719; 'f1-score': 0.8074957410562181; 'support': 2224}; '1': {'precision': 0.45933014354066987; 'recall': 0.6798866855524079; 'f1-score': 0.548258138206739; 'support': 706}; 'accuracy': 0.7300341296928328; 'macro avg': {'precision': 0.6697181221682129; 'recall': 0.7129199614812399; 'f1-score': 0.6778769396314785; 'support': 2930}; 'weighted avg': {'precision': 0.7787177643377045; 'recall': 0.7300341296928328; 'f1-score': 0.7450309807791763; 'support': 2930}}
r: ---> Params: {'lamda': 5, 'n_clause': 1, 'rule_type': 'CNF', 'real_partition_size': [32, 33], 'n_partitions': 824}, (mean val acc cv) 0.746694 (+- 0.037416), (mean training time) 72.587348 (+- 30.038064)
l: 5,1,CNF,0,26374,2931,412,[64; 65],296,49.205049,0.696691,8,[X1 == 1 OR X4 >= 13.500000 OR X5 == 1 OR X6 == 10 OR X6 == 11 OR X6 == 14 OR X7 == 2 OR X13 == 20],{'0': {'precision': 0.8061856752783029; 'recall': 0.7667682165509664; 'f1-score': 0.7859830547520926; 'support': 20023}; '1': {'precision': 0.36289222373806274; 'recall': 0.4188316800503858; 'f1-score': 0.38886046341641695; 'support': 6351}; 'accuracy': 0.6829832410707515; 'macro avg': {'precision': 0.5845389495081827; 'recall': 0.5927999483006761; 'f1-score': 0.5874217590842548; 'support': 26374}; 'weighted avg': {'precision': 0.699438245584966; 'recall': 0.6829832410707515; 'f1-score': 0.6903538146833554; 'support': 26374}},{'0': {'precision': 0.8115671641791045; 'recall': 0.7820224719101123; 'f1-score': 0.7965209430075532; 'support': 2225}; '1': {'precision': 0.38373570520965694; 'recall': 0.42776203966005666; 'f1-score': 0.40455458807769595; 'support': 706}; 'accuracy': 0.69669054930058; 'macro avg': {'precision': 0.5976514346943806; 'recall': 0.6048922557850844; 'f1-score': 0.6005377655426245; 'support': 2931}; 'weighted avg': {'precision': 0.7085139366006569; 'recall': 0.69669054930058; 'f1-score': 0.7021066657709515; 'support': 2931}}
l: 5,1,CNF,1,26374,2931,412,[64; 65],296,59.094228,0.736267,12,[X1 == 1 OR X3 == 9 OR X3 == 10 OR X3 == 14 OR X5 == 1 OR X6 == 13 OR X7 == 5 OR X10 >= 4243.500000 OR X13 == 5 OR X13 == 14 OR X13 == 37 OR X13 == 41],{'0': {'precision': 0.8579826901094115; 'recall': 0.7871947260650253; 'f1-score': 0.8210657915299265; 'support': 20023}; '1': {'precision': 0.4675746595026865; 'recall': 0.589198551409227; 'f1-score': 0.5213877664762436; 'support': 6351}; 'accuracy': 0.7395161901873056; 'macro avg': {'precision': 0.662778674806049; 'recall': 0.6881966387371261; 'f1-score': 0.671226779003085; 'support': 26374}; 'weighted avg': {'precision': 0.7639703521104994; 'recall': 0.7395161901873059; 'f1-score': 0.7489017232385812; 'support': 26374}},{'0': {'precision': 0.8562315996074583; 'recall': 0.7842696629213484; 'f1-score': 0.8186722965048089; 'support': 2225}; '1': {'precision': 0.46248600223964165; 'recall': 0.5849858356940509; 'f1-score': 0.5165728580362727; 'support': 706}; 'accuracy': 0.7362674854998295; 'macro avg': {'precision': 0.65935880092355; 'recall': 0.6846277493076997; 'f1-score': 0.6676225772705409; 'support': 2931}; 'weighted avg': {'precision': 0.7613887501561861; 'recall': 0.7362674854998295; 'f1-score': 0.7459045709644518; 'support': 2931}}
l: 5,1,CNF,2,26374,2931,412,[64; 65],296,60.623779,0.792221,9,[X3 == 10 OR X3 == 14 OR X10 >= 4932.500000 OR X11 >= 2384.500000 OR X12 >= 65.500000 OR X13 == 10 OR X13 == 19 OR X13 == 20 OR X13 == 34],{'0': {'precision': 0.8110641891891892; 'recall': 0.9591969235379314; 'f1-score': 0.8789327963755349; 'support': 20023}; '1': {'precision': 0.6967334818114328; 'recall': 0.29554400881750903; 'f1-score': 0.4150359314538419; 'support': 6351}; 'accuracy': 0.7993857587017518; 'macro avg': {'precision': 0.753898835500311; 'recall': 0.6273704661777202; 'f1-score': 0.6469843639146884; 'support': 26374}; 'weighted avg': {'precision': 0.7835327444877358; 'recall': 0.7993857587017518; 'f1-score': 0.7672239547467463; 'support': 26374}},{'0': {'precision': 0.8093415007656968; 'recall': 0.9501123595505618; 'f1-score': 0.874095513748191; 'support': 2225}; '1': {'precision': 0.6520376175548589; 'recall': 0.29461756373937675; 'f1-score': 0.40585365853658534; 'support': 706}; 'accuracy': 0.7922210849539406; 'macro avg': {'precision': 0.7306895591602778; 'recall': 0.6223649616449694; 'f1-score': 0.6399745861423882; 'support': 2931}; 'weighted avg': {'precision': 0.771451176116481; 'recall': 0.7922210849539406; 'f1-score': 0.761308495740892; 'support': 2931}}
l: 5,1,CNF,3,26374,2931,412,[64; 65],296,61.343269,0.784374,7,[X1 == 1 OR X3 == 2 OR X3 == 10 OR X7 == 5 OR X10 >= 7073.500000 OR X11 >= 1551.500000 OR X13 == 10],{'0': {'precision': 0.8246729484951056; 'recall': 0.900414523298207; 'f1-score': 0.8608809836456965; 'support': 20023}; '1': {'precision': 0.5580673758865248; 'recall': 0.39647299637852307; 'f1-score': 0.46359200957378255; 'support': 6351}; 'accuracy': 0.7790627132782285; 'macro avg': {'precision': 0.6913701621908153; 'recall': 0.648443759838365; 'f1-score': 0.6622364966097396; 'support': 26374}; 'weighted avg': {'precision': 0.7604729033128391; 'recall': 0.7790627132782285; 'f1-score': 0.7652116777258238; 'support': 26374}},{'0': {'precision': 0.830360846121941; 'recall': 0.8997752808988764; 'f1-score': 0.8636755823986195; 'support': 2225}; '1': {'precision': 0.5711538461538461; 'recall': 0.4206798866855524; 'f1-score': 0.48450244698205547; 'support': 706}; 'accuracy': 0.784373933810986; 'macro avg': {'precision': 0.7007573461378935; 'recall': 0.6602275837922144; 'f1-score': 0.6740890146903376; 'support': 2931}; 'weighted avg': {'precision': 0.7679247690228366; 'recall': 0.784373933810986; 'f1-score': 0.7723428517250971; 'support': 2931}}
l: 5,1,CNF,4,26374,2931,412,[64; 65],296,27.526222,0.814398,8,[X3 == 10 OR X4 >= 13.500000 OR X5 == 1 OR X10 >= 5119.000000 OR X11 >= 1881.500000 OR X13 == 11 OR X13 == 24 OR X13 == 34],{'0': {'precision': 0.8356474293572284; 'recall': 0.9408180592318833; 'f1-score': 0.8851195790067189; 'support': 20023}; '1': {'precision': 0.6906812842599843; 'recall': 0.4166273027869627; 'f1-score': 0.5197407189157337; 'support': 6351}; 'accuracy': 0.8145901266398726; 'macro avg': {'precision': 0.7631643568086064; 'recall': 0.678722681009423; 'f1-score': 0.7024301489612264; 'support': 26374}; 'weighted avg': {'precision': 0.8007388077028492; 'recall': 0.8145901266398726; 'f1-score': 0.7971343988885022; 'support': 26374}},{'0': {'precision': 0.8349940215225189; 'recall': 0.9415730337078652; 'f1-score': 0.8850866075200676; 'support': 2225}; '1': {'precision': 0.6919431279620853; 'recall': 0.41359773371104813; 'f1-score': 0.5177304964539007; 'support': 706}; 'accuracy': 0.8143978164448994; 'macro avg': {'precision': 0.7634685747423021; 'recall': 0.6775853837094566; 'f1-score': 0.7014085519869842; 'support': 2931}; 'weighted avg': {'precision': 0.8005368632647004; 'recall': 0.8143978164448994; 'f1-score': 0.7966002839401585; 'support': 2931}}
l: 5,1,CNF,5,26375,2930,412,[64; 65],296,27.388234,0.749488,11,[X1 == 1 OR X3 == 8 OR X3 == 10 OR X3 == 14 OR X4 >= 13.500000 OR X5 == 5 OR X10 >= 7073.500000 OR X13 == 17 OR X13 == 19 OR X13 == 34 OR X13 == 41],{'0': {'precision': 0.820722660923666; 'recall': 0.8564650651750487; 'f1-score': 0.8382130113886309; 'support': 20023}; '1': {'precision': 0.47554744525547443; 'recall': 0.410264483627204; 'f1-score': 0.44050033806626093; 'support': 6352}; 'accuracy': 0.7490047393364929; 'macro avg': {'precision': 0.6481350530895702; 'recall': 0.6333647744011264; 'f1-score': 0.639356674727446; 'support': 26375}; 'weighted avg': {'precision': 0.7375926904999938; 'recall': 0.7490047393364929; 'f1-score': 0.7424302284144624; 'support': 26375}},{'0': {'precision': 0.820094461142121; 'recall': 0.8584269662921349; 'f1-score': 0.8388230127360563; 'support': 2225}; '1': {'precision': 0.47587354409317806; 'recall': 0.4056737588652482; 'f1-score': 0.43797856049004597; 'support': 705}; 'accuracy': 0.7494880546075086; 'macro avg': {'precision': 0.6479840026176495; 'recall': 0.6320503625786915; 'f1-score': 0.6384007866130511; 'support': 2930}; 'weighted avg': {'precision': 0.7372699742753958; 'recall': 0.7494880546075086; 'f1-score': 0.7423740916324941; 'support': 2930}}
l: 5,1,CNF,6,26375,2930,412,[64; 65],296,27.686916,0.780887,7,[X3 == 14 OR X5 == 1 OR X6 == 13 OR X10 >= 4668.500000 OR X12 >= 65.500000 OR X13 == 21 OR X13 == 36],{'0': {'precision': 0.8065624463150661; 'recall': 0.9379213904010388; 'f1-score': 0.8672962800471056; 'support': 20023}; '1': {'precision': 0.597864768683274; 'recall': 0.29093198992443325; 'f1-score': 0.39140103780578206; 'support': 6352}; 'accuracy': 0.7821042654028436; 'macro avg': {'precision': 0.7022136074991701; 'recall': 0.614426690162736; 'f1-score': 0.6293486589264439; 'support': 26375}; 'weighted avg': {'precision': 0.7563009241039895; 'recall': 0.7821042654028436; 'f1-score': 0.7526844666360387; 'support': 26375}},{'0': {'precision': 0.8054805094558085; 'recall': 0.9379775280898877; 'f1-score': 0.8666943521594683; 'support': 2225}; '1': {'precision': 0.5929203539823009; 'recall': 0.2851063829787234; 'f1-score': 0.38505747126436785; 'support': 705}; 'accuracy': 0.7808873720136519; 'macro avg': {'precision': 0.6992004317190548; 'recall': 0.6115419555343056; 'f1-score': 0.6258759117119181; 'support': 2930}; 'weighted avg': {'precision': 0.7543354891115003; 'recall': 0.7808873720136519; 'f1-score': 0.7508056146062103; 'support': 2930}}
l: 5,1,CNF,7,26375,2930,412,[64; 65],296,27.976111,0.782253,10,[X3 == 10 OR X3 == 14 OR X6 == 4 OR X10 >= 5316.500000 OR X11 >= 1820.500000 OR X12 >= 65.500000 OR X13 == 2 OR X13 == 10 OR X13 == 17 OR X13 == 35],{'0': {'precision': 0.8494602647389244; 'recall': 0.8685511661589173; 'f1-score': 0.8588996444093244; 'support': 20023}; '1': {'precision': 0.5540494747543205; 'recall': 0.5147984886649875; 'f1-score': 0.5337032805614493; 'support': 6352}; 'accuracy': 0.7833554502369668; 'macro avg': {'precision': 0.7017548697466225; 'recall': 0.6916748274119524; 'f1-score': 0.6963014624853869; 'support': 26375}; 'weighted avg': {'precision': 0.7783152661424428; 'recall': 0.7833554502369668; 'f1-score': 0.7805812632467954; 'support': 26375}},{'0': {'precision': 0.8484848484848485; 'recall': 0.868314606741573; 'f1-score': 0.8582852065748556; 'support': 2225}; '1': {'precision': 0.5513016845329249; 'recall': 0.5106382978723404; 'f1-score': 0.5301914580265096; 'support': 705}; 'accuracy': 0.7822525597269625; 'macro avg': {'precision': 0.6998932665088867; 'recall': 0.6894764523069568; 'f1-score': 0.6942383323006827; 'support': 2930}; 'weighted avg': {'precision': 0.7769783192745733; 'recall': 0.7822525597269625; 'f1-score': 0.7793411476238031; 'support': 2930}}
l: 5,1,CNF,8,26375,2930,412,[64; 65],296,27.530162,0.801365,7,[X3 == 14 OR X5 == 1 OR X6 == 4 OR X10 >= 4932.500000 OR X11 >= 2384.500000 OR X13 == 19 OR X13 == 31],{'0': {'precision': 0.8324294256709777; 'recall': 0.8968238114262884; 'f1-score': 0.8634276510325264; 'support': 20024}; '1': {'precision': 0.5697625989171179; 'recall': 0.4307982994803968; 'f1-score': 0.49063032367972736; 'support': 6351}; 'accuracy': 0.7846066350710901; 'macro avg': {'precision': 0.7010960122940477; 'recall': 0.6638110554533426; 'f1-score': 0.6770289873561268; 'support': 26375}; 'weighted avg': {'precision': 0.7691802496818302; 'recall': 0.7846066350710901; 'f1-score': 0.7736594680555547; 'support': 26375}},{'0': {'precision': 0.8409468438538206; 'recall': 0.9105215827338129; 'f1-score': 0.8743523316062176; 'support': 2224}; '1': {'precision': 0.6187739463601533; 'recall': 0.45750708215297453; 'f1-score': 0.5260586319218242; 'support': 706}; 'accuracy': 0.8013651877133106; 'macro avg': {'precision': 0.7298603951069869; 'recall': 0.6840143324433937; 'f1-score': 0.7002054817640209; 'support': 2930}; 'weighted avg': {'precision': 0.7874130330584181; 'recall': 0.8013651877133106; 'f1-score': 0.7904290032863605; 'support': 2930}}
l: 5,1,CNF,9,26375,2930,412,[64; 65],296,27.633200,0.805461,9,[X3 == 10 OR X4 >= 13.500000 OR X10 >= 7073.500000 OR X13 == 1 OR X13 == 17 OR X13 == 22 OR X13 == 25 OR X13 == 34 OR X13 == 41],{'0': {'precision': 0.820573442806173; 'recall': 0.9533060327606871; 'f1-score': 0.8819738027583339; 'support': 20024}; '1': {'precision': 0.6995501285347043; 'recall': 0.3427806644622894; 'f1-score': 0.46010778822783477; 'support': 6351}; 'accuracy': 0.8062938388625592; 'macro avg': {'precision': 0.7600617856704386; 'recall': 0.6480433486114883; 'f1-score': 0.6710407954930844; 'support': 26375}; 'weighted avg': {'precision': 0.7914314875857712; 'recall': 0.8062938388625592; 'f1-score': 0.7803900659513879; 'support': 26375}},{'0': {'precision': 0.8195517774343122; 'recall': 0.9536870503597122; 'f1-score': 0.8815461346633415; 'support': 2224}; '1': {'precision': 0.6988304093567251; 'recall': 0.3385269121813031; 'f1-score': 0.4561068702290076; 'support': 706}; 'accuracy': 0.8054607508532423; 'macro avg': {'precision': 0.7591910933955186; 'recall': 0.6461069812705077; 'f1-score': 0.6688265024461746; 'support': 2930}; 'weighted avg': {'precision': 0.7904632839657878; 'recall': 0.8054607508532423; 'f1-score': 0.7790341480795053; 'support': 2930}}
r: ---> Params: {'lamda': 5, 'n_clause': 1, 'rule_type': 'CNF', 'real_partition_size': [64, 65], 'n_partitions': 412}, (mean val acc cv) 0.774340 (+- 0.034534), (mean training time) 39.600717 (+- 14.992918)
l: 5,1,CNF,0,26374,2931,206,[128; 129],296,25.155527,0.751279,7,[X1 == 5 OR X3 == 9 OR X3 == 10 OR X7 == 5 OR X10 >= 3048.000000 OR X13 == 10 OR X13 == 22],{'0': {'precision': 0.8502971963600021; 'recall': 0.8073215801827898; 'f1-score': 0.82825229287288; 'support': 20023}; '1': {'precision': 0.47602879261170716; 'recall': 0.5518815934498504; 'f1-score': 0.5111564824267171; 'support': 6351}; 'accuracy': 0.7458102676878744; 'macro avg': {'precision': 0.6631629944858546; 'recall': 0.6796015868163201; 'f1-score': 0.6697043876497986; 'support': 26374}; 'weighted avg': {'precision': 0.7601713666714671; 'recall': 0.7458102676878744; 'f1-score': 0.7518939288725927; 'support': 26374}},{'0': {'precision': 0.8634596695821186; 'recall': 0.7986516853932585; 'f1-score': 0.829792201727761; 'support': 2225}; '1': {'precision': 0.4868270332187858; 'recall': 0.6019830028328612; 'f1-score': 0.5383153894870171; 'support': 706}; 'accuracy': 0.7512794268167861; 'macro avg': {'precision': 0.6751433514004522; 'recall': 0.7003173441130599; 'f1-score': 0.6840537956073891; 'support': 2931}; 'weighted avg': {'precision': 0.7727388776092381; 'recall': 0.7512794268167861; 'f1-score': 0.7595831845179469; 'support': 2931}}
