l: lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
r: ---> Params: {'lamda': 5, 'n_clause': 1, 'rule_type': 'CNF', 'real_partition_size': [16, 17], 'n_partitions': 1648}, (mean val acc cv) 0.729670 (+- 0.031095), (mean training time) 56.517462 (+- 2.642954)
l: 5,1,CNF,0,26374,2931,824,[32; 33],296,39.039716,0.781644,4,[X3 == 10 OR X4 >= 13.500000 OR X6 == 10 OR X10 >= 5119.000000],{'0': {'precision': 0.8339040292696656; 'recall': 0.8878789392198971; 'f1-score': 0.8600454743360264; 'support': 20023}; '1': {'precision': 0.5558852621167161; 'recall': 0.44245000787277594; 'f1-score': 0.49272312817815184; 'support': 6351}; 'accuracy': 0.78061727458861; 'macro avg': {'precision': 0.6948946456931908; 'recall': 0.6651644735463366; 'f1-score': 0.6763843012570891; 'support': 26374}; 'weighted avg': {'precision': 0.766955625910737; 'recall': 0.78061727458861; 'f1-score': 0.7715922923974255; 'support': 26374}},{'0': {'precision': 0.8336842105263158; 'recall': 0.8898876404494382; 'f1-score': 0.8608695652173914; 'support': 2225}; '1': {'precision': 0.5593525179856115; 'recall': 0.4405099150141643; 'f1-score': 0.49286846275752766; 'support': 706}; 'accuracy': 0.7816444899351757; 'macro avg': {'precision': 0.6965183642559636; 'recall': 0.6651987777318012; 'f1-score': 0.6768690139874596; 'support': 2931}; 'weighted avg': {'precision': 0.7676049969699401; 'recall': 0.7816444899351757; 'f1-score': 0.772227880353296; 'support': 2931}}
l: 5,1,CNF,1,26374,2931,824,[32; 33],296,39.564178,0.787103,7,[X3 == 12 OR X3 == 14 OR X10 >= 4243.500000 OR X11 >= 1551.500000 OR X13 == 0 OR X13 == 22 OR X13 == 34],{'0': {'precision': 0.8322919042189282; 'recall': 0.9113519452629476; 'f1-score': 0.8700295604081244; 'support': 20023}; '1': {'precision': 0.6010339402112834; 'recall': 0.42103605731380883; 'f1-score': 0.4951851851851852; 'support': 6351}; 'accuracy': 0.7932812618487904; 'macro avg': {'precision': 0.7166629222151057; 'recall': 0.6661940012883782; 'f1-score': 0.6826073727966548; 'support': 26374}; 'weighted avg': {'precision': 0.7766037518941936; 'recall': 0.7932812618487904; 'f1-score': 0.7797650337136189; 'support': 26374}},{'0': {'precision': 0.8247464503042596; 'recall': 0.9137078651685393; 'f1-score': 0.8669509594882728; 'support': 2225}; '1': {'precision': 0.5879828326180258; 'recall': 0.3881019830028329; 'f1-score': 0.46757679180887374; 'support': 706}; 'accuracy': 0.7871033776867963; 'macro avg': {'precision': 0.7063646414611426; 'recall': 0.6509049240856861; 'f1-score': 0.6672638756485733; 'support': 2931}; 'weighted avg': {'precision': 0.7677163874975449; 'recall': 0.7871033776867963; 'f1-score': 0.7707523370448557; 'support': 2931}}
l: 5,1,CNF,2,26374,2931,824,[32; 33],296,41.868659,0.709997,9,[X1 == 1 OR X1 == 6 OR X3 == 10 OR X3 == 14 OR X6 == 14 OR X10 >= 57.000000 OR X13 == 1 OR X13 == 2 OR X13 == 21],{'0': {'precision': 0.8117322637252444; 'recall': 0.8085701443340159; 'f1-score': 0.8101481184947957; 'support': 20023}; '1': {'precision': 0.40379530253538654; 'recall': 0.408754526846166; 'f1-score': 0.4062597809076683; 'support': 6351}; 'accuracy': 0.7122924091908698; 'macro avg': {'precision': 0.6077637831303155; 'recall': 0.6086623355900909; 'f1-score': 0.608203949701232; 'support': 26374}; 'weighted avg': {'precision': 0.7134988656621221; 'recall': 0.7122924091908698; 'f1-score': 0.7128896506091565; 'support': 26374}},{'0': {'precision': 0.8126421100500227; 'recall': 0.8031460674157304; 'f1-score': 0.8078661844484629; 'support': 2225}; '1': {'precision': 0.4016393442622951; 'recall': 0.4164305949008499; 'f1-score': 0.40890125173852576; 'support': 706}; 'accuracy': 0.7099965881951552; 'macro avg': {'precision': 0.6071407271561589; 'recall': 0.6097883311582901; 'f1-score': 0.6083837180934943; 'support': 2931}; 'weighted avg': {'precision': 0.7136424673867214; 'recall': 0.7099965881951552; 'f1-score': 0.7117661358325587; 'support': 2931}}
l: 5,1,CNF,3,26374,2931,824,[32; 33],296,45.392221,0.759809,10,[X1 == 5 OR X1 == 7 OR X3 == 10 OR X4 >= 13.500000 OR X6 == 10 OR X10 >= 5119.000000 OR X13 == 11 OR X13 == 20 OR X13 == 23 OR X13 == 25],{'0': {'precision': 0.8412523205057448; 'recall': 0.8373870049443141; 'f1-score': 0.8393152124943686; 'support': 20023}; '1': {'precision': 0.49464535154431166; 'recall': 0.5018107384663832; 'f1-score': 0.49820228231983743; 'support': 6351}; 'accuracy': 0.75657844847198; 'macro avg': {'precision': 0.6679488360250283; 'recall': 0.6695988717053487; 'f1-score': 0.6687587474071031; 'support': 26374}; 'weighted avg': {'precision': 0.757787511986974; 'recall': 0.75657844847198; 'f1-score': 0.75717339784591; 'support': 26374}},{'0': {'precision': 0.8464692482915718; 'recall': 0.8350561797752809; 'f1-score': 0.8407239819004525; 'support': 2225}; '1': {'precision': 0.501358695652174; 'recall': 0.5226628895184136; 'f1-score': 0.5117891816920944; 'support': 706}; 'accuracy': 0.7598089389286933; 'macro avg': {'precision': 0.6739139719718729; 'recall': 0.6788595346468472; 'f1-score': 0.6762565817962735; 'support': 2931}; 'weighted avg': {'precision': 0.763341288495115; 'recall': 0.7598089389286933; 'f1-score': 0.7614923309461362; 'support': 2931}}
l: 5,1,CNF,4,26374,2931,824,[32; 33],296,79.002027,0.658478,10,[X0 >= 61.500000 OR X1 == 1 OR X6 == 4 OR X6 == 11 OR X6 == 12 OR X7 == 2 OR X8 == 0 OR X10 >= 7073.500000 OR X13 == 17 OR X13 == 22],{'0': {'precision': 0.8303495311167945; 'recall': 0.6810168306447585; 'f1-score': 0.7483056660721636; 'support': 20023}; '1': {'precision': 0.3582194533762058; 'recall': 0.5613289245788065; 'f1-score': 0.43734282033981475; 'support': 6351}; 'accuracy': 0.6521953438992948; 'macro avg': {'precision': 0.5942844922465002; 'recall': 0.6211728776117824; 'f1-score': 0.5928242432059891; 'support': 26374}; 'weighted avg': {'precision': 0.7166580878874595; 'recall': 0.6521953438992948; 'f1-score': 0.673424152716353; 'support': 26374}},{'0': {'precision': 0.8318872017353579; 'recall': 0.689438202247191; 'f1-score': 0.7539936102236422; 'support': 2225}; '1': {'precision': 0.36430542778288866; 'recall': 0.5609065155807366; 'f1-score': 0.44171779141104295; 'support': 706}; 'accuracy': 0.6584783350392358; 'macro avg': {'precision': 0.5980963147591233; 'recall': 0.6251723589139637; 'f1-score': 0.5978557008173426; 'support': 2931}; 'weighted avg': {'precision': 0.7192591797597716; 'recall': 0.6584783350392358; 'f1-score': 0.6787746651258274; 'support': 2931}}
l: 5,1,CNF,5,26375,2930,824,[32; 33],296,82.537988,0.728669,7,[X1 == 5 OR X3 == 12 OR X5 == 1 OR X6 == 3 OR X8 == 0 OR X10 >= 5119.000000 OR X13 == 5],{'0': {'precision': 0.8190779496511981; 'recall': 0.8092193976926535; 'f1-score': 0.8141188292928024; 'support': 20023}; '1': {'precision': 0.42059760351888364; 'recall': 0.43655541561712846; 'f1-score': 0.42842796446504433; 'support': 6352}; 'accuracy': 0.7194691943127962; 'macro avg': {'precision': 0.6198377765850409; 'recall': 0.622887406654891; 'f1-score': 0.6212733968789234; 'support': 26375}; 'weighted avg': {'precision': 0.7231102848689246; 'recall': 0.7194691943127962; 'f1-score': 0.7212313080269855; 'support': 26375}},{'0': {'precision': 0.8232368896925859; 'recall': 0.8184269662921348; 'f1-score': 0.8208248816768086; 'support': 2225}; '1': {'precision': 0.4373259052924791; 'recall': 0.4453900709219858; 'f1-score': 0.44132115249472936; 'support': 705}; 'accuracy': 0.7286689419795221; 'macro avg': {'precision': 0.6302813974925325; 'recall': 0.6319085186070603; 'f1-score': 0.631073017085769; 'support': 2930}; 'weighted avg': {'precision': 0.7303811750161098; 'recall': 0.7286689419795221; 'f1-score': 0.7295108444504038; 'support': 2930}}
l: 5,1,CNF,6,26375,2930,824,[32; 33],296,88.631717,0.747782,9,[X1 == 1 OR X3 == 0 OR X3 == 12 OR X3 == 14 OR X6 == 13 OR X10 >= 6618.500000 OR X11 >= 1551.500000 OR X13 == 22 OR X13 == 24],{'0': {'precision': 0.829948131271511; 'recall': 0.8550666733256754; 'f1-score': 0.8423201810489029; 'support': 20023}; '1': {'precision': 0.4949530107901149; 'recall': 0.4477329974811083; 'f1-score': 0.4701603570838155; 'support': 6352}; 'accuracy': 0.7569668246445498; 'macro avg': {'precision': 0.662450571030813; 'recall': 0.6513998354033919; 'f1-score': 0.6562402690663592; 'support': 26375}; 'weighted avg': {'precision': 0.7492698751464748; 'recall': 0.7569668246445498; 'f1-score': 0.7526913961455385; 'support': 26375}},{'0': {'precision': 0.8281802120141343; 'recall': 0.8426966292134831; 'f1-score': 0.8353753619959902; 'support': 2225}; '1': {'precision': 0.4744744744744745; 'recall': 0.4482269503546099; 'f1-score': 0.46097738876732314; 'support': 705}; 'accuracy': 0.7477815699658703; 'macro avg': {'precision': 0.6513273432443044; 'recall': 0.6454617897840464; 'f1-score': 0.6481763753816566; 'support': 2930}; 'weighted avg': {'precision': 0.7430735413774585; 'recall': 0.7477815699658703; 'f1-score': 0.745289842840287; 'support': 2930}}
l: 5,1,CNF,7,26375,2930,824,[32; 33],296,136.354205,0.712628,8,[X5 == 1 OR X5 == 5 OR X6 == 12 OR X7 == 5 OR X8 == 1 OR X10 >= 7073.500000 OR X13 == 1 OR X13 == 41],{'0': {'precision': 0.8032186904642535; 'recall': 0.8001298506717275; 'f1-score': 0.8016712952538217; 'support': 20023}; '1': {'precision': 0.3775081661222585; 'recall': 0.3820843828715365; 'f1-score': 0.379782489633049; 'support': 6352}; 'accuracy': 0.6994502369668246; 'macro avg': {'precision': 0.590363428293256; 'recall': 0.591107116771632; 'f1-score': 0.5907268924434353; 'support': 26375}; 'weighted avg': {'precision': 0.7006930695876525; 'recall': 0.6994502369668246; 'f1-score': 0.7000660746546502; 'support': 26375}},{'0': {'precision': 0.813037573562698; 'recall': 0.807191011235955; 'f1-score': 0.8101037437979252; 'support': 2225}; '1': {'precision': 0.40499306518723993; 'recall': 0.41418439716312055; 'f1-score': 0.40953716690042075; 'support': 705}; 'accuracy': 0.7126279863481229; 'macro avg': {'precision': 0.609015319374969; 'recall': 0.6106877041995378; 'f1-score': 0.609820455349173; 'support': 2930}; 'weighted avg': {'precision': 0.7148562157453949; 'recall': 0.7126279863481229; 'f1-score': 0.7137216834864096; 'support': 2930}}
l: 5,1,CNF,8,26375,2930,824,[32; 33],296,90.621739,0.718089,7,[X1 == 1 OR X3 == 7 OR X3 == 10 OR X5 == 1 OR X10 >= 3048.000000 OR X12 >= 49.500000 OR X13 == 3],{'0': {'precision': 0.8455065271334556; 'recall': 0.7827606871753895; 'f1-score': 0.8129246408381309; 'support': 20024}; '1': {'precision': 0.4449406660712007; 'recall': 0.5490473941111635; 'f1-score': 0.4915421482943332; 'support': 6351}; 'accuracy': 0.7264834123222749; 'macro avg': {'precision': 0.6452235966023282; 'recall': 0.6659040406432766; 'f1-score': 0.652233394566232; 'support': 26375}; 'weighted avg': {'precision': 0.749051786522787; 'recall': 0.7264834123222749; 'f1-score': 0.7355369551454045; 'support': 26375}},{'0': {'precision': 0.8450148075024679; 'recall': 0.7697841726618705; 'f1-score': 0.8056470588235294; 'support': 2224}; '1': {'precision': 0.4336283185840708; 'recall': 0.5552407932011332; 'f1-score': 0.48695652173913045; 'support': 706}; 'accuracy': 0.7180887372013652; 'macro avg': {'precision': 0.6393215630432694; 'recall': 0.6625124829315019; 'f1-score': 0.64630179028133; 'support': 2930}; 'weighted avg': {'precision': 0.7458889163159874; 'recall': 0.7180887372013652; 'f1-score': 0.7288567792393704; 'support': 2930}}
l: 5,1,CNF,9,26375,2930,824,[32; 33],296,86.653669,0.779863,7,[X1 == 7 OR X3 == 14 OR X6 == 13 OR X10 >= 4401.000000 OR X13 == 14 OR X13 == 21 OR X13 == 25],{'0': {'precision': 0.8049729068344695; 'recall': 0.9199460647223332; 'f1-score': 0.8586277617227557; 'support': 20024}; '1': {'precision': 0.540819249498711; 'recall': 0.29727601952448435; 'f1-score': 0.3836618573460679; 'support': 6351}; 'accuracy': 0.7700094786729857; 'macro avg': {'precision': 0.6728960781665903; 'recall': 0.6086110421234088; 'f1-score': 0.6211448095344118; 'support': 26375}; 'weighted avg': {'precision': 0.7413657076784732; 'recall': 0.7700094786729857; 'f1-score': 0.7442577727674442; 'support': 26375}},{'0': {'precision': 0.8094864758918071; 'recall': 0.9285071942446043; 'f1-score': 0.8649214659685863; 'support': 2224}; '1': {'precision': 0.5804749340369393; 'recall': 0.311614730878187; 'f1-score': 0.4055299539170507; 'support': 706}; 'accuracy': 0.7798634812286689; 'macro avg': {'precision': 0.6949807049643733; 'recall': 0.6200609625613956; 'f1-score': 0.6352257099428185; 'support': 2930}; 'weighted avg': {'precision': 0.7543048552264362; 'recall': 0.7798634812286689; 'f1-score': 0.7542284941227214; 'support': 2930}}
r: ---> Params: {'lamda': 5, 'n_clause': 1, 'rule_type': 'CNF', 'real_partition_size': [32, 33], 'n_partitions': 824}, (mean val acc cv) 0.738406 (+- 0.038566), (mean training time) 72.966612 (+- 29.807123)
l: 5,1,CNF,0,26374,2931,412,[64; 65],296,54.359821,0.784033,10,[X3 == 14 OR X5 == 1 OR X7 == 5 OR X10 >= 5505.500000 OR X11 >= 2218.500000 OR X13 == 1 OR X13 == 3 OR X13 == 10 OR X13 == 11 OR X13 == 20],{'0': {'precision': 0.8151249677918062; 'recall': 0.9479598461768965; 'f1-score': 0.8765383638504698; 'support': 20023}; '1': {'precision': 0.6625647668393783; 'recall': 0.322153991497402; 'f1-score': 0.4335205000529717; 'support': 6351}; 'accuracy': 0.7972624554485478; 'macro avg': {'precision': 0.7388448673155923; 'recall': 0.6350569188371493; 'f1-score': 0.6550294319517207; 'support': 26374}; 'weighted avg': {'precision': 0.7783876569459403; 'recall': 0.7972624554485478; 'f1-score': 0.7698572971568356; 'support': 26374}},{'0': {'precision': 0.8061538461538461; 'recall': 0.9420224719101123; 'f1-score': 0.8688082901554404; 'support': 2225}; '1': {'precision': 0.6102719033232629; 'recall': 0.28611898016997167; 'f1-score': 0.3895853423336547; 'support': 706}; 'accuracy': 0.7840327533265097; 'macro avg': {'precision': 0.7082128747385545; 'recall': 0.614070726040042; 'f1-score': 0.6291968162445476; 'support': 2931}; 'weighted avg': {'precision': 0.7589710922683491; 'recall': 0.7840327533265097; 'f1-score': 0.7533762187933861; 'support': 2931}}
l: 5,1,CNF,1,26374,2931,412,[64; 65],296,55.455264,0.760832,9,[X3 == 14 OR X4 >= 12.500000 OR X10 >= 4973.500000 OR X13 == 9 OR X13 == 10 OR X13 == 19 OR X13 == 21 OR X13 == 22 OR X13 == 24],{'0': {'precision': 0.8626431347830654; 'recall': 0.820206762223443; 'f1-score': 0.8408898901717825; 'support': 20023}; '1': {'precision': 0.5092693565976009; 'recall': 0.5882538182963313; 'f1-score': 0.5459194856433112; 'support': 6351}; 'accuracy': 0.7643512550238871; 'macro avg': {'precision': 0.6859562456903332; 'recall': 0.7042302902598871; 'f1-score': 0.6934046879075468; 'support': 26374}; 'weighted avg': {'precision': 0.7775488424779208; 'recall': 0.7643512550238871; 'f1-score': 0.7698594420349689; 'support': 26374}},{'0': {'precision': 0.8531047265987025; 'recall': 0.8274157303370786; 'f1-score': 0.840063883185033; 'support': 2225}; '1': {'precision': 0.5032341526520052; 'recall': 0.5509915014164306; 'f1-score': 0.5260311020960109; 'support': 706}; 'accuracy': 0.7608324803821221; 'macro avg': {'precision': 0.6781694396253539; 'recall': 0.6892036158767546; 'f1-score': 0.6830474926405219; 'support': 2931}; 'weighted avg': {'precision': 0.768830204180972; 'recall': 0.7608324803821221; 'f1-score': 0.7644217325713006; 'support': 2931}}
l: 5,1,CNF,2,26374,2931,412,[64; 65],296,59.057127,0.705902,9,[X1 == 1 OR X1 == 2 OR X1 == 6 OR X3 == 10 OR X6 == 4 OR X10 >= 5119.000000 OR X13 == 1 OR X13 == 11 OR X13 == 30],{'0': {'precision': 0.8461453440176845; 'recall': 0.7646706287769065; 'f1-score': 0.8033474998688284; 'support': 20023}; '1': {'precision': 0.4308491363691267; 'recall': 0.5616438356164384; 'f1-score': 0.48762816131237186; 'support': 6351}; 'accuracy': 0.7157806931068477; 'macro avg': {'precision': 0.6384972401934056; 'recall': 0.6631572321966724; 'f1-score': 0.6454878305906001; 'support': 26374}; 'weighted avg': {'precision': 0.7461398001193001; 'recall': 0.7157806931068477; 'f1-score': 0.7273205976480027; 'support': 26374}},{'0': {'precision': 0.8461147790756729; 'recall': 0.7487640449438202; 'f1-score': 0.7944682880305198; 'support': 2225}; '1': {'precision': 0.4189189189189189; 'recall': 0.5708215297450425; 'f1-score': 0.4832134292565948; 'support': 706}; 'accuracy': 0.7059024223814397; 'macro avg': {'precision': 0.6325168489972959; 'recall': 0.6597927873444314; 'f1-score': 0.6388408586435573; 'support': 2931}; 'weighted avg': {'precision': 0.7432146503582835; 'recall': 0.7059024223814397; 'f1-score': 0.7194952650709868; 'support': 2931}}
l: 5,1,CNF,3,26374,2931,412,[64; 65],296,57.849190,0.799045,4,[X3 == 12 OR X10 >= 5316.500000 OR X11 >= 2168.500000 OR X13 == 36],{'0': {'precision': 0.8102337334175616; 'recall': 0.9608450282175498; 'f1-score': 0.8791354414183878; 'support': 20023}; '1': {'precision': 0.701787751996957; 'recall': 0.29050543221539915; 'f1-score': 0.410913140311804; 'support': 6351}; 'accuracy': 0.7994236748312732; 'macro avg': {'precision': 0.7560107427072593; 'recall': 0.6256752302164745; 'f1-score': 0.6450242908650959; 'support': 26374}; 'weighted avg': {'precision': 0.7841193621427357; 'recall': 0.7994236748312732; 'f1-score': 0.7663850116645425; 'support': 26374}},{'0': {'precision': 0.8103186646433991; 'recall': 0.96; 'f1-score': 0.8788315161489405; 'support': 2225}; '1': {'precision': 0.6983050847457627; 'recall': 0.29178470254957506; 'f1-score': 0.4115884115884116; 'support': 706}; 'accuracy': 0.7990446946434664; 'macro avg': {'precision': 0.7543118746945809; 'recall': 0.6258923512747875; 'f1-score': 0.645209963868676; 'support': 2931}; 'weighted avg': {'precision': 0.7833375703384754; 'recall': 0.7990446946434664; 'f1-score': 0.7662850706287312; 'support': 2931}}
l: 5,1,CNF,4,26374,2931,412,[64; 65],296,74.256952,0.720914,9,[X1 == 2 OR X3 == 8 OR X6 == 11 OR X10 >= 57.000000 OR X11 >= 1975.500000 OR X13 == 7 OR X13 == 10 OR X13 == 24 OR X13 == 31],{'0': {'precision': 0.8055608546356352; 'recall': 0.8435798831343955; 'f1-score': 0.8241321265643677; 'support': 20023}; '1': {'precision': 0.42064372918978915; 'recall': 0.35805384978743504; 'f1-score': 0.3868333758611891; 'support': 6351}; 'accuracy': 0.7266626222795177; 'macro avg': {'precision': 0.6131022919127121; 'recall': 0.6008168664609153; 'f1-score': 0.6054827512127784; 'support': 26374}; 'weighted avg': {'precision': 0.7128707559131597; 'recall': 0.7266626222795177; 'f1-score': 0.7188282528358516; 'support': 26374}},{'0': {'precision': 0.8057366362451108; 'recall': 0.8332584269662922; 'f1-score': 0.8192664604507292; 'support': 2225}; '1': {'precision': 0.4111111111111111; 'recall': 0.3668555240793201; 'f1-score': 0.38772455089820357; 'support': 706}; 'accuracy': 0.7209143636983965; 'macro avg': {'precision': 0.6084238736781109; 'recall': 0.6000569755228061; 'f1-score': 0.6034955056744664; 'support': 2931}; 'weighted avg': {'precision': 0.7106818355816499; 'recall': 0.7209143636983965; 'f1-score': 0.7153194839430242; 'support': 2931}}
l: 5,1,CNF,5,26375,2930,412,[64; 65],296,27.737606,0.784642,9,[X1 == 5 OR X3 == 8 OR X3 == 10 OR X6 == 13 OR X10 >= 5119.000000 OR X11 >= 1820.500000 OR X13 == 21 OR X13 == 22 OR X13 == 41],{'0': {'precision': 0.8280882827258904; 'recall': 0.8975677970334116; 'f1-score': 0.8614293246417102; 'support': 20023}; '1': {'precision': 0.5610017123287672; 'recall': 0.4126259445843829; 'f1-score': 0.47550798258345434; 'support': 6352}; 'accuracy': 0.7807772511848341; 'macro avg': {'precision': 0.6945449975273288; 'recall': 0.6550968708088972; 'f1-score': 0.6684686536125822; 'support': 26375}; 'weighted avg': {'precision': 0.7637647227197283; 'recall': 0.7807772511848341; 'f1-score': 0.7684862965941636; 'support': 26375}},{'0': {'precision': 0.8354377104377104; 'recall': 0.8921348314606742; 'f1-score': 0.8628559008911106; 'support': 2225}; '1': {'precision': 0.5667870036101083; 'recall': 0.4453900709219858; 'f1-score': 0.4988085782366957; 'support': 705}; 'accuracy': 0.784641638225256; 'macro avg': {'precision': 0.7011123570239093; 'recall': 0.6687624511913299; 'f1-score': 0.6808322395639032; 'support': 2930}; 'weighted avg': {'precision': 0.770796499409226; 'recall': 0.784641638225256; 'f1-score': 0.7752608966346729; 'support': 2930}}
l: 5,1,CNF,6,26375,2930,412,[64; 65],296,27.118367,0.806143,7,[X3 == 10 OR X7 == 5 OR X10 >= 5119.000000 OR X11 >= 1820.500000 OR X13 == 3 OR X13 == 10 OR X13 == 30],{'0': {'precision': 0.8284984813135537; 'recall': 0.9399690356090495; 'f1-score': 0.8807206364061769; 'support': 20023}; '1': {'precision': 0.6714051394204483; 'recall': 0.3866498740554156; 'f1-score': 0.4907092907092907; 'support': 6352}; 'accuracy': 0.8067109004739337; 'macro avg': {'precision': 0.7499518103670011; 'recall': 0.6633094548322326; 'f1-score': 0.6857149635577338; 'support': 26375}; 'weighted avg': {'precision': 0.7906650440545961; 'recall': 0.8067109004739337; 'f1-score': 0.786792595918343; 'support': 26375}},{'0': {'precision': 0.8252846486062034; 'recall': 0.9447191011235955; 'f1-score': 0.8809723386420788; 'support': 2225}; '1': {'precision': 0.6788511749347258; 'recall': 0.36879432624113473; 'f1-score': 0.47794117647058815; 'support': 705}; 'accuracy': 0.8061433447098976; 'macro avg': {'precision': 0.7520679117704646; 'recall': 0.6567567136823651; 'f1-score': 0.6794567575563335; 'support': 2930}; 'weighted avg': {'precision': 0.7900506557944658; 'recall': 0.8061433447098976; 'f1-score': 0.7839972637851161; 'support': 2930}}
l: 5,1,CNF,7,26375,2930,412,[64; 65],296,27.775135,0.763823,9,[X3 == 7 OR X3 == 10 OR X6 == 5 OR X6 == 11 OR X10 >= 7073.500000 OR X11 >= 1820.500000 OR X13 == 30 OR X13 == 31 OR X13 == 34],{'0': {'precision': 0.8136640319796493; 'recall': 0.894571243070469; 'f1-score': 0.852201631895711; 'support': 20023}; '1': {'precision': 0.515936711763357; 'recall': 0.3542191435768262; 'f1-score': 0.42005040604872584; 'support': 6352}; 'accuracy': 0.7644360189573459; 'macro avg': {'precision': 0.6648003718715032; 'recall': 0.6243951933236476; 'f1-score': 0.6361260189722184; 'support': 26375}; 'weighted avg': {'precision': 0.7419611338559; 'recall': 0.7644360189573459; 'f1-score': 0.7481248703192163; 'support': 26375}},{'0': {'precision': 0.8173913043478261; 'recall': 0.887191011235955; 'f1-score': 0.8508620689655173; 'support': 2225}; '1': {'precision': 0.512621359223301; 'recall': 0.37446808510638296; 'f1-score': 0.43278688524590164; 'support': 705}; 'accuracy': 0.7638225255972696; 'macro avg': {'precision': 0.6650063317855636; 'recall': 0.630829548171169; 'f1-score': 0.6418244771057094; 'support': 2930}; 'weighted avg': {'precision': 0.7440592868349284; 'recall': 0.7638225255972696; 'f1-score': 0.7502671868759851; 'support': 2930}}
l: 5,1,CNF,8,26375,2930,412,[64; 65],296,27.786193,0.722526,8,[X1 == 1 OR X1 == 5 OR X3 == 9 OR X3 == 12 OR X5 == 1 OR X11 >= 1551.500000 OR X13 == 5 OR X13 == 9],{'0': {'precision': 0.8406138052718816; 'recall': 0.7851578106272473; 'f1-score': 0.8119399901877243; 'support': 20024}; '1': {'precision': 0.439259645464025; 'recall': 0.5306250984096993; 'f1-score': 0.48063895029594234; 'support': 6351}; 'accuracy': 0.7238672985781991; 'macro avg': {'precision': 0.6399367253679533; 'recall': 0.6578914545184733; 'f1-score': 0.6462894702418334; 'support': 26375}; 'weighted avg': {'precision': 0.7439692453120827; 'recall': 0.7238672985781991; 'f1-score': 0.7321639558994699; 'support': 26375}},{'0': {'precision': 0.8480513073507647; 'recall': 0.772931654676259; 'f1-score': 0.8087508821453776; 'support': 2224}; '1': {'precision': 0.4407530454042082; 'recall': 0.5637393767705382; 'f1-score': 0.49471721566190174; 'support': 706}; 'accuracy': 0.7225255972696246; 'macro avg': {'precision': 0.6444021763774864; 'recall': 0.6683355157233986; 'f1-score': 0.6517340489036396; 'support': 2930}; 'weighted avg': {'precision': 0.7499104974755875; 'recall': 0.7225255972696246; 'f1-score': 0.7330827017572091; 'support': 2930}}
l: 5,1,CNF,9,26375,2930,412,[64; 65],296,28.311135,0.713993,11,[X1 == 1 OR X1 == 7 OR X3 == 8 OR X3 == 10 OR X3 == 12 OR X3 == 14 OR X6 == 7 OR X6 == 11 OR X10 >= 5119.000000 OR X11 >= 1820.500000 OR X13 == 9],{'0': {'precision': 0.8401349439547284; 'recall': 0.7710747103475829; 'f1-score': 0.8041247851674392; 'support': 20024}; '1': {'precision': 0.4267850443916469; 'recall': 0.5373956857187845; 'f1-score': 0.4757457485363814; 'support': 6351}; 'accuracy': 0.7148056872037915; 'macro avg': {'precision': 0.6334599941731877; 'recall': 0.6542351980331838; 'f1-score': 0.6399352668519103; 'support': 26375}; 'weighted avg': {'precision': 0.7406018553433491; 'recall': 0.7148056872037915; 'f1-score': 0.7250523581856819; 'support': 26375}},{'0': {'precision': 0.844776119402985; 'recall': 0.7634892086330936; 'f1-score': 0.8020784128483703; 'support': 2224}; '1': {'precision': 0.4282608695652174; 'recall': 0.5580736543909348; 'f1-score': 0.48462484624846247; 'support': 706}; 'accuracy': 0.7139931740614335; 'macro avg': {'precision': 0.6365184944841012; 'recall': 0.6607814315120142; 'f1-score': 0.6433516295484164; 'support': 2930}; 'weighted avg': {'precision': 0.7444144243908812; 'recall': 0.7139931740614335; 'f1-score': 0.7255861882683242; 'support': 2930}}
r: ---> Params: {'lamda': 5, 'n_clause': 1, 'rule_type': 'CNF', 'real_partition_size': [64, 65], 'n_partitions': 412}, (mean val acc cv) 0.756185 (+- 0.035614), (mean training time) 43.970679 (+- 17.012554)
l: 5,1,CNF,0,26374,2931,206,[128; 129],296,24.504583,0.769703,12,[X1 == 1 OR X3 == 10 OR X4 >= 13.500000 OR X5 == 1 OR X7 == 5 OR X10 >= 3048.000000 OR X13 == 19 OR X13 == 21 OR X13 == 30 OR X13 == 33 OR X13 == 40 OR X13 == 41],{'0': {'precision': 0.8401117964533539; 'recall': 0.8706986964990261; 'f1-score': 0.8551318209687307; 'support': 20023}; '1': {'precision': 0.53948772678762; 'recall': 0.47756258856872935; 'f1-score': 0.5066399398646957; 'support': 6351}; 'accuracy': 0.7760294229165087; 'macro avg': {'precision': 0.689799761620487; 'recall': 0.6741306425338778; 'f1-score': 0.6808858804167133; 'support': 26374}; 'weighted avg': {'precision': 0.7677199155688815; 'recall': 0.7760294229165087; 'f1-score': 0.7712131155432462; 'support': 26374}},{'0': {'precision': 0.8309137489325363; 'recall': 0.8746067415730338; 'f1-score': 0.8522005693015109; 'support': 2225}; '1': {'precision': 0.5263157894736842; 'recall': 0.43909348441926344; 'f1-score': 0.47876447876447875; 'support': 706}; 'accuracy': 0.7697031729785057; 'macro avg': {'precision': 0.6786147692031103; 'recall': 0.6568501129961486; 'f1-score': 0.6654825240329948; 'support': 2931}; 'weighted avg': {'precision': 0.7575441960912024; 'recall': 0.7697031729785057; 'f1-score': 0.7622497402605198; 'support': 2931}}
