lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
10,1,CNF,8,285,31,35,[8; 9],564,1.052866,0.806452,1,[X6 >= 0.348160],{'0.0': {'precision': 0.6931818181818182; 'recall': 0.5980392156862745; 'f1-score': 0.6421052631578947; 'support': 102}; '1.0': {'precision': 0.7918781725888325; 'recall': 0.8524590163934426; 'f1-score': 0.8210526315789474; 'support': 183}; 'accuracy': 0.7614035087719299; 'macro avg': {'precision': 0.7425299953853254; 'recall': 0.7252491160398585; 'f1-score': 0.7315789473684211; 'support': 285}; 'weighted avg': {'precision': 0.756555266801059; 'recall': 0.7614035087719299; 'f1-score': 0.7570083102493074; 'support': 285}},{'0.0': {'precision': 0.8571428571428571; 'recall': 0.5454545454545454; 'f1-score': 0.6666666666666665; 'support': 11}; '1.0': {'precision': 0.7916666666666666; 'recall': 0.95; 'f1-score': 0.8636363636363635; 'support': 20}; 'accuracy': 0.8064516129032258; 'macro avg': {'precision': 0.8244047619047619; 'recall': 0.7477272727272727; 'f1-score': 0.765151515151515; 'support': 31}; 'weighted avg': {'precision': 0.8149001536098309; 'recall': 0.8064516129032258; 'f1-score': 0.7937438905180839; 'support': 31}}
10,1,CNF,9,285,31,35,[8; 9],564,1.047761,0.580645,1,[X7 < 0.636360],{'0.0': {'precision': 0.38333333333333336; 'recall': 0.22549019607843138; 'f1-score': 0.28395061728395066; 'support': 102}; '1.0': {'precision': 0.6488888888888888; 'recall': 0.7978142076502732; 'f1-score': 0.7156862745098039; 'support': 183}; 'accuracy': 0.5929824561403508; 'macro avg': {'precision': 0.5161111111111111; 'recall': 0.5116522018643523; 'f1-score': 0.4998184458968773; 'support': 285}; 'weighted avg': {'precision': 0.5538479532163743; 'recall': 0.5929824561403508; 'f1-score': 0.5611703550816037; 'support': 285}},{'0.0': {'precision': 0.3333333333333333; 'recall': 0.18181818181818182; 'f1-score': 0.23529411764705885; 'support': 11}; '1.0': {'precision': 0.64; 'recall': 0.8; 'f1-score': 0.7111111111111111; 'support': 20}; 'accuracy': 0.5806451612903226; 'macro avg': {'precision': 0.4866666666666667; 'recall': 0.49090909090909096; 'f1-score': 0.473202614379085; 'support': 31}; 'weighted avg': {'precision': 0.5311827956989248; 'recall': 0.5806451612903226; 'f1-score': 0.5422728231077377; 'support': 31}}
10,1,CNF,0,284,32,17,[16; 17],564,0.627689,0.718750,1,[X33 < 0.311660],{'0.0': {'precision': 0.4; 'recall': 0.23529411764705882; 'f1-score': 0.29629629629629634; 'support': 102}; '1.0': {'precision': 0.6517857142857143; 'recall': 0.8021978021978022; 'f1-score': 0.7192118226600986; 'support': 182}; 'accuracy': 0.5985915492957746; 'macro avg': {'precision': 0.5258928571428572; 'recall': 0.5187459599224306; 'f1-score': 0.5077540594781975; 'support': 284}; 'weighted avg': {'precision': 0.561355633802817; 'recall': 0.5985915492957746; 'f1-score': 0.5673196265716908; 'support': 284}},{'0.0': {'precision': 0.6666666666666666; 'recall': 0.36363636363636365; 'f1-score': 0.4705882352941177; 'support': 11}; '1.0': {'precision': 0.7307692307692307; 'recall': 0.9047619047619048; 'f1-score': 0.8085106382978723; 'support': 21}; 'accuracy': 0.71875; 'macro avg': {'precision': 0.6987179487179487; 'recall': 0.6341991341991342; 'f1-score': 0.639549436795995; 'support': 32}; 'weighted avg': {'precision': 0.7087339743589743; 'recall': 0.71875; 'f1-score': 0.6923498122653317; 'support': 32}}
10,1,CNF,1,284,32,17,[16; 17],564,0.656967,0.750000,2,[X7 >= 0.636360 OR X10 >= 0.212120],{'0.0': {'precision': 0.8409090909090909; 'recall': 0.3627450980392157; 'f1-score': 0.5068493150684932; 'support': 102}; '1.0': {'precision': 0.7291666666666666; 'recall': 0.9615384615384616; 'f1-score': 0.8293838862559241; 'support': 182}; 'accuracy': 0.7464788732394366; 'macro avg': {'precision': 0.7850378787878788; 'recall': 0.6621417797888386; 'f1-score': 0.6681166006622086; 'support': 284}; 'weighted avg': {'precision': 0.7692995091762697; 'recall': 0.7464788732394366; 'f1-score': 0.7135440050548045; 'support': 284}},{'0.0': {'precision': 1.0; 'recall': 0.2727272727272727; 'f1-score': 0.42857142857142855; 'support': 11}; '1.0': {'precision': 0.7241379310344828; 'recall': 1.0; 'f1-score': 0.8400000000000001; 'support': 21}; 'accuracy': 0.75; 'macro avg': {'precision': 0.8620689655172413; 'recall': 0.6363636363636364; 'f1-score': 0.6342857142857143; 'support': 32}; 'weighted avg': {'precision': 0.8189655172413793; 'recall': 0.75; 'f1-score': 0.6985714285714286; 'support': 32}}
10,1,CNF,2,284,32,17,[16; 17],564,0.683828,0.875000,3,[X11 >= 0.111470 OR X20 >= 0.162450 OR X21 < -0.145500],{'0.0': {'precision': 0.975609756097561; 'recall': 0.39215686274509803; 'f1-score': 0.5594405594405595; 'support': 102}; '1.0': {'precision': 0.7448559670781894; 'recall': 0.9945054945054945; 'f1-score': 0.851764705882353; 'support': 182}; 'accuracy': 0.778169014084507; 'macro avg': {'precision': 0.8602328615878752; 'recall': 0.6933311786252963; 'f1-score': 0.7056026326614562; 'support': 284}; 'weighted avg': {'precision': 0.8277323279231749; 'recall': 0.778169014084507; 'f1-score': 0.7467750476532581; 'support': 284}},{'0.0': {'precision': 1.0; 'recall': 0.6363636363636364; 'f1-score': 0.7777777777777778; 'support': 11}; '1.0': {'precision': 0.84; 'recall': 1.0; 'f1-score': 0.9130434782608696; 'support': 21}; 'accuracy': 0.875; 'macro avg': {'precision': 0.9199999999999999; 'recall': 0.8181818181818181; 'f1-score': 0.8454106280193237; 'support': 32}; 'weighted avg': {'precision': 0.895; 'recall': 0.875; 'f1-score': 0.8665458937198067; 'support': 32}}
10,1,CNF,3,284,32,17,[16; 17],564,0.676764,0.718750,3,[X2 >= 0.871110 OR X11 >= 0.111470 OR X33 < 0.000000],{'0.0': {'precision': 0.7547169811320755; 'recall': 0.39603960396039606; 'f1-score': 0.5194805194805194; 'support': 101}; '1.0': {'precision': 0.7359307359307359; 'recall': 0.9289617486338798; 'f1-score': 0.821256038647343; 'support': 183}; 'accuracy': 0.7394366197183099; 'macro avg': {'precision': 0.7453238585314057; 'recall': 0.6625006762971379; 'f1-score': 0.6703682790639311; 'support': 284}; 'weighted avg': {'precision': 0.7426117597523391; 'recall': 0.7394366197183099; 'f1-score': 0.7139344631690008; 'support': 284}},{'0.0': {'precision': 0.7142857142857143; 'recall': 0.4166666666666667; 'f1-score': 0.5263157894736842; 'support': 12}; '1.0': {'precision': 0.72; 'recall': 0.9; 'f1-score': 0.7999999999999999; 'support': 20}; 'accuracy': 0.71875; 'macro avg': {'precision': 0.7171428571428571; 'recall': 0.6583333333333333; 'f1-score': 0.6631578947368421; 'support': 32}; 'weighted avg': {'precision': 0.7178571428571427; 'recall': 0.71875; 'f1-score': 0.6973684210526315; 'support': 32}}
10,1,CNF,4,284,32,17,[16; 17],564,0.674195,0.750000,3,[X3 >= 0.016310 OR X14 >= 0.251920 OR X29 >= 0.086960],{'0.0': {'precision': 0.9512195121951219; 'recall': 0.38613861386138615; 'f1-score': 0.5492957746478874; 'support': 101}; '1.0': {'precision': 0.7448559670781894; 'recall': 0.9890710382513661; 'f1-score': 0.8497652582159625; 'support': 183}; 'accuracy': 0.7746478873239436; 'macro avg': {'precision': 0.8480377396366556; 'recall': 0.6876048260563761; 'f1-score': 0.699530516431925; 'support': 284}; 'weighted avg': {'precision': 0.8182458193909012; 'recall': 0.7746478873239436; 'f1-score': 0.7429081531442174; 'support': 284}},{'0.0': {'precision': 1.0; 'recall': 0.3333333333333333; 'f1-score': 0.5; 'support': 12}; '1.0': {'precision': 0.7142857142857143; 'recall': 1.0; 'f1-score': 0.8333333333333333; 'support': 20}; 'accuracy': 0.75; 'macro avg': {'precision': 0.8571428571428572; 'recall': 0.6666666666666666; 'f1-score': 0.6666666666666666; 'support': 32}; 'weighted avg': {'precision': 0.8214285714285714; 'recall': 0.75; 'f1-score': 0.7083333333333333; 'support': 32}}
10,1,CNF,5,284,32,17,[16; 17],564,0.681004,0.812500,1,[X26 < 1.000000],{'0.0': {'precision': 0.8333333333333334; 'recall': 0.594059405940594; 'f1-score': 0.6936416184971098; 'support': 101}; '1.0': {'precision': 0.8066037735849056; 'recall': 0.9344262295081968; 'f1-score': 0.8658227848101264; 'support': 183}; 'accuracy': 0.8133802816901409; 'macro avg': {'precision': 0.8199685534591195; 'recall': 0.7642428177243954; 'f1-score': 0.7797322016536181; 'support': 284}; 'weighted avg': {'precision': 0.8161097085658606; 'recall': 0.8133802816901409; 'f1-score': 0.8045893418607789; 'support': 284}},{'0.0': {'precision': 0.875; 'recall': 0.5833333333333334; 'f1-score': 0.7000000000000001; 'support': 12}; '1.0': {'precision': 0.7916666666666666; 'recall': 0.95; 'f1-score': 0.8636363636363635; 'support': 20}; 'accuracy': 0.8125; 'macro avg': {'precision': 0.8333333333333333; 'recall': 0.7666666666666666; 'f1-score': 0.7818181818181817; 'support': 32}; 'weighted avg': {'precision': 0.8229166666666666; 'recall': 0.8125; 'f1-score': 0.8022727272727272; 'support': 32}}
10,1,CNF,6,285,31,17,[16; 17],564,0.622750,0.612903,1,[X24 < 1.000000],{'0.0': {'precision': 0.6888888888888889; 'recall': 0.30392156862745096; 'f1-score': 0.42176870748299317; 'support': 102}; '1.0': {'precision': 0.7041666666666667; 'recall': 0.9234972677595629; 'f1-score': 0.7990543735224587; 'support': 183}; 'accuracy': 0.7017543859649122; 'macro avg': {'precision': 0.6965277777777779; 'recall': 0.6137094181935069; 'f1-score': 0.610411540502726; 'support': 285}; 'weighted avg': {'precision': 0.6986988304093568; 'recall': 0.7017543859649122; 'f1-score': 0.6640258193609657; 'support': 285}},{'0.0': {'precision': 0.4; 'recall': 0.18181818181818182; 'f1-score': 0.25000000000000006; 'support': 11}; '1.0': {'precision': 0.6538461538461539; 'recall': 0.85; 'f1-score': 0.7391304347826088; 'support': 20}; 'accuracy': 0.6129032258064516; 'macro avg': {'precision': 0.5269230769230769; 'recall': 0.5159090909090909; 'f1-score': 0.49456521739130443; 'support': 31}; 'weighted avg': {'precision': 0.563771712158809; 'recall': 0.6129032258064516; 'f1-score': 0.5655680224403927; 'support': 31}}
10,1,CNF,7,285,31,17,[16; 17],564,0.660308,0.709677,3,[X11 < -0.111110 OR X15 >= 0.050580 OR X29 >= 0.015470],{'0.0': {'precision': 0.46153846153846156; 'recall': 0.35294117647058826; 'f1-score': 0.4000000000000001; 'support': 102}; '1.0': {'precision': 0.6811594202898551; 'recall': 0.7704918032786885; 'f1-score': 0.7230769230769231; 'support': 183}; 'accuracy': 0.6210526315789474; 'macro avg': {'precision': 0.5713489409141583; 'recall': 0.5617164898746384; 'f1-score': 0.5615384615384615; 'support': 285}; 'weighted avg': {'precision': 0.6025582350525143; 'recall': 0.6210526315789474; 'f1-score': 0.6074493927125506; 'support': 285}},{'0.0': {'precision': 0.6; 'recall': 0.5454545454545454; 'f1-score': 0.5714285714285713; 'support': 11}; '1.0': {'precision': 0.7619047619047619; 'recall': 0.8; 'f1-score': 0.7804878048780488; 'support': 20}; 'accuracy': 0.7096774193548387; 'macro avg': {'precision': 0.680952380952381; 'recall': 0.6727272727272727; 'f1-score': 0.6759581881533101; 'support': 31}; 'weighted avg': {'precision': 0.7044546850998463; 'recall': 0.7096774193548387; 'f1-score': 0.7063054962346859; 'support': 31}}
10,1,CNF,8,285,31,17,[16; 17],564,0.697121,0.709677,2,[X20 >= 0.162450 OR X21 < -0.346910],{'0.0': {'precision': 0.6551724137931034; 'recall': 0.5588235294117647; 'f1-score': 0.6031746031746031; 'support': 102}; '1.0': {'precision': 0.7727272727272727; 'recall': 0.8360655737704918; 'f1-score': 0.8031496062992125; 'support': 183}; 'accuracy': 0.7368421052631579; 'macro avg': {'precision': 0.7139498432601881; 'recall': 0.6974445515911283; 'f1-score': 0.7031621047369079; 'support': 285}; 'weighted avg': {'precision': 0.7306550074245174; 'recall': 0.7368421052631579; 'f1-score': 0.7315796051809312; 'support': 285}},{'0.0': {'precision': 0.6; 'recall': 0.5454545454545454; 'f1-score': 0.5714285714285713; 'support': 11}; '1.0': {'precision': 0.7619047619047619; 'recall': 0.8; 'f1-score': 0.7804878048780488; 'support': 20}; 'accuracy': 0.7096774193548387; 'macro avg': {'precision': 0.680952380952381; 'recall': 0.6727272727272727; 'f1-score': 0.6759581881533101; 'support': 31}; 'weighted avg': {'precision': 0.7044546850998463; 'recall': 0.7096774193548387; 'f1-score': 0.7063054962346859; 'support': 31}}
10,1,CNF,9,285,31,17,[16; 17],564,0.646814,0.677419,1,[X24 >= 0.035130],{'0.0': {'precision': 0.5681818181818182; 'recall': 0.49019607843137253; 'f1-score': 0.5263157894736843; 'support': 102}; '1.0': {'precision': 0.7360406091370558; 'recall': 0.7923497267759563; 'f1-score': 0.7631578947368421; 'support': 183}; 'accuracy': 0.6842105263157895; 'macro avg': {'precision': 0.652111213659437; 'recall': 0.6412729026036644; 'f1-score': 0.6447368421052633; 'support': 285}; 'weighted avg': {'precision': 0.6759648313214972; 'recall': 0.6842105263157895; 'f1-score': 0.678393351800554; 'support': 285}},{'0.0': {'precision': 0.5555555555555556; 'recall': 0.45454545454545453; 'f1-score': 0.5; 'support': 11}; '1.0': {'precision': 0.7272727272727273; 'recall': 0.8; 'f1-score': 0.761904761904762; 'support': 20}; 'accuracy': 0.6774193548387096; 'macro avg': {'precision': 0.6414141414141414; 'recall': 0.6272727272727273; 'f1-score': 0.6309523809523809; 'support': 31}; 'weighted avg': {'precision': 0.6663408276311502; 'recall': 0.6774193548387096; 'f1-score': 0.6689708141321046; 'support': 31}}
10,1,CNF,0,284,32,8,[35; 36],564,0.654327,0.812500,2,[X9 >= 0.018290 OR X10 >= 0.501880],{'0.0': {'precision': 0.8947368421052632; 'recall': 0.3333333333333333; 'f1-score': 0.48571428571428565; 'support': 102}; '1.0': {'precision': 0.7235772357723578; 'recall': 0.978021978021978; 'f1-score': 0.8317757009345794; 'support': 182}; 'accuracy': 0.7464788732394366; 'macro avg': {'precision': 0.8091570389388105; 'recall': 0.6556776556776557; 'f1-score': 0.6587449933244325; 'support': 284}; 'weighted avg': {'precision': 0.785050052131359; 'recall': 0.7464788732394366; 'f1-score': 0.7074860377216571; 'support': 284}},{'0.0': {'precision': 0.8571428571428571; 'recall': 0.5454545454545454; 'f1-score': 0.6666666666666665; 'support': 11}; '1.0': {'precision': 0.8; 'recall': 0.9523809523809523; 'f1-score': 0.8695652173913043; 'support': 21}; 'accuracy': 0.8125; 'macro avg': {'precision': 0.8285714285714285; 'recall': 0.7489177489177489; 'f1-score': 0.7681159420289854; 'support': 32}; 'weighted avg': {'precision': 0.8196428571428571; 'recall': 0.8125; 'f1-score': 0.7998188405797101; 'support': 32}}
10,1,CNF,1,284,32,8,[35; 36],564,0.488501,0.656250,3,[X2 >= 0.749160 OR X8 < -0.047870 OR X18 >= 0.360870],{'0.0': {'precision': 0.7916666666666666; 'recall': 0.37254901960784315; 'f1-score': 0.5066666666666667; 'support': 102}; '1.0': {'precision': 0.7288135593220338; 'recall': 0.945054945054945; 'f1-score': 0.8229665071770333; 'support': 182}; 'accuracy': 0.7394366197183099; 'macro avg': {'precision': 0.7602401129943502; 'recall': 0.6588019823313941; 'f1-score': 0.6648165869218501; 'support': 284}; 'weighted avg': {'precision': 0.7513875626641203; 'recall': 0.7394366197183099; 'f1-score': 0.7093658602331693; 'support': 284}},{'0.0': {'precision': 0.5; 'recall': 0.09090909090909091; 'f1-score': 0.15384615384615385; 'support': 11}; '1.0': {'precision': 0.6666666666666666; 'recall': 0.9523809523809523; 'f1-score': 0.7843137254901961; 'support': 21}; 'accuracy': 0.65625; 'macro avg': {'precision': 0.5833333333333333; 'recall': 0.5216450216450216; 'f1-score': 0.46907993966817496; 'support': 32}; 'weighted avg': {'precision': 0.609375; 'recall': 0.65625; 'f1-score': 0.5675904977375565; 'support': 32}}
10,1,CNF,2,284,32,8,[35; 36],564,0.464162,0.750000,3,[X13 >= 0.030270 OR X24 >= 0.351350 OR X33 < -0.272920],{'0.0': {'precision': 0.8936170212765957; 'recall': 0.4117647058823529; 'f1-score': 0.5637583892617449; 'support': 102}; '1.0': {'precision': 0.7468354430379747; 'recall': 0.9725274725274725; 'f1-score': 0.8448687350835321; 'support': 182}; 'accuracy': 0.7711267605633803; 'macro avg': {'precision': 0.8202262321572852; 'recall': 0.6921460892049127; 'f1-score': 0.7043135621726385; 'support': 284}; 'weighted avg': {'precision': 0.7995527704335357; 'recall': 0.7711267605633803; 'f1-score': 0.7439065686264114; 'support': 284}},{'0.0': {'precision': 1.0; 'recall': 0.2727272727272727; 'f1-score': 0.42857142857142855; 'support': 11}; '1.0': {'precision': 0.7241379310344828; 'recall': 1.0; 'f1-score': 0.8400000000000001; 'support': 21}; 'accuracy': 0.75; 'macro avg': {'precision': 0.8620689655172413; 'recall': 0.6363636363636364; 'f1-score': 0.6342857142857143; 'support': 32}; 'weighted avg': {'precision': 0.8189655172413793; 'recall': 0.75; 'f1-score': 0.6985714285714286; 'support': 32}}
10,1,CNF,3,284,32,8,[35; 36],564,0.497023,0.562500,3,[X15 < -0.047620 OR X17 >= 0.027780 OR X22 >= 0.703010],{'0.0': {'precision': 0.5490196078431373; 'recall': 0.27722772277227725; 'f1-score': 0.3684210526315789; 'support': 101}; '1.0': {'precision': 0.6866952789699571; 'recall': 0.8743169398907104; 'f1-score': 0.7692307692307693; 'support': 183}; 'accuracy': 0.6619718309859155; 'macro avg': {'precision': 0.6178574434065471; 'recall': 0.5757723313314937; 'f1-score': 0.5688259109311741; 'support': 284}; 'weighted avg': {'precision': 0.6377331564917571; 'recall': 0.6619718309859155; 'f1-score': 0.6266892855106347; 'support': 284}},{'0.0': {'precision': 0.375; 'recall': 0.25; 'f1-score': 0.3; 'support': 12}; '1.0': {'precision': 0.625; 'recall': 0.75; 'f1-score': 0.6818181818181818; 'support': 20}; 'accuracy': 0.5625; 'macro avg': {'precision': 0.5; 'recall': 0.5; 'f1-score': 0.49090909090909085; 'support': 32}; 'weighted avg': {'precision': 0.53125; 'recall': 0.5625; 'f1-score': 0.5386363636363636; 'support': 32}}
10,1,CNF,4,284,32,8,[35; 36],564,0.528406,0.812500,2,[X3 >= 0.016310 OR X20 >= 0.162450],{'0.0': {'precision': 0.9333333333333333; 'recall': 0.4158415841584158; 'f1-score': 0.5753424657534247; 'support': 101}; '1.0': {'precision': 0.7531380753138075; 'recall': 0.9836065573770492; 'f1-score': 0.8530805687203791; 'support': 183}; 'accuracy': 0.7816901408450704; 'macro avg': {'precision': 0.8432357043235704; 'recall': 0.6997240707677325; 'f1-score': 0.7142115172369019; 'support': 284}; 'weighted avg': {'precision': 0.8172216001728642; 'recall': 0.7816901408450704; 'f1-score': 0.7543075109750891; 'support': 284}},{'0.0': {'precision': 1.0; 'recall': 0.5; 'f1-score': 0.6666666666666666; 'support': 12}; '1.0': {'precision': 0.7692307692307693; 'recall': 1.0; 'f1-score': 0.8695652173913044; 'support': 20}; 'accuracy': 0.8125; 'macro avg': {'precision': 0.8846153846153846; 'recall': 0.75; 'f1-score': 0.7681159420289856; 'support': 32}; 'weighted avg': {'precision': 0.8557692307692308; 'recall': 0.8125; 'f1-score': 0.7934782608695653; 'support': 32}}
10,1,CNF,5,284,32,8,[35; 36],564,0.538136,0.750000,2,[X3 >= 0.016310 OR X8 >= 0.526320],{'0.0': {'precision': 0.8297872340425532; 'recall': 0.38613861386138615; 'f1-score': 0.527027027027027; 'support': 101}; '1.0': {'precision': 0.7383966244725738; 'recall': 0.9562841530054644; 'f1-score': 0.8333333333333331; 'support': 183}; 'accuracy': 0.7535211267605634; 'macro avg': {'precision': 0.7840919292575634; 'recall': 0.6712113834334252; 'f1-score': 0.6801801801801801; 'support': 284}; 'weighted avg': {'precision': 0.7708982144957004; 'recall': 0.7535211267605634; 'f1-score': 0.7244004567948228; 'support': 284}},{'0.0': {'precision': 0.75; 'recall': 0.5; 'f1-score': 0.6; 'support': 12}; '1.0': {'precision': 0.75; 'recall': 0.9; 'f1-score': 0.8181818181818182; 'support': 20}; 'accuracy': 0.75; 'macro avg': {'precision': 0.75; 'recall': 0.7; 'f1-score': 0.7090909090909091; 'support': 32}; 'weighted avg': {'precision': 0.75; 'recall': 0.75; 'f1-score': 0.7363636363636363; 'support': 32}}
10,1,CNF,6,285,31,8,[35; 36],564,0.472447,0.645161,1,[X26 < 1.000000],{'0.0': {'precision': 0.8857142857142857; 'recall': 0.6078431372549019; 'f1-score': 0.7209302325581395; 'support': 102}; '1.0': {'precision': 0.813953488372093; 'recall': 0.9562841530054644; 'f1-score': 0.879396984924623; 'support': 183}; 'accuracy': 0.8315789473684211; 'macro avg': {'precision': 0.8498338870431894; 'recall': 0.7820636451301832; 'f1-score': 0.8001636087413813; 'support': 285}; 'weighted avg': {'precision': 0.8396363000524568; 'recall': 0.8315789473684211; 'f1-score': 0.8226825682881974; 'support': 285}},{'0.0': {'precision': 0.5; 'recall': 0.45454545454545453; 'f1-score': 0.47619047619047616; 'support': 11}; '1.0': {'precision': 0.7142857142857143; 'recall': 0.75; 'f1-score': 0.7317073170731706; 'support': 20}; 'accuracy': 0.6451612903225806; 'macro avg': {'precision': 0.6071428571428572; 'recall': 0.6022727272727273; 'f1-score': 0.6039488966318234; 'support': 31}; 'weighted avg': {'precision': 0.6382488479262672; 'recall': 0.6451612903225806; 'f1-score': 0.6410400509535049; 'support': 31}}
10,1,CNF,7,285,31,8,[35; 36],564,0.500178,0.741935,3,[X16 < -0.094830 OR X20 >= 0.162450 OR X21 < -0.145500],{'0.0': {'precision': 0.7966101694915254; 'recall': 0.46078431372549017; 'f1-score': 0.5838509316770185; 'support': 102}; '1.0': {'precision': 0.7566371681415929; 'recall': 0.9344262295081968; 'f1-score': 0.8361858190709045; 'support': 183}; 'accuracy': 0.7649122807017544; 'macro avg': {'precision': 0.7766236688165591; 'recall': 0.6976052716168435; 'f1-score': 0.7100183753739615; 'support': 285}; 'weighted avg': {'precision': 0.770943294940516; 'recall': 0.7649122807017544; 'f1-score': 0.7458764909509875; 'support': 285}},{'0.0': {'precision': 0.7142857142857143; 'recall': 0.45454545454545453; 'f1-score': 0.5555555555555556; 'support': 11}; '1.0': {'precision': 0.75; 'recall': 0.9; 'f1-score': 0.8181818181818182; 'support': 20}; 'accuracy': 0.7419354838709677; 'macro avg': {'precision': 0.7321428571428572; 'recall': 0.6772727272727272; 'f1-score': 0.6868686868686869; 'support': 31}; 'weighted avg': {'precision': 0.7373271889400922; 'recall': 0.7419354838709677; 'f1-score': 0.724991854024112; 'support': 31}}
10,1,CNF,8,285,31,8,[35; 36],564,0.564677,0.838710,1,[X26 < 1.000000],{'0.0': {'precision': 0.8243243243243243; 'recall': 0.5980392156862745; 'f1-score': 0.6931818181818182; 'support': 102}; '1.0': {'precision': 0.8056872037914692; 'recall': 0.9289617486338798; 'f1-score': 0.8629441624365483; 'support': 183}; 'accuracy': 0.8105263157894737; 'macro avg': {'precision': 0.8150057640578967; 'recall': 0.7635004821600772; 'f1-score': 0.7780629903091832; 'support': 285}; 'weighted avg': {'precision': 0.8123573311400699; 'recall': 0.8105263157894737; 'f1-score': 0.8021871129138026; 'support': 285}},{'0.0': {'precision': 1.0; 'recall': 0.5454545454545454; 'f1-score': 0.7058823529411764; 'support': 11}; '1.0': {'precision': 0.8; 'recall': 1.0; 'f1-score': 0.888888888888889; 'support': 20}; 'accuracy': 0.8387096774193549; 'macro avg': {'precision': 0.9; 'recall': 0.7727272727272727; 'f1-score': 0.7973856209150327; 'support': 31}; 'weighted avg': {'precision': 0.8709677419354839; 'recall': 0.8387096774193549; 'f1-score': 0.8239510858106684; 'support': 31}}
10,1,CNF,9,285,31,8,[35; 36],564,0.515562,0.580645,3,[X9 >= 0.729970 OR X12 >= 0.396990 OR X24 >= 0.351350],{'0.0': {'precision': 0.7692307692307693; 'recall': 0.39215686274509803; 'f1-score': 0.5194805194805195; 'support': 102}; '1.0': {'precision': 0.7339055793991416; 'recall': 0.9344262295081968; 'f1-score': 0.8221153846153847; 'support': 183}; 'accuracy': 0.7403508771929824; 'macro avg': {'precision': 0.7515681743149554; 'recall': 0.6632915461266474; 'f1-score': 0.6707979520479521; 'support': 285}; 'weighted avg': {'precision': 0.7465482789178294; 'recall': 0.7403508771929824; 'f1-score': 0.7138039591986961; 'support': 285}},{'0.0': {'precision': 0.25; 'recall': 0.09090909090909091; 'f1-score': 0.13333333333333333; 'support': 11}; '1.0': {'precision': 0.6296296296296297; 'recall': 0.85; 'f1-score': 0.723404255319149; 'support': 20}; 'accuracy': 0.5806451612903226; 'macro avg': {'precision': 0.4398148148148148; 'recall': 0.47045454545454546; 'f1-score': 0.42836879432624114; 'support': 31}; 'weighted avg': {'precision': 0.49492234169653526; 'recall': 0.5806451612903226; 'f1-score': 0.514024250743537; 'support': 31}}
10,1,CNF,0,284,32,4,[71; 71],564,1.002238,0.812500,1,[X26 < 1.000000],{'0.0': {'precision': 0.8356164383561644; 'recall': 0.5980392156862745; 'f1-score': 0.6971428571428572; 'support': 102}; '1.0': {'precision': 0.8056872037914692; 'recall': 0.9340659340659341; 'f1-score': 0.8651399491094148; 'support': 182}; 'accuracy': 0.8133802816901409; 'macro avg': {'precision': 0.8206518210738167; 'recall': 0.7660525748761042; 'f1-score': 0.781141403126136; 'support': 284}; 'weighted avg': {'precision': 0.8164364359238598; 'recall': 0.8133802816901409; 'f1-score': 0.8048029653749469; 'support': 284}},{'0.0': {'precision': 0.8571428571428571; 'recall': 0.5454545454545454; 'f1-score': 0.6666666666666665; 'support': 11}; '1.0': {'precision': 0.8; 'recall': 0.9523809523809523; 'f1-score': 0.8695652173913043; 'support': 21}; 'accuracy': 0.8125; 'macro avg': {'precision': 0.8285714285714285; 'recall': 0.7489177489177489; 'f1-score': 0.7681159420289854; 'support': 32}; 'weighted avg': {'precision': 0.8196428571428571; 'recall': 0.8125; 'f1-score': 0.7998188405797101; 'support': 32}}
10,1,CNF,1,284,32,4,[71; 71],564,1.331184,0.718750,5,[X12 < -0.645740 OR X14 >= 0.251920 OR X15 >= 0.402680 OR X32 >= 0.409560 OR X33 < -0.598670],{'0.0': {'precision': 0.8793103448275862; 'recall': 0.5; 'f1-score': 0.6375; 'support': 102}; '1.0': {'precision': 0.7743362831858407; 'recall': 0.9615384615384616; 'f1-score': 0.857843137254902; 'support': 182}; 'accuracy': 0.795774647887324; 'macro avg': {'precision': 0.8268233140067134; 'recall': 0.7307692307692308; 'f1-score': 0.747671568627451; 'support': 284}; 'weighted avg': {'precision': 0.8120382349022421; 'recall': 0.795774647887324; 'f1-score': 0.7787058133112399; 'support': 284}},{'0.0': {'precision': 0.75; 'recall': 0.2727272727272727; 'f1-score': 0.39999999999999997; 'support': 11}; '1.0': {'precision': 0.7142857142857143; 'recall': 0.9523809523809523; 'f1-score': 0.8163265306122449; 'support': 21}; 'accuracy': 0.71875; 'macro avg': {'precision': 0.7321428571428572; 'recall': 0.6125541125541125; 'f1-score': 0.6081632653061224; 'support': 32}; 'weighted avg': {'precision': 0.7265625; 'recall': 0.71875; 'f1-score': 0.6732142857142857; 'support': 32}}
