lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
5,1,DNF,0,284,32,17,[16; 17],564,0.771425,0.875000,6,[X0 AND X2 >= 0.000000 AND X4 >= 0.067040 AND X7 >= -0.672730 AND X10 < 0.990040 AND X13 >= -0.496390],{'0.0': {'precision': 0.7647058823529411; 'recall': 0.8921568627450981; 'f1-score': 0.823529411764706; 'support': 102}; '1.0': {'precision': 0.9333333333333333; 'recall': 0.8461538461538461; 'f1-score': 0.8876080691642652; 'support': 182}; 'accuracy': 0.8626760563380281; 'macro avg': {'precision': 0.8490196078431372; 'recall': 0.8691553544494721; 'f1-score': 0.8555687404644856; 'support': 284}; 'weighted avg': {'precision': 0.8727699530516432; 'recall': 0.8626760563380281; 'f1-score': 0.8645939034785081; 'support': 284}},{'0.0': {'precision': 0.7692307692307693; 'recall': 0.9090909090909091; 'f1-score': 0.8333333333333333; 'support': 11}; '1.0': {'precision': 0.9473684210526315; 'recall': 0.8571428571428571; 'f1-score': 0.9; 'support': 21}; 'accuracy': 0.875; 'macro avg': {'precision': 0.8582995951417004; 'recall': 0.8831168831168831; 'f1-score': 0.8666666666666667; 'support': 32}; 'weighted avg': {'precision': 0.8861336032388665; 'recall': 0.875; 'f1-score': 0.8770833333333334; 'support': 32}}
5,1,DNF,1,284,32,17,[16; 17],564,0.755078,0.875000,5,[X0 AND X3 >= -0.500000 AND X4 >= 0.067040 AND X6 >= 0.000000 AND X10 < 0.990040],{'0.0': {'precision': 0.7478260869565218; 'recall': 0.8431372549019608; 'f1-score': 0.7926267281105991; 'support': 102}; '1.0': {'precision': 0.9053254437869822; 'recall': 0.8406593406593407; 'f1-score': 0.8717948717948717; 'support': 182}; 'accuracy': 0.8415492957746479; 'macro avg': {'precision': 0.826575765371752; 'recall': 0.8418982977806507; 'f1-score': 0.8322107999527354; 'support': 284}; 'weighted avg': {'precision': 0.8487587733760422; 'recall': 0.8415492957746479; 'f1-score': 0.8433612427251682; 'support': 284}},{'0.0': {'precision': 0.7333333333333333; 'recall': 1.0; 'f1-score': 0.846153846153846; 'support': 11}; '1.0': {'precision': 1.0; 'recall': 0.8095238095238095; 'f1-score': 0.8947368421052632; 'support': 21}; 'accuracy': 0.875; 'macro avg': {'precision': 0.8666666666666667; 'recall': 0.9047619047619048; 'f1-score': 0.8704453441295545; 'support': 32}; 'weighted avg': {'precision': 0.9083333333333333; 'recall': 0.875; 'f1-score': 0.8780364372469636; 'support': 32}}
5,1,DNF,2,284,32,17,[16; 17],564,0.800407,0.875000,6,[X0 AND X2 >= 0.000000 AND X3 >= -0.500000 AND X4 >= 0.067040 AND X13 >= -0.496390 AND X17 < 0.367500],{'0.0': {'precision': 0.676923076923077; 'recall': 0.8627450980392157; 'f1-score': 0.7586206896551724; 'support': 102}; '1.0': {'precision': 0.9090909090909091; 'recall': 0.7692307692307693; 'f1-score': 0.8333333333333333; 'support': 182}; 'accuracy': 0.8028169014084507; 'macro avg': {'precision': 0.793006993006993; 'recall': 0.8159879336349924; 'f1-score': 0.7959770114942528; 'support': 284}; 'weighted avg': {'precision': 0.8257066876785186; 'recall': 0.8028169014084507; 'f1-score': 0.8064999190545572; 'support': 284}},{'0.0': {'precision': 0.7692307692307693; 'recall': 0.9090909090909091; 'f1-score': 0.8333333333333333; 'support': 11}; '1.0': {'precision': 0.9473684210526315; 'recall': 0.8571428571428571; 'f1-score': 0.9; 'support': 21}; 'accuracy': 0.875; 'macro avg': {'precision': 0.8582995951417004; 'recall': 0.8831168831168831; 'f1-score': 0.8666666666666667; 'support': 32}; 'weighted avg': {'precision': 0.8861336032388665; 'recall': 0.875; 'f1-score': 0.8770833333333334; 'support': 32}}
5,1,DNF,3,284,32,17,[16; 17],564,0.804191,0.781250,4,[X0 AND X2 >= 0.328340 AND X3 >= -0.105260 AND X13 >= -0.127380],{'0.0': {'precision': 0.6640625; 'recall': 0.8415841584158416; 'f1-score': 0.7423580786026202; 'support': 101}; '1.0': {'precision': 0.8974358974358975; 'recall': 0.7650273224043715; 'f1-score': 0.8259587020648969; 'support': 183}; 'accuracy': 0.7922535211267606; 'macro avg': {'precision': 0.7807491987179487; 'recall': 0.8033057404101065; 'f1-score': 0.7841583903337586; 'support': 284}; 'weighted avg': {'precision': 0.8144404286294691; 'recall': 0.7922535211267606; 'f1-score': 0.7962274944251435; 'support': 284}},{'0.0': {'precision': 0.6666666666666666; 'recall': 0.8333333333333334; 'f1-score': 0.7407407407407408; 'support': 12}; '1.0': {'precision': 0.8823529411764706; 'recall': 0.75; 'f1-score': 0.8108108108108107; 'support': 20}; 'accuracy': 0.78125; 'macro avg': {'precision': 0.7745098039215685; 'recall': 0.7916666666666667; 'f1-score': 0.7757757757757757; 'support': 32}; 'weighted avg': {'precision': 0.8014705882352942; 'recall': 0.78125; 'f1-score': 0.7845345345345345; 'support': 32}}
5,1,DNF,4,284,32,17,[16; 17],564,0.839148,0.687500,4,[X2 >= 0.600000 AND X6 >= 0.348160 AND X15 < 0.771280 AND X21 < 0.821620],{'0.0': {'precision': 0.6026490066225165; 'recall': 0.900990099009901; 'f1-score': 0.7222222222222222; 'support': 101}; '1.0': {'precision': 0.924812030075188; 'recall': 0.6721311475409836; 'f1-score': 0.7784810126582279; 'support': 183}; 'accuracy': 0.7535211267605634; 'macro avg': {'precision': 0.7637305183488523; 'recall': 0.7865606232754423; 'f1-score': 0.750351617440225; 'support': 284}; 'weighted avg': {'precision': 0.8102399689177239; 'recall': 0.7535211267605634; 'f1-score': 0.7584734850735921; 'support': 284}},{'0.0': {'precision': 0.55; 'recall': 0.9166666666666666; 'f1-score': 0.6874999999999999; 'support': 12}; '1.0': {'precision': 0.9166666666666666; 'recall': 0.55; 'f1-score': 0.6874999999999999; 'support': 20}; 'accuracy': 0.6875; 'macro avg': {'precision': 0.7333333333333334; 'recall': 0.7333333333333334; 'f1-score': 0.6874999999999999; 'support': 32}; 'weighted avg': {'precision': 0.7791666666666667; 'recall': 0.6875; 'f1-score': 0.6874999999999999; 'support': 32}}
5,1,DNF,5,284,32,17,[16; 17],564,0.776142,0.718750,4,[X0 AND X3 >= -0.500000 AND X4 >= 0.067040 AND X20 < 0.966010],{'0.0': {'precision': 0.7372881355932204; 'recall': 0.8613861386138614; 'f1-score': 0.7945205479452054; 'support': 101}; '1.0': {'precision': 0.9156626506024096; 'recall': 0.8306010928961749; 'f1-score': 0.8710601719197708; 'support': 183}; 'accuracy': 0.8415492957746479; 'macro avg': {'precision': 0.826475393097815; 'recall': 0.8459936157550181; 'f1-score': 0.8327903599324882; 'support': 284}; 'weighted avg': {'precision': 0.8522266435040712; 'recall': 0.8415492957746479; 'f1-score': 0.8438400943795205; 'support': 284}},{'0.0': {'precision': 0.6153846153846154; 'recall': 0.6666666666666666; 'f1-score': 0.64; 'support': 12}; '1.0': {'precision': 0.7894736842105263; 'recall': 0.75; 'f1-score': 0.7692307692307692; 'support': 20}; 'accuracy': 0.71875; 'macro avg': {'precision': 0.7024291497975709; 'recall': 0.7083333333333333; 'f1-score': 0.7046153846153846; 'support': 32}; 'weighted avg': {'precision': 0.7241902834008098; 'recall': 0.71875; 'f1-score': 0.7207692307692307; 'support': 32}}
5,1,DNF,6,285,31,17,[16; 17],564,0.834698,0.645161,7,[X0 AND X2 >= 0.000000 AND X3 >= -0.500000 AND X4 < 1.000000 AND X4 >= 0.067040 AND X6 >= 0.037590 AND X13 >= -0.496390],{'0.0': {'precision': 0.6785714285714286; 'recall': 0.9313725490196079; 'f1-score': 0.7851239669421488; 'support': 102}; '1.0': {'precision': 0.9517241379310345; 'recall': 0.7540983606557377; 'f1-score': 0.8414634146341463; 'support': 183}; 'accuracy': 0.8175438596491228; 'macro avg': {'precision': 0.8151477832512315; 'recall': 0.8427354548376728; 'f1-score': 0.8132936907881476; 'support': 285}; 'weighted avg': {'precision': 0.8539642208970704; 'recall': 0.8175438596491228; 'f1-score': 0.8212998228285893; 'support': 285}},{'0.0': {'precision': 0.5; 'recall': 0.8181818181818182; 'f1-score': 0.6206896551724137; 'support': 11}; '1.0': {'precision': 0.8461538461538461; 'recall': 0.55; 'f1-score': 0.6666666666666667; 'support': 20}; 'accuracy': 0.6451612903225806; 'macro avg': {'precision': 0.6730769230769231; 'recall': 0.6840909090909091; 'f1-score': 0.6436781609195402; 'support': 31}; 'weighted avg': {'precision': 0.7233250620347395; 'recall': 0.6451612903225806; 'f1-score': 0.6503522432332222; 'support': 31}}
5,1,DNF,7,285,31,17,[16; 17],564,0.780454,0.870968,4,[X0 AND X2 >= 0.328340 AND X4 >= 0.067040 AND X7 < 0.940780],{'0.0': {'precision': 0.83; 'recall': 0.8137254901960784; 'f1-score': 0.8217821782178217; 'support': 102}; '1.0': {'precision': 0.8972972972972973; 'recall': 0.907103825136612; 'f1-score': 0.9021739130434783; 'support': 183}; 'accuracy': 0.8736842105263158; 'macro avg': {'precision': 0.8636486486486487; 'recall': 0.8604146576663452; 'f1-score': 0.8619780456306501; 'support': 285}; 'weighted avg': {'precision': 0.8732119487908961; 'recall': 0.8736842105263158; 'f1-score': 0.8734021342637697; 'support': 285}},{'0.0': {'precision': 0.8181818181818182; 'recall': 0.8181818181818182; 'f1-score': 0.8181818181818182; 'support': 11}; '1.0': {'precision': 0.9; 'recall': 0.9; 'f1-score': 0.9; 'support': 20}; 'accuracy': 0.8709677419354839; 'macro avg': {'precision': 0.8590909090909091; 'recall': 0.8590909090909091; 'f1-score': 0.8590909090909091; 'support': 31}; 'weighted avg': {'precision': 0.8709677419354839; 'recall': 0.8709677419354839; 'f1-score': 0.8709677419354839; 'support': 31}}
5,1,DNF,8,285,31,17,[16; 17],564,0.806923,0.967742,5,[X0 AND X2 >= 0.000000 AND X4 >= 0.067040 AND X5 >= -0.227030 AND X13 >= -0.496390],{'0.0': {'precision': 0.9431818181818182; 'recall': 0.8137254901960784; 'f1-score': 0.873684210526316; 'support': 102}; '1.0': {'precision': 0.9035532994923858; 'recall': 0.9726775956284153; 'f1-score': 0.9368421052631579; 'support': 183}; 'accuracy': 0.9157894736842105; 'macro avg': {'precision': 0.923367558837102; 'recall': 0.8932015429122468; 'f1-score': 0.905263157894737; 'support': 285}; 'weighted avg': {'precision': 0.9177361377601827; 'recall': 0.9157894736842105; 'f1-score': 0.9142382271468147; 'support': 285}},{'0.0': {'precision': 1.0; 'recall': 0.9090909090909091; 'f1-score': 0.9523809523809523; 'support': 11}; '1.0': {'precision': 0.9523809523809523; 'recall': 1.0; 'f1-score': 0.975609756097561; 'support': 20}; 'accuracy': 0.967741935483871; 'macro avg': {'precision': 0.9761904761904762; 'recall': 0.9545454545454546; 'f1-score': 0.9639953542392566; 'support': 31}; 'weighted avg': {'precision': 0.9692780337941628; 'recall': 0.967741935483871; 'f1-score': 0.9673672773594096; 'support': 31}}
5,1,DNF,9,285,31,17,[16; 17],564,0.838039,0.870968,6,[X0 AND X2 >= 0.000000 AND X3 >= -0.500000 AND X4 >= 0.067040 AND X5 >= -0.227030 AND X13 >= -0.496390],{'0.0': {'precision': 0.946236559139785; 'recall': 0.8627450980392157; 'f1-score': 0.9025641025641027; 'support': 102}; '1.0': {'precision': 0.9270833333333334; 'recall': 0.9726775956284153; 'f1-score': 0.9493333333333334; 'support': 183}; 'accuracy': 0.9333333333333333; 'macro avg': {'precision': 0.9366599462365592; 'recall': 0.9177113468338155; 'f1-score': 0.925948717948718; 'support': 285}; 'weighted avg': {'precision': 0.9339381720430107; 'recall': 0.9333333333333333; 'f1-score': 0.9325948717948719; 'support': 285}},{'0.0': {'precision': 0.8181818181818182; 'recall': 0.8181818181818182; 'f1-score': 0.8181818181818182; 'support': 11}; '1.0': {'precision': 0.9; 'recall': 0.9; 'f1-score': 0.9; 'support': 20}; 'accuracy': 0.8709677419354839; 'macro avg': {'precision': 0.8590909090909091; 'recall': 0.8590909090909091; 'f1-score': 0.8590909090909091; 'support': 31}; 'weighted avg': {'precision': 0.8709677419354839; 'recall': 0.8709677419354839; 'f1-score': 0.8709677419354839; 'support': 31}}
5,1,DNF,0,284,32,8,[35; 36],564,0.480547,0.906250,5,[X2 >= 0.328340 AND X4 >= 0.067040 AND X13 >= -0.496390 AND X17 >= -0.686270 AND X25 >= -0.857030],{'0.0': {'precision': 0.8461538461538461; 'recall': 0.8627450980392157; 'f1-score': 0.854368932038835; 'support': 102}; '1.0': {'precision': 0.9222222222222223; 'recall': 0.9120879120879121; 'f1-score': 0.9171270718232044; 'support': 182}; 'accuracy': 0.8943661971830986; 'macro avg': {'precision': 0.8841880341880342; 'recall': 0.8874165050635638; 'f1-score': 0.8857480019310198; 'support': 284}; 'weighted avg': {'precision': 0.8949018899723126; 'recall': 0.8943661971830986; 'f1-score': 0.8945871765485366; 'support': 284}},{'0.0': {'precision': 1.0; 'recall': 0.7272727272727273; 'f1-score': 0.8421052631578948; 'support': 11}; '1.0': {'precision': 0.875; 'recall': 1.0; 'f1-score': 0.9333333333333333; 'support': 21}; 'accuracy': 0.90625; 'macro avg': {'precision': 0.9375; 'recall': 0.8636363636363636; 'f1-score': 0.8877192982456141; 'support': 32}; 'weighted avg': {'precision': 0.91796875; 'recall': 0.90625; 'f1-score': 0.9019736842105264; 'support': 32}}
5,1,DNF,1,284,32,8,[35; 36],564,0.643549,0.781250,5,[X0 AND X2 >= 0.328340 AND X5 >= -0.227030 AND X6 >= 0.037590 AND X13 >= -0.496390],{'0.0': {'precision': 0.8979591836734694; 'recall': 0.8627450980392157; 'f1-score': 0.8799999999999999; 'support': 102}; '1.0': {'precision': 0.9247311827956989; 'recall': 0.945054945054945; 'f1-score': 0.9347826086956522; 'support': 182}; 'accuracy': 0.9154929577464789; 'macro avg': {'precision': 0.9113451832345841; 'recall': 0.9039000215470804; 'f1-score': 0.9073913043478261; 'support': 284}; 'weighted avg': {'precision': 0.9151158873363066; 'recall': 0.9154929577464789; 'f1-score': 0.9151071647274955; 'support': 284}},{'0.0': {'precision': 0.6666666666666666; 'recall': 0.7272727272727273; 'f1-score': 0.6956521739130435; 'support': 11}; '1.0': {'precision': 0.85; 'recall': 0.8095238095238095; 'f1-score': 0.8292682926829269; 'support': 21}; 'accuracy': 0.78125; 'macro avg': {'precision': 0.7583333333333333; 'recall': 0.7683982683982684; 'f1-score': 0.7624602332979852; 'support': 32}; 'weighted avg': {'precision': 0.7869791666666666; 'recall': 0.78125; 'f1-score': 0.7833377518557796; 'support': 32}}
5,1,DNF,2,284,32,8,[35; 36],564,0.558316,0.812500,5,[X3 >= -0.500000 AND X4 >= 0.067040 AND X11 < 0.947490 AND X13 >= -0.496390 AND X17 >= -0.686270],{'0.0': {'precision': 0.8712871287128713; 'recall': 0.8627450980392157; 'f1-score': 0.8669950738916257; 'support': 102}; '1.0': {'precision': 0.9234972677595629; 'recall': 0.9285714285714286; 'f1-score': 0.9260273972602739; 'support': 182}; 'accuracy': 0.9049295774647887; 'macro avg': {'precision': 0.8973921982362171; 'recall': 0.8956582633053222; 'f1-score': 0.8965112355759498; 'support': 284}; 'weighted avg': {'precision': 0.9047457389470187; 'recall': 0.9049295774647887; 'f1-score': 0.9048256473180128; 'support': 284}},{'0.0': {'precision': 0.7777777777777778; 'recall': 0.6363636363636364; 'f1-score': 0.7000000000000001; 'support': 11}; '1.0': {'precision': 0.8260869565217391; 'recall': 0.9047619047619048; 'f1-score': 0.8636363636363636; 'support': 21}; 'accuracy': 0.8125; 'macro avg': {'precision': 0.8019323671497585; 'recall': 0.7705627705627706; 'f1-score': 0.7818181818181819; 'support': 32}; 'weighted avg': {'precision': 0.8094806763285025; 'recall': 0.8125; 'f1-score': 0.8073863636363636; 'support': 32}}
5,1,DNF,3,284,32,8,[35; 36],564,0.565231,0.875000,5,[X0 AND X2 >= 0.600000 AND X6 >= 0.037590 AND X13 >= -0.496390 AND X27 < 0.723860],{'0.0': {'precision': 0.704; 'recall': 0.8712871287128713; 'f1-score': 0.7787610619469026; 'support': 101}; '1.0': {'precision': 0.9182389937106918; 'recall': 0.7978142076502732; 'f1-score': 0.8538011695906433; 'support': 183}; 'accuracy': 0.823943661971831; 'macro avg': {'precision': 0.8111194968553459; 'recall': 0.8345506681815722; 'f1-score': 0.816281115768773; 'support': 284}; 'weighted avg': {'precision': 0.8420483656656923; 'recall': 0.823943661971831; 'f1-score': 0.8271143707455101; 'support': 284}},{'0.0': {'precision': 0.7857142857142857; 'recall': 0.9166666666666666; 'f1-score': 0.8461538461538461; 'support': 12}; '1.0': {'precision': 0.9444444444444444; 'recall': 0.85; 'f1-score': 0.8947368421052632; 'support': 20}; 'accuracy': 0.875; 'macro avg': {'precision': 0.8650793650793651; 'recall': 0.8833333333333333; 'f1-score': 0.8704453441295547; 'support': 32}; 'weighted avg': {'precision': 0.8849206349206349; 'recall': 0.875; 'f1-score': 0.8765182186234818; 'support': 32}}
5,1,DNF,4,284,32,8,[35; 36],564,0.577800,0.906250,4,[X0 AND X3 >= -0.105260 AND X4 >= 0.067040 AND X13 >= -0.496390],{'0.0': {'precision': 0.7767857142857143; 'recall': 0.8613861386138614; 'f1-score': 0.8169014084507042; 'support': 101}; '1.0': {'precision': 0.9186046511627907; 'recall': 0.8633879781420765; 'f1-score': 0.8901408450704225; 'support': 183}; 'accuracy': 0.8626760563380281; 'macro avg': {'precision': 0.8476951827242525; 'recall': 0.8623870583779689; 'f1-score': 0.8535211267605634; 'support': 284}; 'weighted avg': {'precision': 0.8681690433297459; 'recall': 0.8626760563380281; 'f1-score': 0.8640944257091847; 'support': 284}},{'0.0': {'precision': 1.0; 'recall': 0.75; 'f1-score': 0.8571428571428571; 'support': 12}; '1.0': {'precision': 0.8695652173913043; 'recall': 1.0; 'f1-score': 0.9302325581395349; 'support': 20}; 'accuracy': 0.90625; 'macro avg': {'precision': 0.9347826086956521; 'recall': 0.875; 'f1-score': 0.893687707641196; 'support': 32}; 'weighted avg': {'precision': 0.9184782608695652; 'recall': 0.90625; 'f1-score': 0.9028239202657807; 'support': 32}}
5,1,DNF,5,284,32,8,[35; 36],564,0.587198,0.843750,5,[X0 AND X4 >= 0.067040 AND X7 >= -0.672730 AND X13 >= -0.496390 AND X17 >= -0.686270],{'0.0': {'precision': 0.9468085106382979; 'recall': 0.8811881188118812; 'f1-score': 0.9128205128205128; 'support': 101}; '1.0': {'precision': 0.9368421052631579; 'recall': 0.9726775956284153; 'f1-score': 0.9544235924932977; 'support': 183}; 'accuracy': 0.9401408450704225; 'macro avg': {'precision': 0.9418253079507279; 'recall': 0.9269328572201483; 'f1-score': 0.9336220526569052; 'support': 284}; 'weighted avg': {'precision': 0.9403864959071337; 'recall': 0.9401408450704225; 'f1-score': 0.9396281310603706; 'support': 284}},{'0.0': {'precision': 0.8181818181818182; 'recall': 0.75; 'f1-score': 0.7826086956521738; 'support': 12}; '1.0': {'precision': 0.8571428571428571; 'recall': 0.9; 'f1-score': 0.8780487804878048; 'support': 20}; 'accuracy': 0.84375; 'macro avg': {'precision': 0.8376623376623377; 'recall': 0.825; 'f1-score': 0.8303287380699893; 'support': 32}; 'weighted avg': {'precision': 0.8425324675324675; 'recall': 0.84375; 'f1-score': 0.8422587486744432; 'support': 32}}
5,1,DNF,6,285,31,8,[35; 36],564,0.608366,0.935484,6,[X0 AND X2 >= 0.328340 AND X3 >= -0.500000 AND X4 >= 0.067040 AND X5 >= -0.227030 AND X13 >= -0.496390],{'0.0': {'precision': 0.8691588785046729; 'recall': 0.9117647058823529; 'f1-score': 0.8899521531100477; 'support': 102}; '1.0': {'precision': 0.949438202247191; 'recall': 0.9234972677595629; 'f1-score': 0.9362880886426592; 'support': 183}; 'accuracy': 0.9192982456140351; 'macro avg': {'precision': 0.9092985403759319; 'recall': 0.9176309868209579; 'f1-score': 0.9131201208763535; 'support': 285}; 'weighted avg': {'precision': 0.9207066548025002; 'recall': 0.9192982456140351; 'f1-score': 0.9197047011888825; 'support': 285}},{'0.0': {'precision': 1.0; 'recall': 0.8181818181818182; 'f1-score': 0.9; 'support': 11}; '1.0': {'precision': 0.9090909090909091; 'recall': 1.0; 'f1-score': 0.9523809523809523; 'support': 20}; 'accuracy': 0.9354838709677419; 'macro avg': {'precision': 0.9545454545454546; 'recall': 0.9090909090909092; 'f1-score': 0.9261904761904762; 'support': 31}; 'weighted avg': {'precision': 0.9413489736070381; 'recall': 0.9354838709677419; 'f1-score': 0.9337941628264209; 'support': 31}}
5,1,DNF,7,285,31,8,[35; 36],564,0.610243,0.935484,6,[X0 AND X2 >= 0.000000 AND X4 >= 0.067040 AND X5 >= -0.227030 AND X13 >= -0.496390 AND X23 >= -0.913380],{'0.0': {'precision': 0.90625; 'recall': 0.8529411764705882; 'f1-score': 0.8787878787878787; 'support': 102}; '1.0': {'precision': 0.9206349206349206; 'recall': 0.9508196721311475; 'f1-score': 0.9354838709677418; 'support': 183}; 'accuracy': 0.9157894736842105; 'macro avg': {'precision': 0.9134424603174602; 'recall': 0.9018804243008678; 'f1-score': 0.9071358748778102; 'support': 285}; 'weighted avg': {'precision': 0.9154866332497912; 'recall': 0.9157894736842105; 'f1-score': 0.9151926737665275; 'support': 285}},{'0.0': {'precision': 0.9090909090909091; 'recall': 0.9090909090909091; 'f1-score': 0.9090909090909091; 'support': 11}; '1.0': {'precision': 0.95; 'recall': 0.95; 'f1-score': 0.9500000000000001; 'support': 20}; 'accuracy': 0.9354838709677419; 'macro avg': {'precision': 0.9295454545454545; 'recall': 0.9295454545454545; 'f1-score': 0.9295454545454546; 'support': 31}; 'weighted avg': {'precision': 0.9354838709677419; 'recall': 0.9354838709677419; 'f1-score': 0.9354838709677419; 'support': 31}}
5,1,DNF,8,285,31,8,[35; 36],564,0.460386,0.935484,4,[X0 AND X2 >= 0.600000 AND X4 >= 0.067040 AND X13 >= -0.496390],{'0.0': {'precision': 0.7521367521367521; 'recall': 0.8627450980392157; 'f1-score': 0.8036529680365296; 'support': 102}; '1.0': {'precision': 0.9166666666666666; 'recall': 0.8415300546448088; 'f1-score': 0.8774928774928776; 'support': 183}; 'accuracy': 0.8491228070175438; 'macro avg': {'precision': 0.8344017094017093; 'recall': 0.8521375763420123; 'f1-score': 0.8405729227647036; 'support': 285}; 'weighted avg': {'precision': 0.8577822762033289; 'recall': 0.8491228070175438; 'f1-score': 0.851065962529553; 'support': 285}},{'0.0': {'precision': 0.8461538461538461; 'recall': 1.0; 'f1-score': 0.9166666666666666; 'support': 11}; '1.0': {'precision': 1.0; 'recall': 0.9; 'f1-score': 0.9473684210526316; 'support': 20}; 'accuracy': 0.9354838709677419; 'macro avg': {'precision': 0.9230769230769231; 'recall': 0.95; 'f1-score': 0.9320175438596492; 'support': 31}; 'weighted avg': {'precision': 0.945409429280397; 'recall': 0.9354838709677419; 'f1-score': 0.9364742501414828; 'support': 31}}
5,1,DNF,9,285,31,8,[35; 36],564,0.574651,0.838710,5,[X2 >= 0.000000 AND X3 >= -0.500000 AND X4 >= 0.067040 AND X7 < 0.940780 AND X13 >= -0.496390],{'0.0': {'precision': 0.8673469387755102; 'recall': 0.8333333333333334; 'f1-score': 0.8499999999999999; 'support': 102}; '1.0': {'precision': 0.9090909090909091; 'recall': 0.9289617486338798; 'f1-score': 0.9189189189189189; 'support': 183}; 'accuracy': 0.8947368421052632; 'macro avg': {'precision': 0.8882189239332097; 'recall': 0.8811475409836066; 'f1-score': 0.8844594594594594; 'support': 285}; 'weighted avg': {'precision': 0.8941509618201346; 'recall': 0.8947368421052632; 'f1-score': 0.89425320056899; 'support': 285}},{'0.0': {'precision': 0.8; 'recall': 0.7272727272727273; 'f1-score': 0.761904761904762; 'support': 11}; '1.0': {'precision': 0.8571428571428571; 'recall': 0.9; 'f1-score': 0.8780487804878048; 'support': 20}; 'accuracy': 0.8387096774193549; 'macro avg': {'precision': 0.8285714285714285; 'recall': 0.8136363636363637; 'f1-score': 0.8199767711962833; 'support': 31}; 'weighted avg': {'precision': 0.8368663594470046; 'recall': 0.8387096774193549; 'f1-score': 0.8368363867970477; 'support': 31}}
5,1,DNF,0,284,32,4,[71; 71],564,0.430701,1.000000,6,[X0 AND X2 >= 0.000000 AND X4 >= 0.067040 AND X7 >= -0.672730 AND X13 >= -0.496390 AND X23 >= -0.913380],{'0.0': {'precision': 0.90625; 'recall': 0.8529411764705882; 'f1-score': 0.8787878787878787; 'support': 102}; '1.0': {'precision': 0.9202127659574468; 'recall': 0.9505494505494505; 'f1-score': 0.9351351351351351; 'support': 182}; 'accuracy': 0.9154929577464789; 'macro avg': {'precision': 0.9132313829787234; 'recall': 0.9017453135100193; 'f1-score': 0.9069615069615069; 'support': 284}; 'weighted avg': {'precision': 0.9151979697332935; 'recall': 0.9154929577464789; 'f1-score': 0.9148977402498529; 'support': 284}},{'0.0': {'precision': 1.0; 'recall': 1.0; 'f1-score': 1.0; 'support': 11}; '1.0': {'precision': 1.0; 'recall': 1.0; 'f1-score': 1.0; 'support': 21}; 'accuracy': 1.0; 'macro avg': {'precision': 1.0; 'recall': 1.0; 'f1-score': 1.0; 'support': 32}; 'weighted avg': {'precision': 1.0; 'recall': 1.0; 'f1-score': 1.0; 'support': 32}}
5,1,DNF,1,284,32,4,[71; 71],564,0.531719,0.812500,5,[X2 >= 0.000000 AND X4 >= 0.067040 AND X5 >= -0.227030 AND X6 >= 0.037590 AND X13 >= -0.496390],{'0.0': {'precision': 0.9456521739130435; 'recall': 0.8529411764705882; 'f1-score': 0.8969072164948452; 'support': 102}; '1.0': {'precision': 0.921875; 'recall': 0.9725274725274725; 'f1-score': 0.9465240641711229; 'support': 182}; 'accuracy': 0.9295774647887324; 'macro avg': {'precision': 0.9337635869565217; 'recall': 0.9127343244990304; 'f1-score': 0.921715640332984; 'support': 284}; 'weighted avg': {'precision': 0.9304146892222903; 'recall': 0.9295774647887324; 'f1-score': 0.9287039287380936; 'support': 284}},{'0.0': {'precision': 0.7272727272727273; 'recall': 0.7272727272727273; 'f1-score': 0.7272727272727273; 'support': 11}; '1.0': {'precision': 0.8571428571428571; 'recall': 0.8571428571428571; 'f1-score': 0.8571428571428571; 'support': 21}; 'accuracy': 0.8125; 'macro avg': {'precision': 0.7922077922077921; 'recall': 0.7922077922077921; 'f1-score': 0.7922077922077921; 'support': 32}; 'weighted avg': {'precision': 0.8125; 'recall': 0.8125; 'f1-score': 0.8125; 'support': 32}}
5,1,DNF,2,284,32,4,[71; 71],564,0.608368,0.843750,6,[X2 >= 0.000000 AND X4 >= 0.000000 AND X6 >= 0.037590 AND X13 >= -0.496390 AND X17 >= -0.686270 AND X19 < 0.778530],{'0.0': {'precision': 0.87; 'recall': 0.8529411764705882; 'f1-score': 0.8613861386138614; 'support': 102}; '1.0': {'precision': 0.9184782608695652; 'recall': 0.9285714285714286; 'f1-score': 0.9234972677595629; 'support': 182}; 'accuracy': 0.9014084507042254; 'macro avg': {'precision': 0.8942391304347825; 'recall': 0.8907563025210083; 'f1-score': 0.8924417031867121; 'support': 284}; 'weighted avg': {'precision': 0.9010670545009186; 'recall': 0.9014084507042254; 'f1-score': 0.9011897495452617; 'support': 284}},{'0.0': {'precision': 0.8; 'recall': 0.7272727272727273; 'f1-score': 0.761904761904762; 'support': 11}; '1.0': {'precision': 0.8636363636363636; 'recall': 0.9047619047619048; 'f1-score': 0.8837209302325582; 'support': 21}; 'accuracy': 0.84375; 'macro avg': {'precision': 0.8318181818181818; 'recall': 0.8160173160173161; 'f1-score': 0.8228128460686601; 'support': 32}; 'weighted avg': {'precision': 0.8417613636363637; 'recall': 0.84375; 'f1-score': 0.8418466223698782; 'support': 32}}
