lamda, n_clause, rule_type, partition_size, n_partitions, id_cv, training_time, accuracy
10,1,DNF,[142, 142],2,4,0.174172,0.937500
10,1,DNF,[142, 142],2,5,0.168185,1.000000
10,1,DNF,[142, 143],2,6,0.176753,0.935484
10,1,DNF,[142, 143],2,7,0.182807,0.967742
10,1,DNF,[142, 143],2,8,0.183541,0.870968
10,1,DNF,[142, 143],2,9,0.186821,0.967742
---> Chosen: (10, 1, 'DNF', [142, 142], 2, 5), (mean val acc cv) 0.933569, (test acc holdout) 0.885714, (mean training time) 0.176636
10,2,CNF,[8, 9],35,0,1.012238,0.593750
10,2,CNF,[8, 9],35,1,1.003226,0.781250
10,2,CNF,[8, 9],35,2,0.979115,0.656250
10,2,CNF,[8, 9],35,3,0.986221,0.875000
10,2,CNF,[8, 9],35,4,0.993150,0.718750
10,2,CNF,[8, 9],35,5,0.954287,0.718750
10,2,CNF,[8, 9],35,6,0.998804,0.903226
10,2,CNF,[8, 9],35,7,1.001767,0.903226
10,2,CNF,[8, 9],35,8,1.011327,0.677419
10,2,CNF,[8, 9],35,9,0.951360,0.870968
---> Chosen: (10, 2, 'CNF', [8, 9], 35, 6), (mean val acc cv) 0.769859, (test acc holdout) 0.800000, (mean training time) 0.989150
10,2,CNF,[16, 17],17,0,0.560354,0.843750
10,2,CNF,[16, 17],17,1,0.557871,0.781250
10,2,CNF,[16, 17],17,2,0.532824,0.781250
10,2,CNF,[16, 17],17,3,0.534385,0.781250
10,2,CNF,[16, 17],17,4,0.553625,0.750000
10,2,CNF,[16, 17],17,5,0.636027,0.750000
10,2,CNF,[16, 17],17,6,0.560858,0.774194
10,2,CNF,[16, 17],17,7,0.558167,0.741935
10,2,CNF,[16, 17],17,8,0.545290,0.709677
10,2,CNF,[16, 17],17,9,0.542889,0.774194
---> Chosen: (10, 2, 'CNF', [16, 17], 17, 0), (mean val acc cv) 0.768750, (test acc holdout) 0.828571, (mean training time) 0.558229
10,2,CNF,[35, 36],8,0,0.418145,0.875000
10,2,CNF,[35, 36],8,1,0.393505,0.812500
10,2,CNF,[35, 36],8,2,0.384756,0.906250
10,2,CNF,[35, 36],8,3,0.367701,0.750000
10,2,CNF,[35, 36],8,4,0.453366,0.875000
10,2,CNF,[35, 36],8,5,0.401669,0.906250
10,2,CNF,[35, 36],8,6,0.390230,0.838710
10,2,CNF,[35, 36],8,7,0.398127,0.838710
10,2,CNF,[35, 36],8,8,0.403142,0.870968
10,2,CNF,[35, 36],8,9,0.418343,0.677419
---> Chosen: (10, 2, 'CNF', [35, 36], 8, 2), (mean val acc cv) 0.835081, (test acc holdout) 0.914286, (mean training time) 0.402899
10,2,CNF,[71, 71],4,0,1.279748,0.875000
10,2,CNF,[71, 71],4,1,0.924480,0.781250
10,2,CNF,[71, 71],4,2,0.499701,0.812500
10,2,CNF,[71, 71],4,3,0.793002,0.875000
10,2,CNF,[71, 71],4,4,0.690232,0.906250
10,2,CNF,[71, 71],4,5,1.178869,0.843750
10,2,CNF,[71, 72],4,6,1.518225,0.870968
10,2,CNF,[71, 72],4,7,1.043952,0.741935
10,2,CNF,[71, 72],4,8,0.869938,0.806452
10,2,CNF,[71, 72],4,9,0.798393,0.645161
---> Chosen: (10, 2, 'CNF', [71, 71], 4, 4), (mean val acc cv) 0.815827, (test acc holdout) 0.857143, (mean training time) 0.959654
10,2,CNF,[142, 142],2,0,7.888910,0.843750
10,2,CNF,[142, 142],2,1,13.042226,0.843750
10,2,CNF,[142, 142],2,2,4.839892,0.843750
10,2,CNF,[142, 142],2,3,5.950234,0.843750
10,2,CNF,[142, 142],2,4,3.704532,0.906250
10,2,CNF,[142, 142],2,5,18.893836,0.968750
10,2,CNF,[142, 143],2,6,8.408422,0.838710
10,2,CNF,[142, 143],2,7,13.195891,0.967742
10,2,CNF,[142, 143],2,8,10.539915,0.838710
10,2,CNF,[142, 143],2,9,18.078892,0.838710
---> Chosen: (10, 2, 'CNF', [142, 142], 2, 5), (mean val acc cv) 0.873387, (test acc holdout) 0.857143, (mean training time) 10.454275
10,2,DNF,[8, 9],35,0,1.041337,0.843750
10,2,DNF,[8, 9],35,1,1.049555,0.906250
10,2,DNF,[8, 9],35,2,1.029245,0.875000
10,2,DNF,[8, 9],35,3,0.996825,0.906250
10,2,DNF,[8, 9],35,4,1.013137,0.843750
10,2,DNF,[8, 9],35,5,0.999750,0.968750
10,2,DNF,[8, 9],35,6,0.998756,0.903226
10,2,DNF,[8, 9],35,7,1.087974,0.903226
10,2,DNF,[8, 9],35,8,1.025530,0.870968
10,2,DNF,[8, 9],35,9,1.042062,0.935484
---> Chosen: (10, 2, 'DNF', [8, 9], 35, 5), (mean val acc cv) 0.895665, (test acc holdout) 0.857143, (mean training time) 1.028417
10,2,DNF,[16, 17],17,0,0.598351,0.875000
10,2,DNF,[16, 17],17,1,0.609104,0.906250
10,2,DNF,[16, 17],17,2,0.564349,0.781250
10,2,DNF,[16, 17],17,3,0.576597,0.687500
10,2,DNF,[16, 17],17,4,0.642940,0.812500
10,2,DNF,[16, 17],17,5,0.581423,0.968750
10,2,DNF,[16, 17],17,6,0.598301,0.935484
10,2,DNF,[16, 17],17,7,0.611938,0.935484
10,2,DNF,[16, 17],17,8,0.610092,0.870968
10,2,DNF,[16, 17],17,9,0.600477,0.870968
---> Chosen: (10, 2, 'DNF', [16, 17], 17, 5), (mean val acc cv) 0.864415, (test acc holdout) 0.885714, (mean training time) 0.599357
10,2,DNF,[35, 36],8,0,0.421112,0.781250
10,2,DNF,[35, 36],8,1,0.418880,0.937500
10,2,DNF,[35, 36],8,2,0.356257,0.843750
10,2,DNF,[35, 36],8,3,0.394255,0.843750
10,2,DNF,[35, 36],8,4,0.389771,0.843750
10,2,DNF,[35, 36],8,5,0.414017,0.937500
10,2,DNF,[35, 36],8,6,0.390859,0.903226
10,2,DNF,[35, 36],8,7,0.389803,0.903226
10,2,DNF,[35, 36],8,8,0.373074,0.838710
10,2,DNF,[35, 36],8,9,0.405465,0.870968
---> Chosen: (10, 2, 'DNF', [35, 36], 8, 1), (mean val acc cv) 0.870363, (test acc holdout) 0.828571, (mean training time) 0.395349
10,2,DNF,[71, 71],4,0,0.309295,0.812500
10,2,DNF,[71, 71],4,1,0.324637,0.968750
10,2,DNF,[71, 71],4,2,0.315246,0.937500
10,2,DNF,[71, 71],4,3,0.360964,0.875000
10,2,DNF,[71, 71],4,4,0.302148,0.906250
10,2,DNF,[71, 71],4,5,0.315843,0.843750
10,2,DNF,[71, 72],4,6,0.360664,0.935484
10,2,DNF,[71, 72],4,7,0.357653,0.967742
10,2,DNF,[71, 72],4,8,0.430954,0.870968
10,2,DNF,[71, 72],4,9,0.317686,0.935484
---> Chosen: (10, 2, 'DNF', [71, 71], 4, 1), (mean val acc cv) 0.905343, (test acc holdout) 0.857143, (mean training time) 0.339509
10,2,DNF,[142, 142],2,0,0.290701,0.906250
10,2,DNF,[142, 142],2,1,0.333358,0.937500
10,2,DNF,[142, 142],2,2,0.425348,0.937500
10,2,DNF,[142, 142],2,3,0.469278,0.875000
10,2,DNF,[142, 142],2,4,0.254593,0.937500
10,2,DNF,[142, 142],2,5,0.280228,1.000000
10,2,DNF,[142, 143],2,6,0.337029,0.903226
10,2,DNF,[142, 143],2,7,0.274996,0.935484
10,2,DNF,[142, 143],2,8,0.266371,0.806452
10,2,DNF,[142, 143],2,9,0.382601,0.935484
---> Chosen: (10, 2, 'DNF', [142, 142], 2, 5), (mean val acc cv) 0.917440, (test acc holdout) 0.914286, (mean training time) 0.331450
10,3,CNF,[8, 9],35,0,1.013391,0.812500
10,3,CNF,[8, 9],35,1,1.087171,0.875000
10,3,CNF,[8, 9],35,2,1.019024,0.843750
10,3,CNF,[8, 9],35,3,1.015171,0.750000
10,3,CNF,[8, 9],35,4,1.053183,0.781250
10,3,CNF,[8, 9],35,5,1.037225,0.593750
10,3,CNF,[8, 9],35,6,1.054163,0.806452
10,3,CNF,[8, 9],35,7,1.059141,0.677419
10,3,CNF,[8, 9],35,8,1.039183,0.709677
10,3,CNF,[8, 9],35,9,1.012086,0.903226
---> Chosen: (10, 3, 'CNF', [8, 9], 35, 9), (mean val acc cv) 0.775302, (test acc holdout) 0.942857, (mean training time) 1.038974
10,3,CNF,[16, 17],17,0,0.621041,0.812500
10,3,CNF,[16, 17],17,1,0.620759,0.906250
10,3,CNF,[16, 17],17,2,0.654813,0.750000
10,3,CNF,[16, 17],17,3,0.604233,0.656250
10,3,CNF,[16, 17],17,4,0.615743,0.812500
10,3,CNF,[16, 17],17,5,0.633678,0.875000
10,3,CNF,[16, 17],17,6,0.624738,0.838710
10,3,CNF,[16, 17],17,7,0.631767,0.838710
10,3,CNF,[16, 17],17,8,0.643947,0.741935
10,3,CNF,[16, 17],17,9,0.649400,0.645161
---> Chosen: (10, 3, 'CNF', [16, 17], 17, 1), (mean val acc cv) 0.787702, (test acc holdout) 0.857143, (mean training time) 0.630012
10,3,CNF,[35, 36],8,0,0.444669,0.781250
10,3,CNF,[35, 36],8,1,0.435294,0.781250
10,3,CNF,[35, 36],8,2,0.444703,0.781250
10,3,CNF,[35, 36],8,3,0.380306,0.718750
10,3,CNF,[35, 36],8,4,0.409710,0.687500
10,3,CNF,[35, 36],8,5,0.412279,0.843750
10,3,CNF,[35, 36],8,6,0.431482,0.838710
10,3,CNF,[35, 36],8,7,0.493030,0.774194
10,3,CNF,[35, 36],8,8,0.557861,0.774194
10,3,CNF,[35, 36],8,9,0.478291,0.774194
---> Chosen: (10, 3, 'CNF', [35, 36], 8, 5), (mean val acc cv) 0.775504, (test acc holdout) 0.771429, (mean training time) 0.448762
10,3,CNF,[71, 71],4,0,0.958246,0.781250
10,3,CNF,[71, 71],4,1,1.909855,0.750000
10,3,CNF,[71, 71],4,2,0.856058,0.843750
10,3,CNF,[71, 71],4,3,1.207867,0.812500
10,3,CNF,[71, 71],4,4,0.461112,0.750000
10,3,CNF,[71, 71],4,5,1.067434,0.906250
10,3,CNF,[71, 72],4,6,1.088901,0.806452
10,3,CNF,[71, 72],4,7,1.920311,0.870968
10,3,CNF,[71, 72],4,8,0.518448,0.806452
10,3,CNF,[71, 72],4,9,2.339919,0.838710
---> Chosen: (10, 3, 'CNF', [71, 71], 4, 5), (mean val acc cv) 0.816633, (test acc holdout) 0.914286, (mean training time) 1.232815
10,3,CNF,[142, 142],2,0,37.038894,0.875000
10,3,CNF,[142, 142],2,1,165.313914,0.750000
10,3,CNF,[142, 142],2,2,8.421719,0.875000
10,3,CNF,[142, 142],2,3,23.209892,0.843750
10,3,CNF,[142, 142],2,4,8.338046,0.906250
10,3,CNF,[142, 142],2,5,39.524355,0.843750
10,3,CNF,[142, 143],2,6,205.950334,0.838710
10,3,CNF,[142, 143],2,7,114.897954,0.967742
10,3,CNF,[142, 143],2,8,109.351456,0.806452
10,3,CNF,[142, 143],2,9,75.419806,0.870968
---> Chosen: (10, 3, 'CNF', [142, 143], 2, 7), (mean val acc cv) 0.857762, (test acc holdout) 0.885714, (mean training time) 78.746637
10,3,DNF,[8, 9],35,0,1.177297,0.875000
10,3,DNF,[8, 9],35,1,1.129615,0.875000
10,3,DNF,[8, 9],35,2,1.105441,0.718750
10,3,DNF,[8, 9],35,3,1.088030,0.781250
10,3,DNF,[8, 9],35,4,1.090396,0.937500
10,3,DNF,[8, 9],35,5,1.056539,0.875000
10,3,DNF,[8, 9],35,6,1.055855,0.967742
10,3,DNF,[8, 9],35,7,1.116735,0.903226
10,3,DNF,[8, 9],35,8,1.127290,0.677419
10,3,DNF,[8, 9],35,9,1.117484,0.903226
---> Chosen: (10, 3, 'DNF', [8, 9], 35, 6), (mean val acc cv) 0.851411, (test acc holdout) 0.914286, (mean training time) 1.106468
10,3,DNF,[16, 17],17,0,0.668635,0.656250
10,3,DNF,[16, 17],17,1,1.502215,0.906250
10,3,DNF,[16, 17],17,2,0.639908,0.906250
10,3,DNF,[16, 17],17,3,0.686239,0.625000
10,3,DNF,[16, 17],17,4,0.713704,0.906250
10,3,DNF,[16, 17],17,5,0.661083,0.875000
10,3,DNF,[16, 17],17,6,0.662671,0.903226
10,3,DNF,[16, 17],17,7,0.662931,0.903226
10,3,DNF,[16, 17],17,8,0.709332,0.870968
10,3,DNF,[16, 17],17,9,0.705977,0.774194
---> Chosen: (10, 3, 'DNF', [16, 17], 17, 1), (mean val acc cv) 0.832661, (test acc holdout) 0.885714, (mean training time) 0.761270
10,3,DNF,[35, 36],8,0,0.558826,0.875000
10,3,DNF,[35, 36],8,1,0.700523,0.906250
10,3,DNF,[35, 36],8,2,0.495456,0.875000
10,3,DNF,[35, 36],8,3,0.454406,0.875000
10,3,DNF,[35, 36],8,4,0.461235,0.906250
10,3,DNF,[35, 36],8,5,0.459847,0.781250
10,3,DNF,[35, 36],8,6,0.442274,0.903226
10,3,DNF,[35, 36],8,7,0.520600,0.838710
10,3,DNF,[35, 36],8,8,0.482989,0.903226
10,3,DNF,[35, 36],8,9,0.519240,0.870968
---> Chosen: (10, 3, 'DNF', [35, 36], 8, 1), (mean val acc cv) 0.873488, (test acc holdout) 0.857143, (mean training time) 0.509539
10,3,DNF,[71, 71],4,0,0.466316,0.875000
10,3,DNF,[71, 71],4,1,0.694337,0.937500
10,3,DNF,[71, 71],4,2,0.353353,0.906250
10,3,DNF,[71, 71],4,3,1.325786,0.875000
10,3,DNF,[71, 71],4,4,1.020321,0.843750
10,3,DNF,[71, 71],4,5,1.201162,0.781250
10,3,DNF,[71, 72],4,6,0.479433,0.903226
10,3,DNF,[71, 72],4,7,0.776677,0.903226
10,3,DNF,[71, 72],4,8,0.444814,0.870968
10,3,DNF,[71, 72],4,9,1.681456,0.903226
---> Chosen: (10, 3, 'DNF', [71, 71], 4, 1), (mean val acc cv) 0.879940, (test acc holdout) 0.828571, (mean training time) 0.844365
10,3,DNF,[142, 142],2,0,0.693331,0.937500
10,3,DNF,[142, 142],2,1,23.023600,0.937500
10,3,DNF,[142, 142],2,2,0.546884,0.937500
10,3,DNF,[142, 142],2,3,0.646482,0.875000
10,3,DNF,[142, 142],2,4,0.689411,0.875000
10,3,DNF,[142, 142],2,5,1.138099,0.968750
10,3,DNF,[142, 143],2,6,1.724948,0.870968
10,3,DNF,[142, 143],2,7,12.929062,0.903226
10,3,DNF,[142, 143],2,8,4.320297,0.838710
10,3,DNF,[142, 143],2,9,11.053137,0.870968
---> Chosen: (10, 3, 'DNF', [142, 142], 2, 5), (mean val acc cv) 0.901512, (test acc holdout) 0.885714, (mean training time) 5.676525
------------------
HOLDOUT 9
size training + validation: (316, 34)
size testing: (35, 34)
max_test_acc_holdout: 0.942857
chosen_params: ['5', '3', 'DNF', '[35, 36]', '8', '5']
chosen_mean_val_acc: 0.898488
chosen_training_time: 0.503928
chosen_model_rule:
[X2 >= 0.741295 AND X3 < 0.755585 AND X3 >= -0.932245 AND X4 >= 0.231540 AND X7 >= -0.983575 AND X9 >= -0.572990 AND X17 >= -0.805795] OR [X22 >= 0.186570 AND X26 < 0.999945 AND X28 >= -0.000090] OR [X1 AND X4 < 0.987490 AND X5 < -0.000715]
